Molecule	PC1	PC2	PC3	PC4	PC5
1,1,1,2-Tetrachloroethane	-4.2951376544813265	0.020483262698089928	-4.5220329867793	4.944121712193507	7.52344466506316
1,1,1,3,3,3-Hexafluoro-2-propanol	-0.38074046660969574	8.534486200964853	8.22402740449128	-10.718102170649363	-15.696312380300746
1,1,1-Trichloroethane	-4.363900884443166	-5.974516519368471	-4.144843161888849	0.8233647505844952	0.3584149380032601
1,1,1-Trifluoro-2-propanol	-2.3219031796435683	-3.019853314442826	1.9860762649909307	-0.35262474395472476	-3.719541076863686
1,1,2-trichloro-1,2,2-trifluoroethane	-1.3218576772761266	-2.41475927506316	-3.0660426788839312	-1.6289708647772405	-0.8847156015962155
1,1,2-Trichloroethane	-4.258549614369914	-1.4563583546127479	-8.375443749171689	-2.247097232166724	12.610033171825515
1,1,2-Trichlorotrifluoroethane	-1.649073585752845	0.3192612349153183	-3.0399884582256895	-2.8745968273104356	3.272406025805388
1,1-Difluoroethane	-5.557526332087556	-1.9825803738715517	4.438295191037989	7.202680449641374	-0.6535889243275574
1,1-Dimethylhydrazine	-7.898790898038376	-6.399961703809196	-4.455670372448768	-1.484638878226947	-1.9138273926382035
1-2-3-hexanetriol	-2.0629202888334883	5.140269979999414	4.558100457535427	2.3198847655841677	3.3304792344989624
1-2-Benzenediol	-3.4104658719000027	-5.282771939812038	-5.988984569398387	-1.6320729184124565	-0.5283430433460754
1-2-butanediol	176.62471691612112	26.61361627069306	-19.984693789717827	7.937663828293611	-0.9432109582787334
1-2-butanediol_RV_DOS	-5.088896178108416	3.834488534997329	1.1250893777652313	-0.04898707221075035	2.542805673752568
1-2-Dimethoxyethane	-5.764145983653946	-3.86980257663127	-0.6747863751178087	-0.24376400378319585	6.7981292453991635
1-2-ethanediol	-7.206332872507943	3.347452899688132	-1.1658127729165493	1.780679414931524	0.6355685030747729
1-2-heptanediol	-1.728863220494046	4.527886262824181	9.498964057213993	0.39000082796091184	7.543094901388469
1-2-hexanediol	-3.3654639910265716	9.44550666592587	8.18435662615739	-2.6080947754494	3.71444491582892
1-2-octanediol	-0.7654482033576135	6.0187723451794675	9.868177048245924	2.3223698676070144	5.3437686888851035
1-2-pentanediol	-3.33229529572416	2.033351702075895	3.458952560479163	-2.871708834111333	4.152361585273288
1-2-propanediol	-5.511938929190949	0.5241409400339099	-1.2344376828030383	3.429642881942296	3.9213294766981646
1-3-butanediol	-5.149763740176777	-1.3375980863213672	-2.3595182981742187	1.3537091618969277	-2.5146189959711305
1-4-Benzenediol	-2.915411586962797	3.2114721202103564	0.5056406535256684	-4.306278790611929	-10.053723390233479
1-4-butanediol	-5.034707863998484	3.5449073280966483	2.7684789549261493	1.7959671239843191	0.5095775401434106
1-bromo-1,2,2,2-tetrafluoroethane	-3.6093440138949613	-0.6177782249059942	0.18470750419344434	0.6589548710301676	4.803094718317417
1-bromo-1-chloro-2,2,2-trifluoroethane	-2.9209206662393536	-0.12433305803596476	-4.081405755182236	-7.437880953665025	2.726133412076779
1-bromo-2-chloroethane	-6.329665166206473	-1.7767930029588417	-4.210311402744885	-3.1202830826475636	1.4672120963234365
1-Bromobutane	-4.701570653767998	0.426019444539223	3.89673878524822	-1.835362311199352	5.023700877508222
1-bromopentane	-4.485025009994923	5.321990507080756	7.4436400839429115	0.19475299637540772	-4.878518031002421
1-bromopropane	-6.566102256163744	0.5378510720806368	1.8928892505996542	-3.06865018063229	2.453822047977073
1-butene	-7.037838522084076	-5.2444386119513595	-0.9045331387547109	3.285696376042796	0.42342747925594376
1-chloro-2,2,2-trifluoroethane	-3.456469255126374	4.6410562668202875	1.217351327810747	-11.415183744418709	-1.0403927578061836
1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	-0.17249308213328415	7.229638889548271	3.8848768017312696	-10.20636501121928	0.2903557987180865
1-chloropentane	-2.9195892671832278	0.924018819057313	2.796575884260392	-4.410653772717718	4.786112435046034
