Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
1,1,1,2-Tetrachloroethane	-4.295137654637495	0.020579150532076703	-4.522046375782396	4.943965172494104	7.52168457134842	2.744330638354451	-12.525015209173498	-8.127889573637995	-1.222748011607899	-5.36406026090309	0.009194748932340072	2.6821254646526334
1,1,1,3,3,3-Hexafluoro-2-propanol	-0.3807404663731327	8.534389751158644	8.225005107830127	-10.717628798666492	-15.694322224784793	-6.82436780404128	-3.327680622774074	-3.5649302110593055	2.5355296604019193	-4.602197607663774	1.2416095806139507	-1.849877192825543
1,1,1-Trichloroethane	-4.363900884317864	-5.974618678539015	-4.1441612650574795	0.8234961368091754	0.35784105021999474	4.4918304106243605	-6.613488900524476	-1.88385235288286	7.9731872206226795	3.4446912358849486	-2.0824240342062392	4.934842924825652
1,1,1-Trifluoro-2-propanol	-2.321903179734271	-3.0198068782176404	1.9856829384665198	-0.3528489714230738	-3.720431154296509	3.8981675301058023	7.385017907306359	-3.7309186637410616	6.6956411294028415	-5.152345006634127	2.2947880374974057	-1.424213351346902
1,1,2-trichloro-1,2,2-trifluoroethane	-1.3218576772550121	-2.4148687860572053	-3.0670579281337598	-1.6295034443019516	-0.8837153717046043	-2.4295084390584054	-0.34442168824150154	-1.490703642127397	-1.4179273873456122	-0.028444147516983806	-7.149107777010927	0.40257859880347513
1,1,2-Trichloroethane	-4.258549614294047	-1.4564586357453204	-8.37524276172179	-2.247102860189179	12.610691595456183	0.8668873563165421	-4.388245085053806	-10.336751963340527	0.010348040001821253	-2.939888230493856	2.2984841594821437	-0.32034779679894576
1,1,2-Trichlorotrifluoroethane	-1.6490735856607237	0.31915753934955143	-3.0398124539661593	-2.8745225073148912	3.2727926745469738	-5.419543730333658	-6.075118788707515	-5.161036739681678	1.873745561335518	-0.758626121680147	-9.861359830494335	2.9519942640391252
1,1-Difluoroethane	-5.557526332049755	-1.9826142953379684	4.4379636798565505	7.202717563187286	-0.6525865650571495	2.33195082992294	-0.784288288956977	3.24217193665043	-1.5748464660055592	-0.0954316141695631	0.8663682132614025	-7.731077199647105
1,1-Dimethylhydrazine	-7.898790898108761	-6.399917623430502	-4.456047430816833	-1.4847126186557023	-1.9136270204761539	1.360123937587171	0.24819857241225307	1.4585676182056133	-2.106858116177775	1.6701725441693067	2.424313029532111	-0.34962738998498216
1-2-3-hexanetriol	-2.0629202888689906	5.14029159159808	4.556644931064822	2.3195430173112546	3.331961684148684	-3.0950058395497306	1.2955079208251195	-5.280721779138441	-2.089447921343734	-1.8640459234069298	1.9629123375415545	0.3176711661072038
1-2-Benzenediol	-3.4104658718989107	-5.282656683357267	-5.988726983164132	-1.6317429514864292	-0.5281084949841406	-0.6854628581882424	3.0932835927657454	2.807171652282341	-1.9531265028242952	-3.3584285366781876	-1.4631680769170334	2.3416866674904577
1-2-butanediol	176.62471691616707	26.613613508998686	-19.984581117681742	7.937791169584444	-0.9428505088593002	-0.3779362364254743	1.3421279544797715	2.6593061224171897	0.10625909059221329	2.1138730420217335	1.7148593603649083	-1.002637087291368
1-2-butanediol_RV_DOS	-5.088896178121747	3.8344395891941936	1.1242218756219042	-0.04927605371841581	2.544807747769564	2.1390323815682115	-0.1649067304430195	-6.137171704503206	-1.473535137946285	2.206063872888739	-2.5697863735737267	3.126168708868529
1-2-Dimethoxyethane	-5.764145983664169	-3.8698180377217115	-0.6749024733314342	-0.2439194081875781	6.797480441694157	-0.042043422044932756	1.5558464959707832	-1.0853132713344824	0.8692116999616494	6.79359626805941	-3.395937579948339	1.2532219637765787
1-2-ethanediol	-7.206332872599003	3.347438835228852	-1.1663365685217824	1.7803166313545409	0.6350064197545534	4.967410101242419	-5.741640792183665	-2.679362453983046	-4.696615633291064	-0.6563702213450849	2.5897522235800348	1.340360343140455
1-2-heptanediol	-1.7288632205024705	4.527890084218019	9.498968625719058	0.3900075613500529	7.543496425140812	0.12867517748147025	7.282963214345304	0.4363248431849681	-2.25065244436446	4.212839576507006	-3.5645591564048926	1.8222609087417034
1-2-hexanediol	-3.365463991009013	9.445497620528466	8.184644500134025	-2.6080440097473363	3.714644357219331	-0.5427788901235335	1.2104426883439043	0.643550674958447	-2.293776778411183	8.218034710550983	0.6279494603076156	4.638830892418587
1-2-octanediol	-0.7654482032179302	6.018834445140244	9.868970997465912	2.3230337909902237	5.3449090020846555	-3.504672244702091	0.06589259022530275	4.999733093460627	-1.0885520923335135	-0.7610828143429903	-2.697135897363717	-1.0518165674812552
1-2-pentanediol	-3.332295295772543	2.033320380111241	3.4581358129729423	-2.872044615232197	4.153345637345819	-3.3460439539139504	-0.6408723762863588	-1.106829725736593	3.265700394995574	-0.7784086613507278	2.598044043886674	5.920504617385185
1-2-propanediol	-5.5119389292978145	0.5241927359865621	-1.2351826634522323	3.429354740370809	3.92041459662058	-0.11646454309737837	-1.37449839363706	1.598955006423122	2.9673012535871575	-1.2096957129491517	7.298968890243751	3.3273894803903477
1-3-butanediol	-5.149763740168875	-1.3375777563163525	-2.3599666562080266	1.3537020282211754	-2.5133991572657286	-0.9049841057535342	2.181454132928889	-1.7212115912603467	-2.0015206916844632	-3.1714420306685565	-0.5519090386306957	-7.376325084938245
1-4-Benzenediol	-2.9154115871194257	3.211517048839888	0.5040940670137889	-4.306831704803289	-10.054000006975567	8.687645017996822	7.009210333431614	-0.5118133436928948	-6.035706696858124	2.305504993491903	0.5662529496678491	3.2511558603617567
1-4-butanediol	-5.034707864003885	3.544868075146426	2.7685747402789613	1.795795300151015	0.5092650728706837	1.3413227928671292	-6.796370572322051	2.282069086346558	-4.395118181257036	-2.570496449741235	2.5838256667022463	1.675123883464358
1-bromo-1,2,2,2-tetrafluoroethane	-3.609344013727396	-0.6177221784602228	0.18654294124028686	0.6599790064752267	4.803521074234303	-3.000148025802802	9.76359207504894	-8.036708307245982	0.5340599481236971	-0.5039897532881636	2.492194397710348	3.2383791556886043
1-bromo-1-chloro-2,2,2-trifluoroethane	-2.9209206661729805	-0.12435364817432354	-4.081573570281244	-7.437887401852158	2.7265530381229213	2.733684528015108	3.5650935444803395	-4.312507858067979	8.769286734912214	1.1057556761330678	2.553334307595007	-5.646118370271779
1-bromo-2-chloroethane	-6.329665166206549	-1.7767918892383519	-4.210953831610306	-3.1203164893120086	1.4689867429712407	2.5288569056714754	-1.2918075107692826	-4.578114355894127	-1.5191420951917736	1.646284533800717	-1.2114766730260291	-5.218474229847893
1-Bromobutane	-4.701570653644362	0.42594626070488095	3.8972205486675278	-1.8351574109257573	5.024766377035687	1.0198387430191969	1.0722116262202372	8.662659837429134	5.346762677339864	-0.13531410568782148	4.401480603792242	-5.7829585004970525
1-bromopentane	-4.485025010062668	5.32205957302929	7.443646897763798	0.1947089185868787	-4.879362621336189	8.9045467670825	-10.465927169660361	-2.3570317565508496	1.9190977303877323	0.7649166317001729	1.7072962139019463	0.8357340059963442
1-bromopropane	-6.566102256051373	0.5377634429922142	1.8927168670201073	-3.0686779886056215	2.4549630060938887	-0.9334482372414511	-4.285150479237312	3.503272989595936	-3.0114466894016125	1.7360010546368772	4.4628179495490246	-2.5630421915854398
1-butene	-7.037838522109466	-5.244419776501253	-0.9046760458846993	3.2856040525120607	0.4229850877773271	-2.2507733576866515	4.881834813478873	-1.0035373629798292	-1.2564883668522395	7.429444934552879	-1.113725475906035	-0.5622275623375806
1-chloro-2,2,2-trifluoroethane	-3.4564692552103815	4.6411194675494665	1.217611360408354	-11.415087736964379	-1.0413389461611584	-1.581629648165139	-2.3456678018260653	5.714851024832594	1.4461553647900316	-7.483050881450157	0.6672720254126886	0.7470623369041102
1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	-0.17249308232355298	7.2297138861181995	3.884321647022095	-10.206808973275358	0.2875140279278164	-13.548157280359646	0.03523502190505171	-1.0116276068041214	2.7665868917363636	0.6586945867817796	-3.2431201498980324	4.392045627169371
1-chloropentane	-2.9195892670766916	0.9239674372235268	2.7962726456455522	-4.410591675926568	4.788113068676881	-0.5296699744120539	-4.8742405661922295	2.35119940159606	-8.414008229210662	-4.4628900051968525	-0.5698216943349981	-2.3807813445233528
1-chloropropane	-6.019580295392281	-0.7729898078883454	1.4474192256912692	3.104387914675349	7.357193664596495	1.6945009818388752	-4.26355179838474	2.004382320503649	0.4590235471695768	3.228522606227736	-1.0002911540738821	2.2021718179840866
1-hexene	-4.996160785160277	-0.26612235100016224	1.5894765790006993	7.452505999896917	-1.2574283515346265	2.6614247150759076	5.898432808595724	6.201454510594861	-6.778202389262742	-5.104479147873854	-3.9612540128111693	-2.5487849179584816
1-hexyne	-4.9961466258559595	-2.1640273634147458	-0.28889909509015865	0.5266217236289139	5.883935072082329	0.4224712971077178	0.8033397224227697	10.275591196547019	1.6825013502198363	0.45779032555761306	-5.3488203518054185	1.9266978557735943
1-methylthymine	-4.022393957070008	-2.842966250172182	-2.290552303356547	-3.5499969562876603	-7.9638039477189695	-0.5593585022674888	-8.034846731181487	3.532191227561944	0.4551555843757527	3.837593790365901	-0.9929599906576642	3.7113141333960793
1-nitrobutane	-2.597718533056763	-1.27002272223774	-3.4623986643657827	10.310318596729404	4.287678228124787	0.28044354492595835	-2.505481188464498	1.5087521891350213	1.8728316058698105	-6.0998936504033585	-0.283466637430627	-5.665575555701778
1-nitropropane	-3.659841063251568	-2.676673269038219	-1.591945931132088	-2.140064636747692	5.730535386042044	-4.5372182610179355	-1.0018796179236809	0.845718208399313	-2.7570189121081112	-0.37174867231404635	0.10227197630741083	0.6467915762737352
1-pentene	-6.0234502551929925	-4.399739980342349	0.03917079850448798	4.750037300097519	-0.9856177050082173	-6.152993620220737	-1.8399479655757298	4.659423086899044	-3.710521563708572	-4.6680868215641445	-1.1514721362514022	-0.35812013158717837
1-pentyne	-6.644357818390282	-1.2455486919264682	2.4627604593884045	-1.6456290468969847	2.5216084289557354	1.7863258157274706	-0.9527759928456797	2.734859740171414	-6.978315072065235	0.9171518694629154	-0.6748210698983296	-1.1787336732770624
1-propanethiol	-6.920296267788952	-4.713588802899999	-5.078665062877168	0.18122532576239853	-1.4176595034206383	-3.2325466786218158	0.4966620656335055	0.673520314964184	3.768114967203169	0.17921721004626193	0.5298992374675401	-0.3616078336514945
2-3-4-Trihydroxybenz	-2.08444281403006	4.1822386224025125	-3.719958438692105	-6.791097713209305	3.1458502192466615	12.770448764741744	3.5153026640199485	4.533313443402838	-2.6485211926509677	-3.0316842071616583	0.022807989248056784	1.9837463443991605
2-3-butanediol	-4.675513381620866	1.9202154519217711	-0.12233106651542663	2.8326448075725006	3.387580271086014	3.9373232594163907	2.569421458675176	-6.34390528240753	-3.335533090650476	-0.7495970959465256	1.0168541050880935	3.6907954787624844
2-Ethylphenol	-3.7281682876324167	-2.2108692943944304	-5.645601523959587	-1.5116556201672917	-4.048572449030583	0.6010454704730184	4.900294234165902	-0.3657232949245816	-1.1208748675470468	-6.369293865541537	-1.1913744262656747	2.529413320204559
2-Hydroxy-1-naphthaldehyde	-1.581045864761972	-0.6287935692013249	-3.2086790352534504	-5.4981923324256465	3.098171000921703	5.305149076113145	2.6739483031921183	3.3623788632263794	2.2802747104357164	-1.3153502827557564	-0.8183398688900566	-0.2531724686266295
2-Methoxyphenol	-9.410197246254876	-8.500214836966014	-9.124480552140497	4.7315442386363715	-5.11974683232559	-3.743405678832322	-2.2198843115905076	1.7285917686150982	-4.389482637324464	3.6684206962822747	1.0561619627134744	0.6132636565468019
2-naphthylamine	-4.364039221675915	-1.0780767698436948	-3.500695658725859	0.5608358821011165	-2.4233473661317846	0.5709890207641133	5.525221025912204	-2.251629364804077	-4.124639043532829	2.8874851025763157	3.0365290557288147	-1.4652079311367803
2-napthol	-3.353842220291419	-2.180928439012131	-7.041264695916996	0.07378124196556052	-3.062358855028824	-1.2270182763342015	2.2585932236913684	-0.4121545496564188	-0.7131664429646452	1.2864042406935998	-5.152837393583316	-1.501189407084412
2-Propylphenol	-2.0251764187476575	-2.2567916394435295	-3.9294837523478425	-4.685476222609062	-4.741816782331699	0.4783119709275114	8.342210845112016	-0.22946577768318885	2.3428510873442256	-5.321065463389823	1.981805341363693	3.9054001374806813
3-Chloro-bicyclo-dimethyl_phosphate	0.5355064443803466	3.7601142661376006	4.53346648108319	0.5148879726182123	-2.281078315095859	-7.6498612703427	9.174671106533514	0.8350123357872553	-4.16199836188196	-4.855927398747187	-0.6570597989587739	5.014621755771486
3-chlorophenol	-4.248057916838019	-4.3778362776170265	-1.6916717144747535	0.6190254684962182	-0.394571768796161	2.09223312869682	3.6771195337240936	0.40501562675769615	-5.969351340040543	2.2953411841640547	-2.363931880640172	1.132049647817285
3-nitrophenol	-2.8608183358850083	-1.7005197971256834	-2.4740465867265122	1.439198187588249	-6.695593559278663	2.9739654208188964	-7.359723403586153	1.874491483969484	0.8091339848753815	4.16924524809394	-1.2689870904895892	-2.7728588558778045
4-chlorophenol	-5.08517464882241	0.2588951818082503	0.5456160315752676	-1.603521665491251	-3.834737181092335	-7.579193509751182	-1.8324901784180767	2.7514393511757964	0.544730777602712	5.474260659756652	9.357409058722137	1.6297683077766167
4-Ethylphenol	-5.126444472785379	-1.598791978949231	-3.3368998944038286	-4.011300556888742	-8.63497618803679	-1.5375180833865616	0.5322842352475776	-3.102620983398885	1.9693889904968753	3.5692103170414393	-1.3668220370865847	-4.239109106051277
4-Hydroxypentanoic_acid	-2.823631571374981	-1.8061113061703284	3.9691256120909864	8.719346838139334	3.1720567671706994	0.7879280111442006	-0.4547863137643482	-3.8995713245313173	1.7575051444575005	-4.9320638846622575	3.9215176572619694	-2.5130974917062994
4-methylphenol	-5.140950818076981	-3.3298380612916567	-8.016606378926134	0.25523029828064137	-4.134766161495771	-2.8240407614857355	-1.109312618370738	0.8432456501797132	0.9111763917958694	-1.3821198609449452	-2.2894819287377115	0.8210320858351392
