Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
4-nitrophenol	-2.8892121011812315	-1.7667207779201566	-9.708610640413916	-2.7850732076004294	-1.4177478460038457	-1.785543188734868	-5.165051116345421	0.7169535264598514	2.6909632036867164	0.1967288168102091	-7.855079742357531	-1.4699931550568748
bare_surface	166.3461797102153	-30.573126132995636	19.04885011890433	-7.559768366156431	1.339465981524533	1.0600459888548388	-2.2225430831191186	-2.034603344191731	-0.8212684880385593	-1.1436614925991913	-0.5726072829652877	0.841088055982457
Benzaldehyde	-4.1786855557591025	-3.1768728233026864	-9.832533857922847	-2.262264307083477	0.28303756182629236	-1.5532720679001812	3.080122092976191	-1.3990200025963313	6.073852099694207	-0.6553028283437397	-0.7721711320891977	-3.9650832713653736
Betaine	-6.756594156715898	-3.582886032032563	-4.667755561273445	-2.2570460297768076	2.893979621405398	4.171745227281264	-2.620862249995018	-2.4933723323182986	-5.526413907811802	2.4898525179853905	0.00788852798911493	-0.7554124175865524
Butanoic_acid	-4.371952993773033	-3.753750853145289	4.163179972100446	3.8715480405884244	-1.233057633335402	-2.628529798023751	0.8929929067683898	0.6396655853112316	3.9038361305255687	1.247895912771393	3.0432798202972458	-0.2655069042256503
butanol	-5.45753917230895	-1.2205364213663477	-1.1383531889834382	5.802944590795245	1.7658626409112061	-0.33790205904969406	2.847815467372881	-1.4992478607577655	4.292869013484753	0.9518567066638458	-0.5651262716591542	2.14462657488874
cyclohexanol	-4.341820483103516	3.369631788493411	3.813159207948294	8.378614155290776	-0.8866301739597876	-2.871572071757365	-0.5633744731741729	-3.2797427793304257	1.4809868839596463	1.3339407098102702	0.6008147153763396	-5.594318490871861
D-Glucose	-0.02906999439124413	1.3364877631964363	3.747923064609307	-1.6789101828450435	0.4228144170656854	-4.346326081528577	5.0059407870364	-5.494957143834559	6.559132309415425	-0.591138642112503	-1.939696094758926	-4.41614124816017
Dimethyl_glutarate	-1.8089769911999782	8.89393726442529	8.420307461267392	-10.342437138826037	-1.3640928685485256	-3.988466966005085	-0.576002957050759	-5.807387276758741	-4.04292224823756	4.236349533930543	2.0780682693701116	-10.756759473938581
ethanol	-7.275124931992681	-4.824424160869481	-3.5840486909637246	3.0463902990234772	-1.1398361525906646	2.3114992370231158	-0.5232654612334176	-1.3455039808466673	4.495078346637614	-0.05640552647251824	1.2753802556835612	-2.704819199943453
Etidronic_Acid	0.433418231749394	2.833887073037318	2.7982239766700716	6.066319059105787	-5.950158828806403	4.598866989688976	2.5416665138330483	-8.751346269248923	-1.2952203149972434	-9.96705080888373	-5.2799722314252255	0.5157902218441573
fluoroethylene_carbonate	-3.5926513640297237	-2.962769299695036	0.9762361660674593	-2.4563523706757637	-1.053350202880589	0.4650544925419066	-0.34562080482003105	3.517756976558528	-5.6132891930707975	-4.529064382659463	-3.607808241378393	-4.7641032419030225
Glycine	-6.321969359820237	-2.3282945922122895	-4.698686572658209	0.530550266488263	0.3051115204252578	-7.792050863317609	-1.0114930720711754	0.14066669262625597	-1.2429586368509453	2.189362365873235	4.12823496143883	0.056878341782530005
Heptanoic_acid	-1.6631661816780001	0.8246496881631811	10.185333429667198	10.96432957995532	-4.759982557679544	7.928233575674899	1.0349817830687522	-6.660970583544636	3.4890496986429875	5.946104891573753	-0.381917341165221	0.7803102957459707
heptanol	-2.0529058340399637	0.0672407477976422	8.688588845648425	6.825420126364123	0.3242810597715681	-1.8887301017066487	0.5850793914625197	5.729432709882436	3.469555507369394	-0.2797184931340404	1.4262348006092667	-2.3140553909756423
Hexanoic_acid	-2.6803478334207704	1.7956453503092678	5.463394735660951	5.420695068480295	-8.291929866484933	-0.7248175088878465	-9.166166476253316	2.6230832713586336	7.446910010172191	-3.8575740507509066	1.6592940690791422	4.430059383203883
hexanol	-3.727692430505676	2.1849574319428005	6.4764297050654855	4.271814880201836	-2.7047068570246613	0.41654301545804434	0.8948422937349509	4.287164271705983	-1.439743304508654	0.03769368563762238	-0.42008126092435233	2.5363038108499483
Inositol	-0.1840889822719033	11.204025302741993	5.100219405976157	-8.334522852944088	7.1352386159348375	-1.1121345334875696	-3.985847165048579	0.31617025943275906	0.8620051307056833	3.902814923025971	-4.464398492634891	-4.901922558271889
Methanol	-8.357328168881454	-2.566329569659125	-2.903431322537055	-0.7193910624132542	-0.03842489432516564	3.0187290428815117	-0.763132394327036	6.607295460323944	1.0677985485184762	3.489845354760828	1.7647622220452694	-3.2873041737387174
Methylpyrrolidone	-5.407853599526766	-1.6862973679337565	-5.126132375770795	-6.3240742743267795	-0.40848435458290033	-3.891438044454126	-3.3934089775823537	2.447338182181989	1.0400572768361005	-5.155350055492209	3.34198342145686	3.955027983895397
N,N-Dimethylacetamide	-5.6289131997436	-0.8403810518203311	-2.1507913457524896	-8.391482263023338	5.002981952666398	10.976163145930624	6.195094306215508	3.875542878798802	5.742674314389065	0.48369630624571053	6.927990681308874	2.128244124005552
octanol	-1.3114833725657906	3.50385039454172	4.332245419319182	9.077725192796692	4.007933687443963	-4.590456473739441	4.678125596072389	7.709883319808544	9.418446012857325	-1.272119899046323	-6.453856023924679	1.401841279100116
Pentanoic_acid	-4.500195287182064	3.5931764807836664	4.807466581675722	11.460936534357199	-2.390764234033904	4.058970983037289	-1.779361232811033	0.5260607838754415	-0.646330008988987	-0.7928163380569854	-0.3287696761958778	1.0069585125999103
pentanol	-4.785913492985958	3.3217796585276775	4.399794554882931	3.820584380901688	-1.8968456379252128	0.7466322745968835	-0.21494312072833555	4.266756781562001	0.22430373172772683	2.8046909117024925	-0.7308168308719524	1.3652698442679858
Perfluorooctanoic_acid	-3.7619147776613104	-8.624296916687127	-8.128072071028075	6.732245162943286	-3.3068334573836196	-9.180625191568517	0.9878190799814427	0.1234899939575289	-4.276167580394085	7.485001393895408	2.6624232961308563	2.7871521663020937
propanol	-6.655769934216359	0.13659297457326985	1.254609219200262	3.0831530517867014	-1.5059103449348001	-2.5049767923115773	0.3698841087054273	-2.9816452535656772	-1.5578404242513633	0.7765551066300033	5.651327113643974	3.0492831736516686
Sorbitol	-0.6532517645337209	7.6412691193084585	4.014655710054442	-3.3377243946381006	2.652216353179275	-0.6159787317523473	0.3464963512875345	-4.439203487441338	-2.0528826406117946	0.2705947100221977	-0.5410471669226121	3.886551914397316
Tetrahydrofuran	-6.33906617587974	-5.408106444152202	-1.370402883678903	-0.36792532807198847	0.5981294709282331	-0.586741434899037	4.8465382296351285	-2.2214407127893474	-0.27627806204169564	3.7884901233147037	-0.3296330024805431	-1.5901348517111191
Tetramethylurea	-5.191431230864483	1.30397797872729	-3.6178532750883043	-9.602452498708923	3.2373554256404353	6.363430807617766	-0.8955332902270774	5.947564671584329	1.1091157755811811	-1.2146095441784153	0.9693973023446343	0.7470969307866194
Threonine	-3.3675039962797895	0.6029485834366255	-0.8728249090783806	0.4964211122164423	-3.088354121313723	-2.5009916391973754	-0.17551173732500025	0.2303257422823034	-6.1090382275548984	-3.659363503634019	6.41925529141066	-0.09053264315084414
Triethanolamine	-2.6767969047807716	3.9047469738997194	2.3260522294237123	-3.99223373848	-11.531833975968489	10.453568405267736	0.35332608896175705	0.2971801553088256	1.091299858961466	5.363703119734736	-6.104877004611958	2.354382661385892
