Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1,1,1,2-Tetrachloroethane	-3.333807282692455	1.6050693117625885	1.7144342894745495	6.819751168743198	-1.3180150995699582	-1.3964123287642343	-6.30392582785145	-0.42050392562692446	4.169158388864949	0.18817226001174803	4.453378567154672	0.4915525186918529	7.386596334779659	6.1332991310836515	-2.4372991384447262	3.6532182009885603	-0.8289322350528983	-1.7344545684432375
1,1,1,3,3,3-Hexafluoro-2-propanol	-3.0822870607961717	9.943067323136708	-0.3816275882145856	11.080415089446188	0.43157187763364085	5.6870886125333024	13.134879914527442	4.8917585665750565	-0.8919675421919341	-7.589703206317669	-0.04725197454924349	0.6828205267886769	-7.528201422097589	4.053081841470765	-4.405953868812183	2.40145618545929	2.1287404132600045	0.6287922169497521
1,1,1-Trichloroethane	-4.308236884987342	-2.252685886671306	1.9818280456035473	8.600228432929024	-2.825581990290228	-0.009328416201410913	-4.597240261038777	-2.784455253011058	3.3506920165946874	-1.9531985318971807	0.9203519132467023	-2.0411517154730197	0.9643139430503365	2.587342494913844	-0.11131742766556338	-4.071372135883282	-1.952902020810644	0.9899113021128304
1,1,1-Trifluoro-2-propanol	-5.019033596286203	8.45839973639575	0.9159779945260345	10.669085246300646	4.4453577714236765	-3.7016784917621175	2.6094529768417076	2.8262354476142457	-4.741084945184059	2.0439685886389576	6.046367347714233	-4.401716502177469	-5.3728816230609056	-4.045671508167503	1.183924463293627	-0.38082032798892584	0.5687366551659565	2.05270164806983
1,1,2-trichloro-1,2,2-trifluoroethane	-2.4020128637594516	3.659533519251649	2.7994155449348144	3.835895870759966	-5.2661918563041725	-8.144957080495304	-1.7876167122739541	12.031917185146865	2.0082026141554286	0.22396365064288773	-2.631879837828432	4.105824774215128	1.8401807479702113	-1.6010526823227795	0.1633282949591709	-8.375461915456759	-6.635526157916296	1.946932615839893
1,1,2-Trichloroethane	-3.999987733534631	0.5101077740179308	1.824931750241947	7.243318707951673	-5.724217287020759	-1.8462936757347486	-3.7572330783764007	-2.822667027181476	4.0956459902201825	6.890168838932995	4.107284026863251	0.5293239410255686	4.643064830563821	2.9392208428193842	-2.104915278080483	4.6456127359667505	-0.36794332351242987	-0.18239892233431915
1,1,2-Trichlorotrifluoroethane	-2.5474008169772686	4.073067641459006	0.9069594828032292	4.7823601137294816	-7.541700319015512	-2.2810169443710744	0.5734257815997165	2.0506577584162153	5.145722268854135	-0.22995660773179813	-1.3759457635890087	-1.1965626818678745	4.521048683576813	3.4988469204176353	-0.4351090892427381	0.879230100553508	1.7433803406485395	8.242667083611574
1,1-Difluoroethane	-6.1062084651030295	-0.6284801994671154	1.802727911031697	12.659949843817746	3.6712609814145445	-0.29383263232645646	-3.1507159428002813	4.085614159713268	3.063962103215323	1.8455181484641972	-3.369781226275656	-4.400274969197648	0.059606062520563094	-4.419576268833896	-3.5429961954881373	-2.2005747861400446	1.5614328351176625	-2.4647886404706814
1,1-Dimethylhydrazine	-5.9493545879570355	-5.728691161306646	5.089380492877288	-3.7742998212961822	-4.906077157915172	-1.498416195269153	-1.5993136538559736	0.06325429962883183	-0.2998033520449214	0.19538123702863885	-1.9355212408760158	-0.143625825711752	-0.20315475413666698	-0.1725522863827873	-0.652398464429809	-1.7958768553343192	1.4572472214846435	-2.5553381294415702
1-2-3-hexanetriol	-2.5008809690965097	9.965416643222635	-4.345091148739445	-7.705177250244213	2.4706691275569477	-0.2685392962712564	-0.253440179397098	2.3885969557145756	-1.090084234307527	2.8470416041623374	5.81547237528919	1.0434618591895508	-0.7696491632514876	1.2769164031062887	2.031150568673681	3.522007637130376	-1.4366283897271437	-2.4703246778768397
