Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50
1,1,1,2-Tetrachloroethane	13.156705762344407	-1.6317053936847996	-0.7152888836331339	5.471112437920118	24.02086145056881	8.5032593031569	-0.5560221960808587	-6.033965468313336	-1.4146911951779322	2.6205144945908776	-3.67602811361669	0.8159519295191734	-2.3978540717334837	1.5949911836285917	9.360659551576683	-6.813064896249069	0.8257267790371389	-0.5046082596578362	0.11201546555264581	-2.8879244157009527	9.261088250634069	6.917633392467566	4.475548369073582	-0.3951397706348761	-5.3223771922634775	-3.7136650582526998	0.9598782445394497	3.531631223948641	0.04583787937269828	-2.822600693615715	-0.50203156336173	1.3130139929938536	4.410883048212885	0.011371206337058149	0.6459038214634194	-3.2089840937989424	7.379227686342231	-1.481578760975212	1.5835432454114975	3.876684885838485	2.1987118652112017	2.8093581549967923	-2.6060554165923286	-0.45110811988675326	1.3683651003698938	3.349318795419656	-4.736317103561376	5.163520220879809	3.627444806710781	-4.337767106136304
1,1,1,3,3,3-Hexafluoro-2-propanol	20.144193388677976	0.0866105947865283	5.934245940652134	-11.163641534754802	-16.950566949772398	13.881858717210699	9.507232982036209	-0.20859146444076415	0.8394309077359334	-4.245700956220234	-6.690261116918679	5.501061767708043	-0.45966777345220305	-5.349036694219031	-0.9445247995826528	-6.286291189578819	-6.675527049854373	-4.99925409084284	3.122393452780062	-7.247061255542444	4.935265076292296	-8.557722712312659	0.02737528581020531	-5.352493131243915	0.6192328110443428	-6.361002446977853	4.031685020405071	-1.0096670624370763	0.5244534430687806	-1.900839569986866	-4.742193529407741	-0.2618579823289002	2.8361874588780664	-1.10342253671958	-0.8069381561980863	0.6331096606655705	4.044853559775809	-5.2435602586348535	0.9558729113571162	1.625529207635593	0.17365036257003236	-3.3511935342008385	2.797008340657634	-3.1677931798170453	1.6426223307468089	-1.1546277217948155	1.4813579517036461	-2.99708463146385	-1.0153688716273805	-2.0163267934269977
1,1,1-Trichloroethane	7.021111670375985	-2.7196271394931486	-1.2982712730284565	4.690677193367244	17.727345840923732	12.120032646230484	-2.0716716156621273	-8.386807457318666	-2.597302865689938	4.7245752897922	-7.600464387445921	4.218828600446794	-8.895591446784477	-6.200154704875944	13.69830122445511	3.561084627377441	5.877519084084964	4.006362229175194	-1.120351996257038	3.6121827601838863	2.437470264887874	1.3301663643248296	-5.115112791743975	-5.435533846018046	-4.098571598751695	-4.674813282947098	10.85754704143551	5.541635886647004	2.964231209707114	0.3327664752787079	8.630229533852027	-2.9411156315924876	-1.8064698885776171	-0.7458842919143662	-1.7530649622123704	-0.30307881906265155	-4.626225551928978	-2.4344532453614405	1.1190155010069844	-1.6989496482283353	-2.6707030404606646	-7.009016524473036	-1.334277183158472	-0.21408112295105627	-0.945204369052686	-4.061803311490521	6.153492766907577	-5.713842486012823	0.4164922650108651	1.4923749603131355
1,1,1-Trifluoro-2-propanol	17.238845522851204	-2.016918961444204	1.9046672330154089	-8.292634006033579	-10.557872054305442	13.194921634937922	2.0636385306413234	-2.5923524921060084	2.465391680733207	1.086995125463658	-3.8408752247348374	7.4680139212331484	-0.19643706698036267	1.9917172860719907	-1.9681737913242785	0.8863295853357868	-4.906901822896301	-2.423040911781249	1.6500711387847837	2.656744425615527	-5.466043039842627	5.915754821925583	-1.1324352607809565	4.342378414760597	-0.5580427990681416	0.917999628844259	-0.31597367886598837	3.4581703687480068	0.6863102589300708	-1.9611908866411485	-1.5609847953764013	5.082901438760162	0.31226870529725587	0.5500676459744193	-3.1522833220458346	-3.354247398960687	-5.010337416085065	-0.04122342344280049	-3.234745709201611	0.400074570202688	1.9619631352540665	-7.84387854015573	-0.33954104632984716	1.7246166341686433	-4.946448938725956	3.230381144206041	0.4306936009527234	5.582947970516988	1.9607637610961415	2.2018591900281903
1,1,2-trichloro-1,2,2-trifluoroethane	19.563060262740304	1.4454925519676165	-0.5860221082091626	0.11733425765207393	24.891649388849107	5.474526681872335	21.66919611273218	-6.475157045160145	1.4290399651277381	-4.932678201643708	-7.167486489364976	-3.080822909033389	21.727489216201548	4.796729833155016	2.6690413263590975	-2.119490556876432	-5.048744176660782	-3.250749081448978	4.070586931828786	9.914220116150519	-1.1678591934098541	-1.8306401923820945	2.562668782773171	2.8108942849391534	10.492900540537654	-8.024430838367254	-0.7917498159097918	-0.48286341829868756	-4.369225535549357	0.5011115533934951	-4.15559337670356	-3.5825559930745183	-0.056373246026819396	-2.6526204733107805	0.4127132245740339	3.376605176042616	-4.700028390640098	3.921165413473886	0.1112863492164476	-1.2952442347446496	0.2337304174348419	1.8380568374833737	0.7459596368704304	0.33282684199476587	-0.06404644005502527	-2.2836648084274267	-0.6899883785071975	-1.6730024454933496	-1.7229273854383107	2.0369987544683292
1,1,2-Trichloroethane	11.773621520492307	-4.359020133993841	-2.1031199117174917	1.0448804912678562	11.742368739831887	5.646669587097488	-8.441974703522808	7.536891046096464	3.8190479352523496	-2.757936669377513	20.653855018106178	-3.560283517346683	-4.477074492792488	-2.23034973488683	-6.6242397442964105	-8.482514133950573	7.5751334341066965	-5.645598675359683	-0.46160276591784966	-5.2313805224016585	-0.4427019517752534	2.2469691106980774	6.953991057423416	7.373196025292913	-9.234944050890157	-3.6414581112628146	0.810283329378881	4.771642036665918	0.0968548971886234	-6.097658580123277	-7.739661809872509	-4.707045886428173	3.0964827792658083	-2.4499229569533205	1.5200596059125562	2.8805755188078708	-0.5714608161400339	-1.1906403461267843	0.09096229802250433	-6.971206437450236	0.6032390485669891	-5.492367809457936	0.10267853635868536	0.4478600212397401	-1.4078348089275736	-2.440800458309765	-3.9728807881893946	-0.009289975360014125	-2.814262960185711	2.201631141138226
1,1,2-Trichlorotrifluoroethane	17.25600329922772	1.0881701485066961	2.473060492683963	-2.2058500735017947	14.328442984351774	4.914171448327041	0.6643164249549678	12.676145487099774	13.392658233176531	-12.01209956458245	11.739193479840097	-17.184921882378475	-8.663135346314192	-12.670717686543979	-9.657991529378469	1.2202103373165343	-1.757402517026848	-1.2168198029194601	-0.6704845601053523	-3.020629581147026	-1.7423383134379233	-0.26951515636415585	-8.283023946003272	3.142852898520511	4.423989017988196	-0.1530654847813446	0.35924478879473504	-1.9070386480291543	-5.037257882518068	0.6357105237315602	7.729961966073113	-1.058052875492605	-2.6810759797235484	-1.3730159873022956	-8.584744290289327	-0.13567713558880284	-1.1339865561424043	-0.6895614821473488	-0.4064871838754872	6.673925006571347	-2.3050952836302305	0.002107013505728744	-2.1101301801075727	0.5669700896341221	2.2971744204205997	0.7672236319163064	4.400309547260999	2.652631836378828	1.4967555254744744	0.7101583013414271
1,1-Difluoroethane	3.233063036720491	-6.0799811910106145	-3.0903075877524	1.8807391643596738	-3.4353789190768103	11.629919033239291	-2.2649755587187275	-6.1895160474680555	-3.727538294847104	1.7373410160195468	3.0173017300129765	-4.793842172576764	-2.5895579154487374	3.1857127706063566	0.42357015571014506	-4.061132876750398	2.0215541443205196	-7.225854245531873	2.048575331633246	-1.8491714892693116	-8.969035156312527	1.3394254290279384	-0.6004117513857862	-1.2574244234236454	2.774655298887727	0.7369049815848802	-4.771912714310396	-3.475019655293673	3.9348304229989863	0.35097152553593375	-0.8180585779401596	1.7876637120814385	2.4560160813397935	-0.33763247450836187	1.712267446122533	2.4715588502860584	-3.6162610750157422	-0.5884530294813194	2.045487015357682	2.121736018025274	-0.679447123572215	-4.099670090989551	2.3930751582588896	0.26865259479417475	1.5675483341978211	-0.30344776075489743	-1.879240221252551	-1.2870755524336266	5.598308744043843	3.1481693299367395
1,1-Dimethylhydrazine	3.5375057485817614	-2.90983629418293	-3.965491155561195	-0.8064991039512898	2.715066454576626	-6.811534339729958	7.170870157865604	1.6000403744469394	-1.3176036747599107	3.50137508415524	2.708904886873386	3.602356565260684	2.256561021953465	-1.6808016573153566	-2.5202036240867383	1.0373039473308134	0.9112189976782092	-1.8598664897487551	0.5110582176492022	0.17501503662818413	1.5426576156695633	0.9741544653243808	2.2750224322536163	0.2896204467145915	-1.4612150829863402	-2.1121413899543575	-4.5401501335745165	-1.6973724450659646	-3.538966558624948	-1.896570806046159	-0.5160833186301319	6.740510184270858	-1.8933678432942513	1.4675470991707902	-1.3923099203892275	0.5173981374519274	-1.283324710086819	-1.9647903083783802	-1.4558158120947313	-0.8020727547409358	-4.2989555631842284	1.7061869837001447	2.6778089037620014	0.5676688601665038	2.0348092071212918	-2.4602154009282087	-1.2381530299133126	-1.2602229550896407	1.4391865758923754	-2.840998358004324
1,2-dichlorobenzene	-7.13338825625672	6.7764528611562245	1.4548109794118693	1.2225894800649526	0.33323925075271055	3.11936744789988	-5.496840167019046	-6.221794981309187	0.04884133354366531	-3.487157930443654	-4.648531174830031	2.4043885635102202	2.519100658022761	-3.0061467106640247	-0.1612995379076371	2.793297916379759	1.7580654220026264	2.133174887592397	-2.601582458126366	-1.022076670976419	10.535060594655207	0.6192456289406342	-5.647256874882595	-4.2917479106889616	-1.9082899777743143	0.14757398381331424	-0.22346555210737237	-0.6125791173512523	-6.971669716614243	-4.68395325959936	-3.995293970280607	-0.3186115523963009	-1.8798720485279847	0.9506163542319401	-0.5571918734217919	1.1293954010520428	-0.39958323344051694	1.5627618019327443	-3.1866728777951745	-0.6061778460957519	-3.785400393211177	0.05488363691183264	-0.5613333425439742	-4.291915344147252	1.760274938212526	-0.3844626017571749	-2.7073246678972525	2.5412780171018245	0.4468489019313738	2.157969883734055
1,2-dichloroethene	-7.272787353458437	0.931626410325327	-3.089563598963103	2.174523959589543	-1.6320518230211012	-0.07373709675402194	-0.683796130558112	-5.685874554566408	-1.2525899243087846	2.6415978966561218	-1.0297619308134902	-1.5639246576404677	1.500831176360862	0.5555113370624264	1.7154446980925273	0.29714273500240573	-2.761091915694054	3.3310296829911894	-5.397153940705858	-1.5713521202778444	3.0255093669028796	6.932823366414539	-4.424489659115986	-2.0778323726520425	-3.710016709441382	1.4216550138690696	-0.03271149609123407	3.790739105443875	-4.022596267627935	-3.142771438645817	-1.259427992477523	-2.0801995188544447	-3.663897366924701	3.4592109332787464	0.9378199682246429	4.546740823366089	-0.16918497012424374	4.002041428920075	-0.9136855109718584	5.175447913475927	1.6586056003349852	-1.7807663543941057	-0.039781615235618815	-1.3162231607770747	2.2822560183715908	-0.11963333059445296	2.6307822489076957	-1.198358965614603	2.9489098716144952	0.9389523986706053
