Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33
1,1,1,2-Tetrachloroethane	-3.0609085514501495	0.9654940488346445	3.8574298701945327	8.906318774837604	19.039186332464634	3.4446136519095285	-6.119359077274149	-5.026517371598422	-3.73356049533199	-3.2538600764208385	2.445717669451736	-2.4379429977524256	-6.412070323220491	-6.06844222739127	3.2878555626487462	-6.385305652666899	-3.975268244535527	-1.9362054298279119	-2.209641251075858	0.7317470169524336	2.8852564092355415	-2.6313783254272867	-1.4388829445656806	-3.7325631238416443	-3.1956241794643465	-1.9773224764821162	4.979311006484331	0.865301085816746	-0.8719805388796461	10.341001220332156	-2.686616161762395	-0.022094160406306452	-3.956408840904282
1,1,1,3,3,3-Hexafluoro-2-propanol	-7.994669902270469	2.710175744992831	6.064397033465165	2.952871613368736	-16.956920812114213	6.846781742136829	20.14861666453314	-11.177135490738271	6.929190764397764	-2.1437653319322196	-1.178110001312335	-9.516997271493773	0.8745912402818493	-10.803569868206914	-1.489475325674809	2.2109157281971923	-2.3643358392407765	-1.4390911307063958	-1.2778773714516436	-0.900280243145965	-1.3991732828704022	-1.731912566878266	-3.7827757643059434	-6.581634676503143	-2.2170309342514334	0.7030302003657709	1.7952481898695998	-2.165521076586882	1.592844145705865	-1.8999287047335438	0.72879384764244	1.9546128631446544	1.77926046642151
1,1,1-Trichloroethane	-2.2448539277716324	0.21558099976335465	5.019423337385368	2.475722871910365	15.021757461204356	3.6729329576732175	-5.276012574276939	-7.742379960118162	-4.42831178692565	0.5724348055374318	0.6949061551105293	-4.797740207713254	-8.32917592469268	1.7467835602245045	-0.8830821823487334	2.7577914581175174	-1.5569374154349764	1.8240089137311515	0.9762412234664463	6.172092991989767	5.032285012083837	10.830935056290077	-7.668315735814508	1.3992215148571787	4.592986017458349	1.9272783173932493	3.3116131280729952	-1.319322877877994	3.3718369885969457	-5.336501318289583	-3.9792334718677274	0.1820781557613561	0.5709848854950744
1,1,1-Trifluoro-2-propanol	-4.948107350165117	0.9056688634388721	4.664799444119787	1.3904834593651068	-5.8099694760275415	-4.016070915280986	8.837139849573754	-0.8620363743759556	-1.546013235177375	1.028907651060981	1.2625892484306338	-5.724146530215569	1.1642005149579846	1.9813173888247406	-1.2296791485755942	2.083447410461367	0.23160865638233175	0.8250656807115694	1.7996707193524197	0.5983543100341053	2.9935512070047348	5.825882950607335	6.3769955975005095	-4.895312944459965	5.17417826701889	1.078428434647213	0.6888578514710699	5.390513678654764	2.1304648816504397	-3.048206958763161	-3.612958485283898	1.686072888726595	-7.578317703535626
1,1,2-trichloro-1,2,2-trifluoroethane	-5.299157695565825	2.339667102817786	6.705795513639857	5.624925497293428	11.028534492983226	9.430912196987315	-2.2958442548370006	-6.10935633566916	6.124039131087179	-1.777753106396321	8.971796766576999	0.16927300213978666	-2.3770901555929624	2.4141955309776444	-0.16049222585044257	1.2580873802005494	1.0034900064917316	3.113823476869862	-2.540982958861064	7.110520492133707	-11.487592930697271	2.7757479582125097	0.8976422095636839	0.6514869829995716	-0.042425321325094606	6.7306839851167775	1.5204261094763574	-1.2439678866547088	4.728766692368394	0.5770416620189311	-5.74689311681206	5.578518121209776	1.75258286571709
1,1,2-Trichloroethane	-2.3518686470994794	-3.4072027254909663	1.158017581971273	7.560418159476954	13.008826054587601	1.856210060496802	-4.8290232701972835	-3.360153671836834	-1.9394953264764248	-6.353490473685831	9.673324796726675	-1.3233948084379636	-1.0693916707858477	2.617439350260308	0.35174996136302283	1.2894246310773698	1.9621798761978808	-2.4180539670063097	-0.6261077067716798	-4.102452023024061	7.405716169634758	-5.709301508945397	4.842848477200755	1.5844493531907067	-0.8898823733330196	-4.723896647607372	0.15892833105792975	-1.142322037972608	-5.197168642733573	3.4902261299619535	-3.1401172600539904	-8.25714466149668	2.414572787273197
1,1,2-Trichlorotrifluoroethane	-5.128610987682527	0.496412358497224	5.526880619681869	8.098061297718369	11.00622715432929	5.692019408993961	1.4684272698184857	-8.47051338140218	4.810925966655777	0.652224172129661	6.632347621801033	-3.4258118885552205	-4.353539166140283	0.22470159568048	-0.7378675584559243	0.9499677711402347	-7.60240068542293	4.749198920071033	3.320763201111421	1.4673249474194716	-0.10441553513148322	-0.2942267001103907	-8.251683075747565	3.356730901616047	1.0536184881164161	4.997166309380957	4.611088949423968	-4.36925973080535	1.4325554956494921	-0.2228924158926098	-1.9630210438577766	-4.984165721929612	1.1634778283555314
1,1-Difluoroethane	-0.9007056978159549	-0.38222350148891276	-4.719215918183539	7.08823710077231	-1.4383962977327411	4.857740177606565	-1.157271293364561	3.136897945627418	-1.9014921587842875	-1.775028886175317	-7.04481714632603	1.16524212400788	5.543565169498206	-2.1022370545491205	2.8699983716667856	-6.99603609787372	2.971431783447315	-4.393941143297106	-3.001825518111402	-0.028104997267489922	1.7274800312254315	4.39854312142499	3.8640331965340056	-2.3050361569735656	3.7423253864306525	0.6963128501696944	-4.382944340466182	1.5210176416660006	6.286087156514265	-1.0501086692542765	2.804753408855118	-2.302126792302193	-4.042081431613526
1,1-Dimethylhydrazine	1.8932960441024027	-5.099817543423087	-4.937238686830905	-2.4498674934155065	0.403543769934667	0.6207169511874161	-3.3875604545740297	-1.4576686551026374	-3.7118303771183245	1.4551106830087306	1.9152342447557673	-0.7373891807806265	2.4478347535435523	-0.4047004424829018	2.3154664002500533	-3.2489806748327417	3.157760061656311	1.3923036761958305	0.7752789500925327	1.1099278093525085	-2.0889432072121275	-0.22322368969108553	3.203527455462823	-0.3858256846286291	0.5073546536496917	-2.409297652136253	-3.605475814249306	0.07954064187116586	-0.02201959613937835	2.273682211779494	1.6317546051761127	1.4179525423565615	-3.9667015888937676
1,2-dichlorobenzene	-2.779010246831579	5.503194274851757	5.230244688352478	-2.5320544136494307	7.2768711598805655	-6.58191085254283	-1.3263728457374413	-3.787220952974786	3.82081734654588	-5.601457955854669	-7.9199128573998205	0.948841180485227	5.588849667515838	-6.791458262975641	-1.4964251914378528	1.7728910804009694	-3.050515109676902	1.7830273041393951	4.011220906213446	-2.3781069022560533	-2.5003417215415924	0.21461259345937156	-3.4285760418153024	-4.499018739756591	-0.22225175119162177	0.9779686684761555	-4.927783422281917	-5.466620310756866	-7.7912037146079385	-3.28195811596675	-1.8156348050225888	-0.3426814794538318	-0.6499668422429488
1,2-dichloroethene	0.0812982900920868	-0.7558532332134293	-3.397351719648585	-2.254052670555478	-3.8137663867869556	-0.6582576486130843	-1.3800894674258373	0.2957954551169034	0.4643987003121724	-4.599853914754916	-7.750594639202173	3.4025869103455118	2.4198033285461293	-2.3076516932129065	-0.10467627607511727	-2.1412437553340817	-5.8801635222142385	1.3277333497996142	1.071033212659332	0.3273718667245567	-4.445815937728989	1.682947079048248	1.414893752844404	6.193191688142338	-1.9727992350526156	0.003944651475771593	-6.084452176264309	-3.0863120239059714	2.3081889255361188	4.328819418330299	0.5118192622404191	0.31706176686200926	0.7461286762762999
1,2-ethanediamine	0.6798407743964693	-3.556660445065295	-1.9149213802631893	-2.8066968311173968	2.1821153827248554	-0.6527096216046535	-2.4154406220261664	-2.908804423642561	0.011277742778650056	1.9852737249560508	-0.16326001313618888	-0.5533861669278743	-5.70656836490128	-1.8361387249482544	-0.14854770060671207	0.20097019941352653	0.7514774847723248	-0.44177346523147004	-0.1066999489619266	1.2422702147888638	-1.8918707217643882	2.4000716639836646	2.8612543738089684	-2.600657293221335	-3.1268997833301504	4.67689240524119	1.6395702588541248	0.651888429466458	-3.18901358786922	-1.006853044393529	-3.7894935161921985	3.0670989513262032	-1.0534542581391293
1,3-Butadiene	1.2148917160069626	-5.342420078586991	-3.688707994212773	-3.664034881845463	-4.1754612003651825	-2.813730701530798	2.8323475877214683	3.831290814415498	7.485974554977351	1.9884733079994477	0.7079803628113877	-4.355870145670502	-5.705313404259374	-7.251776172132429	2.3766312765299977	-3.0433211138275027	3.5724524630650905	1.6681315050367236	0.9307696510758209	1.6694604278535015	-1.7771315596188817	-1.529836988853854	-1.2400514828742502	0.8367967712026798	0.9586364492069539	2.2920331673568177	-2.825135039939566	-1.4541897410586635	-0.47343800530559893	6.132005562194695	-0.9706709599400452	1.2489054763234293	-2.5971064613962556
1,4-dichlorobenzene	-1.819285269456874	5.01712287098365	-3.8083512849433223	-0.8011029445904891	2.0159306333608638	-10.486210882137735	-10.771518887057175	9.490134373444409	4.872847999006217	-2.9440060398193313	6.674703064367246	7.382313400115999	16.652592460613292	-0.8287495379237736	-3.3221883787347237	3.6269278048106472	-5.588953407030662	-3.315229860179534	-3.240726530816785	0.1384311926936407	-2.7397067483212707	-1.1710414719467026	-9.092311223430503	1.4995440191386125	-13.043672290613573	0.644099046122696	1.4648695407635062	5.117397021197868	-2.2866264988569656	-2.5285310318813052	-0.14877730068324313	-0.3013003189651426	-1.8760954539222443
1,4-dioxane	0.014105316327131813	-4.093912161557129	-4.3307672555483325	2.555887935450746	3.6146667118249702	-3.743405663541706	-4.6413913357784295	4.522079344000377	-4.569139944624377	2.44504338931419	1.8645743285511427	3.3426034599678136	11.93469108984145	-3.481467050289211	0.7517996665660508	0.5184516547796924	1.3678029164083891	-0.26443606510420303	0.7605527845560371	-1.1964687494263044	3.8123665430985096	-0.09401941125385872	3.150316335984314	3.0679348590275604	-1.7037651457349945	3.819120220571323	5.911697618687029	-2.936619796598984	1.0413632262124197	-1.685728675685273	-2.7559931553894406	3.008704266453442	2.9883647165197966
1-2-3-hexanetriol	-5.710661939867892	3.320822297194011	0.9570203546567184	9.518956494232588	-1.0379163358770802	4.319312921285001	4.908160756353389	-2.659234518042653	2.826398453403413	-2.010451461694773	-0.22066584687739343	-3.488704407435539	3.3005138411647987	4.86442097935821	-0.2942450838966166	0.4050700649100914	-2.1625379265048776	-0.6661604064136945	-2.885826337159836	0.2651485615810647	3.5979033643208127	-6.172544002959224	6.170093477072148	2.2752467342318528	-0.7855124610517845	-2.0062289573142578	5.344240931259356	3.262018451930612	1.3438335651333084	0.8896223482891387	1.010886724681747	-2.432057416031232	-4.582083128133958
1-2-Benzenediol	-2.2341583078486633	-1.976926490789856	2.9189313855847536	-9.955736087413916	-5.424394016538123	7.529528542656306	-7.0316296844176565	15.485349222775772	6.8484229073133855	0.9280740871186537	10.963008949719258	-2.1281022883224163	-1.9450947313191214	2.9658596958632004	2.8495674106407862	-7.425907485197935	-11.405980813696956	4.847703496670939	5.224591469829612	-3.8183222072382916	3.118969293754476	-7.207397042649602	1.9167270288248615	-7.005883334332224	2.6886234614365017	4.023285399694215	-0.9309332752729089	-1.408038857663978	-5.9016285146370375	2.507602588228096	0.3518120349987356	7.071198044677818	-2.7436715133393457
1-2-butanediol	-2.9098168830699684	-1.3283681369617337	0.2315771195600802	5.532390917286552	0.6164073758438282	0.440898171809319	3.691514783414916	-0.221716874196988	-3.6292394774253376	0.24189643761285548	-3.5387159125323473	-3.9666746135250666	0.8187441537773359	-1.8697653522297109	-1.6720396435239717	5.465679412081593	-2.8757718531763117	0.6734975861747816	-1.8183161601370514	0.5816298447609117	2.3116657871091477	-6.62574292097883	-1.2900952572788478	-1.6922317847044426	1.3309039926514636	-2.0098492016628047	-0.7739718761381444	-2.309566559014953	2.2570630181931053	-0.804565809223562	0.8850282556949882	0.3112080319457615	-2.9367341913413654
