Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
1,1,1,2-Tetrachloroethane	-2.3671621986481948	0.8824716530275285	-6.516068733859096	-3.9402816738051434	13.107701346142296	-10.0141631284948	4.416422220338707	8.991363721556036	-4.660773655099823	3.2851025800946956	-2.9687610267042905	-0.5356810670131152	0.9382291158363514	-4.145623069910636	-2.529987267928899	-0.9125675673446958	-0.5662571624607263	1.2210589677292132	3.18915086694431
1,1,1,3,3,3-Hexafluoro-2-propanol	0.9587204211165838	11.775172201645402	18.63820413360126	-2.9434623418861015	-14.83050888743808	-1.7986889314943932	5.840321565337199	4.390583510306938	-9.139221484040904	-2.4138865091657533	-0.919449927830089	-2.743030557634782	1.0975079582336946	-6.541909424796784	0.8303492058393964	1.4844297431999316	-0.3477456051235236	-1.8754583195461518	-1.8609101970910944
1,1,1-Trichloroethane	-1.5622852703343817	-3.7925929295246585	-3.3094923512643977	-1.4046335976148974	3.1834771580154593	-10.072509321667972	4.035227811209837	0.5483504729487981	-0.3496812955182334	9.52130991697396	0.9303723994441156	5.720413210949896	0.02397449704361916	4.371995010733752	-2.983363969127391	1.9888075093776658	2.915233370102104	1.2237630761055787	-5.935868192000822
1,1,1-Trifluoro-2-propanol	-0.6523510327664229	1.107889474379461	4.774320246016443	6.850102583360246	-3.847163494379783	3.455819503431757	6.771638686373648	-2.092164334230652	1.7219952568475452	8.258565772808337	-3.0098920437735455	-3.581226434131345	5.669426733531761	2.9751259685306057	2.668539810270936	2.9061851042088334	4.25240395632024	0.6215511426928659	1.2701824737294019
1,1,2-trichloro-1,2,2-trifluoroethane	1.1973106180962823	0.24476198715277298	3.707895826263941	-4.464603181749415	5.090527406626467	-1.0817046797957977	3.2617750237517678	1.4135437943066786	3.132325329284477	-4.364345948055051	2.602320966741994	2.4627006290133435	-3.277569427998996	7.199843450165428	3.672084798013674	-6.14995535092628	3.6624945887541616	-2.0384011924914622	-7.698405970651406
1,1,2-Trichloroethane	-2.4905255261241233	-3.1595895915753758	-0.28350663792314984	-4.197401947832221	19.288510253420842	-7.209802338297203	4.405391789232661	-1.353706288246138	1.2250666934453653	2.2825377645070897	-8.651138669738343	-0.5830180644017516	-3.6887605326726858	-5.412111432697565	-0.5291224728806315	-0.8291016394703214	4.794151597501854	0.36146204316937436	2.7559759251856146
1,1,2-Trichlorotrifluoroethane	0.341940320698687	2.463960694013327	4.595090751760398	-6.686279813934736	9.692674994082275	-2.78991326004815	6.8637295080059975	3.569666789115823	-3.577115714247022	-0.9258870004782633	3.9462514877008914	9.673507760455411	0.8337617823968885	1.867107490093288	-1.4827688220061563	3.160638044042706	3.5014764232708515	-4.454061655530998	-1.5471669698267265
1,1-Difluoroethane	-3.7869627053659523	3.669258073128628	-8.16389095770732	0.4010503096188796	-3.475198947378859	-2.5301411569864727	-1.932617986585225	1.2788140881520382	3.412286956308374	-1.8257695889926278	1.2428388598133309	-8.125444547981877	4.283232338272624	1.6552358640671223	4.475383468926956	4.297841653580862	1.5768800072126734	0.315367027164581	4.8548578537615965
1,1-Dimethylhydrazine	-5.577170205680329	-7.669114311649693	-1.8876205652020643	-0.7694559737461454	-1.2107766395349204	-2.9104914535528095	-2.860237876397382	-3.68843498780692	-1.8506912391090702	-1.7493199809758921	-0.27685435280933196	-3.4777985225985084	2.664222851818707	1.1738518343089468	-0.19979998720049835	-1.0848539170770188	4.809554018486677	1.0004406736430966	0.8260281429243572
1,2-dichlorobenzene	-1.520676067655062	-3.057544779736001	-3.142707023426103	-1.2933482137792653	-2.343069116445825	1.9492043714670464	9.033714222049472	2.5710399457225006	-1.4088801485235114	0.5152755055954774	-0.6248786806705712	1.6258936528805998	-0.3588866373454888	-5.920197396628177	2.914873118364034	-0.31043339943029646	-3.6422981380908332	4.8994257143332804	-5.705374514776206
