Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1,1,1,2-Tetrachloroethane	-2.102508039333381	-7.688247996507162	-3.2058314890585295	-4.609402971509449	0.08882634929161991	-0.5429627187050187	-7.201579229031559	2.836098110505471	5.016192084716126	-0.25442181979670375	-2.5664238655163376	-4.650443439936903	-0.40855116915383444	10.307084633726117	1.4966007045780647	1.7655123407577271	-0.5662193254048045	4.601783819001611
1,1,1,3,3,3-Hexafluoro-2-propanol	1.6414603257950329	0.06667515982916601	7.505099270279864	9.955027032426408	-15.26474723756107	0.5224074896091756	0.4862484092955808	-6.4746155651450294	0.9383434721644509	-6.997484523723202	11.657442938185236	3.579653179011712	6.001042629057161	4.259232738528638	-5.515736221300803	0.3144035981479669	7.820943171700489	-4.8462110788727895
1,1,1-Trichloroethane	-2.564416160758467	-6.9826301279265275	-5.610422609182236	-2.5730654927335856	-2.454857655751967	-0.8898966012916417	0.07288444956956616	0.5628286492346012	3.78032093334452	3.0319164221742523	-2.6910828421438313	3.247135223973714	-2.122149991161282	6.236669977795835	2.2112536179322535	-5.035065746633585	-4.553292390837391	1.7907844093448841
1,1,1-Trifluoro-2-propanol	-1.279539563934315	-4.053682889095152	0.349517777081424	4.008139397601641	-0.09789935544909824	-3.8474746830747133	-3.3227877075976955	-3.6497501419955967	-3.8066951506250186	0.5710191606595698	-0.3077335802619857	-1.5995657855943468	9.13988811004112	-3.2080075293257337	0.03777657876126514	-5.328133805972619	-1.7916941778565998	-3.9023712263231944
1,1,2-trichloro-1,2,2-trifluoroethane	0.6538794939868942	-4.324779488956854	-0.23210915661306045	0.6516349336155606	0.6818008107440386	2.881211537881132	-2.3850195071959397	1.1387656083554298	8.692948944760367	-2.847779807680735	-3.784764961368916	-2.268602406052325	0.09209073193099851	-3.2883696663646065	2.7792982397835964	-4.215659650494474	2.0894864192576694	0.9619641222209797
1,1,2-Trichloroethane	-2.2179756032763907	-7.618117926769958	-5.207927362750588	-4.227594072627339	-2.230125057979251	3.86051377706717	-2.455661220019462	8.98449630634474	3.955975319999597	4.318044676829824	-4.857822790838965	-5.935427570218663	-0.36112364246410505	7.535144744543767	3.167154457624257	-0.8080192498095229	-2.0343955974293775	-0.7122650172280139
1,1,2-Trichlorotrifluoroethane	0.46442145118572564	-5.5344640533605105	0.2732234961375303	-1.5652231739583187	-3.3208514964735496	4.424030809632589	0.9853088596333337	6.096662431613341	8.4882890996149	-1.2101071244845814	-2.179915317557364	-2.596259493709503	0.914559235434016	9.497953837857468	-3.0818047165494433	-3.3435611495154913	1.5838448288636073	5.395186802231011
1,1-Difluoroethane	-3.0927104898450146	-6.44792744916409	0.6680534790020475	-5.683900742767326	2.6467217093777324	-3.5380083433933405	0.19779734541977753	-3.6920160329678344	3.2537014310838765	-0.5219536581007751	-0.6407459432057881	0.6643332732107284	-2.5365458665241305	0.030390956235312922	-1.4684601708518676	3.542675939673615	-3.2384927812953044	-7.459792859790173
1,1-Dimethylhydrazine	-4.916459529700905	-1.812595959399496	-6.307004054152521	2.517753579514977	3.682646810204139	1.6325845549472333	3.0630072684475076	-0.22504307975448715	-0.24852678712635196	-1.0266624708961918	-0.6292626102139236	1.343976256381907	-3.591639470578626	-0.19236992590534913	-0.23140851668865703	-4.00190505160831	0.5263613076803675	-2.2028898421477043
1,2-dichlorobenzene	-1.3619061241680144	1.0793090502571585	-2.3961636325188183	-0.39118169411145626	-2.042762162610644	0.5319258252259205	-2.5662779223902783	-2.930474007931723	-1.998330625743567	7.2244732996587455	5.922231672354649	2.4742888304019792	6.828521009108865	1.4354662663748328	1.392742845134718	4.076430376908693	-0.4658901480450552	7.195943486536221
1,2-dichloroethene	-4.471132290043161	-2.9938932795685025	-1.8057920952027005	-2.043918512411185	3.3285192550748057	0.11284993380887984	-0.22970247355053486	-7.292263123120968	-2.6030328679935213	-2.361628558451202	0.07440696337574958	-4.697648776562662	0.4895357304826393	-2.441219136559939	0.6686338090594519	0.7861317352151206	2.6129706941152064	-2.1840044482384458
1,2-ethanediamine	-4.232966905304148	-2.385615383926969	-7.506703237787603	-3.09277011927154	-2.6522912381813364	0.4979214694562368	-0.6234808307858533	-1.9886152063296083	0.8238974968674052	-2.39075345175538	-1.565888533029735	0.5562843295010182	-0.7551008588022665	-3.6042012790390134	-3.1284051406626903	-2.648992847088345	-1.713276443941437	3.5562373531589326
1,3-Butadiene	-4.711008386412697	-1.3818046345523247	-4.839920145939979	-3.017073812593244	-3.8178586449102245	1.3834336361380455	-1.4238374246305572	-6.450174063174153	1.1070360303740479	-3.1733314561530173	-1.2385505044806262	-2.100624571775036	-0.9463884331550282	-6.976111856626099	-6.294923514566318	-2.5141104408819293	1.783232937052436	5.324371728942478
1,4-dichlorobenzene	-2.609205985203227	0.8195234837390437	-2.7682820656070355	-3.218564875339231	8.694873405742387	0.36963123850698726	4.6506948885953925	5.181045110615238	-0.6800910008826417	11.434844785462227	4.210489493434517	-0.149703481356789	-2.2338567729455105	-1.7661050732406718	2.902760076903413	5.22490742754817	2.9221822330195018	0.4421623974246907
1,4-dioxane	-3.1964395024445467	-2.8050315948315774	-6.520284537406386	-0.5563221358096949	5.730821958740534	-8.81283747335491	-1.1003506644791374	5.666500524221023	-4.310145246774281	-0.2847133193455211	0.4495396109799377	-0.9499335492914621	0.9144934265280324	-0.5580451733842363	1.105496362583819	1.8884206106641324	0.2739052096774755	-1.9666502703305224
1-2-3-hexanetriol	0.041195093392253614	1.117580119544413	9.407577673487117	-1.2597268354829076	4.25401041074412	3.359493113612186	-2.7429592757133445	1.8864013169824092	-2.7041500669396497	0.5851486583569641	2.3721485867368965	-4.115983304027603	1.609496066621804	2.377151593152677	6.8379725197974865	-3.7976146918630374	4.724646374906966	1.5048885041937143
1-2-Benzenediol	0.38225122256000427	6.833612708948019	0.9837950704104904	4.6020821159627445	2.455318960924391	1.429472747977629	7.569952769498873	-1.7680226860221788	-2.1292704299812804	0.8090229177919911	-10.846913292910232	-10.28272413674993	4.541726773872836	0.18404646350495138	-1.5890348427947951	5.840644020633961	2.373852454664167	2.153679613074407
1-2-butanediol	-2.296938063103705	-1.054927402026265	1.4429414520184116	1.577659224614619	-1.0988194886364833	-1.4969716699465137	-1.8787259983796842	4.461336257558869	-0.6740938216750334	-3.9217290931885374	4.27191517757998	3.0884007781876757	1.7816734580453653	5.134808707948218	4.005557920973462	1.9827198649729398	-0.9538788819271651	5.849768026127
1-2-Dimethoxyethane	-2.737753339858884	-0.9435065953085411	-0.44605457040768565	-0.6859174226601483	-0.30775960315348777	-2.987005621240374	4.717450376750717	0.20408674900679444	3.2719998468198632	6.823085904804883	-3.100061902416994	-4.889958363242485	-2.8898690256373003	4.420653447499123	-4.063576549702086	-2.5241855176669734	-2.1611655627240975	-0.7262610296526034
1-2-ethanediol	-4.943252462630611	-3.9306056940392367	-1.8183036982992675	-3.990381627747987	-2.7655641872247876	-3.1588331446425286	-1.9175844362437575	-2.97166653661224	-0.19096306831661597	1.3383024635432998	3.13342863739086	-5.246834769283435	-2.7179741602424015	5.180047093137661	1.5277536613138745	4.30359765097234	0.8709344032042939	0.32111905005791547
1-2-heptanediol	-0.21621862308027584	1.3945374329486802	12.727861802617007	-7.740807266237663	-1.848609377535338	-1.5953785045711926	8.75970325982852	6.039796240898178	-4.968774284521368	4.7859319482835865	3.54786779313866	-2.8686928720589413	-0.7947165650224481	-0.5418324205073256	3.270457667922259	-1.7700443884637587	0.9611828064709947	0.9091195853101036
1-2-hexanediol	-1.6375302663976856	1.9817550263446682	12.096034248521637	-3.9879057860599256	-0.0033267484106172356	1.7238242115943436	4.042766607308723	4.332584301371692	-2.5599580986208528	-6.5885260893094	4.69566715182464	0.5403218431809208	1.0403327911842728	-2.496333873976843	8.110812521107944	-4.013626965569517	1.1970848129328893	1.2650858759841939
1-2-octanediol	1.0550848431388715	2.323019053439302	16.29993472221226	-6.479671593689566	7.062905929086051	2.1435650004092635	4.491103539263138	2.3744195038668456	-5.36693269771146	0.5316086498865842	-0.2319285561061711	-4.140218306145659	-0.4183178782563193	1.0725906053063043	-1.3530535098476273	0.42537453199677494	5.263334153541138	-1.789520061329883
1-2-pentanediol	-0.45874737709093055	-1.253573713663247	3.3929124348817914	-2.431588956293963	-5.339533172106065	0.08840118012283169	3.2429848703835322	5.540778081669335	-4.560769345603548	-2.161383667655232	5.700767005030419	-0.24876269270868648	5.831190976062505	1.8513116268267162	0.5538506962246806	-5.71672951379506	0.37079355636016503	5.2679463296030224
1-2-propanediol	-3.788758008744843	-4.345098467155055	-0.9238181833092107	-2.9899828236745587	4.560866627968577	-0.8002059737902314	-2.7914416321422095	0.4411790654491566	-4.086029563057262	-1.7255056387278132	-0.19603173716354463	-1.481827918241856	6.61409609379654	-0.918950850152888	3.8517654602542035	-4.918717514961415	0.397079153028386	0.6770046739117977
1-3-butanediol	-3.262631012113941	-1.0546451789902511	-1.1597220314186902	5.674610949976125	2.4605261331395987	-1.763239901904539	-2.201850065070921	-3.2735733965436653	5.562520125154883	3.654801160883316	-1.787642759655152	-1.8541506681293294	0.7319780471165029	0.7733586138592357	0.6322650738352525	1.3315471391668539	3.5465979627966453	-6.447673083207636
