Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
1,1,1,2-Tetrachloroethane	-3.0609003995126813	0.9654537990469332	3.8573785443396544	8.904888768323712	19.038935428170262	3.4398583617681173	-6.122806902212123	-5.027471979540226	-3.733096004377825	-3.2603627991890667	2.4520448393024696	-2.4878676202457495	-6.412732061528106	-6.074653868447731	3.3465962193004453	-6.427704572390136	-3.959029062588101	-1.4869388059498623	-2.268389784291158	0.7579724539031124	3.039690273464978	-2.85445341961201	-0.2378977948743206
1,1,1,3,3,3-Hexafluoro-2-propanol	-7.994670823723478	2.710132839357994	6.0645895192703465	2.9534518411273054	-16.957238352592665	6.848527634009105	20.150316158633657	-11.175974487810148	6.9261144994353625	-2.139918944282705	-1.1792490543424956	-9.51156524286601	0.8687743556426526	-10.792042524900157	-1.4843309717459825	2.208266447766128	-2.3611615767065457	-1.2909646566398274	-1.3666666247806492	-0.9537881019889761	-1.425552750716566	-1.6031733478188601	-2.7665862838037074
1,1,1-Trichloroethane	-2.2448546154526157	0.2155390509655416	5.019606814888372	2.4765772711181637	15.022027208655002	3.676248223749329	-5.273874555867823	-7.740897693090476	-4.430990108837361	0.5817089116035827	0.6929191563444705	-4.777809416407051	-8.33317173943351	1.7654614986658614	-0.9135137890998005	2.7633770996572604	-1.566353487017937	1.5465191687018076	1.0592578526555945	6.2582160357876795	5.101409347678792	10.87104502041099	-8.21900046855014
1,1,1-Trifluoro-2-propanol	-4.948097157470931	0.9056952391925249	4.664674442022889	1.3906000574508253	-5.808076205863016	-4.0137158727512094	8.834809609212975	-0.8651232014229383	-1.5506918960607825	1.0379118814624637	1.2500989867622705	-5.733447296724248	1.1545045234240428	2.005878316175303	-1.250148376444553	2.0357461829239294	0.20620460457857873	0.6525115956810456	1.8541905882305525	0.6101935440201617	3.1090481421038443	5.89113515191143	7.1033745896503335
1,1,2-trichloro-1,2,2-trifluoroethane	-5.299158613672872	2.3396871622477016	6.705820692678128	5.6259021583659	11.029013441456629	9.434066203782695	-2.2940976713062557	-6.109119648453583	6.122194440009304	-1.770038992086289	8.96475535206693	0.20106765379787578	-2.37779858379083	2.4246271737073086	-0.20695514799024944	1.2613335892888098	0.9743601232839839	3.169248732221247	-2.386057756671646	7.04698261880868	-11.568098139611653	2.9979449111627403	0.29198355717702956
1,1,2-Trichloroethane	-2.351873622446048	-3.4071823493091626	1.1581519801523534	7.5613817589533046	13.008124507723574	1.8591519959189629	-4.825975130134601	-3.359659298277108	-1.9411267827088252	-6.350057864961274	9.669277591869417	-1.3030572685985127	-1.068019861935119	2.6262218310237557	0.33910654372251975	1.3174599891795988	1.9703377283298429	-2.4971404149738703	-0.9187074615297668	-4.2906255377015885	7.1911419289129475	-5.501012138988487	4.5902609016051885
1,1,2-Trichlorotrifluoroethane	-5.128610714755196	0.49643727495055284	5.526764641417211	8.097307468855968	11.00636422766212	5.690077775284199	1.4668106923375417	-8.472311846481112	4.812304242457253	0.6497655645196038	6.631603195837633	-3.4520397241940555	-4.351860608263436	0.22379061184524415	-0.7125882644301139	0.9480350738123167	-7.587654709494941	4.480757499880776	3.8447277535629287	1.708711836982269	0.019057380614061824	-0.551592592849119	-8.379455758375597
1,1-Difluoroethane	-0.9007042382480569	-0.3822380518977998	-4.71922577704304	7.087594427965204	-1.4390183538374952	4.855402776901013	-1.1587709735628575	3.1376047207671136	-1.9016994154026037	-1.7827573478389849	-7.039400659770876	1.1474627779299325	5.543979320228862	-2.1135519204741002	2.9087799246830346	-7.0031125404688295	2.9833116842931746	-3.976615160953345	-3.3893993107518927	-0.08397341691500192	1.717090614269372	4.376078111172343	4.303359107122763
1,1-Dimethylhydrazine	1.893289044405939	-5.099901848133407	-4.936976616118161	-2.4506001561563653	0.40025529934259274	0.6154882808687294	-3.38644390364833	-1.4539708728389662	-3.7095075858155275	1.4385152684044844	1.9317624830779514	-0.7580257908933071	2.455222143635188	-0.4326409682727941	2.3705140942775382	-3.2084867357800113	3.1919894880657096	1.336838376456116	0.9486236894613986	1.2818994016607574	-2.1897081954467152	-0.22331081105100167	3.698206671407988
1,2-dichlorobenzene	-2.7790074811647387	5.5032184188405395	5.2301560139039704	-2.5328826330775347	7.27726114175077	-6.58391524768471	-1.328948798250744	-3.7878279821052794	3.82167713061545	-5.605014662836948	-7.918298086485512	0.925340608812907	5.588267830790543	-6.792337094108834	-1.465318994858586	1.7547745952954106	-3.0373273455810774	1.5905899178014093	4.343058758053021	-2.164039525557266	-2.3763796096766057	0.022565624152294305	-2.305233510459786
