Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13
1,1,1,2-Tetrachloroethane	-6.721047372769949	0.6269657636593918	-18.486150814685786	22.449585629990736	-10.850057640246455	-1.73956834724337	-1.348585780825235	-0.3229595932370768	-4.6546147468436985	5.1824546474862725	1.5841834622466802	8.006674782625492	3.4237084690714235
1,1,1,3,3,3-Hexafluoro-2-propanol	-2.043344913246036	-1.8892197676420512	3.4051472753145284	-6.513223781760636	-0.22325596758571006	0.4686342649929942	4.198314885975593	2.5338135458493456	1.5234552495545237	-0.9261358616413036	-1.8220277439432353	-3.272487607337139	2.1173912513524176
1,1,1-Trichloroethane	-4.737500677811064	0.672709298342099	-13.016822589789019	16.83422852320068	-1.9835319107912455	-4.61968347532055	0.06344069735659333	-0.38917497216538266	-5.159113714964002	7.30369597426877	-5.381963092389012	-4.168225315449784	7.718378615686642
1,1,1-Trifluoro-2-propanol	-2.0120325902908567	-1.8887541549855411	3.4103177115633487	-6.529723331831782	-0.19086170599993985	0.4614657794303384	4.204196532254225	2.5216071935891526	1.55157141338633	-0.9324926013421715	-1.8502031604769358	-3.3333132810183566	2.1678526959022224
1,1,2-trichloro-1,2,2-trifluoroethane	-5.498131687810381	0.16992687864573258	-15.718353005274475	21.43362872742847	-7.4677613712437285	-2.012458947177559	-7.8466483073133455	-6.10667378689808	2.3005979739616156	-1.595528179812442	0.00871305371842211	-15.014756900777895	9.13918662808669
1,1,2-Trichloroethane	-6.8296858496227335	-2.725542802621506	-12.316050468130511	15.58563885114481	-14.959299255570025	1.9671295231075812	-1.9896333667744677	0.03347627617579597	-0.07280619286164143	-1.3013104976787895	8.114557203705543	21.49604439636575	-9.037386422642683
1,1,2-Trichlorotrifluoroethane	-6.1236563198094744	-0.9793706368648194	-14.928137481997702	18.95048853066941	-9.107931817651668	-1.2306657264805185	-1.784454598475952	-1.071024393511611	-2.451974564321203	3.326010674274725	-0.6066708414205217	0.5662778611205946	7.32398277519668
1,1-Difluoroethane	-2.344993488052404	-1.562016059983393	3.568046924642058	-5.214701927506047	-0.04500098875459196	-0.8492106298584153	1.964836623269277	1.322065311448481	0.654951745800714	-0.5439170170014498	-0.9147567988207407	-1.986217900400332	0.9620448408232617
1,1-Dimethylhydrazine	-1.8105541278341026	-0.8951913575517597	4.14912418564618	-3.08234275389194	1.4095004166708998	-3.764580250390876	-1.9800508794500276	-1.2646774176400282	-0.4711272025360191	0.38696728271184	0.08462362512469668	-0.5102614573098815	-0.4585444632086511
1,2-dichlorobenzene	-1.9817984471160222	-0.1549980897362242	0.5387882246633993	1.9365091387264173	2.445283269273204	-5.842563743230925	-1.710693628914824	-1.3316876032160825	-3.397352244288015	4.395420908625881	-2.9622768653738216	-2.5855122759101414	5.052172451920363
1,2-dichloroethene	-1.5938280993038305	-0.9144435294347965	4.547079079013608	-4.4271908132988935	2.313612649687672	-3.571216907003629	-0.2211931567152369	-0.27572121475233324	-0.36944222524324166	0.6226802657669496	-0.9183483687896556	-1.3269637402583425	-0.2735164175263031
1,2-ethanediamine	-2.5165851546636553	-0.9109571986530229	-0.5904754691670943	1.4893441363816844	0.5615786375035444	-3.4264934284617157	0.6396945965153867	0.26612236376011544	-2.8985615915907883	4.206879462181638	-4.050013197200373	-3.0428493413135453	7.8313661357697635
1,3-Butadiene	-1.0726691157121524	-0.6982181679468517	4.871307375554251	-4.142731633000075	3.2541581174052263	-4.51160187712668	-1.0887457665289868	-1.0315017310173045	-0.41692930453433935	0.8978201970405081	-1.0700739663399785	-1.586154602823818	-0.19271015020616922
1,4-dichlorobenzene	-2.0059859733718914	-1.3132730440083535	3.064334499574792	-2.5163897153576493	-0.39548253546523265	-1.978147684301098	-2.3947811928654925	-1.6917053670618096	1.2721528778832192	-1.2682802823386259	0.27304614890108836	-2.789685464052672	1.5315697882692068
1,4-dioxane	-1.9617248678028394	-0.9861091811027154	4.335273095841277	-4.168925853942491	1.657008330419674	-3.3178088005150497	-0.23853016862766316	-0.09521385694835922	-0.6386451458864979	0.6184143962369925	-0.46593068805882615	-0.4885999131437444	-0.7933633132251775
1-2-3-hexanetriol	-4.3767741082611575	-2.0394181441985517	-3.955188771940279	5.486698073669486	-6.615588669560402	0.22858126999803485	-2.3468559653505117	-1.4049248254733175	3.753379285743557	-4.845954695640471	5.167447557436258	3.739869641227626	-7.804687814337308
1-2-Benzenediol	-2.522840331857777	-1.5106280794325997	1.7686162456603711	0.41853492471774206	6.815244927001726	7.713472482990741	-12.967102075440723	-9.858362009018734	11.932442896770567	-13.256552898602243	-12.846153569745839	5.1959397361877055	2.9024901267031797
1-2-butanediol	-3.621499805503658	-1.9970564695981161	1.6806501505558002	-2.8606107108858168	-3.5345164676184164	-0.21622054967339782	2.629962527531929	2.5936385512036644	-1.3782104066185523	0.6991389851081042	1.5480288199203684	7.043482168763357	-2.496374623660523
1-2-Dimethoxyethane	-3.4407951557251515	-2.169764520614142	0.9402454150297308	-2.5443980839466303	-3.849303509988294	0.2725844789240075	3.3854250495634464	2.9014364998376276	-1.0121750514053875	0.8165966085454885	0.8257902523026761	7.331704152766301	-0.947086094470592
1-2-ethanediol	-3.365185641488562	-1.7569025756661014	1.3791842597363932	-1.3541357840998407	-3.0840484492608846	-1.547783796018192	1.2699766195468678	1.6717458594908146	-2.140154028525478	1.6128200647430457	1.697436863439681	9.12885452770484	-2.7040628737253236
1-2-heptanediol	-3.8250928708008827	-2.138834991987204	1.8361690953471415	-3.766450155777764	-3.762627912261305	0.6297454932254354	3.472970506000436	3.165863459709329	-0.937424023006341	0.1704151479194274	1.305526217332606	5.485979073193416	-2.1489331703459893
1-2-hexanediol	-3.6893037065200067	-2.2861115129977647	1.3561223121211157	-3.6031480282410273	-4.152762896676128	1.0137236783993946	4.038585155942694	3.4333966988657565	-0.6612071476788043	0.17592460074677896	1.0819750653965579	6.11335611711241	-1.4755178630269785
1-2-octanediol	-3.878784709807244	-2.302702222326736	1.6280243395472613	-4.12372337452316	-4.163999759337122	1.3244417353614877	4.190437938508806	3.5971485771024785	-0.5249906804629749	-0.1470771566195095	1.0865892091915115	4.998776740543898	-1.5582794625672478
