Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53
1,1,1,2-Tetrachloroethane	-2.6048497255939798	-5.661540652906928	2.824187087090265	13.784096542926681	-5.4204745325029124	-4.431925818437908	0.9184798440244871	-1.4087740770705361	-7.971859466524347	10.868578217250857	0.9447053569747356	3.458897602694136	1.0949632419629707	-5.770189618468093	3.2746607142317186	-1.463798478474767	-1.165372911932466	-4.536953435634281	-8.07217195276471	-0.13221248069814054	-7.101898333118826	7.3880532097452445	3.4703168937948594	-9.176018413719067	-1.5240765281466682	2.434534945198056	-0.1869922712067329	-4.762958631961909	0.7140944821522707	5.780081773517386	-3.0243936097765953	-2.3238039596835627	4.009169686734909	1.3111686026772935	-1.0449481090686608	1.08691172254606	0.8135615270994871	0.5994825771141428	-1.932384765133864	2.5396916785958603	2.4521162679351773	5.1248661709090255	3.6740351052569182	-0.9847851444936417	-1.9363735196464307	5.093318836601336	3.3542551818318613	-1.2530775454335923	-2.792382683277786	2.300446188130059	-1.611822174952972	2.957330472489528	-2.6082738586894045
1,1,1,3,3,3-Hexafluoro-2-propanol	-2.160903540121625	11.61980081450597	-8.438249310580458	-9.663013193551377	-10.286813063393813	15.049311493984527	-7.4898268750796335	5.350697785348366	-2.2905144705949074	-6.2659173399286905	3.7498759220622637	-11.36368383447298	-6.3590925822142506	-9.624359843531394	-5.1839404835097325	-4.348683959561399	-0.06021677035974953	-2.4755096012391067	1.705491448324529	0.9091468302344934	-4.0868892793074325	2.741382609992053	-0.20405779650421085	1.5869203198109034	-5.577836011481995	-1.4308500520041225	-7.601987088319387	-1.1128116153550451	-0.28421755390980136	3.1753472616144323	-0.20275201994090244	-1.165205691325741	0.8923639978890329	1.6803993338497636	-2.600021096328104	2.4673717727493556	-2.1364894118860427	1.4963207264038956	6.404344047661097	0.31992668582564093	-0.20888179968202314	4.082328268015501	2.440986868205067	-3.4068773324376154	-2.443620617320003	-1.9688768327805108	0.8712035774579563	-1.0766149992988	0.7850424667842437	-3.5936012269004847	0.7125541507819068	-2.788924168425249	0.028497890966170343
1,1,1-Trichloroethane	-1.638468632003947	-7.7101429384917965	4.536777210233222	11.772632212352278	-8.469181250316202	0.8486617623782862	-2.0778924911082672	-7.305533342157615	-5.681620885600158	6.622916148995582	4.746674480853182	-2.0264594285011763	5.467346590952129	0.7598913750117215	-1.2395740488597016	-3.238295913893229	-8.056458604911066	-1.3297408497992855	2.952704045578321	0.8454210065956469	-3.3044733307213616	-0.415563366307997	2.2981459957093255	-1.4282528542597206	6.201705671066832	-1.8024076113312875	1.3258966756177477	2.7943902432438357	-0.5611417437447436	-6.806860652587262	10.618897802841884	-1.7538500932266	4.894043126004399	-1.2187974949663225	-1.682628465493555	-6.160312292277836	4.234323165094506	5.077861776238348	1.1352435302211656	2.7325071409952932	-3.409444438569153	-2.3834067566174353	1.8492725289470517	-3.4000653536903163	1.8965210181291043	-3.5109860844017047	5.946336097885914	4.651496072968812	2.9759551807365785	-0.8352097700983955	0.34020554115021995	1.451917092255367	-1.0069664235541025
1,1,1-Trifluoro-2-propanol	-2.3504747612889285	4.327769955368931	-4.308621136597018	-7.467657132044229	-4.897474700336193	10.694209595154891	-6.084770217929915	9.0103310799167	2.64855455424632	0.21499259974536278	2.8854527438897883	-1.5140057677610916	-0.9403880655849587	-1.9779594442734116	0.2196757254361866	0.3769390527335324	-6.840243962812027	-0.9408172948944961	-6.077240339237966	-1.8551815922713804	5.641148017561835	1.8121103132044143	3.719904535643417	-3.4112098481164765	4.919976392889027	-0.4326414619263451	-1.787736329156069	0.7832899051407928	1.8710315231824357	-1.3905308832681298	-1.2351532566667407	3.4310338352356493	-3.9640707897736687	0.6857337424306083	3.4865091747102372	-10.202044006751711	2.590926604205916	-6.779589074256268	-1.693429878320169	3.3296979252659464	0.153119689176951	-3.2360435841817647	-0.6323346770413905	-0.8048268743984548	-3.1840077213109876	-0.47113905291696356	-0.7854551063648009	-5.419568712773417	1.096513885347377	-0.8309067187419251	0.6600537948159604	0.6678768893317888	-1.613230072206163
1,1,2-trichloro-1,2,2-trifluoroethane	-3.164236670714564	-0.9234948326853663	-2.410539878604446	12.388884226002322	-2.130143167951482	3.426783415123356	3.9313931392748875	11.05078250509447	-6.19421950770301	5.7993616989355985	1.8360912677670818	-1.3470512516744575	0.29434053514662095	2.570637743588973	6.82354478655842	-2.989040637784754	-1.6607054330278657	-2.256758548303693	-0.010790792709146053	-2.683062870020526	-5.150604081435307	-7.470667597495249	3.4210918809191373	-2.8352348096844375	-2.2304536694344987	-7.182401353642433	-0.5250352673420902	0.19954535169800236	-2.940080560379499	0.7734980323145144	-0.9974215496861095	5.126669583499721	-2.6636961730912896	-2.451684890133853	2.5955474278644357	4.236152087781302	3.087174583599483	0.08769093049553914	-0.4237547889647099	-2.7081499982724537	2.907455108425451	-2.218638436801734	-1.7571274367141603	-4.399646620593675	1.3642257155533337	-1.1366638951474868	3.112967510398976	-4.617314217326078	-0.29088023613482	-2.0227034299312048	-1.4844455302526895	1.0149202812597167	-6.199193126554291
1,1,2-Trichloroethane	-1.953346099333065	-6.928457191483765	2.1860592936476766	7.700571572547906	0.02916342908506442	1.4974379456728564	-0.26567339778549215	-7.495319802628793	0.5679295824072553	10.265339895555488	2.0710704513406846	1.2146722386876292	-3.3018658332670605	-4.356821081460748	4.562798424502027	-5.342157549197719	5.040528584483234	0.023132363178365194	2.970399959453901	2.632400684956696	9.5187350597996	-3.227799458693336	-2.779316691424518	-4.402104035315033	-2.496100656672432	8.319506917008729	-0.47102376259367057	0.5643338035288724	-6.496204306280165	4.841598919968333	4.120245923588161	-0.4957436195679329	-0.5933285113262695	-2.639013174577953	-4.282442667238899	-0.49066533384302496	-1.5757079447353803	-4.992513373837903	-7.539095384090849	5.05957766163229	1.633494585801148	-0.8188469174930932	8.254158011619069	1.534164275731862	-4.091008216570743	-2.020227423965163	-2.875503469492087	1.2371066744559824	-2.7430784314355297	-0.35196131690502536	-1.2131895720607515	-0.8591565750946856	-2.541418143758878
1,1,2-Trichlorotrifluoroethane	-1.840296742739362	-0.5063927231374371	0.4867036689409483	9.807575450848892	-7.159340095095783	2.8775036016185442	3.7710166213949194	-0.9857977344667342	-9.857740727713042	10.5873556610122	-1.0189986123494394	-9.700900628260813	-4.019599080495195	3.1230469968783394	4.144815250286871	-2.5318000288500606	-1.4382726430930908	0.13625034067928662	-2.31045800743865	-0.15024871561903952	-0.35339544133117096	-11.590397327401684	1.8061441158111338	2.299766702585941	-2.810169693937047	1.6246545480392764	-3.6902806905034953	-4.11042379553959	-1.2613593386804558	-2.8422730940167886	-0.6277069257596097	-0.5478202339546285	-6.90262195499821	0.3262078635854825	-6.918986706572385	3.08066835690917	6.573953637562093	0.5910130508390127	-0.07560632763730873	-2.165809383152503	-3.3595097142466073	-3.762755331676175	-0.5983278972503941	1.7552379174765096	2.5403674405450194	0.23345114516262605	-2.205012492300443	-1.449792714051627	0.9499987966514393	0.1060852376647114	1.2332964721105815	-2.544878656017447	4.13542186172801
1,1-Difluoroethane	-2.7928479487065414	-5.200597729227839	6.048212561798294	1.1701028384878387	1.5520411944915387	-0.7745998673534948	3.0925310885665223	-1.008120994683179	7.579671585905956	-2.483645079017009	-0.4356821355832244	1.2943909555347857	-7.0259908629047265	-3.5135968568647575	-2.177757694690775	5.932384623375863	-3.237763265716679	-3.1885760008397726	-0.11770688097548129	-4.653349804158978	3.200418927884514	-0.1279090061210505	4.638421988786857	-3.2618374546734294	-2.8585941465271563	1.9264634603445019	-1.038808327051579	-1.449736722360766	-2.253352185390839	-0.09526907329600222	1.6776611140065245	-0.015578650111324439	1.3018754279854625	2.0666561141611255	-1.686778803765197	1.2930915931065068	-0.5328414614943306	-1.4520010969754837	1.950084509661317	-1.0042749411348053	-1.182873407079737	-1.0880456541209147	0.9487949504160245	1.1885101174908463	-3.0363295858934554	-2.0933434922281027	0.55589327325335	0.7128874342291419	0.7486385870026768	0.30522923029060683	1.8203629070904315	1.0338152439609154	1.246199930672393
1,1-Dimethylhydrazine	-0.9700446543028967	-3.199916698836271	-2.259215416909681	-0.11308095788876996	4.332523443441544	-0.22201285519802713	-0.16763317488385376	3.2185048222805244	0.2254988532815222	-0.5636780628657929	2.397500167589966	-1.3446104372409888	-0.30175626316435544	0.626145564411919	-2.60896926707087	-1.5727215527608798	0.7741808413044816	0.8446997451705156	-1.6564956638960262	-4.418433423280396	3.444981124990371	-2.8698276459647696	-1.941164774592093	2.671432903592945	-1.0243271577526518	-6.540224437945452	-2.6564991559515807	3.9406365271344588	1.6309174943338924	6.179197969631528	-1.370354058897302	-1.946769223165415	4.2469074471560475	1.5038854052110346	-0.2710033356965803	1.3106122051345261	0.12101218903809854	0.7341665042257184	-1.3888305991954502	0.9610388206256225	-1.8223799450410207	0.16573144307642235	-1.5354863327445614	3.3570557468301554	-1.3807928836044208	-1.2954263084237814	-2.205820359270575	1.175182579119015	2.907736994439996	-1.958318033902586	1.7048391788751442	4.925692900100001	1.1660459915565915
1,2-dichlorobenzene	-1.4261238193651857	1.9360956058322534	-0.22828738261005185	-5.0974719030320035	-4.739995929196308	-6.3160444707474594	-2.628207286878801	6.271257967103895	0.02560634012259417	5.1831328662547325	2.4818703707318335	0.1638800004444273	5.046212499124349	-3.982442395698818	-3.3742013995644458	-2.0805310915641786	0.3930965272816474	0.6246670263502291	2.5501475265421925	5.509043839893116	-2.1834603711882754	-1.2536662985247609	3.83311952738379	4.264148611179392	0.24984012029667937	0.9814467364767767	7.623549939240299	3.37004561802539	0.6180634170842073	1.8208841565929677	1.2397274312903825	-6.613794645082207	-5.627575372883657	2.385384552697021	5.136164169830467	3.124112748176839	-3.3002973795443538	0.73228478597496	2.3739393516795406	3.7151360645443168	0.1935680739707857	1.764739826889858	-0.7661963702398571	-1.2565043762296428	-2.6768432911999636	-2.270671235856607	-1.348936533079	-1.3627468575809005	-0.6126302655972975	0.7244175736162235	3.777879695662479	-2.1584645417490966	-1.200152175172064
