Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36
1,1,1,2-Tetrachloroethane	-4.138831452218706	2.6741834101761848	-6.773829689190577	10.002660270000085	18.74047979928861	1.2022872710396082	-9.407635868842416	-2.370762990976114	-1.4933763334212173	-0.2890335889180964	-0.7457006252286421	5.046997377678538	-9.534743630835532	-0.5744149853268662	4.576653317953693	-2.7308110096556675	0.36967322632620697	2.0409466618140524	1.94994409061298	-3.4057486973786917	-0.9730044569798237	0.315486728331359	-5.739057282183547	-0.5624589045334218	-4.008769195335354	0.8596737359503882	4.439623489031133	-0.10869322758009019	0.600743071659209	-7.433136616858898	4.0753020041321415	0.3829129708409002	-1.7501544444992625	7.355067095049977	-1.3987633480623793	-0.9768249772470818
1,1,1,3,3,3-Hexafluoro-2-propanol	-9.114509570477288	3.692678236772937	-6.1788562731343175	3.799521738937424	-16.40916344111774	6.760349762221535	16.819952183096195	-6.668644125714615	6.762914862373237	-9.423971878453376	-10.816034887969067	-1.2324127888422807	-11.620523979553647	4.421316373794334	-6.4714527203046615	-6.585746944304514	3.2849335879012638	0.07384790394966483	0.4122642666790908	-1.8249798780179585	2.5046063306969453	5.020769651012677	-4.3844864385123525	2.3654225974864334	-4.446202084400964	-1.5880817409454633	-1.8736843721758547	-0.018349055684708626	1.8565263016365012	-0.22029039344867726	-1.285770567177764	2.919277791380583	0.12460518572448173	-2.2191860547501427	3.2176084126992297	0.18845848286611602
1,1,1-Trichloroethane	-2.977394410909821	1.2020312877203951	-6.518400251203838	3.0336422391376567	15.839976637945133	2.4971901294247814	-9.253485009043644	-6.128915677649637	1.4014885416763894	2.7987620166692464	-0.5749376816266093	-1.4412616513320304	-4.385753370133299	-5.390544890306906	-6.526884016872874	-3.0950699850955523	-4.951765675085296	2.3563538204532675	4.101509249463612	8.374273505634145	0.6060049585294902	-2.1706130616242354	-0.12379323965819033	-1.096637964579611	-3.0408540079946142	9.266953659795295	-0.11084895628042876	2.6182388746195504	3.8089792357343577	2.340489772746432	2.0950950515277884	3.145427419335787	-0.2212985992335418	-8.53928531775928	3.504594402017929	-4.57974300373843
1,1,1-Trifluoro-2-propanol	-5.757778936953321	1.241779729382178	-4.396456908562507	0.4038704432104462	-4.796737027889077	-2.2018850664593526	9.381560182868496	-3.5185855775686252	0.8443759072283088	3.106042024662838	-0.9724269429650091	-7.085650244143567	-1.8825457342820648	-0.9392059559968707	-2.8688673899128734	-2.149489879377862	-2.5899720239124613	0.8281548617450543	1.4661855113436455	4.364626317507938	-4.780292655868573	-1.3919625531315583	2.809668282498107	10.748785250548954	2.6514793308321902	0.13581223401250514	2.985831613828585	1.9408993148429767	-0.9091387946893309	0.1537980065978706	-3.7475012561974053	4.353949703904305	-0.9908305371586895	0.6289855164030568	-0.7555270774927365	-6.886442190324934
1,1,2-trichloro-1,2,2-trifluoroethane	-6.576074178478544	4.696072630829114	-9.578043380762553	8.256827388098658	9.06444081845134	9.00000367300336	-6.68979458095029	-0.21654758259637308	5.890711561554982	-6.454937608047677	2.3282177647073103	-2.963380935769714	-1.8952647918724064	-4.902071550673108	0.061183586655765745	1.4114320811556624	0.19104873841119857	-10.225041039943651	-4.897623725885744	3.811566095235865	3.2755891266026165	-5.162963282671654	3.7982214262386584	-0.45785425860707296	-6.364598769349848	-0.1862109824639706	-0.2890470155569692	-1.0608513194255422	-4.11861172833836	-0.5883237915059135	2.695877352780815	5.649057614294893	-2.9184143573723773	-6.4056475722331045	4.794190119255334	-0.6935722220174836
1,1,2-Trichloroethane	-3.393861128621889	-1.9233430519799621	-3.5020553415008213	8.840691705911636	12.57676103758175	1.6834443628784324	-7.45230760017193	-1.5915013838186414	-0.5449280654112355	-1.341434879615049	7.459377557841153	-4.703898634087751	-3.863865617043575	-0.2599572657731417	-1.3900898889591182	4.564075876482064	2.068906323166799	2.60720417223571	0.5770514220551283	-10.091206290673885	-4.726486029238075	-2.5036349317533753	0.4316421902516501	1.4518940895380295	6.916101127741596	-0.3106171479161847	-1.070445936100002	4.023766249681857	7.871403569909766	-0.9784503467248714	-2.32547190095835	-2.4737355217132007	-2.1929126861477934	9.832326151489937	3.622087682954714	5.202662503762977
1,1,2-Trichlorotrifluoroethane	-6.2933222470688435	2.3946903120238874	-7.906772582326074	9.196195111640751	10.417731190454065	5.008460592823376	-4.444063721315371	-2.2578171527803175	7.8098110457732695	-3.366351358662281	1.066228274798345	-2.7789467623167976	-4.9953761084230734	-6.207850822878047	-1.6156680800787728	-5.174943345433087	-6.07402816766315	-0.5564505176247325	-2.7170429253730326	-2.284778814680327	7.7772464968398305	0.553532654296793	-1.409652193113715	-3.342068000942591	-2.7471610170950655	1.189668404157087	-0.29869189169604976	3.1025171484962213	8.164054524252432	-2.2337554056233224	-0.37898947770988295	3.423230909665844	0.703402084687489	-1.3056061431750732	-0.058389529564976554	-0.09768274212976907
1,1-Difluoroethane	-1.7843708557446414	0.06094014536887656	3.0163473174265136	7.684247941518981	-2.200573442459191	2.2413665637909075	-0.9528026799153853	-0.3541770500614429	-6.244686212377298	0.6175655443816108	-4.621217612413759	4.061953680643996	4.2380852744096025	3.7065529001999966	6.015688105440132	-3.788059490550823	3.902059322988201	2.306608891392938	6.220870575312133	2.438180889338656	-3.162832727446862	-1.8965853641243924	3.456353285693388	3.924220110767822	3.7643053278920764	-2.5618417166814957	0.8363635406434946	0.3156661701811376	-0.3743524287118739	-1.8113883172183451	-2.6333662608339643	-4.1600938148151245	2.4599602457831566	-4.604968896545595	-2.8717209198987472	-1.952899535421884
1,1-Dimethylhydrazine	1.1807676954748416	-5.001738461610046	4.745150779074641	-0.7796170399786413	0.9154693475177649	0.9568256774141842	-2.822739414972018	-4.1781629958723085	0.237614790114536	3.3029805088279476	-0.18569051903032494	-0.3364854412592851	0.24686249845837907	4.2854372441763156	3.126883435916562	2.6227710783237086	0.02452019901589365	-2.5826315600415857	-0.23094964984824734	1.5664296893558756	-2.1407739309335976	-2.3048248506831577	-0.16986033991913901	0.07777449706470997	2.854160885069141	-3.160154426665643	-0.54528284392004	-0.40955350405095947	-3.3812049795449854	-1.0583914110592818	0.6389138377943299	-3.6635894547219525	-3.0148416394245356	-0.607118170345588	1.2695824516471113	-1.9379328269051055
1,2-dichlorobenzene	-3.348399832103855	6.579720043353376	-5.599879367841786	-5.377657401268916	8.356102804040072	-8.011280675556979	1.1194848695645583	-1.2633276169127439	-1.716200751792597	-10.846230856221306	-3.1642564453304987	1.7606470971035424	4.991362429568724	4.94841149623906	-1.0144787684003116	-4.932012528077903	1.5266752194647106	-0.044998504646280066	-2.1867157392192693	0.22144287908181534	3.0736867409529944	3.141906127541495	-5.226097868451377	3.0453405427112967	-1.9375871360314765	-3.4628144721457397	-9.372020581658173	2.915773432399266	2.5461998288109693	4.138843166758852	2.38113806811659	0.1370843424785174	-1.8440946996576513	3.336363371918882	-1.7275094536457873	-3.1895108027858052
