Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
1,1,1,2-Tetrachloroethane	-1.8086385466046533	1.2722299798076604	7.865832177320191	-2.7245492976302494	-1.9065027705537274	-6.152705728728384	1.33188536801876	-3.3592596046716765	2.230085057489794	-2.4741872912250233	-4.68233983120188
1,1,1,3,3,3-Hexafluoro-2-propanol	-1.9203388237986045	10.338116332721095	10.342891277026117	4.134530847059215	8.516479031875377	13.455181397529746	3.840466535669192	-0.07492982441101911	-8.075898287518948	-1.5353195710901593	4.803490657821158
1,1,1-Trichloroethane	-2.8641615049545197	-2.561508398499865	9.674591770440575	-3.210358713888899	0.4024632270611026	-5.0858171508068075	-3.215875371175793	-3.123895603519798	0.11734272908982657	0.7567696971767425	-1.7153099351423438
1,1,1-Trifluoro-2-propanol	-3.776373716798063	8.34225979880089	10.626895310967654	5.136115097317846	-2.9146549046470915	3.3343208897264036	3.9315077604309474	3.006456912833685	-1.5832548649010834	-3.7087671975642333	-4.974693076488469
1,1,2-trichloro-1,2,2-trifluoroethane	-0.6483143627528768	3.155615674106578	5.14280250272339	-7.180685276930184	-5.102679828866836	-0.05513639295556825	13.834742306070625	-1.7336937489967492	0.9783333766714291	1.7085240536975825	2.9609829257278415
1,1,2-Trichloroethane	-2.6127475378424196	0.31700509792006853	8.13574431103484	-6.402927223628135	-1.6589731509302155	-2.1461740628615846	-1.7519471448286223	-2.7319225046789053	9.788253167024935	-2.922461335939112	-4.838637996476788
1,1,2-Trichlorotrifluoroethane	-1.2787023031248823	4.1814428568839395	5.464216355988489	-7.748112626544825	-0.0021086784067303765	2.2847972771778777	3.2242476375992712	-4.143107390869541	2.057860163149126	3.9306793722139295	-1.0488676699890933
1,1-Difluoroethane	-5.1632866949908225	-0.45515991361186214	12.371022696410732	5.181426334402558	-0.32163418592568277	-4.194207665933645	3.452163971969649	-3.4963962545801937	3.161453185538594	5.111825697077423	0.3864322874398302
1,1-Dimethylhydrazine	-4.3502332347925075	-6.464492526942285	-1.809271539353427	-5.789238819579092	-2.0929988038596004	-1.6697873034288468	-0.8395130954893913	0.14194151892983492	-0.48371432837269485	0.4619686989498252	3.0182209809636222
1-2-3-hexanetriol	-1.4744707186729544	10.55662746150211	-8.686683886683285	0.7145782155283515	-0.2098755453952157	0.7521084498125108	2.863323318239458	1.4207146961427397	1.9533162358410858	-6.363758402134336	-3.3220417967914564
1-2-Benzenediol	-1.0742097485239241	-12.428999602285703	-3.7122246195200748	1.0066779661487613	-5.045367089797064	5.091719334095909	1.4556345119759642	1.8912782986411765	4.545607920317087	6.326600545803294	-1.8513548756239215
1-2-butanediol	-3.9014933918605084	7.57999060990106	-1.3702002564957585	0.06833532085831522	-0.20335506063347983	-0.2205754700042188	-1.7265293821660277	3.2516364465684453	-0.9339987630269545	-4.635685226834857	2.232755513877436
1-2-Dimethoxyethane	-3.8674966894283878	5.207648242155794	-6.315816241028499	-5.447892679025157	-2.7959509999366796	-1.8795464330720308	-4.377028969618046	-4.737138047568723	0.6878105841138429	2.3916225267936064	-2.8797230667947344
1-2-ethanediol	-5.795154795001122	2.122893458264854	2.882990528562026	2.439474671675465	0.12087987578249854	-1.4655086984861998	-1.9080039237655468	-3.231392966288102	-0.3793095878131283	-2.0800023844231417	0.9926799169371878
1-2-heptanediol	-1.9716739889297994	14.047510173520351	-10.980247855597783	3.6981466944996306	2.891592051008815	1.605170486122528	-2.3817198011323732	1.0372343945775266	8.233636049521563	-1.156089587900102	3.0372466944242595
1-2-hexanediol	-3.119972166153298	12.405023523425346	-8.174662470493143	2.7559078433561264	4.015809711301167	1.7658212134613875	-0.26692003423893296	3.7618562825936332	1.6324570707528192	-3.4639474589677146	5.554143317727073
1-2-octanediol	-0.9049241721948403	14.844836015356215	-11.673725944031272	3.955861282978612	1.0449769983587718	0.22315867245690216	1.4125187971927404	3.6316285753214776	5.222867142206283	3.5745380170809975	-1.1928124345937199
1-2-pentanediol	-2.301573654639053	9.160090670707374	-3.600281327580411	0.6816456199984137	1.1190017700123183	4.353805448633898	-3.657127552479729	1.2899950013347528	0.5021379069781153	-6.097303865913345	2.983506199474188
1-2-propanediol	-4.897668156788812	4.774965415494769	-0.16911604417038534	2.0295665840766883	-4.204071251127549	-2.6652287192051136	-1.2879214038768878	3.6361273286491502	0.3302239957390105	-4.7382286807651335	0.21970398946676345
1-3-butanediol	-3.8759440950569926	2.9713581557397264	-5.237680683125396	-5.780588569049703	-3.7859412789055673	-2.025105299234106	3.520349692700387	-1.244415446921198	-2.914189884316662	-2.049525547678292	-3.0241100700832755
1-4-Benzenediol	0.12594058769847372	-12.510425110906832	-7.020807456569742	6.218624520048294	2.5625066529722815	7.169117250950134	3.4094364766881284	9.60243307179217	-2.781041381903497	0.1530170422683339	-1.1379430629458713
1-4-butanediol	-3.8159977927238393	8.403489885281129	0.07196025194232737	3.0501065479843974	0.4415733022533887	-2.007171510155632	-3.460539591550375	2.4473227342032025	-1.3822631667724141	-2.9040296997112613	3.849241172907651
1-bromo-1,2,2,2-tetrafluoroethane	-2.4279433398693375	0.15902391097294552	2.6280983227937207	-3.2893080360051776	3.079107406740632	-0.43928047896644745	0.8465836813467915	-1.4796376212836837	7.325536260482099	-7.462970929661973	0.09746693714485324
1-bromo-1-chloro-2,2,2-trifluoroethane	-2.759661635199603	-0.3870427040426668	8.221967026188894	-4.4480752618551405	0.9007753871988659	2.7931552211099375	-2.2748997101512667	1.2942729227235006	3.618845444905002	-2.3270955542167826	-5.3918958181903935
1-bromo-2-chloroethane	-3.9722818397924007	0.5918897390623612	7.869830185740578	-2.235777125588623	-0.872813769972221	1.2839131680772926	-2.0522860532598686	-4.2261918247298835	-0.5647266619860687	-1.124085204630848	-2.7784234166698116
1-Bromobutane	-4.13794340434929	7.212559574765539	4.698461086864827	6.59269465495974	3.7376647597788537	1.296020641867259	-7.829539467584662	-1.8840935025541266	3.8722723758199775	6.626758926439575	-0.6339089424074242
1-bromopentane	-3.5547099525247163	8.483364470870818	9.182209870824302	5.2789355783497225	7.046473885191262	-0.3968627928361598	-2.007999071021988	-4.352544819924262	-7.861045333162984	0.8256159765303648	-0.6602398342350853
1-bromopropane	-5.023273483422805	4.446694549354513	4.438969428209445	0.9006530190084789	5.193811712200106	-1.2440806384114886	-5.798996349077612	-4.0845188617702775	1.9211883529109297	3.2103415941835682	5.215036922942098
1-butene	-5.178122185961568	0.3314271869877363	-0.5499291587226977	-0.45807193590602147	-3.0720805527793282	-3.982118569494452	-4.920934244949891	-2.297712755851798	-2.239105793415043	-0.8295544949350367	0.4475346219081908
1-chloro-2,2,2-trifluoroethane	-3.854965414004924	1.9004626649873317	9.894059508666857	2.113698386594284	4.494715518524679	7.885239705541654	-3.1741454701044507	4.521095209573107	-3.406952503746436	2.17084942422531	3.956842241090511
1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	-2.84020952461395	12.167039758864602	3.5901344494772314	-6.266793826134108	0.8067844082144607	13.749331278348313	7.54101873402455	1.0711525199357634	-1.597113766719572	2.8825723446085174	-1.0547585620427518
1-chloropentane	-2.9764492452368074	6.697251123543805	11.946111793092122	-0.6711094528996981	-0.35989041393091153	-0.12367335984440431	6.054671669405196	2.4901584612876393	1.738550485196641	2.116153652392613	6.5037761573618145
1-chloropropane	-4.82873740843886	2.4185560143723506	8.240219260811665	1.268617932249788	-3.573925706837639	-2.957089801305154	-0.046925848207336814	2.1169039154714326	0.9968059872905324	1.922183555436733	0.41376487852409327
1-hexene	-3.905050503724135	4.044956976534762	-4.444674692845231	2.577446867017682	-0.5710738727343428	-7.734727777634575	-1.5824762168773991	1.5951022991805175	-2.453403009967632	1.9875851517059906	-0.021167039307268022
1-hexyne	-3.244051642341587	5.817917601922169	2.766738787487347	0.23413312271500328	-2.059231917468164	-3.5213929786985343	-6.925781274698225	3.928364727833786	0.23828679150922863	6.103171234261419	0.8725586901022322
1-methylthymine	-0.2675038029924995	1.2502612138118347	-9.724054628110464	-9.294574573984573	-1.3144674525613753	-1.0514101944242975	2.830964106026023	-0.5334679714209889	-9.99768487919908	6.273952832247639	1.006864748885019
1-nitrobutane	-2.7648141092150054	10.269196901269689	10.123147508758189	2.928172674591611	-10.036600372955776	0.601050879527092	5.30731274017005	2.6163490948091814	5.25495829939304	1.6325126239083225	-4.307337118091148
1-nitropropane	-2.9581924521832295	9.153090850803368	10.572197070507425	-2.454148743126872	-5.433307784609415	4.046710646053943	1.851610292612785	1.114931437393681	3.5386914687619595	0.4927762285257803	0.5033447858034266
1-pentene	-4.492617352109222	2.552266696899101	-0.516976835691924	-0.3459029946133168	-3.946089873832628	-5.652745386160503	0.12677549850560252	-1.5030975471574402	-3.8700696218559534	3.0922349622783805	5.810302809986106
1-pentyne	-4.2241382665538945	3.457919034018547	4.278096404450668	1.4202195679206844	-0.9855816426815226	-2.414732592491949	-2.0614130358222504	1.6316850657593995	-3.040679773154127	-0.8795307953962185	5.8139970010284
1-propanethiol	-4.373493023555303	-2.3142076392065603	-4.4900310249874575	-3.3516429170015307	-4.777813220332858	1.8782136565856455	-1.8837385124525083	-1.0346849209205065	-3.7860449706495394	-1.2275012328304464	-3.0944364915055647
2-3-4-Trihydroxybenz	-0.13943822838284323	-11.58066528597398	1.869740794684042	0.2121376371933337	1.7758583276805406	3.014150494681943	-4.971546261788276	11.942188326809193	-1.7686276341459264	-0.5282815726473276	-2.640492266877806
2-3-butanediol	-4.199998543701684	7.2989748644771595	-4.412787223962982	-0.1026235589939027	-0.7310328461324432	-2.72109031339011	-1.3483881300083262	3.7052496799958377	2.4792161933807284	-6.410673488316283	2.179132600874902
2-Ethylphenol	-2.4788826280799774	-11.9385092898588	1.6612558049055222	-2.001510327728881	1.1275428042666096	0.3078319741865676	-0.9690509732057536	2.4658803753057357	-2.0149609577811702	-2.129573096622539	0.6613359402535435
2-Hydroxy-1-naphthaldehyde	2.265849741044108	-4.618306866113887	-4.478597573874704	-8.4581868020818	-1.120173744410145	1.3511775143526301	1.9540662045452772	4.182839477950782	1.546339317607353	3.1667311188914966	0.3855480746336804
2-Methoxyphenol	-6.842242982906527	-12.020430391023751	1.770944664553705	1.9080855165288573	-9.844099295574376	-1.0367689787072145	-0.2920178073480302	-3.9782938984394787	-3.5774346111643536	-1.6279643593378414	4.327259144348325
