Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
1,1,1,2-Tetrachloroethane	-3.4307483800788527	-4.029536519634162	2.6316117351849724	10.72808252381133	1.7443106216414446	14.911057549830833	-3.3305817447251904	-5.492643351193493
1,1,1,3,3,3-Hexafluoro-2-propanol	0.18409104039588312	14.005435379218675	-13.359837331959563	-14.065005372979998	-10.382679263416943	3.691182432756395	-2.4697356655997034	-0.6484181204430881
1,1,1-Trichloroethane	-2.5816465979913326	-7.26083837176095	1.4305871999830013	0.8375431631881973	2.811268794622141	8.656595195355907	-3.1206672649039926	9.53745597526451
1,1,1-Trifluoro-2-propanol	-1.2132992581109476	1.3439802838319517	0.23505326553951972	-5.3860167410452355	0.45490437544078216	-0.26297477938502795	9.700203005302699	6.296543881542491
1,1,2-trichloro-1,2,2-trifluoroethane	0.29593939350354476	-3.3253837986011012	-4.373513412466784	1.2021842712196669	-3.2727278198244165	2.5889017781753214	2.2852812774608893	-1.8311040960048963
1,1,2-Trichloroethane	-3.12287692304178	-8.70509200459308	-4.632498824580564	15.644761391978488	0.36279471129186064	9.030127303082804	3.3428538451274816	-1.7429697117331018
1,1,2-Trichlorotrifluoroethane	-0.4982603507171926	-1.732874945855495	-7.063944546679782	6.2840440947013505	-5.962206116872124	7.308416349575634	-2.3054013371192976	0.8061901856746622
1,1-Difluoroethane	-4.33672477398289	2.5212292176367024	9.249324897109707	-1.1650938808372175	1.2974736592657146	-0.5082510314714358	-3.0457060759762604	0.7333355599424475
1,1-Dimethylhydrazine	-6.2532026596281	-8.09017475244171	0.9823845344269497	-3.6617961970366304	1.5449714872593012	-1.9065199602531804	-2.427783485052304	-0.2574593418436174
1-2-3-hexanetriol	-1.460401118994976	6.5310333733819785	-0.5743189354463668	6.141847325529335	-4.053486188031631	2.252961327704208	3.620842901126101	-3.3478806376852144
1-2-Benzenediol	-0.9420901835724736	-8.624882558621678	-1.291572738387197	-0.638459446690927	0.24469629064206475	-4.719677506391522	0.9093897887274803	-3.8192740664231337
1-2-butanediol	-4.5571612638691565	3.4323519904677213	-1.1867422294956234	2.094352779695998	1.640258691907755	3.8511792839070704	2.386940916387736	-0.7542167968680362
1-2-Dimethoxyethane	-4.382043697579625	-3.262386291545967	1.701203934322887	5.727426309998122	0.9774353783052997	-2.696167086138327	-0.6615905715850579	5.434361971281751
1-2-ethanediol	-6.610048630898436	0.5743147407150286	1.7882404267365852	0.9204696694680632	4.613615590838013	6.336896797637925	-1.879136917712434	-5.590080485578376
1-2-heptanediol	-1.1963679656293686	10.839442512652411	2.2356479305261385	6.373109155048022	2.3691543309040517	-7.127730530838939	3.972831548860986	0.7006736776235188
1-2-hexanediol	-3.1108891152075637	12.047205452658877	-2.1939611174441946	3.0691640638043594	3.007879937432187	-3.731511314764863	-1.8993492209319451	0.49235345533276564
1-2-octanediol	-0.32656266663023537	12.577161131822665	3.5206286215585005	5.725565361084389	-0.7558343881509925	-5.33298364332363	-2.926134458876107	-0.9718990784375875
1-2-pentanediol	-2.6975104680200133	4.428425162309491	-2.609832017848079	3.2973823087239973	-0.8354741586503757	-1.4590081655801925	-1.1321769495538905	2.445673601678677
1-2-propanediol	-4.920008730938133	-1.0555145812825222	3.9391877001608657	3.9521455455529138	1.6104143980427283	-0.04343612989058909	-0.715253615381916	1.2002375674935983
1-3-butanediol	-4.093296765074894	-2.601752021168639	0.46186221381204884	-0.6725620261365843	-4.211252242381594	0.38804123097070053	3.3550738565868756	-2.9731706074658537
1-4-Benzenediol	-1.539369911079368	2.92838811274979	-3.211007039251693	-12.553569965007352	7.376777692025722	-0.8568406539867455	6.793244709452675	-4.274009598937096
1-4-butanediol	-4.396992827905277	4.4216063851604535	2.182264710472788	1.1252770404666186	3.834317135924234	2.625524553267065	-6.385057398162072	-5.7131962405884185
1-bromo-1,2,2,2-tetrafluoroethane	-2.939681066533395	-0.04993764087118231	0.9284492707416158	5.484464074249755	-5.104700253440018	-2.4526091540822708	10.693736763160086	-0.6325521603093182
1-bromo-1-chloro-2,2,2-trifluoroethane	-1.7057860297957304	-4.474050852002684	-8.984016047011576	4.050166899670265	-1.0357356282358232	1.726743247944648	7.234712450902048	9.09623359944856
1-bromo-2-chloroethane	-4.652544372813898	-5.514351409114032	-3.893333783857763	1.7257929562392391	0.6759160190655407	4.068743744428895	1.226682889195341	0.9625984733928453
1-Bromobutane	-3.7523385272103327	3.379175920452136	0.9812802959440502	2.950943152103192	3.606948608404674	-7.853877229892998	-4.0085294936178775	7.503009045996423
1-bromopentane	-3.7107958332870314	8.904129690581625	0.9113062818199578	-5.031417050931118	6.604214006603612	10.802861386755804	-6.66725269072704	2.585242158789803
1-bromopropane	-5.453251799768516	1.1640704012031171	-0.79967853075838	1.4886383504522789	1.6739454273485963	-2.8678382025039366	-7.007042089577416	-0.8462910694246005
1-butene	-5.547610311626303	-4.3903136068236295	5.28530671650736	-0.2003683745267858	-2.9300640582073174	-4.425727128329279	1.5925173461449411	3.006750761466894
1-chloro-2,2,2-trifluoroethane	-2.8446522482376477	5.119820242566422	-12.107566796408562	-3.533936530603565	2.68849119153879	-4.2104570021500525	-4.6468190274114205	-0.607472074621653
1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	0.17057594340497662	8.675735756123624	-14.016342750302332	2.414934213071027	-11.622355765194017	-4.160571774256818	-3.2429528462393904	0.9354293841286695
1-chloropentane	-1.6538504963764702	3.0222795759556873	-4.196171290369067	3.7312477600955303	4.3778393411895475	-0.44182529493616135	-5.454298345857462	-9.873637342495947
1-chloropropane	-4.893255860609981	0.14179697167583172	4.605182232907665	5.863911095740716	4.693085483579304	-0.20936654107708716	-4.8709967825175395	2.413660474998552
1-hexene	-4.24971363844292	2.7311719771774428	8.835341093361976	-2.1777073237453743	3.681398348297345	-6.086283144927868	3.87921794046388	-6.863614741299647
1-hexyne	-3.843171179769634	-0.9841271644189042	2.8433956279999477	3.6011753725291915	5.190217917445776	-8.452570971771545	-4.0985491751987375	3.253463450440561
1-methylthymine	-1.7410311008387134	-3.619697713357076	-2.1786715599904376	-8.997051563162326	-0.2333688900125964	3.48867346094446	-10.272803393405074	1.5912125098975956
1-nitrobutane	-0.8264296157553276	-3.942515501443893	8.844975001609326	7.8551023189545575	-1.7257975704561113	2.5848673574101806	1.01622005080211	-1.3535126383741294
1-nitropropane	-1.611614093800349	-4.100587536318879	-2.5210499597861302	7.005850999767553	-1.7279528125654662	-3.2882174059492804	-4.1382413065086325	-3.1794112134269743
1-pentene	-4.753369141814639	-2.058478851046657	6.154474692290482	-0.47997893719937323	-4.662090961780693	-4.0332060251858	-5.08142507102863	-5.2587857254584245
1-pentyne	-5.30199414679544	0.5366114003432915	0.7136918213282755	0.8088794952999584	4.925714914750654	-3.5995091645886212	-4.289644310778951	-4.234386104765799
1-propanethiol	-5.651525003343987	-6.948810003684919	0.5650916282086669	-2.0868060200401457	-3.9956717549861147	-1.2295970904161335	-0.013963718631024717	3.701575237111241
2-3-4-Trihydroxybenz	0.5092013339169261	-2.3006866628955787	-7.073622333927705	-1.165184069892764	18.613872937710646	-2.49466832666832	4.945461674779555	-3.913404079210027
2-3-butanediol	-4.118696316294692	1.5579733783896312	2.379393125455962	2.927332594340087	3.811628676780394	3.569934405875909	6.953188137418283	-3.9063648626677967
2-Ethylphenol	-2.2353775574613426	-4.589343288004251	-2.913695345175451	-4.578843316551752	-0.38047065146299236	-0.911762789340624	7.138971338091284	-4.235239638525359
2-Hydroxy-1-naphthaldehyde	1.2019157915591152	-3.8032458837117264	-4.853049515403218	1.2210503767559389	6.879865382186058	-3.8006579570964445	2.168942500951114	3.067468053123838
2-Methoxyphenol	-6.9831092755285225	-13.27006181040233	6.143034410228938	-5.353670233873456	-4.042895100573341	-0.8082490763249783	-4.850498179738556	-3.1607962738705555
2-naphthylamine	-2.3261578545605976	-4.584359182529707	0.39083167364544086	-2.3188227960036567	-0.7941833885253905	-2.243262422882823	5.554044337983075	-3.8120384645962346
2-napthol	-0.03863324695261154	-8.83111964908664	-2.5851804389954545	-2.8793128705064186	-1.820841132085953	-0.4825039779383627	2.7290017056872102	-0.46557830347417173
2-Propylphenol	-0.2845597933417441	-3.185440208379637	-5.380000126183154	-6.273704631933442	-0.5744850485466013	-4.124456653770363	8.832052142471234	0.1703461689901624
3-Chloro-bicyclo-dimethyl_phosphate	1.5413694434971363	7.864558343572414	-0.7367945798570797	-1.1691259394160394	-7.0456209153817095	-8.232570692875095	6.137393804893408	-7.965526127982313
3-chlorophenol	-1.9346162212051496	-4.59280035400256	1.972407900918222	-2.640871326245635	4.593959192904275	-3.25938613153654	1.727268432403552	-4.0425717802613725
3-nitrophenol	-0.13401855981113717	-3.896535663358679	1.146844139092882	-6.885190377785881	2.483893014162092	6.753614523682502	-6.398474213879027	1.523736027828822
4-chlorophenol	-2.651975871511112	-1.6482039100919554	-0.0007481071020012774	-3.693187149561741	-6.286255549629216	-5.033418397678953	-7.21448614063514	0.48468032917241954
4-Ethylphenol	-3.6040278446505347	-3.4160978756834566	-4.709055248644622	-9.129816854649912	-5.409390370333185	2.134392948155153	0.8069035102345762	4.1540225682835
4-Hydroxypentanoic_acid	-1.8582039568736157	2.463471955427352	9.275051886525986	4.6956991861916935	-0.7859277770814396	3.9825338485104393	2.8701445304596094	0.22757082276884072
4-methylphenol	-2.780396080093807	-8.890188743827547	-0.5818867629715598	-5.086832773560856	-3.5847426264933095	0.8075000785444646	-0.4214110514884822	-1.5689260400255434
4-nitrophenol	-0.7662426315653226	-9.828956703674084	-8.048859536872571	0.7543390347363248	-2.215724735907513	5.581849498311737	-2.7188403659349647	1.9472356316333548
bare_surface	232.70299418609056	-1.33219522436684	1.4217362723403129	0.12565351159854973	0.6883624628884584	-0.18967810914875732	-0.962982083344665	0.18519755617625872
Benzaldehyde	-1.9404767870316564	-11.395352268383238	-5.8552000184057675	1.1839531662829585	-3.682267137926674	0.10095650338127654	5.784613838704211	5.408462573012844
Betaine	-4.7294486131849025	-7.471146837105068	-1.019827273656324	1.9509933186226773	5.040370051606374	2.4289252610043275	-2.471008372192116	-3.125846819585451
Butanoic_acid	-3.0580589449440794	1.210727590789172	6.251467227057174	-1.1475138578337138	-3.893957484116826	-1.8707703392827635	-1.3755906776645974	4.9585982620526865
butanol	-4.770403282960123	-1.0387790138922839	6.017239573038651	1.4243520883504182	-2.122587730487648	0.0436310565785103	4.265022490475125	4.036899647452455
cyclohexanol	-3.7896616469266298	4.9542822156035	6.610157141082455	1.722992790586128	-6.301176301612632	3.841111181937174	1.9233714655154122	0.4871953563817041
D-Glucose	0.9537915953970554	4.580385999153033	-4.247927781660118	3.092812851091952	-8.078011242592673	0.8219999295107207	5.886514628688205	6.615975288784496
Dimethyl_glutarate	-1.1512153619323353	11.699483889942512	-12.196538775840818	0.5491604263477289	-5.190290420751016	0.9688896979600133	-1.1996847866288065	-1.6131115815508055
ethanol	-6.051163062425813	-5.751597188228431	3.7326482433415538	-2.2166512315405846	-0.36623777123344403	2.27620358196029	0.9696963603365484	5.550215008787238
Etidronic_Acid	1.0706340877631717	6.802133185990526	3.575911565461246	-4.422661948498297	-0.7707357349510987	9.685850976461639	12.33549357496995	-6.54657904110828
fluoroethylene_carbonate	-1.999214131154181	-0.2322447890928617	-1.7810618596705243	-1.3358356884133489	2.30179246300775	-2.710767092625635	-3.0447041426416095	-5.177876786785246
Glycine	-4.606125439412558	-6.562672867704444	-0.6149462035106432	2.1035528135487227	-7.563037357823451	-2.1512271980152247	-3.1536344531425944	-2.1548564136011725
Heptanoic_acid	-0.7014979278913942	9.09014507642137	12.51676921205964	-4.617935336068457	2.661148748159013	8.382191937211658	4.969281104287994	6.533612225358661
heptanol	-1.109946403888216	7.783181275378806	9.332286269083236	0.6391345939961717	-1.4397832198072322	-4.255083809469075	-3.2309269510759044	3.9328793093853958
Hexanoic_acid	-2.038109893212427	7.089080781676154	5.673724425409911	-7.261583065514305	-2.9535386139027913	6.431332136259721	-7.9602258768247145	4.729288678811428
hexanol	-3.064873016889917	7.372052572395678	5.890797066841849	-3.0793148256567213	0.7037687509913308	-2.7350249861767324	-1.7535709515883655	-0.7933871246816742
Inositol	0.4262179128742919	10.158481311550508	-12.424017858271995	9.795853020063582	1.4133419395685924	2.059731205647887	-4.34019051146713	2.858862823193875
Methanol	-7.0885424060391005	-4.852325508384696	1.90950042323512	-1.5024026193675837	4.181348523190487	-4.043655811235836	-4.470583140300689	3.7312278521437814
Methylpyrrolidone	-4.3861505431304115	-4.831213616122284	-6.254712679610247	-0.5269968616456366	-1.4296968956593403	-1.580369573377757	-4.767737175939614	-2.164628062201311
N,N-Dimethylacetamide	-4.6904494293271926	-2.8521383675966874	-4.923655107202819	0.47490625691828503	13.253610421398543	-5.84406564220059	4.7563308227468815	7.6464072124352365
octanol	-1.2368513838368258	7.64496706031211	8.097972828915628	3.7563315293880897	-3.46543662802181	-6.425609394726345	1.6277328209252337	7.426886363641691
Pentanoic_acid	-4.133454263933663	6.546712072224046	11.960551212129376	-1.5133837491669608	1.7468840899147822	4.9741468898305055	1.8482537467375735	-2.0527309022902944
pentanol	-4.1435189654152325	5.918885527035786	4.6739969047100995	-2.2389669509460592	1.3247072292502493	-1.4370883719734429	-1.8638706694355203	0.9199311882191014
Perfluorooctanoic_acid	0.343900429806376	-13.689712068205605	8.263055613008031	-3.294173021432872	-9.655598062258846	-4.424247935303374	-3.3004058337693025	-3.81608623357524
propanol	-5.854708386985804	0.5833983507226645	3.713365879325772	-1.0528491260203663	-3.611920218734831	0.2913512296028061	-0.42020697964969095	-2.431030551986791
Sorbitol	-0.10551149611543367	7.937291130655249	-5.632115143575389	5.364090461507703	-1.1902590983875079	2.9884180527060917	2.046439259624861	-3.756564988866153
Tetrahydrofuran	-4.787677580656791	-4.341460853057693	1.4329915248176104	-0.6589785852218227	-1.5438052923237822	-3.5616172177135774	3.2789261374253513	2.84138843558533
Tetramethylurea	-4.1018592811346615	-3.241516445710044	-9.2900609815869	1.5126389374019797	9.752572919897714	-3.065231734833189	-2.565369437676218	1.196458578027296
Threonine	-1.6186249171965807	-0.8033198100024614	0.46656078137845514	-3.140844746286236	-0.4058031405397423	-0.3541320663960582	1.1121348436321965	-9.949544570876238
Triethanolamine	-1.724956026962105	5.421443522162502	-3.557772541488436	-13.564885266635997	7.656906361974351	5.558924697802503	1.8985624529533331	3.588126918344457
