Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32
1,1,1,2-Tetrachloroethane	-2.6678586495483505	-1.8796349679808348	-7.17991711475559	9.242479696206138	-7.346916122714019	8.545661294434618	-6.745094498719714	10.503335359274775	2.984508134917367	-0.8028769374802178	7.331020800628555	2.8590724407760097	-3.710053650180898	2.4189630605391033	-6.48957715639972	-4.078470084661191	3.554040836257285	4.103907187895208	-0.17056934175031635	-3.2606728203428568	0.5990082207310924	3.78501586251299	-4.583942404822006	5.128433403963458	3.528050310290195	-0.9682550068533357	-6.580556180263375	3.8163494116083942	-2.696600078672293	-1.014694665603744	-7.483442422651098	2.3093482903315343
1,1,1,3,3,3-Hexafluoro-2-propanol	-6.131581567558521	3.654539471041309	3.416430852741742	-7.531265912756885	16.841560112754824	8.011086021175881	-1.8963880148569172	-1.1589642727845384	-23.014801365215806	1.0833952696187317	-3.3836287746399325	5.585025638473805	-5.503573925820421	1.7557476308705553	-3.967448340975888	-1.5179552296675034	6.549943448098575	-0.4767713457870378	-0.6384556461427077	0.9385921482450964	4.33911543710928	1.7793354762330502	-0.9184456200984772	-7.446131986912948	6.422004091125951	-1.5010425601390616	2.3307131381551085	-0.9174206820958789	-0.40517288177629607	3.1451953330906686	1.808288527031166	-2.027026965834149
1,1,1-Trichloroethane	-1.7086642684724855	-2.743814852748181	-2.527785638133912	9.042301624615511	-8.360678175593838	4.090673805969582	-5.054242531004533	12.908048320957397	-3.3654884935749014	0.2953422480160187	7.614899966011083	4.456749615702623	-2.418408806840592	1.5062313724951724	8.164704466881695	3.1224642375604774	-1.9614580534924202	-3.8413131509050005	2.9746717391288655	2.653728228409952	0.8769473421354848	-0.876910890489069	8.313874495177046	1.7833373624236553	0.429940943140634	-2.515802625104929	0.10450155224546179	0.8940174826903521	0.1434933195533804	-8.614285902731487	0.2726348291682108	0.49971019191093075
1,1,1-Trifluoro-2-propanol	-3.7373574342115536	0.0017801161796679559	1.2501415909913225	-2.1056824716005798	10.655514396943834	-0.4958973240294769	2.200417980922875	3.1970014500207498	-5.529883788656422	-0.7769375294542531	-2.5250791851755	5.600668224626758	2.524701398933514	4.546307822239485	4.760199300809463	-2.6879837907786515	-1.4268648134872792	-6.675853581674218	-2.797533351976496	4.721226148523637	0.20569797028743916	0.16887424001741305	-0.9254399596872215	5.999233555482881	-5.349408489848173	1.5362750118603548	3.9734469378915778	-2.1771600322466473	-0.3550494854657678	2.699164425713937	-2.9693510240597893	2.1260217953217615
1,1,2-trichloro-1,2,2-trifluoroethane	-4.082497869112444	-0.5341716190637857	0.5121271074443744	6.078014220628532	-1.2593427804615926	10.308869657363568	-2.967402931680308	9.368529229732578	0.530504519250011	-0.37955283976054893	-2.266601345394397	-7.7343417881405365	-3.403306812012867	-4.3908524460958285	0.029560635912117987	-0.6978882071074998	-1.4033447026390222	-0.855157448525212	3.084577457335921	-0.3834129190163713	-1.227244846654002	-4.792122920977629	10.96649969324149	-2.9063770979573484	2.3832750086968075	0.45878290679723027	2.701960251451408	-1.6849979842347291	0.5629340050101894	4.4838417358245275	-3.1403830677314284	-3.962210201730703
1,1,2-Trichloroethane	-2.497460668060584	-4.06152592497379	-5.713645689907358	4.27296423308023	-3.6001578975959303	5.394862015616892	0.6245101372818075	13.533535211534067	7.614098959290778	-5.026816908203924	-1.6074832821065799	2.7423089451583262	-1.4067685600715087	5.48001425614317	-2.530050861734385	-7.422392565252334	-6.790078328236331	7.105085379420686	-5.957428506304341	-4.402100105232345	-0.20326640333658366	3.8864033217992118	-2.09701164791058	-0.9035109947237825	0.965808205461447	0.9536740135094307	-5.180160192914675	2.8113444660661253	-6.2199286441165675	0.5176682200382137	0.3196787174320788	2.2225394217767445
1,1,2-Trichlorotrifluoroethane	-4.2069971276661144	-1.5808446496498245	-3.298141689009382	7.444636060599523	0.8115364541135933	8.809265697939988	-4.985958031460203	11.12326295536124	-3.6976895170828596	1.4721691032614441	2.8449408621663874	-2.45684083537582	-2.382104136048886	-1.088063239741091	-2.0511907624321646	0.8554309037561257	-4.209007564818171	6.691335570897982	2.339260200101349	5.0098672638864326	4.603764499768267	0.6926561284570635	6.4067111198594375	-2.4415919745468164	1.347616263431724	-3.1271190451487088	-3.998875597400296	3.349841116158516	0.9741064888723883	-0.26594278894039725	2.2645903377065997	0.607108292945328
1,1-Difluoroethane	-1.1638391354513695	0.973506852451841	-5.865464415414538	-5.457376725474116	-2.524018053235381	1.3039631780827003	-4.3175266082605	-5.205974806641757	2.646306310831672	-1.490616756525777	-0.5804829465217302	2.1262049973839456	4.895049507663848	0.6458830503232897	-4.8959787221727655	-2.3178250219532313	5.677333621607049	-9.54398162934992	0.6982461428395818	0.6654663766016763	-2.338886162133753	-2.6092799224188132	-1.0284041138342095	4.091742117853035	-1.1871037306063024	5.475759852276605	-1.340425118089776	-0.11447390531038279	0.0983861542788845	-0.1536158561716036	3.8958719654630714	-0.14558537150757528
1,1-Dimethylhydrazine	0.5202894862490063	-3.184853267482167	-1.5709329318040866	-0.741580577028979	-6.5834667903151	-3.206591770258754	2.7718417249094514	-2.869518059167826	-2.154750529475926	1.4664425372436467	-2.761159998957281	-3.095095484819359	0.7332235007165813	-0.34569609741142066	-1.4657657717730765	-3.856576327471672	-1.6308676366292434	-2.389351775416564	-2.2681189500693137	-0.8450579922122236	-1.8846599312570154	-0.4770097636719148	-0.11968897282801258	1.1746819645112365	-0.5489565825675804	1.8947699529661375	-1.5976931771858205	-0.14172336787620704	1.2568698828063192	0.05109767172465106	-2.426948913648084	-0.8328311326207918
1,2-dichlorobenzene	-1.991712631946064	2.389976832008186	1.8457388668934904	9.286969134323869	0.7439948367509011	-4.493310429501554	-6.172006719379768	-0.637348153913581	2.1532016105750746	-4.672366253040726	-3.0524589645122617	5.777971999117402	-6.171459844597649	-1.7906955699928762	-2.9420701702996026	5.887651168937526	1.7709040524209954	-1.3040616884451266	-2.778451550590944	1.8481029224046681	7.015657737715879	8.127916759122833	0.9029716014588551	-10.057272282955429	-2.5635724535249946	-0.4254864881373613	0.7647354283387555	-1.2296012141888206	-2.345335756209525	-1.5364094813768434	-0.2667393363942158	2.6907737294241225
