Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
1,1,1,2-Tetrachloroethane	-2.3671621995620287	0.882442394043437	-6.515621769553481	-3.940419819174259	13.106529999504597	-10.011707797598385	4.4181868996881555	8.990907702680119	-4.668527719449616	3.2829248243493048	-2.9783568132242553	-0.5423402273427795	0.9437045049028651	-4.141829583019469	-2.5127080899252405	-0.9417951253986049	-0.603924421368799	1.1819861358733161	3.040102200820042
1,1,1,3,3,3-Hexafluoro-2-propanol	0.9587204223845834	11.775190770327056	18.637619380138496	-2.9440006056193804	-14.828261958966635	-1.8030566855908174	5.837999794246956	4.390991484100919	-9.128316251247185	-2.411521860099648	-0.8962927757345585	-2.735756301046603	1.095645277643886	-6.5549062385451755	0.8041135619462384	1.521412277868119	-0.3209363466045497	-1.792946403770948	-1.6702385245374334
1,1,1-Trichloroethane	-1.5622852709725512	-3.7926362668511016	-3.30938895252766	-1.40503919117869	3.182648081842072	-10.071992211633653	4.03797417052347	0.5466218929808098	-0.35305191991332396	9.525508323055085	0.9221422842764102	5.715247112838408	0.011069314112709276	4.377228813263949	-2.9846990054134923	1.9646828931757574	2.8828108337379317	1.0909599682739979	-5.982974109426067
1,1,1-Trifluoro-2-propanol	-0.6523510317804507	1.1079213825666283	4.773765135409021	6.850116306113601	-3.8451334563393016	3.4527462826881328	6.767737772565908	-2.09021454585309	1.731551118761539	8.257803426200098	-2.982399020720436	-3.5761014706425196	5.676340573811033	2.967421899134173	2.6468381102189182	2.9767667894413297	4.289186465039095	0.7282053857601882	1.3826560723753423
1,1,2-trichloro-1,2,2-trifluoroethane	1.1973106187526865	0.2447537640427369	3.707478881433503	-4.465217544269331	5.091994030839328	-1.0842463989417397	3.2603172526134445	1.4136381885680498	3.1385910942419377	-4.361867468910975	2.6132383800556296	2.456270209112731	-3.283161529601906	7.1967734261395115	3.6712462122153564	-6.1287823460521285	3.667756332549752	-2.0949099789885426	-7.61067579461184
1,1,2-Trichloroethane	-2.4905255259119503	-3.1595945965627266	-0.28347620022096554	-4.197468266672	19.28879418449615	-7.2105052351606345	4.405607601838085	-1.354361889984186	1.2251038730370405	2.283426141760697	-8.644555643830975	-0.5792812172403817	-3.686661383497491	-5.420488070113475	-0.5443988814714659	-0.8205957800033471	4.7988381491106615	0.42214880396894605	2.7926134818521176
1,1,2-Trichlorotrifluoroethane	0.3419403214087685	2.463993376558667	4.59479974940235	-6.686120025367094	9.693632326661604	-2.7915717792617047	6.862361880493014	3.5697834010157883	-3.571844176029824	-0.9253707220916274	3.9559032072808744	9.677738423920667	0.8326238773504488	1.8667279957681266	-1.4921099983218638	3.171451646297712	3.535155851508686	-4.412952301843319	-1.380449661878691
1,1-Difluoroethane	-3.786962705318108	3.669251481272144	-8.163916606018166	0.4010298387149781	-3.475381256666757	-2.5301224798644006	-1.932319191936425	1.2778161262746148	3.412534198252818	-1.825156927176303	1.241446098781347	-8.121325290676468	4.276727166134205	1.6549369635477924	4.459484412436884	4.287377308790241	1.5794334420525018	0.37346143731813275	4.828351603834714
1,1-Dimethylhydrazine	-5.577170206617126	-7.669148407985058	-1.8871762580776994	-0.7699741174171063	-1.2122320687498562	-2.908595080151017	-2.8569134895443375	-3.6903372568078034	-1.8590067840745332	-1.747120926364947	-0.2978975934336655	-3.4860531508817796	2.6633212270466333	1.1815731193656738	-0.18175206431311516	-1.1201378150758805	4.780252060029979	0.8884228579901016	0.6728318103201891
1,2-dichlorobenzene	-1.520676067886278	-3.05755664825172	-3.1427751136008184	-1.2934547609449627	-2.3435045443021485	1.949108837065544	9.035268558394778	2.569197485458316	-1.4100930470127386	0.5197989847919545	-0.6330170156859555	1.6271415849961133	-0.3698832576651273	-5.913388491440738	2.911712564447326	-0.35019895073219615	-3.6283560791812777	4.7654591175936	-5.8363339974925585
