Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28
1,1,1,2-Tetrachloroethane	-0.2600006103862458	6.264896814813205	8.982771123727193	-0.5007222226966316	-4.252836897724183	1.8335686707030454	4.629339978888684	-2.972088113028903	-3.3145762462101334	0.965853322278195	8.041359947612811	-1.8503563635975735	-3.387362468912591	-2.009165761679127	-5.772850684593374	3.8881047733248546	3.7743902148956856	3.4676826418011397	2.7991599645905816	0.17622903734642764	3.8259828084142167	0.6069186418801958	2.0312180559569466	3.9370011558340363	-0.2265382383030995	3.202620460834738	-0.14826388662653867	3.231849306799959
1,1,1,3,3,3-Hexafluoro-2-propanol	-0.839592474804004	15.151794464235072	10.077313224311126	7.643482145098833	13.699033195580235	-3.44332096910845	-10.809839743631308	2.1714317646039745	-1.5591697055831295	3.3760528352087675	-5.60382285245827	-6.415510738601209	7.134419763197671	6.171233392789926	-4.38131553016231	0.3058570120537854	-3.532904478711697	-2.8395806716774588	3.406911461069936	-2.180493525848352	2.018239044156781	-0.44684796557740375	0.6255380922019971	3.587589246945777	-0.8188229414501498	-1.0885977315607183	1.3189394804182626	2.3732060935437302
1,1,1-Trichloroethane	-1.611383884712517	2.441436581300559	10.567361005602185	-0.626829204053645	-4.236473539983616	1.5802778205015442	-1.500987768917558	-0.8090706374014809	-1.7811919643796372	2.5683741674573746	5.688050916077509	1.3632214400082283	-3.1030360194177984	3.482447420983855	-1.9799420259377218	0.4464213706101136	8.964495008350584	2.7360015334581593	-2.74959120277646	-6.3737989212582535	-1.0350688825873746	-2.840411870660089	-3.4649956096660333	-1.6236206336391215	-2.8695730593565116	3.473655105631903	-1.2225343828234845	-0.5061974539915749
1,1,1-Trifluoro-2-propanol	-2.7977228717181735	13.944561582093511	11.390329600788473	0.3997089773752429	10.713333367861361	-2.0410111022080466	2.564660383719208	2.740068742351267	-1.843602518968081	1.9989301535697206	0.7299253838829239	2.5180768984153805	3.4952454365103542	3.4783765911477404	9.860224704607505	1.8980327701673223	2.0979381879745813	-0.7455005621043946	-2.771614177458742	0.9269944859873666	-2.7766063111652994	1.6144209071089244	-3.2915335465092554	1.217194648853433	3.259421874228259	-0.0700378074907077	-0.4481167664031161	-1.671139291658526
1,1,2-trichloro-1,2,2-trifluoroethane	0.8875667862335811	9.375266185689426	6.527245636365904	1.6835692852773856	-2.15006644246856	-6.360613743012253	9.191942572078231	-11.34504750323156	-1.4842465957696755	6.0820163388450075	-2.52800521948865	-3.473249141046351	0.37310519801233333	-0.3459833067107471	2.7234225597754014	-8.210095775760646	3.134116197359936	-1.0800041352942655	-3.6441067400876714	0.07185739013171179	-4.469034186942809	-5.14858080365076	3.473818792820068	3.9444089767157013	-11.336498265645325	-6.980170683124126	-2.983641558326384	6.022624347746507
1,1,2-Trichloroethane	-1.4262007185316405	4.998877488959322	9.417599543920224	-1.1472045445419947	-5.623939044250822	-2.280333162983443	1.6228251687545814	-3.560418154848052	4.382771203854452	0.6769289761972729	10.997139786291847	0.4711822098094818	-4.352054288889493	-1.890526179155259	-1.0795546717371762	1.5346092403875238	1.1471580605359935	0.09562151165127514	5.160691589152332	1.160203686085664	0.8879003031840086	4.321776725817666	-5.091334251943171	5.764139354466104	-1.2612081425725854	0.15856770158925204	1.1073953132441514	-1.0593432954837132
1,1,2-Trichlorotrifluoroethane	0.10550565395689429	8.817253418492772	6.493556427177566	0.829778450580529	-3.396960437018629	-5.313388142953246	0.4023822122641232	-7.046457201908648	2.817900747652512	3.421125030144412	1.401003585965538	-3.092658923305381	-4.36328317927054	3.0340846834164172	-8.404705545520095	2.482384769680949	2.471905333702932	-2.1158353526365223	-0.4583284498900847	2.4610472221298356	-5.920243620202943	3.04455753752176	-6.473170626304596	-2.5139623555824318	3.107114960131784	-1.4169683421909067	0.2835679415725643	1.5241691110977236
1,1-Difluoroethane	-4.530935724010687	3.98711114715892	13.424109351505775	1.6261023294471229	3.337753305816945	7.62141508500544	1.9835552008816448	-3.576877980178284	-0.49435954609067756	3.5122783430891564	-0.7106238752755338	5.041818061705957	-2.4274265705328664	1.4374289260901554	2.999526411909597	-2.8027357341334924	-0.3831601840891791	-7.2032610154955545	2.204566687677324	0.6114899781394669	-1.4848646755655288	-2.3285871788109493	-0.04802666491140407	2.028047780814055	0.7421691186481145	1.7472492329374	3.4828188591238347	-2.259925152029643
1,1-Dimethylhydrazine	-3.476212242652049	-2.313150189278103	-1.3277523350436566	-2.8807632828444367	-6.8175762420029296	-3.850337229061707	0.45137882583319233	-1.454736930091145	-1.3242263440650486	-0.4232034145562532	-2.8676317480876214	-2.255599241583523	-0.8321648195334059	0.8240823835030792	4.186976851389197	-0.8144603571332016	0.10101823610672798	-3.7179119896000294	2.891383731299878	-2.3392672952917484	2.7562606724465	-0.6789928241551996	1.6060677541122808	0.876351775739211	2.5000583877689064	-2.3721524983831026	0.1496866362118124	-0.881783455657022
1,2-dichlorobenzene	-1.3657637419736715	-8.013121981395866	-0.27955003363163905	-1.9187870062710413	2.8739828838615815	1.46801484644384	-1.8704448904772981	-0.7967535536337165	0.9762636141405879	-2.835714902239229	4.5096878274951075	0.07097761817582204	7.02006090905538	2.5951525377188016	-3.764082508253102	3.355821321537745	0.4301705110695663	2.3884084383882076	-3.5547712898062054	-2.0732684658519815	2.0443870049142774	-1.7140718507718415	3.411882997210013	-1.0775423945435343	1.2644799567234066	-2.796305120989835	-2.2656763812022405	0.3104869762742408
