Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1,1,1,2-Tetrachloroethane	-2.102508018626038	-7.688140757607532	-3.2041516117414552	-4.607469016607095	0.08748905250802085	-0.5480065067209152	-7.205102216862386	2.816855696406227	5.07407671491818	-0.20886563336303665	-2.785447615060756	-4.63758823055389	-0.21486679382186527	10.164675755372269	1.9236193833803807	1.8500734467293989	-1.1296255075608126	3.5646860613333544
1,1,1,3,3,3-Hexafluoro-2-propanol	1.6414603375880519	0.06654406581575631	7.507825331466505	9.946027797236482	-15.261546504977643	0.519162990304637	0.4846982726825164	-6.475100413163505	0.9622355174753644	-7.445142556038388	11.376283949758204	3.526820472972165	5.915696754777991	4.279460146207721	-5.667345088717618	0.418818443298741	8.284659823758808	-4.484397492979764
1,1,1-Trichloroethane	-2.5644161746819414	-6.982072310683462	-5.617199098353261	-2.5689631079041804	-2.485571988052237	-0.8931088912445454	0.03724030857368816	0.5786503202455061	3.7493432122664196	3.2205691920649495	-2.3650206005547973	3.2733093779595994	-2.1157263015062076	6.353995418453314	2.2967932590471527	-5.093618352880932	-4.440168946057864	2.076455271313032
1,1,1-Trifluoro-2-propanol	-1.2795395768643265	-4.053702092907967	0.3464764005954372	4.0161095258427455	-0.09379451805790992	-3.8492738341125823	-3.32007047677969	-3.643281562650091	-3.8337769903007106	0.5982897332878966	-0.1497312077641073	-1.5748951980747685	9.102726242367098	-3.186822320550932	-0.1813196306201011	-5.344288836273206	-1.4372676308699197	-3.8349685044609947
1,1,2-trichloro-1,2,2-trifluoroethane	0.6538794880106731	-4.324278471372491	-0.2329168651873828	0.6528959457132216	0.6708869418625614	2.8893175386981027	-2.4237935063168323	1.1704340148113535	8.669780995821963	-2.7773304144148665	-3.9207890227617943	-2.3178485106771474	0.08858493622451408	-3.1749483028862078	2.8561810100424627	-4.1875402471541525	2.23819973811167	1.551060175067279
1,1,2-Trichloroethane	-2.2179755941855284	-7.617297310903141	-5.206419740378934	-4.219796887492341	-2.2130444910070084	3.841965708101868	-2.487005991996349	8.936660299533566	4.045658764695049	4.344347283449414	-4.936348998943836	-5.901593143710606	-0.1055306065515628	7.51209331102891	3.7095879857328056	-0.9594400242191412	-2.6023043528248344	-1.6200520104168545
1,1,2-Trichlorotrifluoroethane	0.4644214485677513	-5.534160468043082	0.2736314196628699	-1.565882893616864	-3.3185197596453384	4.418642788789357	0.9700161334748202	6.096642412930597	8.483246781854561	-1.2119145967474816	-2.257133459723542	-2.5918945719686897	0.9752405787552206	9.559267112130414	-2.932360319980378	-3.2914845988162513	1.3498010381856198	5.943457763453647
1,1-Difluoroethane	-3.0927104785180375	-6.447949960622026	0.6685745846669251	-5.690975083425949	2.63363933960893	-3.5476690453745916	0.19677051736724516	-3.690649874629022	3.2585631452271326	-0.470829250262143	-0.6287556758672689	0.6437804493693584	-2.536962472700449	0.0922229912478496	-1.5796749974357067	3.4256725374473453	-2.8896042475622776	-7.570257802178077
1,1-Dimethylhydrazine	-4.9164595121278065	-1.8132523272660759	-6.300959795609286	2.5123005400208864	3.694018212059222	1.6628363019545156	3.1002156789836617	-0.2223907733885115	-0.23203676360533437	-1.048967839726928	-0.8339823168971845	1.3145975816857616	-3.6567107396634633	-0.33935234616775495	-0.4445502442312775	-4.041139146142413	0.6906380228445751	-2.72331960330118
1,2-dichlorobenzene	-1.3619061184935335	1.079207612622643	-2.3916212914887853	-0.397320897101309	-2.0304711865097116	0.5453083177512446	-2.5661620850545317	-2.9349021318844932	-1.958686483378204	6.9392667608545295	6.145377774245016	2.395802910199437	6.715540332872957	1.355027043928916	1.441900807729703	4.11962465626584	-0.7855816804878781	6.571206544203475
