Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29
1,1,1,2-Tetrachloroethane	-2.102508037656359	-7.688321109759928	-3.2068436017483646	-4.606891935874912	0.08415916342418023	-0.5377191328064637	-7.197458569067609	2.8355683288899707	5.012597476160637	-0.24171215028004991	-2.578986617417788	-4.6446762567940745	-0.39087245970126805	10.271499142781577	1.619752152087161	1.761579482028529	-0.5595945810829474	4.477358977529402	3.712866831630072	-2.3841501244388787	1.8772572528318592	0.9436053635767746	-2.6154277396182826	-2.723560897751437	-4.062348774482312	4.0691592698955255	1.0943008123192024	-0.5949751732750744	-1.2358846077427752
1,1,1,3,3,3-Hexafluoro-2-propanol	1.6414603353934802	0.0665957942842584	7.508924669058193	9.947987852425445	-15.258698357503878	0.5218087076935545	0.495031697956831	-6.480392761019105	0.9599756523569533	-7.007436392414943	11.656527058826539	3.5465991878255734	5.906906072484218	4.244850659432646	-5.713512551240975	0.44103424024050336	7.814385333516753	-5.14838575896383	-0.5599095786323184	-4.924039938761818	2.9426029092668124	0.43978652723309386	0.04728920550938968	0.20463400785103253	2.338616532449183	1.4810640446050458	-0.42644764536050966	-2.4987406129546677	2.3170731840428997
1,1,1-Trichloroethane	-2.5644161783442794	-6.981962527412987	-5.61494211822516	-2.5713155686336564	-2.470986370257234	-0.9009188265804029	0.0487234849775992	0.5441864167427942	3.781466840188878	3.0620550643410196	-2.5633366068433032	3.2906188538346846	-2.0615973564270558	6.347354772630619	2.3397259254572518	-5.026818604503431	-4.3777388898673655	2.316421887984642	5.041529878449053	0.7917236651577976	6.354830768276137	-0.12777418376737118	2.2311214341159156	2.016867289806905	1.078264522465846	-2.1276996042652483	-0.12185803459186954	6.3460857934945984	-2.8493541238875366
1,1,1-Trifluoro-2-propanol	-1.2795395715011495	-4.053525014857086	0.34728362042899347	4.013576351629271	-0.0947856164887944	-3.8512336578741158	-3.3348405298123094	-3.645188654026045	-3.8103998778076	0.5771122334618146	-0.3062724696152375	-1.621384471338157	9.178920236075426	-3.208181201928766	0.05450778820750261	-5.385410463560952	-1.7707988400782553	-3.925294450250068	0.4171852394236424	-0.3506618645147669	-1.7437359892433462	-1.2559044462353135	-3.199069071821992	4.608404810200187	-0.7389602266326214	-2.937864867925377	-4.2803534027997285	3.727184085069839	3.3889351266903724
1,1,2-trichloro-1,2,2-trifluoroethane	0.653879489354897	-4.3245037072513615	-0.23322779352978656	0.651614415033901	0.6754796258841582	2.8728240837369814	-2.395835001137317	1.1226202571544757	8.70454243286098	-2.8819799898942886	-3.7076113088542013	-2.2591419931417995	0.16125763208362257	-3.2165803518584672	2.782022716731563	-4.087758496943807	2.1596320217377354	1.203665548605677	0.04934376415498672	1.5765169130809542	-0.9722491780193415	-5.600277361023946	1.108745540200773	-1.6764920494251416	0.11516219032801576	-5.906670282414461	6.990390295271198	-4.23837103365045	1.7761138661154556
1,1,2-Trichloroethane	-2.2179756138691924	-7.617820290016736	-5.213997477877936	-4.223500627647717	-2.2390952226329413	3.851635770357371	-2.485995771704106	8.989168775922483	3.9244825556519713	4.358675298781105	-4.80282646956618	-5.912451245677404	-0.29520715920820434	7.559813198833912	3.3951928719101114	-0.9904926479147115	-2.1671652921675797	-0.6476746056013789	-1.3364183208561373	-4.192107852535662	-0.5647806902261803	5.952889368944122	-2.0343473238875127	1.6045140816053733	-6.401185709379428	1.341710787773421	2.1125650916855165	-0.3731371128337309	-0.5049831547001381
1,1,2-Trichlorotrifluoroethane	0.46442145023920245	-5.534316177307853	0.2724991663383948	-1.565989032504407	-3.3221208130675066	4.412363693182612	0.9747230012465451	6.083883865461888	8.490705992857293	-1.2274899782536246	-2.1105907404810584	-2.5824822250056645	0.9669813903527928	9.55286717534038	-2.9823864344383906	-3.265967362919746	1.626914659813973	5.604350462109224	-2.163532929696323	-1.861180098967629	-4.348539575878516	-2.1984161133093307	4.114252320695934	0.3940180064874417	0.9371838489343955	-3.8547855661136956	-0.12286695938663074	3.2012824754361158	4.062806989780842
1,1-Difluoroethane	-3.0927104816633846	-6.4478678727850856	0.6702407440907211	-5.688928349230104	2.642943672688654	-3.5408315731409723	0.20469659793728373	-3.703992865338029	3.2716083399195255	-0.5475850619824127	-0.6336155875080011	0.6678053615025772	-2.5760056042354122	0.039931045026136286	-1.581822326858967	3.541048896017698	-3.273654337559088	-7.371277635594656	-1.1359699259830747	-2.7674487169484743	-2.769062287091756	-0.19001820653666196	-3.437441221017409	1.9590116324538396	-1.999380042777016	1.4398919930576588	-2.5050143615399136	1.454880135336695	-0.2031246037678835
1,1-Dimethylhydrazine	-4.916459509173012	-1.813211221786538	-6.300626521582323	2.5123226888379517	3.696481488692944	1.6613908678195415	3.100408284101962	-0.21523957813619002	-0.2323723639771164	-1.0772272412513155	-0.770147823051574	1.303220340886934	-3.663373040904634	-0.2893324717419757	-0.3994455959629287	-4.094177661744108	0.5593022598556197	-2.735905706045053	-1.0713016300223381	0.820884621410516	-3.7990822674845983	4.4775668777888615	-3.6622821720142347	-0.6351478193000188	3.963698904167942	2.5085505970189983	-3.2476631452975684	-3.128685827093849	1.3464823151972065
1,2-dichlorobenzene	-1.3619061110221446	1.079011165391451	-2.3924928849676053	-0.3957475697672624	-2.0378000184013745	0.5277088753758874	-2.5536096059829485	-2.935247817036455	-1.995505412830938	7.199893668236285	5.869680728175521	2.484954770008128	6.801791061197752	1.3622791572564215	1.3257611144079193	4.219559095538062	-0.3581305340885706	6.850882544417827	4.8020658937964065	0.4690605331612045	-1.5947792207927296	-0.6640668462740956	0.9699320116532066	1.462394910993376	3.8162497525100374	0.7828729861566114	0.054182591160304584	-3.725909966202185	-2.3261333968137206
