Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
1,1,1,2-Tetrachloroethane	-8.230722361690026	1.7343411962940944	26.458283355415617	16.732576004553508	-6.826533747902243	-4.803176234062592	-4.09392231521184	8.787717590866642	-2.066205315084317	0.2874087006222385
1,1,1,3,3,3-Hexafluoro-2-propanol	-2.9313154972176827	-1.6625739553403927	-4.666951177906857	-4.232826834047128	-1.4304226736092656	1.3643661858732026	5.950452697322132	-1.8984804322532904	0.572930120948853	-1.5888232238211495
1,1,1-Trichloroethane	-5.897667771771389	1.2508470466516366	17.77381118548188	11.81982751621145	-0.1600605140148163	-7.03903122903714	-3.131267861831936	8.649885358336272	-5.136865729272527	-4.90023163356681
1,1,1-Trifluoro-2-propanol	-2.893703075224097	-1.6646273297402583	-4.6856320755896546	-4.2449085633201475	-1.4054251794946786	1.356735470492448	5.952632050605058	-1.9291283117785578	0.546738217803189	-1.6011622011306355
1,1,2-trichloro-1,2,2-trifluoroethane	-6.905447196559815	0.9097825445358836	22.410682248946472	15.454371253996042	-4.3261789615691315	-4.241345247678702	-12.058614459014471	-2.519202475732652	-1.2811074458662524	3.4095330478571144
1,1,2-Trichloroethane	-8.212472100086313	-1.86789896746352	18.30850505181322	12.34251353735532	-11.323215510939738	0.3844826221466487	-4.4611003813960215	2.9407704279024713	0.3934607574545767	5.054817780224294
1,1,2-Trichlorotrifluoroethane	-7.517600508769557	-0.09790073727690723	21.343462482840174	14.169983773434586	-5.878108921592903	-3.6737554181782444	-5.358799062026093	5.1471399244844696	-2.7762039145074726	-0.37985246638598014
1,1-Difluoroethane	-3.1675403704049145	-1.417514258343812	-4.641367834906156	-3.5349839462090684	-1.0812782718523524	0.18172794833654876	3.5671921837536975	-1.0373814594492918	0.3668888056072198	-0.7421952031699123
1,1-Dimethylhydrazine	-2.5344694171905506	-0.9543314448317263	-5.2438718653046905	-2.470206520157876	0.5647960054908739	-2.577339853700637	-0.9883291137019312	0.21530080173993413	-1.0148640935564364	0.3850002004291134
1,2-dichlorobenzene	-2.766114241006677	-0.12890389236613342	-0.351520896596959	0.9945035899744182	2.117941622059933	-5.594280402677591	-1.9026394192460223	4.629811414410616	-3.6316537222332936	-2.4038322443278037
1,2-dichloroethene	-2.2971808443602857	-0.9607324674758714	-6.0063928452740765	-3.3793832645607993	1.2159101440793152	-2.4167450526422622	0.764517344030409	0.19456569623593598	-1.1792211820439686	-0.7474634780410457
1,2-ethanediamine	-3.3855808937313503	-0.73084419310343	0.9889626672849177	0.974056263223701	0.2508418503493222	-3.4264322966457894	0.7666844330936101	4.3303015471137805	-3.106184192877614	-3.3400644608597325
1,3-Butadiene	-1.7346820454805132	-0.825040322090197	-6.530474286328883	-3.3288391345212522	2.1009652913328107	-3.3348138090752517	-0.3465245895736493	0.2891064102918747	-1.8772010145917397	-0.7203244692480462
1,4-dichlorobenzene	-2.799965337793187	-1.2952566400416856	-3.848789371095564	-1.9315783012346934	-1.0870521481008426	-0.8894179242058726	-1.3062375951983582	-2.026531638487837	-0.22774288179369148	1.3727609453895975
1,4-dioxane	-2.6927857033680063	-0.9949378128872615	-5.576118336932208	-3.1299353000886874	0.6821901443840247	-2.1599556822779764	0.8349200511250284	0.4827013451968975	-0.8321750788303416	-0.4978807909274768
1-2-3-hexanetriol	-5.458728515262557	-1.6207172498383173	6.2908734640279915	4.530694459523534	-5.260737469139032	0.22742202165577957	-4.079227198462163	-4.41669258261993	1.3644306700776947	4.556232459585681
1-2-Benzenediol	-3.3758668132062577	-1.4483500693867146	-2.2376805689411436	-0.10028131549036978	7.498844606882305	8.911727049865563	-17.06607358813145	-19.182653968399848	0.9831057853977977	-10.838254042400738
1-2-butanediol	-4.57174778307262	-1.660607131797206	-1.3965170599499532	-1.3891886089138377	-3.70059845076846	0.5534709172185389	4.081473349056408	2.1613736283591316	0.7369689491555699	-0.049903355886151184
1-2-Dimethoxyethane	-4.4010698422323	-1.8036847311154531	-0.6403932187224347	-1.1345855591497944	-3.970672417890569	0.805844087888876	4.701874106871919	2.1201586055565955	0.27383092950123716	-0.6297333345277945
1-2-ethanediol	-4.272626213871739	-1.4950650010179483	-1.0104105748020633	-0.515396206824281	-3.0478199137538433	-0.8900461247230281	2.2427981145356313	3.3970182854843003	-0.39568380021665184	-0.001172230340196306
1-2-heptanediol	-4.800096418859254	-1.754686688978995	-1.6311143455985797	-1.9397300567675155	-4.053698497068046	1.4508679446169341	5.217569713852145	1.4121869667666878	1.41865572758513	-0.17787347797295364
1-2-hexanediol	-4.6813389206902265	-1.8750716462754717	-1.0770887512398861	-1.745347046967248	-4.400484931122373	1.6997847559770163	5.719010000699393	1.368998353446088	1.2085852221950357	-0.4069076605469869
1-2-octanediol	-4.877789748629942	-1.8774670943364997	-1.4052450401485057	-2.0997607963731215	-4.4928143872929285	2.1014897510907935	6.071705832168609	0.9524855075329869	1.7034987729900477	-0.3249062898914203
1-2-pentanediol	-4.534908529200508	-1.7440791732648484	-1.0269064614366992	-1.3043241927004365	-3.934345355864161	0.7822208098833261	4.503425105256394	2.0812193510040524	0.6294486679655257	-0.2747170985819886
1-2-propanediol	-3.825109210784107	-1.223311583626804	0.07536924532952309	0.9039879135130681	-1.433912636765369	-2.980695966494285	-0.14246097643234057	5.4420301434450495	-2.74745154565855	-1.4377419508156595
1-3-butanediol	-3.840662252390927	-1.5413388960615952	-0.5418991007057782	0.6686841292217023	-3.287043561451382	0.11803000098227533	-5.718877685734332	-5.1735169473011515	0.8334970819767578	4.53744759322307
1-4-Benzenediol	-2.130962930255581	-0.766409060578614	-6.143824167129163	-2.8273759760247215	1.836139129188738	-3.549473697754439	-1.182101648267275	0.8882899402383033	-1.7021223815472732	-0.27265495449400257
1-4-butanediol	-3.812374708126538	-1.2272890543511297	-0.24043034297188096	0.780346317352133	-1.5933194186780844	-2.9895694563707114	-0.27340638219298985	5.309889405810345	-2.492320869563744	-0.905161687031847
1-bromo-1,2,2,2-tetrafluoroethane	-3.765874552091913	-1.6067228007930958	-1.264251800940046	-1.0150318651437522	-2.7612378504258217	-0.4392573429483782	3.1769281602845734	2.3939099528670575	-0.6710236486811539	-0.7002481984218609
