Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28
1,1,1,2-Tetrachloroethane	-0.28064825415799266	6.376375653603324	8.957942355576323	-0.4056874785987841	-4.332595179327472	1.82538191648413	4.754374205676829	-2.8507291412007434	-3.226878543132374	0.6223468766613101	8.323363927935485	-0.7054635635362172	-3.7264503223963197	-1.6090594543653236	-5.2743840639752015	3.9088056935103377	3.034210663654686	4.238088349152462	4.285164236897341	0.43162502308231915	2.661613455010633	-0.03048203797533369	1.7601118671861795	4.589520673482094	2.2455767411848018	2.0025233879929596	0.005191853882031025	3.563467121883502
1,1,1,3,3,3-Hexafluoro-2-propanol	-0.8412120824861842	15.228849671677018	10.10827145250896	7.489977448111227	13.925179577596298	-3.292891412266651	-10.879897739167228	0.5540102779523871	-1.5948958464659886	2.8655433143318283	-4.8928741725723235	-6.519498771344915	7.74537879206283	5.650816739865493	-4.850440901269346	0.6021433449967493	-2.7625178086924587	-3.486107260063832	3.980688221976065	-1.9818635988254838	0.8445243726089353	-0.5252794776391488	0.4027535818595634	3.698570667569372	-0.9198479312675117	-1.3478244755240536	1.2030149973045368	2.2266571895864415
1,1,1-Trichloroethane	-1.6333776397793756	2.598086215618854	10.52822613195417	-0.6171052219725591	-4.280492643400708	1.5470398471952096	-1.4305548979317402	-0.6330907269979241	-1.7989444108226114	2.657339591174522	5.538285730508667	1.5101323608549457	-2.9691896078989957	3.8237386887657165	-1.5953264039940411	0.4138428897900897	8.592807223172501	4.690466842677377	-1.0215519818178163	-6.340996477115312	-2.50919468467327	-1.5274314442402868	-2.535696267818764	-1.8931936443905688	-0.5918565876989397	4.941514247128617	-0.3936220505673391	-0.4167797056653584
1,1,1-Trifluoro-2-propanol	-2.808277960119138	14.116310411774181	11.327380277284618	0.15841314949172874	10.660776442790995	-2.0991643393006276	2.503277196242981	3.14616036669639	-1.9473581568417357	2.283460126616573	0.4061247461516025	1.7485451549977158	3.9349823235567403	3.033534201498742	9.837965024861864	1.5644475088558112	2.037749054485175	-0.28953898303039666	-3.7530846896796377	0.8598672442467422	-1.5718452203932356	1.958246904060436	-3.813864427638262	0.9997170299736993	2.2652587063877228	-1.2224614889892296	-0.6285659593301084	-1.642112290997498
1,1,2-trichloro-1,2,2-trifluoroethane	0.865792350585879	9.510406735288058	6.384207768889007	1.5629603134251782	-2.38336134691307	-6.63893412988907	9.768747272342004	-10.7893066587685	-1.4866317273807612	5.69820936267309	-2.040645360344875	-3.9431344122486687	0.7759180671973882	-0.6577219006254095	2.135109384825227	-8.18098805311308	3.432587975349897	-0.1940229519735385	-3.9568870311558024	0.1438617849679455	-5.554742710586592	-3.3920731253696994	4.449632051880761	5.044837675371702	-12.72435721488934	0.5216850639214516	-2.459889108601444	6.529086948114937
1,1,2-Trichloroethane	-1.4457036005385968	5.114974287535686	9.374729084595685	-1.0348845334112158	-5.767390350905495	-2.3876577412141273	1.786916463704336	-3.19049465831386	4.461368038364923	0.5192879390629019	10.954939014277471	1.7570010326937462	-4.6474898138326335	-1.4349963323742976	-0.45015756539049895	1.2954507556430086	0.6085401159246393	-0.00806557148255425	5.175800006652691	1.3173793102481235	1.0317561575164809	4.746581678069682	-4.827051817233663	5.141587032447154	-1.0259247928449284	0.3768961238514069	0.8200167679787326	-1.3964305477876977
1,1,2-Trichlorotrifluoroethane	0.09695439250108508	8.852841874008597	6.4387793165664435	0.8912438155416433	-3.497196120399864	-5.400932757668418	0.7339489507919547	-7.2622255428920885	2.8424016831138528	3.0661702200051533	1.845200823705807	-2.446179006101492	-4.419351955678116	3.4454680478879536	-7.821277312073486	2.5654036266507987	2.8900329947136028	-1.3956895735442947	-1.2236522148002678	2.459328099620045	-5.1494216209907036	5.3056268630790715	-5.874811292006043	-3.2883953225746567	1.6568621531956487	-2.886786389894252	-0.4339306245387755	1.0877081887695266
1,1-Difluoroethane	-4.544591247848039	4.164523752941423	13.337212685900463	1.3280541353593074	3.2446622115017143	7.412345051399844	2.2334278089861974	-3.3665982981178053	-0.551017077068193	3.814857705246566	-1.1515227522646905	4.533018346137256	-2.504674940835133	1.5779696622584047	3.376128241136172	-3.0560375432167635	0.6442059560949167	-7.4734618013729595	1.0478478666583444	0.7374628857738621	-1.8851536187542985	-1.8228073220440884	-0.31751622954469494	1.9246637738208014	1.551433541270574	0.9467358459408927	3.4390341785559517	-2.386631230267246
1,1-Dimethylhydrazine	-3.483099168299195	-2.293139802198615	-1.3608910907350147	-2.6962752257182685	-6.878858788097548	-3.892538404732359	0.5067917672391559	-1.340409275617058	-1.3027228989506114	-0.5768026531052775	-2.6391042014067176	-2.696309987833472	-0.4690765208827624	0.7119634167662233	4.146647847680561	-0.9991808241313217	0.5473297399293202	-3.8166065216870875	2.9277408518505585	-2.2174036555264176	2.4631629174986824	-1.7288934806119256	0.7301470493194925	0.8214365627919872	0.6031809100377483	-3.6809875558062517	-0.15467944445399456	-0.6835843233012615
1,2-dichlorobenzene	-1.3810681304397079	-7.945857896484906	-0.25406755010803256	-1.971137174724821	2.844868505759479	1.455774420627071	-1.8254271961954756	-0.9870980082903089	0.9853656392834519	-2.9674187039789444	4.383408233301732	1.4782489093731943	6.903021330336838	2.39541588302429	-3.789764375587586	3.493957066691881	0.3815656639342093	2.7293380228942254	-2.7928840146370995	-2.2588819344713245	2.0902429158098115	-3.0716822940531223	2.3074659750433733	-1.019781458652342	-0.5881842114697725	-2.8814322414560047	-2.300222507487477	0.5635284519423654
