Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
1,1,1,2-Tetrachloroethane	-1.961886156185058	0.6514105745459919	-0.010831245667120579	21.976360401129064	-0.2303484073264686	3.720945729350046	8.700219180467537	-6.3816170121100555	-3.903461091019411	0.8450267924764788	4.08065386530481	-1.9532418024653815	0.587780006418729	9.213686211558269	-3.6915553705693855	2.9387062193569187	3.0101017124523937	-6.540942756933512	-0.609469457902369	-6.63534401436537	4.648528641495344	0.16125820236197605	2.2504549533870306	0.5634134898347729	2.7030397051889	-3.226490662344979	4.822722174337516	-6.646707315337116	0.5246742852887868	-0.8295646955249283	-1.4542515598139256
1,1,1,3,3,3-Hexafluoro-2-propanol	-5.125688761348199	11.865749745646752	-5.553623542301429	-14.452726493195186	19.154874218817564	-1.7328154939512155	5.778372202334526	-1.817647250658714	-0.7413020323129057	-6.549393472473486	-5.718813629855953	-0.7186508469207045	-8.663451040002174	6.451869557877447	6.786692442638282	7.3452737889115625	-2.9620197889533277	-2.4471327811571606	-6.063037961268746	-2.5054286167021798	6.055185948956515	0.27841604402530534	-0.6965513218297598	1.811014985817615	-0.853875220044999	0.9030833180680398	1.5373581590076488	-0.18011086069089732	1.3686894986716565	-2.339596906216563	6.191686554771619
1,1,1-Trichloroethane	0.2597921783248462	0.6730219919150091	-8.568903995780515	18.028917788197035	-0.825151835252605	-0.40215728491936686	5.069737378482203	-8.547192903021665	0.4062157267543374	-5.107113469823524	1.501964254777115	-6.502663699205376	-0.08113064555676716	-0.8752814773093611	7.401169154078264	-2.4201971860766194	12.847458455471168	4.852265921289836	5.072369393358155	-8.157540593513058	4.667026857877045	3.756167201886289	0.6827130832219499	-4.7906702204482885	1.753824304974741	-0.06969053531250662	-4.57489989559111	4.703400763092825	-1.3278842408069433	4.193794252226718	1.3852618806763801
1,1,1-Trifluoro-2-propanol	-2.6395728367496183	11.72312164455917	-7.56649270945973	-7.827770326407843	11.300401517298596	1.3378815286087709	-0.18249383988155102	-6.610917241920183	0.20026978799659634	1.126043221157065	-4.953719125125094	2.8900786354410344	5.8913539545981894	1.6651217328153325	-0.4564559617033066	0.5570441608892885	-0.19441538670803316	-1.269602440612017	3.4548490836803785	0.2369503458656204	-2.75510619614104	3.8299782984455324	-2.5271664237078517	0.42039732838774974	0.44516365018121246	-0.13895192060534817	-4.852303406491262	8.28944732847896	0.010408879142028182	-8.25931375103888	-5.170103086369864
1,1,2-trichloro-1,2,2-trifluoroethane	-2.697219114416707	-1.4973014472806874	10.8427444324313	18.936036845557428	13.874797623276992	0.5203347107181818	15.354018307874934	6.153816280759261	-9.980196111948942	-3.674769983768115	-5.836908201648248	18.9625691359764	7.756931910247386	1.0684734847895883	3.8197418992497028	-3.7001520519246665	-2.668592345229546	0.09179750623387833	-0.5250308361337667	2.481482228776378	-1.9922080271456593	0.5298268375051478	2.1556642379346123	-2.8291734724931663	-3.038249986125828	5.45060394728426	-3.2215783340531745	-2.1348624342560507	3.382306185327576	0.3174788573262697	0.8441668692889454
1,1,2-Trichloroethane	-1.2038440259231924	1.3249471159766815	-4.554740778270168	11.66113244841804	-0.7715077776629269	10.97173663264903	-3.8240878385222024	10.264604628968245	4.211742803434024	7.208503236926278	-3.070213815745413	-10.717410426701084	-0.8495551088589408	-0.4039393539106424	-9.461334132676539	5.803658121196784	-6.361926985998385	-6.024213499188724	0.34605970369209305	-5.020080614433127	-1.6287414359304357	0.46802750726518116	10.915151688674335	-0.5787830464841175	-3.9777812526696414	0.8004276221589404	-0.08560595681703266	4.9130752030119575	8.58962609383383	-2.5104391273765203	-1.6026462893726052
1,1,2-Trichlorotrifluoroethane	-2.6773989660781825	4.5918239386466455	3.7693365800139964	11.502329768226266	6.879816733911872	-6.4399351668643625	1.8816871876235242	23.924647350320498	-0.7607985870757396	3.8809773153818243	-3.4090955137159624	-14.283470563323192	-1.4342957938215157	-3.3086141132675944	-2.6457505101746635	-0.7568259050869097	1.211238094958328	-3.3609593232112442	2.123950197420433	4.782134607417663	2.409025858398404	1.013296262229925	-11.897568896687487	1.0709532906048622	5.249652087153374	3.204589282630047	-3.9574234102912813	-0.304008775316181	-2.7133450904083207	0.8641667884544908	-0.4811538677913552
1,1-Difluoroethane	1.2162301406924803	4.462537989567675	-13.138318400195844	3.312805788694473	-2.460563051794002	3.1374583878902214	2.1890406545676955	-2.489067265793213	2.396159134697308	0.23309767503338386	0.9740815386487343	4.236099533159616	-3.202037928156488	-5.017958581903623	-3.5188600182533105	1.5295910417980956	-5.584863965998567	-3.1952682173086915	-0.12610523552813865	5.754406776725903	1.8214876979109302	-0.30204725842362207	-1.4448781716239922	-0.7755817508528227	3.355025492418946	8.784472566393246	2.2755971076847517	5.947854317271182	-2.720054683699212	0.5277685008496995	1.3841258767173574
1,1-Dimethylhydrazine	1.045334403813141	-5.516825077141814	1.0763791083510907	1.1669424702956477	-0.3783480652720002	2.322585113770815	-0.14524123327951705	1.7593979427123994	3.822572111883351	-5.025026386851169	1.6384929692180883	2.9030330519053904	0.32543393847159513	0.5625375761531465	-0.4972130189161325	-3.329631335789582	-5.680827428220161	-3.286889437379513	0.667927737134766	-2.68206518732679	-8.295506693309967	-4.289610614729464	-2.378810741608378	0.3591770710373743	0.8028451824556545	0.7385555382564098	-1.1930105453895457	1.4890543552942912	-1.278485558292956	-1.10629118021891	4.759895159939366
1-2-3-hexanetriol	-5.107057921692432	6.124073661277275	11.185849178094806	-5.578038617421771	-2.5537787969684227	1.5554872856650248	-1.8760763407096017	-1.4934202630316644	-5.986300821456839	2.901032494498408	-3.5645875125314035	-0.637309843188333	7.824164777210163	5.456779725297761	-0.6486744383143088	2.8020596695584272	-3.462600028715301	-0.22812860244671213	3.524394397748208	-3.938605231931143	1.4896033466292968	-1.850872484179314	0.2435829749687855	0.02366476058871973	1.8160842648330433	-1.6047896210787846	1.6894103655193051	0.6039185240305814	-5.142196254053261	1.7926859334652594	-1.6375098058648463
