Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
1,1,1,2-Tetrachloroethane	-0.8511797476325412	-10.505247557054252	14.789492161852275	-9.176047110814508	-5.611085830414053	0.8003106333469981	-2.602452308199477	5.280771245254471	-8.438838612847483	-3.451296706033006	2.916328886629452	6.909629288130084	-0.24671025519820172	-1.4285817846026891	-0.5071821237120477	-3.64145407196521	5.274936837038859	-2.3014324187337802	2.0543645778728785	3.8868374057907573	4.238935026447367	-4.129593292163177	-0.3112991298818583	6.794041955016045	-2.890310514429177	0.9159400511507841	2.852065017146864	0.42323711990229146	-7.575423581487934	4.072262924325272	1.3141369606236484	-2.27644897398717	-3.8757627605128566	-7.67085717293039
1,1,1,3,3,3-Hexafluoro-2-propanol	-4.7301708213978975	2.821327503349784	-13.053072801770051	11.04549035192329	-18.17366071389618	5.849388577004519	4.810468385510092	-7.6223593778654255	2.8895278447271218	2.5890852474198565	1.6286707437369194	3.9036953309161575	4.074584727903678	8.550229008062887	5.7851116912305365	-1.7462698300523571	9.407825670571249	-0.5119496507274794	6.175705341921245	1.5666426047069257	1.283373760314426	0.7059612072140367	0.10006269759639864	1.2892214865476017	0.7217978154879764	-2.084717479643219	1.6285523068253767	3.9947152852662073	2.998598149236388	-1.6833036356857334	1.0598491741136913	1.3751519202159277	-2.9746060444744686	-4.061534874076082
1,1,1-Trichloroethane	-1.5546866625735656	-11.009253665185417	12.064444732991884	-6.473925854791567	-5.235144119727032	-2.5618384026976075	0.4005489447554807	0.020164261212583422	-0.9589954463298815	9.63184752589035	2.879261981714145	1.17577332222237	-5.232025489055552	-0.5362159408616369	4.523414901265373	-4.687505784275512	0.3073090598903818	7.695946890723623	-2.547868519524532	-4.128839051035755	2.329271601301996	-3.9298113669955974	0.4191385160256988	2.5557070716192705	-9.659570936431857	2.7703554007695117	-3.205374684345552	-5.7126406536911825	5.875155927674453	-3.952516513048079	-3.420905271223366	5.854827803245603	3.575653797872918	2.42577477646283
1,1,1-Trifluoro-2-propanol	-1.6186790020483015	-3.2134628641743537	-8.963588167043476	9.268217329413057	-6.498295263691447	4.6642056300225425	3.1929829523294453	1.5607649772865875	-1.571886337350103	-0.7016057842371552	-5.348817522125657	4.206605530720914	4.433999894787103	-6.358880933439996	6.205643770457874	-2.6044262860237075	2.2421207412316524	4.650756889514534	-3.138519543824869	-3.6059829379681054	-2.322926441295252	2.4113992096818726	-5.11962611603225	-4.6054063906026474	1.5022806534524653	9.76235411354652	-2.154817795750567	-0.5187460455861944	0.6690334998599734	-5.8508019510794895	3.074372941205728	-3.2199865748585323	2.085578193209904	-1.490971498854295
1,1,2-trichloro-1,2,2-trifluoroethane	0.1298947540378169	-4.4657025138224755	9.338508017583734	-1.618535783152729	-12.15698818800043	-1.0778461567898572	-6.292677211858679	-5.6289205777668805	-4.843918452182485	-11.593957943002737	6.215963261275637	-7.009662851572896	0.17621822221385994	-5.416833991850948	-1.02801249762821	-2.8875896180470293	-1.5019161189222339	1.0122064542680764	-0.8430665520123818	-3.6647152056761265	2.7832943369224186	0.07340488000206433	-6.423840217551523	-5.022638618164842	-3.071322100653999	4.663913457795693	0.9570488700630948	2.634593654502404	-0.9435909521401573	6.5347891568957674	2.2545113612471304	-0.698712711015006	1.4792120715266142	2.7858511929139396
1,1,2-Trichloroethane	-0.15946509901139036	-8.17094608377415	8.670234367773888	-3.263422730711153	6.121028267952258	5.231955585481205	3.38597545773875	2.615326989412227	-4.765948418112002	4.501821649334955	5.282319292911625	-5.072962003537893	-0.23228472321458268	0.23177664964221703	5.08248514368192	1.3454549143861503	-0.4775443587852435	-6.420208155267637	4.647721776567118	-1.0724708032195225	5.5319333325250835	3.156113987754883	10.149986769194067	-5.7110965846665165	7.690318445371984	8.32801596395518	8.03902560853981	-1.293260053579874	0.19897617345670376	-5.989117007538066	-5.517760441927912	-1.2210553928228114	1.8686108046616086	-1.1641825422248062
1,1,2-Trichlorotrifluoroethane	-1.8034462132076454	-6.841936169538049	8.579045785241153	-5.000509775787409	-7.01540289307125	6.621786475900113	-5.449410514168547	-1.4829543752128735	1.7598398685594614	-1.9821037705100344	10.49087273417056	-5.264407430268667	-3.2950819183805837	-0.5616935587318289	3.8622232852413054	-7.013127387556247	-3.3434868318025037	-4.215076601276127	-2.580007989933045	1.8913087380532747	-0.3033969800045637	11.247516576144136	-3.845410929841059	-2.1846732720747046	-3.8587181741423873	-6.7984482527590675	-0.40070698705742763	1.2730578958965422	3.452660748282203	-4.903349522753166	4.589973878335992	-2.0846869021425882	-0.9919826199686067	1.9661558510337893
1,1-Difluoroethane	-2.12224592111081	-7.53266696021132	0.3327942002208588	-2.534390603971646	6.1894578453846245	-3.8285161775110534	5.768230263880512	-0.15907329817179167	2.9472272378433932	-3.276902650588989	-3.460269695401659	1.5925667915908026	4.831818687861034	1.718078351471362	-0.7317486066057949	1.489994925448162	4.248307099357738	-1.506402000730507	2.6343729222678745	-3.3648711029104725	0.46274361123731267	1.528114166270668	1.2162650639988513	-2.7412922054003004	-0.3124179145903731	1.051744808772967	1.8943464141676476	-0.6484310976000235	4.225533238783884	-0.1663346848922524	5.2045293638886845	3.893546053497573	-1.2066007681672772	1.8512568854660947
1,1-Dimethylhydrazine	-1.5796732627868098	1.2718247770668123	0.07337982243149856	-4.43390521624355	-2.4218504806417243	-2.7134898287928775	4.47712959645543	-7.939088700540599	-3.632400968718183	-1.2166487306606244	-7.176247201278853	-0.8742283802244942	1.2150622464703162	-3.208770856119571	-4.389494328221901	2.8467104656193842	-6.0074025125505495	-4.051234599368003	4.585865940272488	-7.034320506994378	-2.326067970955913	7.239040093100427	2.93291809244367	-0.8005225949102082	2.4119669922287965	1.2073931132394884	-8.51114442219164	0.21193740841215297	-2.919573408261701	0.5443801726983104	-3.1784710541918915	5.95920444162511	-2.7514460070012485	-3.8389123870315554
1-2-3-hexanetriol	-2.588174975048074	1.267379318913785	-8.967418818889472	0.24656772234008822	-0.3892558345151472	-1.8118507955970895	-5.864973350191312	2.804034430906934	-4.946389189894181	5.9739488555680165	4.317246415337147	1.6365064707722927	4.646180711805703	-6.872473471247908	-4.846987050735068	-2.0366694230288886	4.983838252329067	3.9952378058155227	0.6918745833038316	1.7012513954375246	-5.23451995571447	-3.563686732277962	4.154169835041725	-5.425480651414806	-2.4458431548706168	-1.8096595379886	0.03575779702958209	-1.8882470200868626	-9.065437625499671	-7.823265370014855	4.185171662941084	-4.128158066785885	-1.1144885353374807	4.653166506065305
