Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
1,1,1,2-Tetrachloroethane	-1.5631718135628505	-3.856977600702514	-17.810055371116526	9.397439184633035	-2.946600578062429	5.871177637838215	-0.8351231874230353	-2.1982614703189056	0.6572976666929966	3.5425558502750825	10.998260024615275	-4.705114391506685	-2.3126631563925173	-6.144803222102978	5.219077767165979	-4.277536342436484
1,1,1,3,3,3-Hexafluoro-2-propanol	-4.360246988216934	-3.537824626779513	16.249040099430996	2.5511704223944345	18.9765871614086	7.569551543700904	11.690462624610628	7.2802486499978665	1.79452573790457	-6.682016369514372	0.8351262362431308	-9.53300400269963	3.5038879504468503	-5.072259076613526	5.403409501314247	3.9339829002375684
1,1,1-Trichloroethane	-1.3713112644384409	0.3196965921605471	-15.369968940853212	9.228191234444903	2.9053350748632587	8.170489728522533	-2.97647236241666	-2.364953493724412	-0.48860690861693584	-7.250723698392074	-1.4627375794694935	10.012126285879535	-3.8710497846499914	-7.410134860758989	-7.011111217376832	0.7852650207271823
1,1,1-Trifluoro-2-propanol	-3.2426290973330345	-3.124027819963426	4.52375828706424	-7.339444043041157	6.295691461005746	3.832732619197755	-2.4204881505356988	2.487139678949888	2.6362539843056316	-10.042154771296932	4.434720694777545	1.6370743317367467	1.840385814809656	1.936246008344218	-6.6010109766378235	0.9701282836755115
1,1,2-trichloro-1,2,2-trifluoroethane	-2.531369547893196	3.5177724355841242	-7.465163754981213	10.463662627587658	0.36573051496479403	9.92996099475217	0.39829516339466237	4.297192389956265	-3.1601981700465593	10.225722651187713	5.261368343341292	4.879645910188234	1.3414803165588145	2.6669041286745845	-1.6449898023820348	10.281694029447538
1,1,2-Trichloroethane	-1.8557026355036126	-2.75980629306547	-12.891183340235624	0.012416756060945635	-5.179987842653469	9.966160239273103	-4.299441720930386	2.2634088027841623	1.1005321787381857	-2.0863606849152316	6.134407452999122	-0.6522961305217285	0.5372535884242958	8.076898014177885	2.9399641842376134	-5.268089197745705
1,1,2-Trichlorotrifluoroethane	-2.688166211112842	-0.5315129969429498	-8.835027833800757	9.65464937732502	1.9975449964764338	13.430159939975278	4.86376392469047	2.6620104624722036	4.225493443082004	7.4002233211503246	-1.1270037200146885	5.091872450348348	0.8193954962994463	-5.810378283213974	0.922360607003432	0.482449215933287
1,1-Difluoroethane	-1.4794378515599038	-8.03594720050811	-1.7091837979247215	1.1043019245007903	-0.8043765958842931	-7.899507946086238	-2.7341695658230605	-3.3827990966528247	-3.2065929735164724	0.05279121153713602	0.47117911552349157	-8.747630349842813	6.475533444058304	0.46458754580666445	-5.832206704130209	2.6134639196196527
1,1-Dimethylhydrazine	-0.14903319558348635	1.572908096588424	-2.0566994052272767	3.108096942696688	-2.6948844566250614	-2.334644046709182	-6.090289736732973	-4.161646987511216	1.4045876742070789	-0.3543081482158765	-3.766021701940039	-6.228813545013523	-1.4511643651375592	7.587596172191088	-1.1661157247195335	-1.3969543356471665
1-2-3-hexanetriol	-3.2422316587411726	-7.531672694387987	2.192877026101475	-1.51858196038453	-0.12032291968306266	3.667165016117474	0.21984428099638195	2.8019166979181986	-1.3335573897692214	1.352684431078575	4.279748390981757	-0.7910390004228316	4.065867961519782	-0.1852447815490988	5.6843139269802645	-1.4660391453772246
1-2-Benzenediol	-1.912015120227148	12.677367646012666	4.600940151022279	-1.1515272430478303	-18.072430977850384	-6.2820738355667425	4.966849892402455	7.4555674632170765	24.937685059940996	1.7240378897168414	6.259142060491978	-1.3481237244059279	-5.221745587902594	0.10745439491734621	5.754245128295335	1.858195917345848
1-2-butanediol	-2.2446581343278473	-5.941336176771471	0.12113427755794665	-0.20095806339396824	1.7516640421980818	1.7978739082240986	-0.07503526553338417	-3.5121437441933	-0.08951841137682492	-2.1878933071975624	0.8374320404173539	0.6122925075984942	-1.780838283599949	-1.0355415411333064	9.163018667039074	-1.3046485444191642
1-2-Dimethoxyethane	-1.6255276476725797	-5.6579111341479535	-3.744433316856168	-2.456291076741972	-0.3532830996918084	0.29407492687383696	-5.9956305039021816	-1.0335563959486878	1.5789468588928925	0.9872945751285074	-6.95045703245216	8.82351248717983	1.8735929764896067	2.092903160971834	-0.3588263245429426	-1.9890962309423936
1-2-ethanediol	-1.0942081646401653	-5.958636027843153	-2.8679543436390076	1.81259572553944	-1.3030389237465634	-2.3342884214278543	-2.1510710526246037	-5.718454791692283	-2.870892298728304	-3.9322697127408524	3.533053833880828	-5.692934944157886	-0.3839392495024342	-2.0745955938680756	6.418360890017066	-1.5544311077379318
1-2-heptanediol	-3.9619482371886483	-10.890387684865955	7.220552589295793	-0.9150252227051222	-1.3067717157075558	-3.390711292377886	1.2001829821866852	-0.8952004055142757	-2.5186461072915174	6.717453009619858	0.26526007796327766	10.63186059437895	1.4770709189466746	3.0057768496299406	3.9376482674783513	2.711111202873811
1-2-hexanediol	-3.4780669361592866	-10.518733494874503	6.214333432424191	0.3004726313938763	4.117562659705379	-3.5982771630630523	4.294555600277228	-1.8000499089856055	-4.796888713892231	0.1705681190450554	-2.284524171932959	9.347065145065503	-4.068478812493588	-0.20936278400089953	6.45511879097456	0.9199478093567722
1-2-octanediol	-4.220684711709753	-12.269995277967498	6.901027473701939	1.0102772442183217	0.9481064326004582	-6.56675107787597	3.866608969256701	2.2249533003397564	-0.3427401914337315	10.324262748034055	-1.0135166342669621	4.372960186248373	7.397046062320519	-0.8144158090511371	0.8428587571978452	2.682017160696365
1-2-pentanediol	-2.8820485574638335	-7.742181491739076	3.2370054642202093	0.31250768960024233	2.561282903894694	3.325202059125208	2.7619062032656405	0.6996327478756741	2.2355218985206142	-1.9319268583974427	-3.0626574217865326	3.4166265635022453	-6.802658795478821	1.785480159008311	0.15382826682399142	-4.8893140248036255
1-2-propanediol	-1.5437707686435151	-5.726633170098011	-2.4655091336671124	-0.07081355805384089	-3.4021278603655407	-0.6779203761561474	-3.6288320321107954	-1.2377797625516294	-2.54689412217312	-5.314783352345846	1.0380496893395728	0.3763633657833521	-2.036255791662885	1.3483108988290466	-4.35921962939878	-5.311109097483312
1-3-butanediol	-1.5463980739623044	-1.6681210398412396	0.4812689248457834	-0.9273360742265856	-3.0371370865151506	1.7398396320575635	-3.0057315430347997	2.8339110490551285	-0.3038428459273646	0.46208322284706504	2.121414832795791	-8.215100716097341	8.136899602863823	2.622108247714065	3.0040487889808447	4.433968964933268
1-4-Benzenediol	-2.8127420875793363	13.871203330736618	16.82970284523361	13.595424982790531	0.04876650370119236	-8.194586022722616	-8.676601083738221	-6.959976019262681	-0.5793054405624409	-6.439117674387238	8.695109252962615	5.355023286263795	3.619617487583331	4.78615612505018	3.168831606131691	2.3104152228722916
1-4-butanediol	-1.6766277407203083	-7.955251033372313	0.29626904319172725	3.0907730376549734	-0.9712273561919056	-4.735417921942655	2.244800148932738	-4.550833273095925	-1.6389068233067636	-0.29719409315115036	2.241006682388954	-5.213744097941712	-2.1399524522805695	-4.488669203990579	1.855902319350638	-0.001955664001454792
1-bromo-1,2,2,2-tetrafluoroethane	-2.6356042918821716	-4.549727359714048	3.340347451725596	-4.866967941991164	-3.5960765401766244	5.441555008905889	-5.904204520457299	1.817660387026245	5.460980319973014	-1.363150753210396	1.1402474296047729	4.219093281827218	6.900211845399932	5.437391076495451	5.27718609565682	-9.715162935509143
1-bromo-1-chloro-2,2,2-trifluoroethane	-3.3981158652023606	1.4045908645075011	-3.808224628618605	-4.606978250606068	3.44451831223006	9.879425359107678	-1.9454482473394934	8.93482008128281	2.191882772952577	-7.2500365333196335	1.4977890265212392	4.0462157080285275	6.137106135787604	10.314073537702589	-1.3968595670393733	-1.5151782146688832
1-bromo-2-chloroethane	-1.4817733830227189	-0.12697353426280458	-9.790720783446973	0.22398252292748924	3.483799739866126	5.6991498172504915	-4.290325756665343	-0.8835079497045236	0.9898687436543991	-2.331778629507	1.2899574691709634	-2.0184399710062957	-0.5651705006587744	-0.030099025461520823	6.841716305692607	6.1418291214353
