Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57
1,1,1,2-Tetrachloroethane	16.836899526692594	3.0319859625088528	0.4398341953477244	5.0314321284235515	23.08325815431036	8.016814586785678	-2.854549468572745	8.985933277934864	-5.304651235384337	2.9298594166447196	-0.9289125715438596	0.576592935079733	-6.253022467486775	2.032089839706855	8.893685000609855	-3.3995582275228857	-2.150742453164558	-6.129289015695957	-6.519323790030564	4.358715944563428	-5.792572264967069	-4.944780028589732	-0.37455047262103247	2.7731555941985087	7.251331405993214	3.2069116581250237	-3.0576039053305486	5.8671880971762285	1.639374395703581	7.714545019809116	1.695565271946955	2.4649844845260866	-0.3164966185383321	1.1947866692425695	-2.2123526290067526	-1.6249477379044714	5.180174321110609	5.167614231649731	-2.2983796039418936	2.337358738123568	4.458663223036613	-7.118818563770452	1.3070505646705866	-0.7479837866770384	-2.772139061174208	1.4564040709473323	-2.1937331971151632	3.50337456234186	-2.4002141195100006	3.129509446055384	1.4345715235043204	-3.081475838537872	1.6999540334981114	-0.4785082526171704	-6.030217975519278	0.16178098971850083	-2.373778770536092
1,1,1,3,3,3-Hexafluoro-2-propanol	23.35342859360581	3.8661414664519422	5.5275154963224775	-9.659672688286127	-17.626255302297235	16.00862571276426	9.58737313430703	-1.1639527191227064	2.8035045361058186	3.6237590549016474	-4.024737152058612	-1.0469405018097555	2.3146582797449606	6.829897777847597	-1.7707762098211441	-2.1732553839190714	7.069037285700552	-6.012337319703323	-2.991511542208941	-4.574982136934409	-5.974709093445717	6.776827548495148	7.253163277770857	-0.7541620189773892	4.54524065204452	8.878361768061357	3.5239468238105434	3.852084235501624	3.2083675881219302	2.8369638414302245	4.092985555786359	-2.7983437650093435	-5.08938910950115	-1.8365857638907008	-3.3419595266366087	-5.699696028735232	2.939496686965965	-1.5532405269287775	1.2043934195671335	0.7230340708370979	-4.979176035686089	-0.058218155314039934	-2.879778928092379	1.9151631745951254	-1.8220060466829622	-0.5545335550423839	0.8410866693182573	-0.5594028864329781	2.396949602295733	1.6593956354752317	-0.49060438176487065	1.5865396583541869	-3.460622175174206	-2.808222768654419	2.536986374738442	-4.001003402627986	5.346030465769615
1,1,1-Trichloroethane	9.665440314459113	3.412324198366361	-1.455927192142947	5.1447422933082825	16.1567051920898	13.382130956817042	-3.703769140249305	8.503527331140567	-6.901512677989569	-2.9336259324654175	-0.060435332410844846	-3.9221721087471457	-12.851066359358429	9.155765718865743	2.739522026039333	-0.7089590835223358	-7.94541570308489	7.709751015506165	-2.329997736617118	5.948620253049137	-1.1223907327634226	-0.45658555964999653	-5.918605505757734	4.849218661387209	2.923904462412459	9.291970436799524	4.294968814288642	9.435316821543077	5.499096284278634	-3.4514695377501057	-0.3654697541783953	2.633676214999161	3.133602070033894	-2.7356575942562973	-3.7077044808303556	2.5732505763971845	-7.211028119012018	-2.426795712607706	6.061667494790159	-2.408568644274805	-3.3396278764517517	-2.6819104267866196	0.5142232479943453	5.961298901454241	1.202192586281161	-4.900742253700523	6.012338697829376	0.423010315433927	4.029458374282144	-4.125631942000626	-1.567959606702651	1.4986840638909575	-3.972392317175253	5.68795176424257	-0.8063129435534198	0.8951228131092598	1.6809434830471768
1,1,1-Trifluoro-2-propanol	21.04768471768084	5.415592861668805	1.6987954758680575	-7.798910007667244	-11.69703097805859	15.755464397752233	0.6935488906049648	3.1836235248830334	2.2816888834066646	-2.4577935955834063	-4.110399329809999	-0.39204499111688573	2.8393019441895593	6.2436658156766605	-0.9657427099591579	-4.932533569375871	1.4991700413222795	1.227014289842768	-0.7244136361449587	-5.030329234033817	4.515010754054118	-6.125772105969481	0.2943863565853807	-3.4425301866119264	-2.6465604760862305	-2.660946794896307	-2.0279490436830123	2.3440484868148572	-3.661515986251337	-2.5314204974780834	-5.073059998857734	1.1518270938403918	-1.6212771042925485	3.3506748375866917	-5.640337673051129	-2.342040635319613	-0.9668786341484215	3.7575709476159154	6.312604987094123	1.119267956179694	-0.6859158483482324	1.9944389919194982	-0.2067133215694952	-1.899496751602532	5.378135092819761	-1.325554280854556	-1.1181255096617393	-0.10900550327742292	-0.2379803664587215	-3.98117906764231	-1.6758119204257331	-7.733859692975766	-1.34847800491821	-1.9972858759718488	-0.7947623615935591	-0.35864640500398504	-2.406247477599809
1,1,2-trichloro-1,2,2-trifluoroethane	24.448961140354708	2.0476011954999884	3.5444959509419127	-0.031675346761538506	28.642716695498915	7.358231824978138	16.647764980600034	8.474914249830917	4.520957629881724	3.118854723634261	-11.941735564257073	-14.775931840635163	-0.4422687649254768	-11.159786125256643	12.391663100612014	-9.14905972891958	2.3359389683527123	-5.901903164498373	-0.691522160156949	-15.484307114795579	2.3865013748870547	6.667606983280464	-5.873626939702933	-10.11188073318322	-3.8846200199668766	-3.218081896475983	2.5674982166374267	-0.30016772733455915	1.168690725677528	6.008342724098723	1.1298985372103447	-0.4934270802257576	2.1946865661787385	-2.6095969952291407	-0.9482697591088812	-2.283373925367305	-2.534551150831895	-3.7986000421026853	-2.943442452757406	-3.21097718392641	-2.0362708854235145	6.0164143478048375	0.9575528362134247	0.5851175330388104	0.011630988611884779	-0.8521911264827424	0.43003463932004576	-0.6921684065646958	-1.147989761753195	0.8308410846604065	-1.7772176242357098	3.27402153182139	2.386443900215575	-1.8411585725150192	-0.5587250226214886	-2.7368296396738994	0.9243339714751574
1,1,2-Trichloroethane	15.3892553594317	5.0208150270415555	-2.5063516625880755	0.4390470902877131	11.09995385202521	3.8183321718715684	-12.733084555066995	-2.175733968743124	6.484376147684009	10.134720891165808	18.768640481901524	1.4417640801961555	5.298284621462948	-6.65150310426948	-10.008964107362113	3.006124384419352	-4.741731378618034	-9.581694011502666	-4.780421718402282	7.308520954091979	0.491967017968724	-7.802091553409801	6.99921755896406	0.724741548065065	8.321708925887181	-10.594980591320203	-5.439685295418883	2.993602101244751	-1.5621669075863214	5.4019810461273	7.286764357857949	0.2894503777886321	-6.630296362795213	-1.0707949714348117	-7.215594887406245	-1.6007409521294937	-1.6542183949511542	-5.022290159237527	2.701400637694281	-2.646103797524294	0.12628056284059683	1.1422069071302738	3.4997859455717024	-1.9801810780145601	4.295183649290896	-1.8669455353893776	-1.8356805835195324	1.1092883844232446	-1.909131734740345	-0.4406697175375837	-0.6778948428204921	1.2158116736335998	-2.256931864293516	-2.1408969478037956	0.5909998529666564	-2.206692974389924	-0.3872141507577614
1,1,2-Trichlorotrifluoroethane	20.81919203342778	1.8139551720019593	3.7882355552797407	-2.5704344967288812	14.758188419418646	3.2178171117781944	-9.11879075938271	-2.00053607929006	19.339787232338146	14.832643241966046	11.327903561055276	-1.8527551572118743	-4.706551123261817	-5.653875216981183	-13.756617203822612	18.51172638165186	11.654590717270912	0.4903370642986028	2.183515809960534	2.199811318028237	7.227088643112011	0.588782275927193	5.47436183894896	2.505869720073586	-2.5459080818820294	-0.5842839422381597	5.305628555843207	-5.699764483736041	4.6720248551020545	1.6580848926489369	-6.922514585913884	1.4743921899575827	8.17478210091011	0.19082648260523197	-0.15778586275153525	-5.979156935720975	-1.2822883058083325	0.7399585955492846	-3.6302232508791445	-0.34961336654998626	-0.30018951224649737	-1.6776119367985063	-2.7671811087452114	3.3231237348623877	0.17251403187797604	0.1267133464027576	6.303706119229325	-1.7639256957462635	0.059811399240772944	-1.4111742740421762	2.2173999873606216	-2.2535622042718066	1.3774388276903136	-0.40707266879200366	-1.7057497204144394	2.3712072093216694	0.11743649888628838
1,1-Difluoroethane	5.312534253258291	5.252073211907907	-5.100344810480982	2.3420046786086592	-5.4027585381513274	13.382271311399817	-0.7253755516283281	3.080793490435941	-4.757139056542538	3.361528033092037	2.4464914905839947	2.71654419082506	-1.8207258588855382	-3.496703663920259	0.3907084467737206	-0.10520198895106188	-2.0089442034968465	-3.284435386179571	-8.262005128606276	3.5974407444511343	3.2957505557729516	-0.24461985857511537	1.6782579342426658	-5.064625610173494	-7.4317377873565205	-2.614340337850928	-0.2753676474173691	-3.4501421835278765	0.4880888523796077	-5.367156871795693	1.395466341924045	2.1265615611029425	-0.5811224650597943	1.1709285440634247	1.1236226041952528	-4.443741674246212	-0.04727527362368675	-0.008392964168866916	2.3770799697814526	-3.481077823522027	3.798398655664732	4.069288776604262	-2.334346860698325	3.1835935632551924	1.7917187074620913	2.362098439404101	-0.8773068564996257	-5.48746289436946	0.5817906666085354	5.886289364881509	-3.256440199313566	-2.089087547339181	-1.340154593055568	1.9395129737850116	-1.8492000751991495	-4.122206618161083	-0.03473927950788043
1,1-Dimethylhydrazine	5.8254966490254665	2.2070623077944433	-4.057108216205822	-0.5119198439784204	4.155692823033049	-6.282046430380524	7.750630360905315	0.29235883979958166	2.7800631270997145	-3.83287405379497	3.4741878686239804	0.11818662371624068	2.011934819423542	-0.14919748838864755	-2.8414237255560013	-2.983438528293437	-0.04288866747193405	-0.5095385249086687	-0.8858879324234976	-2.879957856730873	-2.453765670387649	0.22438014681111507	1.2211499174663791	0.014496203600096472	-1.2892817463501287	-1.4626559478603205	-4.292088454753015	1.383546306952173	-2.157052027934375	2.7693538571581264	-3.9820871615590887	0.957763742027182	-4.24775350227817	-1.421689423990599	0.27595124067372473	0.6073328557765811	-3.2007071055093017	0.7219921562668898	-4.1058515711174834	1.7163441607863195	2.0143484014354316	3.776403753483251	-5.290791122612106	2.005550223899754	-1.208190723039953	0.4523149112796675	2.660430182938009	2.6347415443463293	-0.7379325517557129	4.406677986770197	1.8691494023432138	1.5736285484188417	1.094562617814582	0.5855030511979479	-0.3674749191693053	3.0440024037124247	-0.28666199917399016
1,2-dichlorobenzene	-5.422196279190587	-6.778629424565767	4.324669355857204	0.7469557716087396	0.582167809976974	3.4820921780043683	-4.139945035875253	2.2045165073104473	-6.080806031139113	0.06149292368294827	-8.093411578371038	-3.5275482719332745	0.6129940217286552	-0.39515258874593456	-5.610115365510861	0.6482654505045977	-1.9231010779485227	3.2196841243117347	3.258486357615224	-0.8324107112843061	-2.3844677893541917	-0.9968469035689048	1.09284498270154	5.747619160375588	0.7162022823365352	5.605358799973202	0.9656869512165356	-1.5647777833589098	-4.60510562160222	9.692414142724148	1.153272615361385	-0.644787619987708	-3.2959741082955425	-5.830142600864097	1.8472533599963707	-0.17225240814306517	0.18048993938389588	-1.0326636071630482	-2.1327851368562785	5.324304365005901	-3.964371852127756	0.8655048772607332	-1.2942769083048173	-0.27596200056785175	1.6131715933056834	0.3285709239306733	0.8564944176409365	-3.352363668977973	-2.162032252805218	0.5722266769894041	-2.6727167345095024	-4.311835347795788	-1.396954271895286	-1.1005664678930387	-2.86743685617803	0.3398240506890735	-2.7823620732851366
