Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39
1,1,1,2-Tetrachloroethane	16.836900144378156	3.031968631861258	0.43983610843728527	5.031372021178615	23.08271785181668	8.01897832178353	-2.8531681247601894	8.988933547747955	-5.309267701908313	2.929858954511443	-0.922708830746732	0.5797547318897243	-6.2469418415457065	2.029618244135135	8.88681789145365	-3.396199166384173	-2.1770237349265877	-6.140008007589102	-6.509290260922139	4.401420215295012	-5.784483700067119	-4.996355302579098	-0.37568919721887567	2.802666115569579	7.2519124245029305	3.4754387550300523	-3.6946631017454896	5.629115706122139	1.8450929695133222	7.649095516254642	1.617788360821195	2.1075416658466692	-0.27991653885033324	0.8777501917334162	-2.324213797741306	-1.4932568025402415	5.193388209083785	4.6157886897461795	-2.7025884322654363
1,1,1,3,3,3-Hexafluoro-2-propanol	23.35342559133744	3.8661524401981042	5.527402041820116	-9.65938562923421	-17.625016558369865	16.00750040618121	9.58409916924237	-1.1642430243406616	2.8032437976659597	3.62199829907587	-4.030270301283573	-1.0481845571548838	2.3101390423697192	6.830102606173105	-1.7697848405384333	-2.1741401486639003	7.046857620317493	-6.03296986718091	-2.9842540912023523	-4.593800799248292	-6.005896128213388	6.734009934640174	7.262926123527768	-0.7588063280486282	4.426668659827959	8.991401481339631	3.3866860817618654	4.0564353128645	3.120095192898283	2.751222163054481	3.9184320900049374	-2.998377523392518	-5.036758265876714	-2.1753148312531514	-3.199268656197567	-5.819466116683803	3.1769863980610826	-2.615767473012122	1.1084068731015293
1,1,1-Trichloroethane	9.665438067238123	3.4123524417787223	-1.455991650353331	5.144443129223771	16.157744463061775	13.378853747115889	-3.70532871240912	8.496371090663496	-6.892046768554699	-2.928564664846115	-0.062331009247457214	-3.9221943005074213	-12.839162434795638	9.153924718784562	2.751236013179393	-0.7112532478545681	-7.928249585767238	7.7929515578989434	-2.343618639799045	5.913267434593173	-1.0593583407936518	-0.313584526066313	-5.879109115427133	4.860663966313639	2.5089938730940653	9.244886320388925	4.325102589702797	9.805681515851168	4.856702703567445	-3.33593607019815	0.08252726612036199	2.938995346748613	3.247949977453722	-2.952768340464712	-3.9371006355710234	2.4842896540902304	-6.2976458034599325	-1.9636558602513956	6.138880381217185
1,1,1-Trifluoro-2-propanol	21.04768394062081	5.415575810135593	1.6988835148612058	-7.798268618609434	-11.698616225705116	15.755900581779912	0.6991025095909825	3.1826306456045432	2.280048423868139	-2.4514725388182828	-4.11505453991854	-0.39509732844297535	2.853006122816375	6.248164118390999	-0.962711393580785	-4.900949937738719	1.5184361442141208	1.2169200924290033	-0.7206865036814808	-4.999500783625201	4.515642115329229	-6.139945117200401	0.3706148821430395	-3.418446525117056	-2.534149609083579	-2.798029289490697	-2.3246632673147594	2.2101554407076103	-3.6556018031320643	-2.6001499280162617	-5.195176920412043	1.3103060553044397	-1.3613833499831398	2.19243058930826	-5.7772465276539515	-2.28713520099479	-0.1419172039704784	4.019803486462465	5.565505123329335
1,1,2-trichloro-1,2,2-trifluoroethane	24.448961879202308	2.0476007344474603	3.5444562314882506	-0.031792498778560115	28.64280908010191	7.358560044383731	16.645644758586084	8.475716651368554	4.5162396983281985	3.117100367872073	-11.941987480040533	-14.774827790583917	-0.4436502105504913	-11.15756071695833	12.394220527013085	-9.150574847995829	2.3138005559500865	-5.929103189657095	-0.6847432244567491	-15.479599878483766	2.323537466626555	6.643940367426911	-5.91439277154695	-10.100842065889605	-3.7312295852556985	-3.3091498616738675	2.7086305448939694	-0.15815242843057978	1.1927514062866225	6.005585266697643	1.2396699340418043	-0.5299396663969771	2.0762244281900744	-2.8798812700695917	-0.7413986746177971	-2.1169645993456085	-2.983397539936853	-4.296987963705069	-2.161572362227287
1,1,2-Trichloroethane	15.38925764730467	5.020798174246377	-2.5061535424547623	0.4390452979048702	11.098381443044191	3.8182695227042305	-12.727624203848231	-2.1766691342340754	6.481383192102544	10.141147375465845	18.761449159886666	1.4383775972108874	5.300488710564158	-6.645467774574024	-9.999538538778081	3.0249696269305493	-4.75132619651939	-9.575448171512459	-4.779518120984741	7.312107024592211	0.4947429728142434	-7.812949747597931	7.050928876582315	0.74287639242739	8.643944653913977	-10.468614118292598	-6.099514203547059	2.48660954951967	-0.9467066044868793	5.125737292258776	7.21833975120728	-0.0403868717122874	-6.474075820339557	-2.3754284604982145	-6.0752127808119205	-1.7525251994178737	-1.753817746011577	-4.071256608103535	3.1223015592792436
1,1,2-Trichlorotrifluoroethane	20.819190057758558	1.8139650709672062	3.7881393522940776	-2.5703043272000223	14.758933128602326	3.217666205658151	-9.120587787448008	-2.0005843807295913	19.343499789241605	14.831259578827002	11.330302662976317	-1.8502035795109775	-4.7045624259540215	-5.656951564361522	-13.759937603998848	18.50872709978947	11.649906674338222	0.46170815817095084	2.1891841182962994	2.201293349805655	7.255902402292989	0.6502633987732156	5.471801580984668	2.512810773056881	-2.5698351016885916	-0.6494137892191794	5.826619798508518	-5.195502236838527	4.444370489648532	1.7151992020936755	-6.9362579853010615	1.9002867250984263	8.212115928458719	-0.093673400850749	-0.5386369742140702	-5.872682346839746	-0.9618749853211644	0.2672440088479999	-4.045500086131121
1,1-Difluoroethane	5.3125348967300265	5.252018970259563	-5.100243961929732	2.3421875483129853	-5.4034121904749055	13.381414338026195	-0.7188644094622967	3.0880170207733575	-4.768222767457629	3.3637569950341377	2.4352273911618143	2.707276485286884	-1.834870623286396	-3.5063784256528785	0.39595046858141925	-0.11887312041604547	-2.0177303212339885	-3.3479604866300434	-8.231968089554655	3.580886870807713	3.186990879591867	-0.33783137806354036	1.6706488552438363	-5.189333157896526	-7.180678802910679	-2.686559066642403	-0.13814581211913257	-3.6219595064591448	0.7508819524430627	-5.45065061621501	0.9952766531669177	2.4097824915770154	-0.6738829549967129	0.682298472153783	1.2190040303720777	-4.100193028595616	0.19244481171217054	2.0389516806519437	1.9890033075131532
1,1-Dimethylhydrazine	5.8254947392852054	2.2070551148324107	-4.057156614634649	-0.51219313273579	4.156881406348493	-6.282734020217857	7.748942248236978	0.29412575230419585	2.7781477177057647	-3.8352720020553073	3.4718930097906853	0.11810568751579065	2.0059671733650966	-0.1573674846811563	-2.843751004457982	-2.9986397781185214	-0.07490617275902965	-0.5021663894307897	-0.8765831904473586	-2.8998987200752975	-2.4548635503731293	0.21504465162570247	1.1944617219803373	-0.04808080172209387	-1.3345151399728736	-1.452822886646057	-4.1520217725969255	1.1750578155476388	-2.230797038710528	2.85194184166533	-4.0072495390920215	1.3597604504640295	-4.298339100474592	-1.2208337600238026	-0.37631899633733573	0.9815881173024241	-2.823869400573898	0.10237000836479615	-4.079581678259417
1,2-dichlorobenzene	-5.422198063070666	-6.778659898366032	4.324687602905841	0.74732274739468	0.5818425226013585	3.4820890022184496	-4.136142762696919	2.2068207481489934	-6.085402194360501	0.06373727082532325	-8.100241551897549	-3.5308772269270925	0.6191461649886204	-0.4021240202450726	-5.611368967926155	0.6542705585838425	-1.9248852623526653	3.216766202608242	3.274582501241275	-0.8243994808741282	-2.4523332659358004	-1.0626108929683151	1.123461505539686	5.717716184189236	0.6766549373587184	5.670935550204296	0.7813522642741246	-1.7856633569766247	-4.397180064910227	9.801256336788972	0.9829810829180358	-0.5153159091968573	-3.3710436313819456	-5.82376211249423	2.602429601445146	0.3217248692210485	0.40039416281993606	-2.0903922539187656	-1.7797278449065315
1,2-dichloroethene	-6.048980107262089	-2.245618762362612	-2.4236286497171826	2.0369688648412763	-1.5454048410251329	0.2760058541300332	-0.8748429137899433	2.98547764182966	-3.5104795117800824	-4.002733369255635	-3.690848943928391	-1.670653070067146	0.2636441596873734	-2.955096538870026	2.22899587315631	-0.13660121974798073	4.119700176427895	3.2738306700793065	2.5325813083123645	5.801004847798487	3.100020459480947	-6.9608815353824784	-2.7735861126970422	3.5387862304074513	1.4981122969161778	1.786502091214914	0.593992120766413	-1.1761973825067886	-3.228001310591409	5.412238627790242	-0.12299222263257338	-0.19541490210172918	-1.0610151110676886	-2.4139873713897977	1.6195267223697127	-2.1838736641028906	1.3738899028323424	5.028874386797694	0.7370228767369424
1,2-ethanediamine	-5.992553554990768	-1.7090030150305764	-4.622100979663482	1.153305751671401	1.9647204991009104	1.1567857066828136	1.6795276208675067	1.2237491329338488	1.8194459425246532	3.0813740095614013	1.2805594874542776	2.92365743821365	-1.2657343767581297	0.2867039762845337	1.6492591983097544	1.0964465141145083	2.321169829740442	-1.3889445176812423	0.8778211530869832	-4.066398793012035	0.45473303463049697	2.643729837995064	1.6026916495024859	0.32823392223260034	-1.7803921234367552	-2.638759173780545	-2.3294234166838637	1.3413752902930596	-0.719754552320073	2.5179005779045087	-1.3447827498620029	-3.627131541622042	1.2062550928766853	0.4602513588346248	-4.768317038655576	0.10243418270999524	2.079324481675654	-4.325508599229383	-0.12041788331159735
1,3-Butadiene	-6.001699995805853	-0.780847851687577	-5.10690251262183	0.5390968988769473	-0.3351959598045246	-0.9441000024595645	-0.9751807224497716	-0.8208903116584788	-0.4206491973560497	3.771799151213048	-1.0135258453244262	-1.9485964231348973	-1.7480282345109108	-0.5261498740541404	4.543728831186424	4.793009302106781	7.812587229847749	-3.0641639888224814	-0.6080423793743182	-0.9284347422925268	4.155894946773383	1.4425472968831485	-1.2686304739296983	-2.720090453489106	0.3129680722543235	2.3107343830105833	5.439133032238123	-3.749135602907814	-3.771944230288564	5.843986292443616	-4.9046148059759345	-0.35086466575945296	-2.902716794638295	8.219996342919476	0.16173197460295388	3.844985768505351	0.1393411215718433	3.088748213501167	0.7822168702573485
1,4-dichlorobenzene	-5.66803339055021	-6.174253638080536	1.6113188144019361	2.5121168894095565	-1.5952667833723095	-1.2557594522830422	-4.342646831744901	-2.7122339972810066	-4.639820024260862	1.1785656982105828	1.8075084189659771	-7.445362774131539	1.7708967477300928	-7.248468682913469	-4.330690145512684	-6.86995330846083	-16.008147030078046	-0.8754059699396965	3.073193896373218	-4.6201266618486	-4.2726768171928144	-1.5969785533234788	-0.38520826496149024	7.804065232683814	-4.515637790500012	-0.8037905316216846	5.900304678004018	-4.337202862369604	0.24116873338508166	4.668058021966247	0.7516842286989751	0.7003499475301581	7.041615688190582	-2.1660998423335687	3.2768414085424404	-1.5860004144784823	-1.468930734353152	2.0625243438318246	-2.823641768144798
1,4-dioxane	-5.582905968731297	-4.319708771217384	-2.543765407515324	-0.31027606280562714	3.1105749678967674	-1.504501546683737	-4.56794208077081	-2.4287951563803145	3.512530930293152	-1.6283922391092944	0.3850386122374196	-0.5005935827332924	5.090988344211738	-5.220821626899756	1.8191331856873	-9.007955542793718	-3.6360166201084105	0.8545587121701295	-1.3377296576400581	-0.05005683085375825	3.7559713951563576	-4.36030164568692	5.1012850517315	-3.0631776583400074	-3.006542353130386	-0.7119241961133572	3.493622290364946	-1.9074100847291438	7.479529616054117	2.9302755989362894	-3.7122322291542384	1.1785544398008105	1.9555720850245868	-1.0256274861234478	-0.9914175417453183	-1.533156787526004	2.174346552228538	0.1605669517635036	-2.322089759796521
1-2-3-hexanetriol	26.349284934205347	3.8001897169645478	6.035362792654485	-3.105506777192659	-1.0161211716371714	-11.19787827651466	-2.3622173982033594	0.25937348877224076	-0.22636753378208874	-5.606974069563394	-5.257502057115475	-0.668751409292047	4.3965648085149205	-2.743479952183094	-0.8212082252391132	-3.169094473784848	3.1277063873035744	-5.6332283611362115	3.243010273460874	-2.1513896219262785	-2.1241806366205376	-5.708217174288653	-1.4374684701849891	2.7103825722217034	5.4233706121319205	-0.05578650489667279	0.14874009968729665	-1.9467453148919962	1.1873742135131307	-2.0847654802818987	0.6555771664376783	4.799544794383923	-0.20799474260802167	4.1905559830983545	-3.1755192696255325	0.9754360353160307	2.3476803733120684	4.73216159927444	3.469779454902347
1-2-Benzenediol	-5.193751627523133	-8.399027820702916	5.435000829965339	-5.055877466133156	-5.708663292574493	-5.493858911456033	9.069205535922931	3.016824713202525	-1.881198273041935	9.450893014050166	7.364761680901698	0.3163159271975933	2.3324963447307363	-7.226549532169084	5.387251191826909	2.777897806045695	-1.5344241197822879	-0.8416606825045797	-0.41971362341998447	-0.399802655627499	9.246112227625128	-5.803193118753937	-6.862524675234196	1.630897955944596	-5.853678968239404	4.248894068864027	-5.522091005212041	8.001734477990711	-0.895603419294665	1.0232406583795535	1.4997966459460152	-2.9508839509886315	-0.764496507727124	-1.3039895689267889	-0.9486028686786453	0.5570047959970456	1.1282539734639334	-0.606555825046592	0.7567227145701645
1-2-butanediol	19.118724235686347	6.138319718694927	-0.6478417551509589	-2.592372588224375	-1.5540397235782482	-7.477518295615712	-4.847204283237301	1.0531221717017503	3.2216556429482224	-0.7739286580063381	-0.6741639804480587	2.4008529376632977	-1.7807988899019265	-0.1485741821392524	-0.7411964963043222	-0.5272628801254275	1.4367240862307296	0.13861533997953218	1.7663686949593136	-2.541815465271016	1.4652349029304204	4.893733919183999	6.0498712478083085	0.4823856246100907	1.1757749870447272	5.277750486401756	2.474579748378479	3.445956406164792	-1.6050896437152071	-2.2113555402830594	2.5459202049302534	-1.5241708367777407	-2.4508494400442773	-1.8898405365561066	1.263015515684766	-1.7051122117427835	1.6041846280385548	-0.8237533074830694	-1.991864383128723
1-2-Dimethoxyethane	15.947033258941827	4.7246856792057645	0.34994356727686293	-0.9701290342583597	0.24809954570588966	-9.806608765310957	-5.038244071304953	-2.0258162885415305	6.328273137760402	-3.8340044867055387	1.395674497304756	-3.7486769626273575	-4.641122069469094	-2.5731057485679165	-0.22540334068566287	-0.27853447685094035	-3.7251856294860786	5.6835555026717985	6.16797321219671	3.787122600250131	-2.9302524805642536	-4.501217914248633	-6.688116336380351	-8.730454813936827	-2.2803288726676776	3.279551482897691	-2.374803638048036	-2.744194407216549	-2.071891121306771	0.2957398655585484	0.7374830348966418	4.836870303093535	2.687993700340529	0.7649000573848788	-7.424628757209808	-0.5903873572344338	-1.0899376692290579	-3.2676525355665635	0.7295368417435942
1-2-ethanediol	10.142560808059578	5.725943540774062	-2.2819046905028895	-1.0529463896974272	-2.2385928590738184	-1.0582508945507838	-4.996531628833881	4.166122733340138	-0.806747768066036	3.1256492177886774	-2.7278875842581156	1.8084482189642406	-4.203372423229489	-0.9297991529855696	-0.4965853607907927	-1.6090315377212854	-1.7491088789492324	-2.5824836987120707	0.3441107066805658	1.1841232333313063	0.9011834859104334	0.37182647183458045	2.494982913927324	-2.580854143535276	-1.8695346363544527	3.4767535516254746	-0.9880877433360403	-2.6033293529439834	-5.404155227946625	4.187815902456179	4.885998507517151	1.29666476262853	-0.6350047838409125	1.7450870797751408	-2.895396356598285	-1.779252894635092	-0.5662797365240106	-1.5076239387634496	-3.32538794061455
1-2-heptanediol	28.26452510573234	7.195941020187323	6.1447657050130715	1.6619351945066927	-3.6198306921432324	-15.38914373272752	-5.747218045262239	-5.5627135483255366	-2.2794171552072844	0.054466236907368154	-5.509609540075901	2.4526075927249806	-1.345755262747151	-2.7815218923357223	-1.8049306941331311	1.4782727883964044	-3.533211943763142	-3.0708859265765125	4.171017904470591	-3.5773294743345865	5.760903252001719	4.101764864782024	-2.5537646896070765	-0.393113312275231	-2.1170570695956377	3.0560247717394593	-0.24816006432696183	1.6224166649379257	0.570906567507966	1.8741539771691438	1.230006978463459	0.8857047973052361	-2.1175066267113705	-1.93039181562359	-1.9298911549660211	0.19837107355750416	-1.6777377728654113	1.0526912872358436	2.6920113383891686
1-2-hexanediol	25.877453977261922	6.998869704507479	3.7182631602263143	0.6130238972902576	-3.2712311353520596	-12.002153059445531	-2.9597077549676825	-1.564576629536387	-0.719914268007918	-3.070878958234463	-5.421199683041046	1.275469988187739	-2.6098415548969682	-1.9875162103634998	1.5736527977585335	1.4942412131783984	-0.6025436113751552	0.3690571975340116	5.930107556803713	-2.6468716832571624	3.8754344042884346	6.1673922798780465	2.290766537183157	3.2213130090701925	2.603836692270781	1.5883108392471872	0.5295777529539102	2.0284252297276666	1.2555762271818247	-0.4806249111981599	7.016175373286826	-1.439030574120948	0.7995705001715193	2.4854725538985907	-0.12403898851769686	2.76415001878936	-0.7890345645913073	1.3281258077244766	-0.39222324027051153
1-2-octanediol	30.566857481023625	5.82881793465632	7.934369609999999	2.4428570968687584	-5.10884126371951	-15.565783059091983	-2.464931553920558	-2.612055700669973	-4.455195590319025	-0.908809294050643	-3.6990311220372583	2.181552474118681	1.5058110290665574	-8.288009290594463	-1.5932924482047257	1.3451775124419738	0.7877242863010059	-3.7121026496347547	3.3633011216865567	1.8474293549903256	2.0732636095684613	-1.143858532314609	-4.803248804149898	1.988618649292117	-4.1900204871592335	0.5008171045496832	0.3182372334322334	0.05851968063816602	1.0817387372212908	2.1750662122647006	-2.148581113165303	-1.5023282785750733	-5.064116804150749	-0.09131680766716695	-3.6187105294404573	-0.8428215795108318	1.5964257506470727	4.256099027065994	0.9034263991853324
1-2-pentanediol	21.639223130916324	6.26972452221924	3.1147223605264	0.09314203520387233	-3.3168125584692403	-8.416307069322595	-4.309058400944796	-2.5064927396454837	2.6814226824080354	1.8406093057032153	-4.473841171570175	2.5713241969732534	-2.7570900178753797	2.6502802073399314	-2.061798486123775	-1.251392006904526	0.11141409009414156	-1.9747267280551855	3.2803573684525067	-4.49839424892564	2.385275191392782	2.844286024614863	4.874621669158331	4.112946652804817	1.6743213841528453	2.504766461933766	2.036385442620122	5.400073660006961	2.7602671003205197	1.2825815925810244	-0.8354667294279792	-1.6195007323861133	-3.041110802336461	3.025151815355198	1.4403601196603777	3.372152952548675	1.601719649126592	-2.6464951180540845	0.2498394239564943
1-2-propanediol	14.586275475560946	5.528007450672152	-0.01780776696837198	-0.6479518031299263	-1.8495778818175996	-4.512923643893387	-5.339988091669891	5.8421204153231905	-0.38228707732669015	-1.8127731475652562	-3.746895073331476	1.3461116682659178	-0.0365871399517588	0.06446097055575511	-1.4170411988498173	-4.54276550095713	-0.17372091868095615	2.67744148292589	2.835096759912239	-1.1098750690359251	2.675745226652309	-0.4412726592736894	1.6566128525675576	2.91809029557812	2.156377325402366	-3.312568661818585	-0.3636314310602314	1.6963731863874218	2.0271893885111574	-0.19331275215282223	0.9673590196368013	-1.6097173716751898	0.28629006665205087	7.816917264746139	-1.8106360415159475	1.081711909651143	2.7660227633542473	-1.1023527997932643	-3.587447656184487
1-3-butanediol	16.170839807031545	3.076429425281836	0.5921829270875492	-2.596372990920992	0.8092495622357502	-7.8430538733454025	3.613473178965612	2.9219409254523296	2.2331344842746033	-5.73901722827668	2.5804160162424776	-0.8073649792845358	5.18404038879105	-4.775206160243366	-0.9341728334356174	-5.919401368016966	2.4695426180874342	-1.460167796931954	2.610354031854198	2.5020802680602143	-9.28152831263558	-5.233305155373622	-0.6837876486029385	1.0500249596731626	-3.864510265653345	-0.378537558579672	-3.111267447362893	-3.462984112097963	-1.8710042756413172	-1.7841381881387721	-0.10047650892409467	5.0179515912486155	-2.1649195196991364	4.354545709289409	-0.3351360891055944	-1.282833344031302	1.0585986725868315	2.6487848662021816	3.319456073317021
1-4-Benzenediol	-4.109823908472145	-16.038387935828275	12.51720041917967	-11.667741936670645	-7.558003630831906	-11.969536338481001	7.6649002323606075	5.31098090585206	-3.38306406738289	-2.15681787005505	-0.9895527819151135	-4.783061107653666	-1.3324766953617835	3.46155123611913	0.5791383737625102	-2.8897685628741288	-2.20357496769355	2.3961066298921025	-8.341388389360448	4.573664693431099	10.477762115271958	-7.381099921648363	5.695365268397297	-1.747167280442474	7.464600419833618	-1.8292859267741974	4.341520262539403	-6.871401863575521	8.024636794979642	0.28625619014153947	-2.293891834877792	2.3809733455738735	1.3281362955612876	-3.241694487549044	-3.3900831786603587	0.8435844601296082	-5.53262012016458	5.016108401254666	0.10378607261662541
1-4-butanediol	18.16438465537271	6.618609837769556	-0.7158595816267308	-0.2006010095595414	-4.015177339341702	-6.557267466991753	-5.5288184065132215	2.514880953538038	1.4496559265768914	-0.31135366689527544	-3.7687892501382443	4.924151321235349	-2.4777009630350584	-0.8232334334382146	3.408185606953219	-0.6806104013808523	0.857984713281671	-1.3372888788525406	-0.7604914243538046	-2.226158611177335	0.35184712179964295	1.7247911313245898	2.6103381269026307	5.170585010540383	4.95228123426171	0.6147195425624782	1.9913906067735851	-1.640210808759721	-1.2299046752524248	0.4519486961647087	0.4567954824061959	2.3223182364487243	0.6807808344951282	1.2850704037649276	1.37231487099589	-4.06470870285593	3.03038431391087	-2.425155519714339	-3.0512677467802796
1-bromo-1,2,2,2-tetrafluoroethane	15.858487630846268	4.128247960388901	-0.3548410027420926	-2.0655629835328164	-3.742968725489673	0.7868161954713713	0.3252358241257622	-8.765776228871543	-3.3631850578038	-6.51933271199523	12.218278397391215	-4.744565579655076	11.768410440084992	12.633259607145657	-6.47086331922971	-13.094286412413046	-5.968868241960823	-10.613913588039901	0.067859899939716	-2.7968091039078975	-2.611651241045894	-1.1869789043393235	-0.7804812681535475	-1.2854880832560351	5.172098931421488	-6.965419914733915	0.029504599902759495	7.185763556966214	-1.5603828127729846	3.160124023284615	-1.2116569675401292	-4.471474929379833	5.512634935158613	-5.676025676443453	5.868370513339077	-0.011451081536323099	-4.246854427554806	5.5304507093903865	-2.828746183747806
1-bromo-1-chloro-2,2,2-trifluoroethane	11.667852919141458	-0.46585269527599665	4.732151234799966	0.5466871264398296	3.926073648706787	12.262730190165666	-0.022873773733587042	-0.43675036039417725	0.2310775526236471	4.139022401986266	8.28998224262735	-8.420643399912949	1.4478124864285766	11.318414351628823	-5.3357646425964305	-8.640296551922345	8.811902819383155	0.7548807446575789	18.077617669902438	3.8399945316135424	10.406494944531799	9.197438075812023	-7.226891783977978	-1.6258090503345768	-4.169591775544318	1.129932343810381	-0.9689571410130109	-8.217508103569322	0.6801718668269418	-4.162133184778404	4.757427986689738	1.3239047141702418	-6.889693740710701	0.6557441537274925	4.653193200801223	-6.299572857644935	-4.185156137894213	2.0022426329898684	-0.07856124901304626
1-bromo-2-chloroethane	12.809665708804168	4.443071157388985	-2.239073100876003	-0.31839578447196415	6.126719617510021	8.453545713430396	-4.096580781482941	4.806537836037074	4.938243671036448	-1.4261754746228767	3.8498503369502712	-4.097982239410491	-5.54894901322517	-0.1840792421805611	0.3045485112348397	-3.061875305610445	8.02542439660094	-6.122468164207706	-0.008049537610469254	3.2745437133376396	2.515759993750233	-2.718565071130961	-0.09655280186690908	2.539876064570941	-4.008821066836575	8.664892083236277	-0.5292612297682703	-6.2329468365687966	3.4650342510322463	-4.267054634775537	-2.805798698932851	-2.50450131071861	-2.9362864752147897	-7.0153741358652555	1.9754337130318198	4.98682678678614	1.7674840462254022	1.4632330497180939	1.6502767845296151
