Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35
1,1,1,2-Tetrachloroethane	13.422760511854621	-1.834736529020785	-0.7973021312067432	5.555600580348405	23.714495313979718	8.622337149189823	-0.8121913206861234	-6.124095280459893	-1.8101175634429871	2.621715539551952	-3.6295621207472597	0.6989230601101049	-2.4593176039094704	1.51275949405762	9.330164166816601	-6.761717970787887	1.0591565913198098	-0.7625355826731868	-1.1420519193789336	2.346348988374016	9.97936061411974	5.7515952044784155	4.918866555961749	-2.794462403969592	-5.160801557287735	-2.923277164389571	1.1913923660129782	3.3862859182393077	-0.5297452069237771	-3.2296243792452235	-1.1203666136925032	1.3627293628609132	4.645337697187069	0.6731366556928402	0.5518682962597913
1,1,1,3,3,3-Hexafluoro-2-propanol	20.363841114929894	-0.04764525251898505	5.855760816283354	-11.438204476125447	-16.955601916058367	13.379709275447722	10.109662484440587	-0.8075724647197978	0.14123340343071752	-4.369210318477417	-6.43302609133742	5.9202013119369505	-0.4757455057120768	-5.152251586589169	-0.09878267463138007	-6.020062629736297	-6.277896061043847	-6.350837430198079	-0.32092758632393587	6.384269203964495	4.136761733327946	-8.0650507174817	-0.2709107640917738	-3.4322631776512282	3.4724713078433993	-7.1952346905774895	4.975677002357645	-1.582781242848137	1.1142761674088155	-1.5512622239959755	-6.640307698979495	2.0234640966522432	2.0293512642999874	-0.40836030054607625	-0.16203944660430444
1,1,1-Trichloroethane	7.291842974997297	-2.9021978146563594	-1.3512177335122673	4.688644267384991	17.369180605491078	12.140753644939963	-2.2435049839857926	-8.338539136959852	-3.207909049199123	4.666887581726292	-7.474203057762564	3.9471266916051344	-9.09303414070571	-6.188435624622404	13.450631148199122	3.759229324735546	6.244519828970808	3.781048870617927	-0.7019551977739039	-4.342689375007512	2.111005555252128	2.5954814846494108	-4.303017796474981	-6.063548687576304	-0.837210884232362	-4.501777822858452	12.257169775218774	4.185306886557307	5.063354411565333	0.33741057965485	7.411966358475943	-2.6967426646869885	-1.414877662607071	-0.8431060137375461	-2.466352018850602
1,1,1-Trifluoro-2-propanol	17.567386197648357	-2.2493629444377454	1.8226623673894122	-8.525015129915003	-10.671216077797807	12.646175007536819	2.3073762357245435	-2.7462230931458054	2.189699180040933	1.2657494343516174	-3.937413449268738	7.3208897184484485	-0.2943589810654924	2.099914976229361	-1.9561272241775245	0.8592324770385409	-5.162001781111333	-1.9853861940614839	2.6636099398891093	-1.6340308998771789	-4.911935826211703	6.095570902647156	-0.7064984917063221	3.3719357035412174	-3.430094775092984	2.221294201821858	-0.9216400482784384	3.6253745019459718	-0.2706214023568853	-2.0257903852249464	-0.083296721421546	4.886002787131402	-0.40986399115220123	0.530967738335071	-3.6577727035408856
1,1,2-trichloro-1,2,2-trifluoroethane	19.828913700020895	1.217465984565403	-0.698521867690314	0.15724982046001895	24.83680863314079	4.663039527783332	21.382269655030328	-7.40995886017898	0.8753808171312779	-4.939614225108813	-7.122282269188251	-2.6322712257839362	21.866349852930664	4.531186735389189	3.123909346182197	-2.1523323613535545	-5.029362892902903	-3.272506007030202	5.34517201677322	-9.27978805498612	-1.451408994578517	-1.009187211179638	3.044066522438582	9.389352975988594	5.871259116788835	-7.443931816032103	-0.23875545142106147	-0.5722669006296435	-4.107141333610355	0.8538825005020643	-3.877363235270147	-3.082575756758197	0.35107991559548996	-3.1319451375367175	0.3609586218220753
1,1,2-Trichloroethane	11.914842696633421	-4.497982031354496	-2.1562371697777176	1.0739721905337176	11.632531096932393	5.912055834810138	-8.115341722685894	7.777433954321334	4.903267310467156	-2.5773724318133477	20.392983171947503	-3.44505685780021	-4.45154253022304	-2.120074888627238	-7.030486534980885	-8.485218755597263	7.015849669825908	-5.682061654241483	-1.9806350561004455	4.910005511934795	0.4315380184355543	0.45347807316184846	6.469532201699016	1.345946008960319	-12.52219785269696	-1.4966078256460922	0.8017739274786034	4.813302150014584	-0.6676471277123259	-5.396001316964237	-7.57148918178993	-3.182311748989776	3.531787812825328	-2.3572495193898746	1.2081884886382432
1,1,2-Trichlorotrifluoroethane	17.235670036611243	1.0879346574869766	2.497106313593304	-2.1323076352426713	14.39696397174766	5.406419371363395	1.5100604127838722	12.040389378089541	14.280682898427903	-11.932908598462957	11.544542294370965	-16.906060023589234	-8.458680174204073	-12.697832057321518	-10.165197923385405	1.0206632382814564	-2.2059977697955153	-0.760031542949292	-0.4298179424574178	3.4452673348107745	-1.5269745082127595	-0.10212438714898624	-8.662041132758924	4.29335053096749	2.9617854810771256	-1.444930796644408	1.5348754153964264	-2.5601038193420025	-3.8698821055408783	0.24745138512023918	7.023238043565991	-2.2391578787169255	-2.762228273360031	-1.721758308648869	-8.678486221972227
1,1-Difluoroethane	3.424711664169733	-6.212275476600603	-3.10873866690724	1.71125015440414	-3.615265077899527	11.366521733189243	-2.1898639666116075	-5.86366339819988	-4.077743120137195	1.5254672500983193	3.1603729028702254	-4.897232834045733	-2.4096851444698304	3.1379032409733627	0.3687076678038879	-3.851048560152206	1.7473814145576994	-7.698544373506334	0.3153216266443647	1.7456896931748822	-8.871117539683539	2.735243548060913	0.1949024868302555	0.882005543054623	2.547402881885787	0.6748223355118977	-5.895485520509859	-2.6592439589097943	3.444045700826384	0.2321186249564971	-0.32820348740793226	1.9504695291718719	2.3358093704687732	-0.5878978734282561	1.4313620601493606
1,1-Dimethylhydrazine	3.595349785079001	-2.9272953852542467	-3.9470810728253194	-0.7864085321969907	2.8555937970011387	-7.180072194884407	6.927925091775537	1.4376065239017974	-1.261227903021345	3.5084339433439	2.7275888942225235	3.727877921015686	2.1405594339615717	-1.6377947327490874	-2.600849875381805	0.9545655511523822	0.7400465349453668	-1.814964411741787	0.2778124381481991	-0.2854654996365021	1.802742326962519	0.5700296601400062	2.3787457002054775	-0.38561384169243756	-1.5293928343250882	-2.183676062165434	-4.577876710495511	-1.1969428860290972	-4.44276340869516	-1.9513204747633395	1.1291008790591046	5.643877185500731	-2.44161837214458	1.5989729189836146	-1.1460091896992863
1,2-dichlorobenzene	-6.9795726682663775	6.780631238408909	1.4380054557821738	1.2416602178334835	0.19629277953255228	3.3419559899410385	-5.545012977668918	-6.135531783946043	-0.2943217841296192	-3.565730286347432	-4.50504067676151	2.6779618507212604	2.5206620829288515	-2.978382866557294	-0.021351737637423034	2.804321052772632	1.8704897322641896	2.2506743385639227	-3.092897144843304	-0.11741479874167914	10.145275253307988	0.6889440088964532	-5.6154194481973505	-4.8398168738947085	1.2529493069822992	-0.6278530837838439	0.436204072946237	-1.0306542460744852	-7.026555859434243	-4.437830904621023	-4.0719695895482655	-0.11455873924534278	-2.4328818533411787	0.5492616658149065	0.09499934222526256
