Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
1,1,1,2-Tetrachloroethane	-3.4307483801358365	-4.029595796112412	2.6317316850347874	10.728631143966062	1.7439515668349463	14.910325864068191	-3.3288578326853178	-5.493305911048701	1.560765188546398	4.444395142361045	-2.4650762572308467	0.37126024611725866	1.0803752336725774	-0.8914637148629556	1.7019394954376355
1,1,1,3,3,3-Hexafluoro-2-propanol	0.18409104047527342	14.005490542826765	-13.359244146746502	-14.065738273738889	-10.383993807397617	3.69079773028612	-2.4696637975784834	-0.6420621066683863	1.0115906353226791	5.914349399225276	1.993954350880194	-1.1485979502027264	4.9326850307095835	-0.07118423878086393	0.09995104563514683
1,1,1-Trichloroethane	-2.581646598066575	-7.260934823494484	1.4307145353224175	0.8391690216673179	2.8096695799922067	8.65633777743168	-3.1225547186704365	9.532522294330033	-0.4020770289475207	0.46628525945163984	-5.6836545245111445	-1.5585477122262676	-0.19895378504391661	-0.517388490364646	-8.160432145570411
1,1,1-Trifluoro-2-propanol	-1.2132992581303776	1.3439500528397161	0.23544456900432373	-5.385395214900906	0.4535877540383004	-0.26333059485719673	9.70145405244365	6.29928715134544	1.471831431644382	5.838596667784786	3.1056603770280136	-7.033991171164155	-2.1683843198713357	0.8746611405216003	1.4589891301528202
1,1,2-trichloro-1,2,2-trifluoroethane	0.2959393934439119	-3.325298759887337	-4.373590620187517	1.2007177959048685	-3.2712853480661286	2.5896784719021655	2.2870616941380333	-1.827753592395646	3.5236527805497864	-8.390905788291596	0.08269194145238543	-0.5574747595695148	-5.246281971594383	-1.118920191302219	-7.812383456905067
1,1,2-Trichloroethane	-3.1228769230488003	-8.705028850188228	-4.632700419473846	15.64479591577263	0.36272931489541244	9.03146102543471	3.3419236433409982	-1.740452804817517	-3.116842881205642	4.82852938465746	-0.16387395313331096	2.184261004449976	2.9852920273281836	-0.6632020447882271	-0.5359627241209112
1,1,2-Trichlorotrifluoroethane	-0.4982603507160596	-1.7327862413350592	-7.064182183383166	6.283222026165194	-5.961724413182056	7.309559465262051	-2.307396037106649	0.8072844415275987	4.3237357682736315	-5.6384028054078374	-7.437966913667568	-5.008986649569358	1.3555068733252913	-1.1518827107136216	0.5415023193431688
1,1-Difluoroethane	-4.336724774021951	2.5212448410209807	9.249145938210647	-1.1641195903151889	1.2969750503541848	-0.5056676001061807	-3.047312417580428	0.7347589062814662	1.1710992485551757	-1.8996217457272833	8.724372653006322	-0.07306385586691022	2.7593696133969243	-1.5371888660684685	0.9690711458144072
1,1-Dimethylhydrazine	-6.253202659672211	-8.090177891538275	0.9820767449325472	-3.661343705507661	1.5456324780609405	-1.9055154919706547	-2.4278012472187194	-0.25891205629071534	-3.1689592367181465	0.886567687141249	1.761107056529508	0.12425424203320724	0.3575685775259838	-2.655004618499485	2.167751511802559
1-2-3-hexanetriol	-1.4604011190043487	6.531065951005548	-0.5745744428462808	6.141937886363328	-4.052626894822114	2.254200454824278	3.6212962945582947	-3.346990007695628	-1.2675072113214672	0.5251653335481974	-0.2927776402135494	1.9783551905306882	-0.3857978836392859	-0.05656130022390839	1.4472358047907312
1-2-Benzenediol	-0.9420901835458428	-8.624917514241718	-1.2912503687150636	-0.6384965391547153	0.2442137280463484	-4.72145008249956	0.9108448572518588	-3.8185657585476136	4.664858264110956	0.7853683475963398	-1.6458232460639617	-0.17199972640411348	-3.6293867513776474	-7.4762562772909265	4.511254090403108
1-2-butanediol	-4.557161263847829	3.432406107776789	-1.186437867982866	2.0933896719528406	1.640382278088565	3.851636732988877	2.3883738770081555	-0.7488590189480834	-4.809771837077835	-1.5047553222520693	-3.9701181582379337	-4.39937920682415	2.575586643765933	0.9284428982421845	2.1616091218438727
1-2-Dimethoxyethane	-4.382043697649117	-3.2623857644382257	1.7012787029736458	5.727726775749238	0.9772562918695628	-2.6957691379601596	-0.6603218528290541	5.43581874758601	-5.787496427831176	-4.191271128721101	-3.5548741903922343	-2.059918382790504	4.704492705608162	-2.3629586707872354	-0.21376791635075082
1-2-ethanediol	-6.610048630892921	0.5743836383244713	1.7882438683354687	0.9197173680609205	4.6140216151918	6.338119825877824	-1.8788706928511294	-5.585112385796622	-3.4071388455581033	2.7623922255068902	-0.7637616232890873	3.8749475220244523	4.794684982218233	1.205232215107326	-2.32390254566292
1-2-heptanediol	-1.1963679656445696	10.839508045480471	2.2351747017804255	6.372286979843353	2.370579968757279	-7.1272627185871125	3.9719844596990184	0.699698839116365	-4.431713452847805	-5.215201758000442	-2.2622440364693057	-1.3270107083631597	0.6016779588513902	-0.40354607193994335	0.731555733777219
1-2-hexanediol	-3.1108891151971534	12.047161474601635	-2.193908923215299	3.0691896723048067	3.0079832381358695	-3.732475514166937	-1.8983639601050737	0.4904036186348516	-8.192313790367562	-3.327871358169537	-4.4635822923261195	0.579079053354713	-1.5575332699525237	3.2433990674007496	-2.683286057638063
1-2-octanediol	-0.326562666527269	12.577231953643215	3.5202334919687295	5.723948728605065	-0.7538738895328271	-5.333614419639018	-2.9264720587254986	-0.9727647357790039	3.1688454386843574	-1.8121572875571403	-0.3110530551024726	1.7968002408589794	2.613766493637547	-1.1206305845638507	3.67078072774489
1-2-pentanediol	-2.6975104680514734	4.428479978181327	-2.610224011589766	3.297032283506266	-0.8344225207680696	-1.458449300400296	-1.1328665996718823	2.4449987546185405	-2.3248990021881246	4.908134712389683	-5.510007604572504	-4.646001924818172	-3.7115046681140997	5.442090579208903	1.7970829047812413
1-2-propanediol	-4.920008730934429	-1.0555384482040764	3.939298002270153	3.9525454154819095	1.6099550272048098	-0.04296260626640241	-0.7151950945358191	1.2018164006999987	-0.4913100621655471	6.832989738955066	-2.078224029848626	4.337771692084968	-5.011963866038111	5.259741471045599	-2.5550143958733695
1-3-butanediol	-4.093296765051438	-2.6017055198763233	0.46198927955169533	-0.6736124487482182	-4.210857188121997	0.3882612834402166	3.355344031764995	-2.970085374090705	2.744818532070532	-0.591159427645356	8.076437621131932	2.9458321398047813	3.121309819821138	-4.816616582975413	1.091133504893415
1-4-Benzenediol	-1.5393699110828707	2.9284057917016546	-3.2108478369840725	-12.553974989515448	7.376898636095709	-0.8560002093268969	6.794094352546541	-4.2702634631605045	-4.411059594620184	-2.538625597669265	-2.6379095892652473	5.451382688003023	-0.896112250065942	-3.981679374891493	-0.8888106001709559
