Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15
1,1,1,2-Tetrachloroethane	-3.4629217001217847	-4.046912480712052	2.6012205739511884	10.53374753091044	1.5480426783612833	15.346325139594564	1.80059337352833	-5.638248552948988	0.8038405154126583	4.388860857317477	2.402005188543117	-0.18381772661024137	-1.2514527546552054	-0.7368962284106773	-1.9515224641949573
1,1,1,3,3,3-Hexafluoro-2-propanol	0.15122977588850844	13.95520557862995	-13.249470766086898	-14.150566348874674	-10.342224345799998	4.152698061974	-1.4397759656139295	-0.6960209036003164	0.9514106148539239	5.902348096252489	-2.9329051559983514	-0.6564088432848538	-4.379623589842541	-0.13216608955789189	0.4748532651102054
1,1,1-Trichloroethane	-2.627008081775325	-7.205402236000049	1.4885705822512143	0.7401779672233979	2.6590979763133475	9.291439663710058	-0.09291698324830269	9.474933287275412	-0.28079296374796653	0.6377364168519492	5.77820693286283	3.029536379409019	-1.4168682625312703	0.13748390963248372	7.336018875964313
1,1,1-Trifluoro-2-propanol	-1.250922150131405	1.3409407754045581	0.28341990826085484	-5.51661184413711	0.4411388950140408	-3.2318096971291745	9.119879836907545	6.1568682213480646	1.3103050674478798	5.74809095515959	-4.250149874317016	6.7879045588272025	0.923666042780428	1.0104032774928131	-2.0156001542221373
1,1,2-trichloro-1,2,2-trifluoroethane	0.2444239609516526	-3.269593657016169	-4.345660765939691	1.1310385990370526	-3.2725528261256325	1.7878536702697394	3.187958331720742	-2.003710691678308	3.2340002583971916	-8.406837406291555	0.8715033395739001	2.2789372019126453	4.245226459692562	-0.720325780993885	7.401789173473241
1,1,2-Trichloroethane	-3.1605200810239342	-8.723896034937937	-4.685074035944255	15.446002783446344	0.18037732266078893	7.71130983519934	6.315599755743774	-1.7901438382113242	-4.028686811079348	4.557938249618702	0.7371769369899709	-1.993579095688498	-3.1292358969905463	-0.40831967796523394	-0.24929657906304192
1,1,2-Trichlorotrifluoroethane	-0.5375199733981235	-1.803335933186165	-7.026121442732458	6.085229814469827	-6.094054664377478	7.568002059539809	0.17168047169401565	0.6687166099053227	4.920108708860706	-4.99370264797269	6.8030446002560865	5.586890568946785	-3.174074793065215	-0.9299644817847631	-1.1899205415973717
1,1-Difluoroethane	-4.373618281540449	2.60373712358811	9.171644294746741	-1.0069793397722238	1.4046174260376456	0.5919106810311805	-2.8754975255450907	0.6412242955806836	0.8600257865268507	-2.3512517672039497	-8.692718319843712	-1.590814209951443	-2.0653084515775553	-1.596741137093714	-0.9998814200421033
1,1-Dimethylhydrazine	-6.286415578960476	-8.000027883189071	0.9841740677249049	-3.550028306296786	1.5815487419679597	-1.1127448818948225	-3.040740839118092	-0.1495243786041776	-3.2048421979787487	0.7039085534113552	-1.6030918066449218	-0.2831479753899344	-0.4126225255098717	-2.601321413292682	-2.5053283865338036
1-2-3-hexanetriol	-1.4894284393780501	6.505510705705443	-0.6227313646712761	6.015989925775803	-4.103327545700876	0.9903955815480416	4.205290674424408	-3.349199160514551	-1.6057483083049298	0.486065292630311	0.6636627954538576	-1.6762960906002289	0.8124819550507661	-0.3551996801534554	-1.259203319482066
1-2-Benzenediol	-0.9938568773633814	-8.52739952172361	-1.2834317012850534	-0.5995993177482836	0.3552343515824374	-4.677464590085624	-0.5292339043892178	-3.914802279909133	4.764728507073431	1.0076339803845733	1.2887440473823708	0.5878362198442587	3.7310741180065152	-7.870584043737503	-3.5582280661631094
1-2-Dimethoxyethane	-4.4136665627183	-3.2564859855732835	1.6640659059440701	5.781464291739045	0.9047706756008288	-2.4851842233645005	-1.6357178423199978	5.627094654718757	-5.110373381365371	-3.9855315090203183	3.530347193972516	1.8958940650813427	-5.869788996097842	-1.814165586451087	-0.6365479828954737
1-2-ethanediol	-6.628696689958679	0.543463120985002	1.7571580232670834	0.8791097806565139	4.4997182905459105	6.566998992484741	0.1267593503009708	-5.494492639287425	-3.87865287911214	2.6237661086249275	1.1724449739828333	-4.614637824905544	-3.9075259065158194	1.362303465456194	2.4828256200168144
1-2-heptanediol	-1.229679419973191	10.838174682140437	2.114431692200161	6.513821526656149	2.4036718616442725	-8.026292729260339	1.5141072155277988	0.8801621804667642	-4.103888557460205	-5.093924903840837	2.6372544898238086	1.7942354311502586	-1.3980906346726232	-0.3741100562689666	-0.9296937233002142
1-2-hexanediol	-3.1304010174554615	12.008804328978236	-2.2504879373466573	3.1717417253806057	2.9685294134594713	-3.120493527785881	-3.1816936134562077	0.8376435300062093	-7.692608552661745	-3.211452451034275	5.049187951575026	0.6543767664009353	1.2524153814897976	3.2095100088938695	3.017701069474559
1-2-octanediol	-0.37155366772339615	12.684779217102959	3.3213017906498994	6.050526990602626	-0.5038502969009014	-3.810920977043529	-4.050024952930333	-1.0614928914393935	3.091289729303867	-1.712591676263339	0.5267444216459565	-2.188437262238251	-2.3221604763414585	-1.3081061690082874	-3.7301297416814068
1-2-pentanediol	-2.72117352506657	4.417278436504396	-2.6536922506816145	3.3270697982181994	-0.8289727973867086	-1.0471776365762395	-1.6184062439832085	2.5615192279576906	-1.8135509166218904	5.2929365056113875	4.7412034803733105	5.807758814399922	2.48606951757832	5.287142998283463	-2.3148025852557916
1-2-propanediol	-4.954570389351616	-0.9360765688203571	3.840762818629645	4.064848792786415	1.6748054617362602	0.4292374457833173	-0.41100917721419095	1.1754083057120523	-0.9998970619486188	6.696842955335589	2.750499367117318	-2.6257729840773183	5.508052177350114	5.1822746635838035	2.159435321916544
1-3-butanediol	-4.1294300586528685	-2.531914323534897	0.4617169213446743	-0.6907759750369293	-4.133016794716305	-0.591943553681917	3.4465902847337824	-3.140247618545088	2.071466464492418	-1.0523618634981429	-7.787647457968156	-4.7233028125653505	-1.6749280739681518	-4.962392811809413	-0.34204480988016533
1-4-Benzenediol	-1.5763479378894396	2.9136394654803173	-3.1692565728838162	-12.611268874929431	7.3282229332535085	-3.1476883938178526	5.896300982260093	-4.120372907036903	-4.845427635009384	-2.6491113788841085	3.9898846674317965	-4.182710087582989	1.1632927836484481	-3.8195014402045557	0.6118092724300016
1-4-butanediol	-4.420463589265042	4.462450347558377	2.1224975684409357	1.1975813438821459	3.880335003075693	4.632482958781938	-5.0792402632747224	-5.721378890901703	0.4463971714614293	3.0747296968826974	0.6771113769512084	-1.404119484573852	-1.614404346309935	1.546454061055441	2.9971112566739073
1-bromo-1,2,2,2-tetrafluoroethane	-2.973135353736749	-0.058663073890081636	0.9008674393076493	5.3409857678944626	-5.191321005754044	-5.814096691684161	9.182595611779968	-0.5134884738756468	-4.8927020926240035	4.035736019238229	5.963286998508871	-3.5275874468429085	-2.4625478097670146	-4.174450782219595	-11.60508858675782
1-bromo-1-chloro-2,2,2-trifluoroethane	-1.7507488153720825	-4.425458488368455	-8.990774258979352	3.973435250590323	-1.053185750037168	-0.324716078247803	7.775304401810803	8.945570850005202	-1.184969257063867	1.1095048166223975	-4.472128543412419	-5.9495114688053645	4.034506816533061	-3.8179014203747017	0.8916358570589723
1-bromo-2-chloroethane	-4.685502339079685	-5.56130462776085	-3.854451577783663	1.6137205678606428	0.5568905664829221	3.353961480678301	2.304444230760116	1.0484382603941715	-3.648821639811148	-1.695986845333967	-5.111214424637114	0.20742073673178008	-6.866104859225159	-0.0939132802207134	-1.1587735757971436
