Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19
1,1,1,2-Tetrachloroethane	2.6695692057040317	12.970016383514915	-6.187598311042383	6.882364319298411	5.731186477365704	1.9957320470728113	-8.50695227248085	-2.0032326680044537	-0.10969324268202243	0.4303702672241789	-0.22916946921368309	0.5074199676518668	6.725752593150879	3.664274960555933	0.24666912350735704	5.151151239832961	3.1581017027790144	-1.2025051829795925	-2.1769093676666276
1,1,1,3,3,3-Hexafluoro-2-propanol	0.8669721008463402	24.84291200362789	-2.4626693246003883	17.635300599240313	-11.39060677230945	1.9551796606002714	6.775278568945668	-3.568450605234184	-3.6210152340120123	-2.1634615819593797	1.3987032830313302	3.1790842346517625	-7.314894739291359	-7.8983005089112766	14.617829283206495	0.1366069310733812	-2.393939332908388	-0.7748970297544108	-1.631304801230969
1,1,1-Trichloroethane	0.7304732703496191	8.370833532212865	-8.181229132685669	9.028241876562685	3.3729924823336557	0.3321567500343281	-5.352950062793668	-3.0672591100911637	-3.4690262804463803	1.6780032603598372	-1.1317253747437868	3.9953401931760024	10.869421317352113	2.0878584819476647	0.3761784649591695	-1.7764715215304736	0.2790261554566417	-5.328981254723977	3.2584808827553027
1,1,1-Trifluoro-2-propanol	-1.089505411808387	23.73776288521279	-6.121801881140697	16.22977215499484	-10.228501112037717	5.211011734397431	-1.7515920168869825	-0.06240758284242966	0.3123485493784382	2.560918150913876	2.1094057999859603	-1.0976118122079146	2.613153017854601	4.145560967040031	0.8693414728608387	-2.700545972764704	-5.921489202529679	0.9326769185532195	1.5242014519075409
1,1,2-trichloro-1,2,2-trifluoroethane	3.7532225032679127	17.855234527852847	-4.554588395729128	8.075053811111259	4.3212860002382385	-3.373810708828739	-13.047022806724339	9.779937835305478	-7.155608644334701	1.722965156360145	0.28443391843528737	4.079901577860006	-6.134296513155215	6.955725189322224	0.4513478050299606	-3.333043119284582	5.484693261682827	-1.4671370372042825	-3.185130274223147
1,1,2-Trichloroethane	1.0037297201754696	11.733101347572044	-7.471773948519183	7.395637833171583	4.772399060112988	-2.5764441104074565	-7.533531786998736	1.548323626079503	1.177600498588736	-4.5386594872283315	-4.13379275471374	5.729597366890178	6.640153417505782	0.11050270895499195	-4.67280683344953	5.342173954494959	1.886735065002513	3.2694990540830475	-2.4926363972545076
1,1,2-Trichlorotrifluoroethane	2.6487640923002798	15.796440106255721	-4.469867439555958	6.3368590992191915	2.0675468552654417	-3.537540459327614	-7.584317019138844	2.922125943431567	0.5247712838721279	-2.511369240605541	-1.4555149976132113	9.569701181236987	-1.2781722766169137	1.6293673237250224	3.54470700198811	4.277640265536422	5.106102907411329	-4.574357168341627	2.7020949577981535
1,1-Difluoroethane	-3.1637226401112386	10.522769703852518	-9.844463813913787	15.104718543011943	0.4947608529827681	10.664190017233517	0.709530771949434	-1.721288449001084	-4.483088524086611	4.55043237330785	-3.8334258236680943	2.536297350506908	-3.0547161127460023	1.6317643061609148	-5.018393460084304	2.3216468111482422	1.907723953931664	-1.3646106461628555	0.2294548201111176
1,1-Dimethylhydrazine	-1.5554031171293439	1.8615346640079549	-2.499963887083477	-5.1478253236504	3.291160876895257	-6.804960329678743	-1.7210805320136868	1.596213798443958	-1.2273036651619502	0.019435192104828938	0.24387851680703176	-0.45326973010610105	-2.577878682865099	0.034041976603626165	1.539621357603328	2.539701005323886	-4.4460335179672335	-1.908374866705569	-3.390458990696831
1,2-dichlorobenzene	0.054414349632951525	-5.015543258961655	3.1944044531024556	-0.05916301061459997	-4.087782503230908	3.881047185758897	-1.3306669284989519	-0.13734747259504884	-2.3644726490620664	-3.543346758722522	-4.393425494232452	-0.6815857218199062	5.698420428439902	-1.816476177344542	4.347000507743488	2.2281891175201083	-0.8765224697060342	-0.26209957135724876	1.5399716373243892
1,2-dichloroethene	-2.351806407836769	-4.765599702048822	-1.3127622090087636	-1.2163804212429588	-0.8576350006563361	3.8530365208850705	0.4810806093108766	-0.009178860517940925	-2.155365091343904	-0.6791310293045438	2.966378115198421	-7.688374405758815	-2.0096755675048263	-0.16415095564758786	-3.6388829662385156	1.282515540178464	-0.40982696166736465	-0.12268405602933065	0.5188399879413215
1,2-ethanediamine	-3.6298600759060067	-5.890847885925996	-3.366313090806201	0.5589767532885082	1.9755093712916578	-1.3116152864668233	1.0188604907884058	-0.15987282626835225	0.26867378557936283	-0.6625942953054897	0.5036058409632342	0.5746403364441958	-0.4334366109913499	3.099321251769818	1.3590279431024144	0.05644559830637032	-1.3651662955045054	-2.7506072129617145	-0.22976231194524385
1,3-Butadiene	-3.076150947625084	-5.979273288969704	-2.159244365197806	0.7947515149506089	-0.588124240296892	-0.1510505289729154	4.188679380874403	-0.1866939322110227	-0.378867600563575	-2.5619378479651727	2.225276036771654	0.16697433275475732	-5.471371408336513	7.455199352826714	2.435420605967368	0.890441451141167	1.8088554706861717	-0.49081403114106115	-0.8073930626939314
1,4-dichlorobenzene	-0.6135814800355887	-4.484301122218887	2.068230359441875	-2.3805903874099714	-0.014613948206259497	2.0812275460139675	1.826479143764272	3.294559740818331	-0.6323415094658805	2.2908848532357946	-10.684289883183231	1.284110689392091	5.530165501338825	-4.412748525885724	-7.751639543368398	3.308508101623888	1.6196198806523001	2.692062542569541	-0.24304709988384515
1,4-dioxane	-2.5183596781797344	-5.0567886902468935	-0.6805304609725984	-1.183875263806017	0.2928932705053952	2.3275494849524807	-2.562063695944529	1.2905141108506073	4.775768726755232	6.848420175863834	-1.0018898553234021	-0.7042551294654188	2.753822308505531	-2.4070135490182882	-2.9018524537196835	3.6010814659979755	-2.9508684496945925	5.731336436075329	-5.892011208066289
1-2-3-hexanetriol	2.1283209435126107	24.213941910124433	7.12118649668549	-9.237054221032686	-1.3989449907157185	-0.7178281187148207	-1.1490317197423203	4.796708389512227	1.5877954068503182	-4.087688929298347	1.3195906285114036	-5.413390327697872	2.6002093444949583	1.075122693281237	1.7172009148896596	-1.9690640957982375	-0.06336775066966818	5.581618063000165	-0.3533923170040949
1-2-Benzenediol	0.9436032149316042	-4.746657756732538	7.094114922449956	-0.8864675426980659	-7.118631866891595	1.0489572042148476	-2.003967295736927	2.1562096718306227	-0.6909581011617931	-1.7920885108180096	-2.2544248435529197	3.62997109398369	-6.291011888153171	3.4389389685433853	-8.556219405479256	5.4188923878402475	-3.6644875358513698	-2.273916921147811	-2.213011670650006
1-2-butanediol	-0.8672142462196447	19.4384277530878	-0.9981740864901498	-3.6794800711927724	-2.134747269477816	-2.657744238323081	-0.06176911525769049	0.387231291682322	6.6297328626874945	4.059850728723327	0.522257723031236	-0.10312104325002375	1.4511386945275933	-2.044612661060071	6.403905241104529	-0.7966958440705182	1.3359378761474177	0.4301450923336845	-2.7805826813253494
1-2-Dimethoxyethane	-0.6264903004972244	16.16658132483704	0.23099806067798098	-10.827590792925008	0.3599532369754409	-5.505146932978805	-2.051020683729725	-2.45415004040442	0.47922774123686135	-2.0029942523048225	-0.7086845119150873	1.1047897907921411	3.212380603331689	-1.26313541498033	-2.7710345218594408	5.584744325857039	3.461772145891093	-6.584523003400543	0.8687898312973036
1-2-ethanediol	-3.1907370040954794	12.406828968120399	-4.677160437558817	-0.3161482090967079	-1.864608701339074	3.011828267692538	1.200323564100986	-1.2851599156107039	0.8941044986103043	0.16543295924982532	0.7711798271437751	-0.8866681476275768	4.684664062238454	-3.7561702288133954	0.9897865488422647	6.151902353553662	6.2631315838832275	-3.1123564565978237	-3.5133561725597
1-2-heptanediol	1.5541109986581583	28.14245227782515	6.703453831554991	-12.612843896474283	-0.23211109659008752	3.0347886257702856	4.577691681640978	2.9386980430938716	7.460952674302359	-2.3658119550744265	-2.8547132605134	5.5445095839561205	1.114377534942166	-2.469559229575351	-1.2388827742942825	-1.7944029278179332	1.159263672922042	0.9413182310908969	-0.0734552088800252
1-2-hexanediol	0.2941610928258473	25.83126250863957	4.6280241320707605	-9.322423368670623	0.3595919535371547	-0.44983035629248613	3.625734497174276	4.884885520602821	4.440321102155009	1.5215249550278136	2.6476455353740276	0.014293484379716876	0.573658841265982	-2.2676991409697873	2.318101872003455	-7.21835112682761	0.8358377183526744	-0.8601514431292665	-0.6549208855294275
1-2-octanediol	2.975364714517376	29.25934653369977	8.789122411382884	-12.843080447048848	0.4534085798729499	3.9910597001841177	2.035310080600088	0.809089703958724	3.002696132003634	-1.7717581581200512	-3.7364746386455354	-2.4223274422908356	-4.389982063543596	-0.9711514717199621	-5.236031849399229	0.3324585464833861	-3.5758738763847	0.7288072257244147	1.0989747754153216
1-2-pentanediol	0.63067354664847	21.57317331055286	1.2717261710752017	-6.6638971659457535	-2.4988809972022348	-0.8567538207804904	1.5142596868262135	1.3944715791197702	7.013430564242625	-2.6377976419105575	2.321069914623816	5.445326386472045	2.2607151586313003	-1.2769068026226118	6.098352224334166	-2.7414456514164445	-3.5855368440767803	1.2790210589793678	0.6970563317296375
1-2-propanediol	-1.9789938375700078	16.09412726339033	-2.6256784442926935	-3.7282462987662104	-1.3792120066775826	0.9694566565578003	-2.7747077842316368	2.119146401506642	2.1093000728265405	2.1541990551524974	0.6706541799167645	-5.006876560195079	5.382239494635749	-0.6473620564762119	1.0109717443090336	-3.7169644834547158	-4.984514998282059	-0.01724608336282137	0.3761220930548719
