Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32
1,1,1,2-Tetrachloroethane	-2.6441267907618875	-1.9173052623778486	-6.984321405488009	9.300184354685667	-7.292468228260433	8.484512777931092	-6.694992325694043	10.618457847425887	2.922213453266706	-0.8060187124830513	6.151431171696053	-5.148965652180823	-3.6148059252537577	1.7273907186692252	-6.521315882754323	-4.238281057483123	3.676237479739142	4.076919200277552	-0.07711838182775398	-3.147029772697932	-1.9970312491552713	4.979132521355108	-2.8895408318551294	5.34260538217046	3.112040361747828	1.0593504246923005	-6.145424747401325	4.048217464325693	-3.278473591627445	0.6358731067440357	-7.488400198894321	1.3955478543256985
1,1,1,3,3,3-Hexafluoro-2-propanol	-6.125008940439373	3.6157225635948356	3.0816638812208614	-7.9430314874561265	16.820374483945134	8.136936022628108	-1.7586120206564686	-1.2187873243290892	-22.973554087518064	1.1024552436585382	3.29332714958466	5.551899095685121	-5.142438105490821	0.7940211761079868	-4.081322364611436	-1.6328421155162733	6.803060085155058	-0.5463711793149361	-0.1536684985744579	0.6900226512672869	-4.92867740581509	1.194971808130032	-0.16902101866754074	-7.339333416724789	5.734327357424525	2.124305975741613	2.774880404478625	-0.9727416432036109	-0.6117267625761815	1.8904979429079036	2.730507267503608	-2.693229511351409
1,1,1-Trichloroethane	-1.6939844339684833	-2.754585010322368	-2.3012715466937843	9.106616138054775	-8.2666250864287	4.067361566344436	-4.939455438360528	13.039403655999447	-3.4092667221586943	0.2672712415299387	7.466908895721866	-4.697596000730342	-2.2272875536650827	1.3759331977947566	7.962119224495654	3.2449949991857188	-1.5409194082340698	-3.738626578479164	2.466031504040081	2.4649232988599175	1.04473616523633	-4.387214258310514	7.7948274229842704	1.5816241815649275	0.3326124297479634	2.7046593564475536	0.3739057257177529	0.9343820508755836	-0.47406537138731464	-8.247346289108364	-1.8786077337795561	2.1325800811218154
1,1,1-Trifluoro-2-propanol	-3.729827425680499	-0.001621662403083514	1.1061209635668956	-2.2852259266906367	10.671161492472825	-0.4402193155968213	2.274224559688791	3.1434389573646846	-5.520645849342412	-0.7462280586148164	3.6785272539070686	4.743714519621553	2.7330791993517565	4.361077726089755	4.53840316671115	-2.714443108381224	-0.8800132265110784	-7.0534537022844095	-2.659032983582515	4.749290371813599	-0.2626598971355237	-0.3024499063492155	-0.46245994246405026	6.0135998097948615	-5.393433966747128	-1.6866995978736399	3.647457917509462	-2.3264963456614334	0.36503226518703547	3.732595909602972	-2.55182063550137	1.469122654116354
1,1,2-trichloro-1,2,2-trifluoroethane	-4.0572311660510145	-0.5163214476871856	0.7407807886266513	6.154150371131366	-1.2761668289097876	10.319103677260044	-2.9371134527481657	9.496461178516626	0.6138499593395339	-0.45500675331765883	-8.070978811334736	-1.4589853612615518	-3.6313406067116953	-4.183755077333501	0.3023100527506411	-0.5992471316724853	-1.6251391948044138	-0.5566639463979225	2.697021742645755	-0.5123496179778415	3.6080940956753076	-7.3340594154256	8.307076005088353	-3.378074327248649	3.395875609169611	-0.610654504748884	2.2112065837974195	-1.7479115651448702	1.21857713917277	4.667252809395594	-1.93662999792641	-4.510691696129672
1,1,2-Trichloroethane	-2.474151953947773	-4.076066938867592	-5.581686009792989	4.334444839237435	-3.600917256980193	5.28708858559778	0.6237040081813967	13.557149023397214	7.553227205921512	-4.97466075455786	2.2295939340587085	2.751446093398571	-1.5255782499844504	5.295286368714767	-2.6491196867810136	-7.616585937363179	-6.18097346896873	6.426577123896559	-6.951313237479479	-4.2382412029831675	-0.6866036178066918	4.447128243998821	-0.6543486876034401	-0.7484018646291244	0.5371798964227064	-0.8346000824805474	-4.437425631537965	2.961493369849539	-6.698828783005118	0.8830825798975398	0.38160675886542367	2.0461923052926636
1,1,2-Trichlorotrifluoroethane	-4.1921362447951385	-1.6012294611865563	-3.223985760744313	7.368136216733142	0.8748750720470537	8.81729555245531	-4.976491661896118	11.24987333137841	-3.748933167560263	1.4570168175208695	-0.5543212644387164	-3.6023580243919464	-2.619026295393183	-0.8508447993439233	-1.9852518005966526	0.8621135163207478	-4.351754098823505	6.936790060460567	1.6406028444280163	4.64963323530603	-3.823837127220114	-2.6967038385466906	6.554793327769375	-2.5924230498936485	1.4266382969428337	2.949509943455201	-4.045379234393604	3.4467093848685244	0.7601741953119229	-0.7624002988569132	2.1474343949498356	0.5078965478861704
1,1-Difluoroethane	-1.156046365279508	0.9744536343875823	-5.856552719650403	-5.296126745781364	-2.7043550959887224	1.3404001386279538	-4.31180713252881	-5.205472145888564	2.734960333381685	-1.5058749857465126	1.0309314536593452	1.278392110106755	5.15991798755472	0.06409933554244483	-4.875272149984719	-2.393934140376809	5.760758508393328	-9.513530073259192	1.694968976835803	0.8163012720772577	2.4538616844997034	-1.4478943244248081	-1.9987722373604533	4.014697363058268	-0.6597918574331781	-5.651370014002248	-1.1065450613775742	-0.15694331340347392	-0.014511855454854544	-0.9072719174407681	3.6589217175154487	0.5007559569279117
1,1-Dimethylhydrazine	0.5321279330036882	-3.1666751767352697	-1.4603856965540012	-0.5494015832397875	-6.656899625878719	-3.2204888478390017	2.7684516892781437	-2.9037876080351546	-2.114976105586092	1.4692979556701011	-4.157220753896977	0.9909035370220652	0.6263998948619198	-0.3177752767155561	-1.3533878521521232	-3.8795835855973	-1.6091260616256462	-2.5865292486386275	-2.1245716475487173	-0.6879110618236012	1.7056078170625335	0.28350330432893506	-0.461343731898071	1.0725742090219417	-0.15136374920443477	-2.120508761419408	-1.6713824084222944	-0.17194815515371178	1.247590865721528	0.4335602273597764	-2.312162680543503	-0.9463959534018834
1,2-dichlorobenzene	-1.98150727885875	2.398515766323685	1.912729824993866	9.226971366399129	0.9257955486931954	-4.476598700849289	-6.189122470279938	-0.6233302225512045	2.0849719210875337	-4.673344795570775	4.095881360960607	5.512838187818019	-5.873637507317382	-2.1775677066592016	-3.0375639087165025	5.870154787388311	1.6430172629213395	-1.434342327108969	-1.9327990880499852	1.5135937996769382	-8.519724747265093	5.5682496997221484	4.059212889912743	-9.920406094875226	-3.2733350020396585	0.6062793816279493	1.01624237982867	-1.3035911543040466	-2.3293237211765407	-0.7484164196843921	-0.8300776528131025	3.0196274485423453
1,2-dichloroethene	-0.38021387893030406	0.5485926123338515	-0.5865760337953331	-1.810037756281425	-3.0619025906059734	-4.6261508487628635	-1.7812222423688884	-9.00771059148819	-1.548942527851348	-6.397719113010774	-0.8859185867166808	0.398879928615165	1.1417134415875922	-4.103184967305912	-4.488432628826454	4.929022984679063	-0.09326491432198938	0.5970931918185911	-1.7491053824842004	2.4637090173233163	0.3871815186417599	-2.7427245642819287	-0.4196194698777591	-1.62792009388052	2.6719755130251084	0.326134115305805	-1.305890948133928	0.5085567279607313	0.6288328514772963	0.6073261343303028	-3.4500631257054475	-1.3405727829432106
1,2-ethanediamine	0.014449071072141112	-2.1565920067714073	-1.7421313590486938	0.2415325111431827	-4.385207696903269	-3.226310529172311	-0.09449345898409724	1.0648413764316433	-3.896893084964583	0.7102406687877454	0.7986480186458036	-3.341494687864454	-3.659049631495455	-2.491600628207359	2.972468917804926	-2.3267124783653337	1.7203940966949094	0.4371074299408353	-4.38465937878523	-2.154408379187235	1.9879633244738713	-0.2897263089806104	2.6707376009746664	-3.0886400235238787	-5.245612742171935	0.6715190717352216	1.4164959574261216	-0.8599195540479888	-1.0881106355763093	4.233743613890997	-3.569521000144338	-2.743552060791226
