Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38
1,1,1,2-Tetrachloroethane	-2.6048551093621906	-5.6615927159601425	2.8233687471596585	13.78459637644381	-5.42011115414502	-4.434958999333644	0.9218888334026195	-1.4069742602321325	-7.970219611345671	10.870480657465007	0.9424689634375956	3.462314616466566	1.0890278802652507	-5.765579875696771	3.2686895106605025	-1.4736399008426981	-1.1745371873855721	-4.615770834469489	-8.025568395883722	-0.15311908775522404	-7.09630845674386	7.435405723398596	3.4537758813277404	-9.210288716006989	-1.4951469977648972	2.5297755272420486	-0.21736426076987833	-4.6357039773002215	0.7953965338770685	5.6627038999337875	-3.1477575633748986	-2.9415668106993875	4.201203883498821	0.8501151566762576	-0.8814314448510785	-0.8892031668940577	1.5114602535502462	0.43313425671282557
1,1,1,3,3,3-Hexafluoro-2-propanol	-2.1609003218889367	11.619642395004089	-8.438357451365212	-9.663083416837303	-10.286054084657724	15.048244392879592	-7.489457988737894	5.352932777794602	-2.287884319323434	-6.265450614917199	3.749623184037008	-11.369364937231177	-6.357052095786609	-9.62338384809079	-5.198482025066405	-4.364663623072505	-0.05233063685035393	-2.4608642080416483	1.7149107002031356	0.9147672051937134	-4.057097770288555	2.752805613079325	-0.1832673127384867	1.5653137314229226	-5.586291375755204	-1.459107060928917	-7.544575495359434	-0.9564177838535337	-0.26352386636257674	3.196311571843976	-0.22635114922080313	-1.5193623972614607	1.072411207997016	1.4344191339158112	-2.861249760711336	-1.82397014782795	-2.4309981275138273	-2.931934511754317
1,1,1-Trichloroethane	-1.6384602429518245	-7.710412441345604	4.53607606162458	11.772889602009387	-8.466325963684385	0.8427370327267674	-2.0777339090686318	-7.303475694447426	-5.677623351577574	6.6262655801623325	4.7451470138805005	-2.0299557802063166	5.454482481455933	0.7619344426735183	-1.2499086856117168	-3.2498897729595795	-8.065604911003007	-1.287848944813759	2.939483885839734	0.8332050225451998	-3.2622576046248177	-0.40931894681345876	2.3499446931083003	-1.44753158286248	6.310768137589185	-1.7348734410456201	1.3078230045585455	3.0081106233178416	-0.7508931100731325	-6.608185843063588	10.607474128700039	-1.5162580585110117	4.977009360641322	-1.4085350085097954	-0.9200872747268458	5.977475850511706	7.513575124048862	-2.3699981641633103
1,1,1-Trifluoro-2-propanol	-2.3504892077893698	4.327966366399665	-4.30826647162553	-7.467342592667739	-4.899647650756979	10.697306193554008	-6.08324270414263	9.00909911371145	2.6447704740882743	0.21145825666966436	2.8905255229598814	-1.5129001143007301	-0.9300089932460862	-1.977939511297339	0.22451321700893606	0.37956796189951825	-6.822621904397321	-1.0306599391778988	-6.008069532887	-1.8276128652111552	5.625152723802679	1.8550291362926692	3.637933271370911	-3.347140658410702	4.867473945388691	-0.4701704985949239	-1.8069483006065978	0.9663053939410875	1.9980164779577347	-1.2758584152224417	-1.3952803650817849	3.6155370656351824	-4.071300035423314	0.9911872661601767	5.234024770549531	7.871550253859278	2.848488516899675	8.380778472189895
1,1,2-trichloro-1,2,2-trifluoroethane	-3.16424853047142	-0.9235822793582619	-2.4108891148026093	12.389194965169693	-2.1296345549855205	3.4240278700268627	3.9352430710248356	11.05311766471028	-6.19297429579401	5.79848912994205	1.8374467128838103	-1.3470856952210932	0.29456775007817687	2.5708558777718724	6.809345914000603	-3.0126796119683465	-1.6466621347639343	-2.2804535419219296	0.02994820987466499	-2.667087044947866	-5.10511530233504	-7.422559363643712	3.4367444285784714	-2.831963006949432	-2.207301250381567	-7.153412686568116	-0.497756768009073	0.5370877617672594	-2.9725660417907642	1.1059636444556584	-1.346137167286101	4.678854172740813	-2.689767191272915	-2.407769906054948	2.563981521315977	-5.676668207912165	1.4213848594492196	-0.9290154016394313
1,1,2-Trichloroethane	-1.9533472912540262	-6.928347788254668	2.186464282843757	7.700688283715674	0.028716125352755265	1.500176445999626	-0.2675595188402599	-7.498039487631863	0.5659275267339304	10.262995548547297	2.073474944318035	1.2118564271136858	-3.295625721962742	-4.354834201023198	4.578466414352969	-5.32752583595092	5.045682196987367	0.048291635306672104	2.958599201799905	2.644020470011748	9.498165340835156	-3.2371258889004992	-2.8145333434600537	-4.364143119641982	-2.5573698612743083	8.277193308834319	-0.4704175829541875	0.5896560611955786	-6.334875868065901	4.874819344323001	4.136062853853031	-0.4603564185126697	-0.6852239981763728	-2.5590882988745896	-4.4794850640086645	1.7142945956205518	-1.6106394510939814	6.7931184800538364
1,1,2-Trichlorotrifluoroethane	-1.8402921790279083	-0.506290292104375	0.4870629235751028	9.807158969086037	-7.160419580467348	2.8805870613607287	3.769881475579818	-0.9877157810836076	-9.858834977834787	10.586918232384027	-1.0208465674902876	-9.700508161168447	-4.012452882091876	3.120687565518176	4.157913490263243	-2.5219513467756087	-1.43758255213818	0.13003098118209627	-2.3378423964933313	-0.14490729974950697	-0.387124143786551	-11.625647523126613	1.7774618773479556	2.282522882597729	-2.853797885858467	1.58398245755112	-3.679483807988541	-4.237779013557269	-1.1999597850524553	-2.9909679633541293	-0.46760734878810317	-0.16995425096085873	-7.085583682639865	0.7314860343007535	-7.418240616759656	-3.58737862321132	5.704564119739185	0.0352188831429664
1,1-Difluoroethane	-2.7928468159052033	-5.200504145402957	6.048385213773228	1.1701171619813024	1.5518032195939016	-0.7732840390861497	3.0922777613511294	-1.0102514790920867	7.578570578167189	-2.4852617532912635	-0.43394945079047154	1.2930671265886433	-7.0225412067141635	-3.5151099936129038	-2.168529617974773	5.9363220471509415	-3.2388966655148597	-3.189835083426798	-0.089457506269016	-4.6518525007749805	3.196795028708601	-0.1287470327438333	4.634897304598666	-3.2692398242832983	-2.864951479983862	1.922275434369791	-1.052133445036849	-1.4531853104832702	-2.1838078206705385	-0.10022642912911968	1.6224502858077041	0.08031958310194721	1.3058111712336609	2.120614474418506	-1.9107278337672409	-0.9518447261260319	-1.3092335883039707	1.031231770931116
1,1-Dimethylhydrazine	-0.9700368401125911	-3.2000870372014916	-2.259459919020965	-0.11347835195584187	4.334998168493072	-0.2236798311369837	-0.16938463942087723	3.2186603652665853	0.22845546157461466	-0.5625400685249988	2.3975500226878266	-1.347538422982203	-0.3084635020942257	0.6289158561055223	-2.6089994859716255	-1.5686678293915137	0.7702832811131974	0.8425267494828806	-1.6956164712023387	-4.4429627908666145	3.466195335917828	-2.8941433162204495	-1.8856104487719998	2.6393858915299595	-1.0037374063367654	-6.504510921945117	-2.605658145148178	3.7596350640136875	1.6223640062153881	6.085276355285631	-1.3527007427820656	-2.1262646700185677	4.333369081712757	1.5155194963779972	-0.7017364927540848	-0.8765716295591184	0.1543636914852619	-0.05245285038399162
1,2-dichlorobenzene	-1.426124626481084	1.9361682986370403	-0.22817806522134532	-5.097503735479353	-4.74033817177624	-6.315086094336722	-2.6280423667905186	6.270557264841664	0.025676376904344142	5.182784003790821	2.481429802111255	0.16673177086833668	5.047637527203131	-3.9843572336441184	-3.3709204068271985	-2.079834375144007	0.3918916630151189	0.6500426079924547	2.5424557409497135	5.515129045517602	-2.1885692486913406	-1.2488560260499793	3.837984262897024	4.260043592247163	0.23283602069941728	0.9738887506816116	7.628890514912568	3.2425686260375706	0.8101245877650664	1.7018580558442922	1.3843896609346058	-6.8698451393092155	-5.39229359777256	2.420761806106208	4.641481552290492	-2.7104704279965155	-3.8278914970862044	-1.5998443243106744
1,2-dichloroethene	-2.1076675908567224	-3.5015132893634124	2.864028956205058	-7.33896731531345	5.7360302998317865	-4.405585382807682	0.553194697113575	1.4675919223759544	0.3361246495114526	0.4482099347992252	-0.6475689254874176	-0.9809156521419309	1.0406383398113597	-2.8115435316293373	-0.5295378000498352	1.4242417980418904	1.1929773806186514	2.6798691783879356	4.970272940410881	-3.177944407683999	-0.6191136595163853	-0.6238865242250584	3.51820338417122	-2.2772461382168068	0.683547795998755	-3.366311865316978	0.8680757470194332	-0.368646963219969	0.4914708836514296	-0.9813080649868147	-1.9878973621140368	0.9786272642882021	-3.617504973901345	-1.4670077251601048	0.4862340326306338	1.0806404668959295	2.7585964424735634	-0.26149991404239925
