Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14
1,1,1,2-Tetrachloroethane	-8.277685504253666	1.6967685989216785	26.605597123557942	16.595955204523285	-6.577096038045998	-4.894443984730757	-4.180755269575026	8.716837174987381	-2.0555400250864726	0.30872745129945084	4.246943324575719	0.9235575329906905	-1.931304291778542	5.650875910271078
1,1,1,3,3,3-Hexafluoro-2-propanol	-2.9389537876319123	-1.662627438463318	-4.702857152582967	-4.20348382687439	-1.4925718271437673	1.3694378393889635	6.003151830862296	-1.8218513549827993	0.5624069664513618	-1.6006879258218187	-1.0163873974614934	1.5557137220471258	0.3083359500675818	1.5614784188890642
1,1,1-Trichloroethane	-5.923038991365843	1.2200131394810407	17.741009251633262	11.632472532227183	0.048212173815092546	-7.096808859842946	-3.1112847624400963	8.639237353526813	-5.124174212151164	-4.915410960589456	1.7569950559851881	6.818525519270469	4.50660063176598	12.016999327292506
1,1,1-Trifluoro-2-propanol	-2.9012451645635458	-1.6646739041789922	-4.722554941052461	-4.2160012188710425	-1.4676004038511792	1.3615301086276654	6.005927527798339	-1.8518122825786862	0.5360185506483851	-1.6132577949951772	-1.0417897866521015	1.6028324110470125	0.2897143407187218	1.5763904583014752
1,1,2-trichloro-1,2,2-trifluoroethane	-6.941901571476921	0.8667846924999495	22.38502288460917	15.223764165150525	-4.1397862581372085	-4.365378424965066	-11.92099458597556	-2.534771430435542	-1.2576220952926729	3.3287017965971297	-14.06297071204555	3.856137634475282	-5.463445327730534	8.825645750644258
1,1,2-Trichloroethane	-8.253902916386537	-1.8870065909632978	18.53435800152429	12.338778488946966	-11.173025032405329	0.2755425792647086	-4.616929122608409	2.8392756686136185	0.3652445471878726	5.131171584256708	22.07902589865286	-5.472355845576004	5.1335997413628505	-12.17021462776191
1,1,2-Trichlorotrifluoroethane	-7.556778129655861	-0.13003710935135787	21.42338986204686	14.029223844635885	-5.680639349840815	-3.7704721165894433	-5.374532010146859	5.10679164747037	-2.7724858444942853	-0.38072543950821836	4.655123904092352	2.84411621434392	-0.17314665142564795	5.70383720572441
1,1-Difluoroethane	-3.1769403512713383	-1.4185174011070905	-4.6675962580588095	-3.50574200367027	-1.1378557950670267	0.19283151347897318	3.6155003723482633	-0.9863944006074372	0.36770808557067	-0.7489553703149819	-1.3569903583566054	0.368095869463333	-0.5495749284098455	0.7105044118526235
1,1-Dimethylhydrazine	-2.546030714322325	-0.956520499940154	-5.271205876363242	-2.448300706671171	0.5191708601429595	-2.5552621480065114	-0.9418415763087445	0.22872029612471423	-0.9954655850907853	0.3879130662731804	-1.9372694244475201	-0.6082534460270402	-1.6829212019203714	-0.828714004601515
1,2-dichlorobenzene	-2.7798892860573776	-0.13754181796700027	-0.39549948128846985	0.9574366288614917	2.1457703830759822	-5.578722193971447	-1.8642327299634787	4.636537912688436	-3.605071132368742	-2.4031809406870654	-2.0585512332529645	2.551151981293715	-1.7913443846941608	5.343408546231258
1,2-dichloroethene	-2.305400499458689	-0.9611674304694139	-6.047774941196232	-3.3562417324022285	1.1680533434018903	-2.3902417900251063	0.8076178465394179	0.22193974370184158	-1.1674475601768823	-0.7441770579556003	-1.114592369818021	0.48516531793021606	0.6132024728631152	-0.008922886002686306
1,2-ethanediamine	-3.39780721830843	-0.7395038009874146	0.9449578568175124	0.9342256924300053	0.2795446050306525	-3.433039553967654	0.807158633207445	4.365089359298707	-3.095205055844443	-3.346457132627867	-0.30521787666908945	3.209178094252108	-3.064629175097027	6.319352612529766
