Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53
1,1,1,2-Tetrachloroethane	-2.634127656791522	-5.690254881486742	2.796902876293291	13.75863654576504	-5.483998044584002	-4.287232730579596	0.05132728070253412	1.1722079648047683	-7.396548964243457	11.826857506745238	0.4527985793276767	3.1203580486541034	-0.7742464198805872	-5.658884185479819	2.2928984325931556	-1.462311863910498	1.759358417852149	4.815109671219362	-8.809963436614913	0.4909371938738044	-6.780874460848174	7.671318054296315	4.059162381652305	1.0151250176164233	7.309725630450077	1.5013458764782108	0.8011718245014711	-4.297488684095322	1.198356503011116	6.199545339701266	-4.24717527343906	0.554752004111167	5.034024898860011	-1.0458804520456535	-0.40934716997305776	0.11935232373896668	-0.7415352842894046	-0.693033253005976	-2.4460194147672776	3.553808735278709	0.530860147461425	-1.209336720156925	5.969011068596526	-0.2843892616433552	1.745631310606551	5.003371221429137	3.9768081867491087	1.0978466680837886	0.6219302512579142	3.233445674947587	-0.3815704984103282	3.046669934921859	-2.501153619294307
1,1,1,3,3,3-Hexafluoro-2-propanol	-2.189876647075725	11.700769686772691	-8.317747146339746	-9.723323505282256	-10.076507687068787	15.67345534395213	-5.526235081710472	5.54781746246871	-0.9028915110153325	-6.386142975303901	4.238344338604993	-12.740634069144615	1.9301855487068798	-9.947864141290514	-6.1616364368855745	-3.336152428720727	-0.6725810828662006	2.1919142944871566	1.2641817501126176	0.8902552240715998	-4.256329467317271	2.4679889119765854	-0.8756407105282927	-5.678903077768529	0.34664195132360814	-3.073529381714474	7.237921729992047	-0.0005331012235922312	-0.8590560309620601	2.9973630467327506	-0.547770870611985	1.0000896710277953	1.2757930128224135	1.480846995039977	-1.9504933124054027	4.5427513849092795	1.5504060991985138	-1.6582461691875687	4.859256858510218	2.600792450178953	-1.5950019796443071	-0.7998712130884786	4.46613552154182	-2.883506472625486	2.6314865997036483	-2.167632967027593	0.5717685682663842	-1.0217205791187605	1.6484209527027172	-3.5454692203019786	0.1250695507954166	-1.6758249707416026	0.6014713426067254
1,1,1-Trichloroethane	-1.596898014642561	-7.740483017665302	4.465069760659994	11.891540470161447	-8.405349721709669	0.8590701841257111	-2.778289071907352	-5.022489439916392	-7.0889622954438885	7.6410994183256555	4.37843813292661	-0.8747306012997806	-6.931276866893821	0.8517715620236871	-3.3415664080915195	-2.4158909387155703	6.658506879219886	1.1068179123358826	3.214657080157669	0.40190648923644284	-3.3098669454503096	-0.35855803724589447	2.477161088386112	6.254725739182747	-1.1116888934017395	-1.862899643194868	-2.2980784202470304	1.7688392700209536	0.052886761140288105	-6.031912815045696	11.515435060515445	5.7641816203587455	2.2267004807285744	-0.3089397253045731	-3.8570395476365014	-4.385542668118664	-3.7437004204510465	-4.863529864036417	-0.6301968037793652	0.2239036690357197	-3.0404880783279453	2.7775052929610675	0.12631490131242948	-2.9717293913200638	-2.281315668536236	-3.0673451340477578	1.2209678098046457	4.989349135382305	-3.6045509054377063	-4.053229113723635	-1.2970796265922038	2.5697006767201924	-1.8143546349256483
1,1,1-Trifluoro-2-propanol	-2.387768576357733	4.281377530864133	-4.249606839041128	-7.489909314310836	-4.957209999916014	11.681994407218568	-3.828836829770674	7.490332751204823	4.943129343103907	-0.4321224912877464	3.1724446789703538	-1.7015216259605765	0.5766599112123458	-2.0433600979746323	0.0813367866040307	0.37951181165497355	7.570390287472966	1.4755337310277983	-4.803826210541839	-1.9996146425689614	5.679094699273748	2.403975590597205	4.164874027391189	5.361251327428751	0.7417057016092311	-1.0589284477168046	1.6629858845628949	1.4559108108213432	1.2620216889607905	-2.1430351577810973	-0.36570941733663703	-3.28646294852844	-4.150122641203068	3.211664397559951	0.14346013452681855	-10.171314133216992	-1.0484317371623209	6.717535634295198	-2.5749921238590887	2.9155007631617855	-0.1609279800620209	2.061754572148137	-3.635703151668976	-1.211294537427535	3.0231418723789703	-0.7074345726340726	2.34446918651586	-5.058632712239228	0.28187951980865067	-1.3786573858475357	0.7885804006938225	0.9273613608098481	-2.819502062012473
1,1,2-trichloro-1,2,2-trifluoroethane	-3.169165999710207	-0.9477191247203365	-2.402779035633221	12.358489013701613	-2.050978884496392	3.6560009448329187	4.968669704107299	11.892467791012628	-3.013996908247094	6.023705806391568	1.6971988709253267	-1.7257283383270752	-1.3472262653823233	2.4093153979127018	5.647886080619908	-3.355585011042319	1.2642538927943254	2.1720142173432677	-0.3375116049446022	-2.6443531543765704	-4.936785099367889	-7.201434518683816	4.423132834207857	-1.6382024350895346	1.3158329085039868	-7.606206426175471	-1.9740395116502985	-1.065144532078199	-2.5934680983233505	0.3565781786377853	-0.44101992278299945	-5.669259543608528	-2.514822667130032	-2.3553243169836833	3.8136768766534708	2.1911143297010747	-3.540012476693206	0.11698457783052814	0.7305952561050232	-2.710688018029078	4.207031100133311	-0.09177369899120925	-0.8915482617415744	-4.291338580238876	-1.1556842068529756	-1.1425460956153763	4.5675489801170395	-2.8877693046639195	1.3487314333723275	-0.8169653901289845	-1.186945579029574	1.5158886750894442	-5.535402958133923
1,1,2-Trichloroethane	-1.9035808815114699	-6.953888524358505	2.1442200819448263	7.742192990709177	0.06588894815920181	1.1802592492610195	-0.8751056947191695	-7.2259109302532964	-1.006882047896393	10.944463948539214	1.7559135236853824	-0.6549910735747118	2.82233610145449	-4.443153412523411	4.166149270091683	-5.892816413532928	-4.846301136419059	-0.12754923697336512	2.991937140489443	2.683454790403983	9.687475964178471	-2.699508054689983	-1.4024662794368021	-1.0872230826095926	7.563610932274518	6.130788163714145	0.7976630454741918	-0.6204974082865018	-6.385964442688366	4.977457125375277	3.9209421528094786	0.8152852580891509	-1.3070927722954424	-2.7654199357199363	-4.004441885669704	-0.20301629380794714	1.855875891005377	4.508307180190246	-9.173063519385583	2.8100910706895625	0.6898046516942579	6.438920347565942	4.890602437124255	1.8449905137481022	3.424312113838292	-2.726973939021056	-2.4261974301479627	0.33644172703027525	3.8235440409178962	3.3720330646710512	0.7523737800214892	-0.7310488686947912	-0.5481806934588203
1,1,2-Trichlorotrifluoroethane	-1.7546052382264246	-0.35764205534861704	0.5143955980959789	9.87156466807538	-6.674636769808884	2.0622585710303563	3.060023734106557	2.48283621666266	-8.48785178607752	11.457174180535786	-1.3537264948054266	-11.36217790710141	-0.7611106692877003	2.8319673425417404	3.1745679623864795	-2.6378046495233463	1.7691082033821006	0.05682492221218974	-1.884855055019341	-0.06582265972356255	-0.0022455233811535563	-11.53045107765438	2.35413853700618	-3.3135387973136514	-0.38868538548859	0.8088934016975275	4.385244994268091	-4.131987145679759	0.09404973295916225	-2.1722255780503845	-1.1092473341903495	-0.1554374434634489	-5.946798023738806	1.5548890559162958	-6.188408873905275	4.622286507479314	-6.97642403526974	-0.24979900486032428	0.13825063794022135	-4.617606861783946	-1.375603642068249	2.213324368520445	-2.616405768728477	1.5192651940954738	-2.636956799333552	0.43268732468184007	-1.5162289906415893	-2.288503862202772	0.10629966402894864	0.3326863815507879	0.7024110596779124	-2.9637520118996052	3.9699814558264017
1,1-Difluoroethane	-2.815209620227079	-5.281896658238853	5.996681018499103	1.18300292253835	1.4476225358007155	-0.8536746112502207	3.441347899459355	-3.7140112226374256	6.0839627224556745	-2.7520068296050275	-0.38790335888171257	-1.0678985201683178	7.21318941573941	-3.47535427146676	-1.5057889568788185	6.193063448146339	2.7825398850967877	3.1467363767738004	0.3076611719286326	-4.875676181272019	2.964452505293281	0.4241929872139524	5.14103133110125	-1.8494513942361805	3.970944759541805	0.7752229454102989	0.8646860413497334	-2.2396359400679526	-1.4582828970219066	0.29853319067285833	1.5163392006100727	0.1858088398694691	2.026813412605137	1.2310804965419126	-1.2603124418784795	1.933072601328275	0.3363757527303477	1.4086578136863623	1.9221814425749106	-0.3471375151383871	-1.0294703750328216	1.8157645300837673	-0.38436289844506205	1.1129406914258422	2.8655408766667105	-2.4559387475960697	0.4176828457594834	0.8278291360993499	-1.4870867762224518	-1.407153468829458	0.8754772182123887	1.7802916643335451	0.7616998921369069
1,1-Dimethylhydrazine	-0.9904347434808947	-3.190050886756341	-2.292156991810514	-0.17251636938875828	4.294656074765037	-0.17615925504692986	-0.020209787549007714	3.068480156909607	1.2890969884332042	-0.7973600065244507	2.5098260292861108	-1.0367468557634896	0.1761478061343937	0.6054044230403092	-2.444113610219147	-1.371365450927135	-0.7447855849092428	-0.8654398888644238	-1.9243429228826405	-4.351072739267889	3.608033377794718	-2.9026185734120875	-1.898244794172275	-1.8873529734965242	-3.4276988693317385	-6.132599725785987	1.064639243679037	4.954273850186561	-0.12275847403930999	5.749836168383279	-1.996228341794625	1.3811968862585569	4.691715283612156	-0.007373513366038745	0.24550341231276557	1.0237502510918717	-0.22730730812326147	-0.8076032251233314	-1.6443865626052887	-0.30978325360699277	-1.6236902987889155	-0.7207875911394113	-1.5469238292474545	3.35730461716788	1.1765607115805599	-1.317329765019546	-3.6516045852611425	-1.4653463862650582	-0.4704531586951918	-2.3135483162349595	2.2251873984408155	4.766094484638939	2.5009569813555714
1,2-dichlorobenzene	-1.4296136376075332	2.0016865010994835	-0.28430603905338725	-4.984979870027518	-4.970442950964656	-5.944606947471138	-2.728038685499754	6.670485172026127	3.17198424847225	4.293438805031693	2.738290339098381	2.802248845439048	-4.193245516775285	-4.008419778494797	-3.2382201564462543	-1.8443116239419766	-0.2430453482519497	-0.5569003369622325	3.185777514732678	5.176043537785777	-2.617508797515065	-1.0167560194161174	3.143935829368233	-0.8966678997157925	-4.317241353409081	3.5781286150193483	-6.96438368376101	2.46907877783501	0.6960185053245755	2.8593883369255937	-0.6692698249063932	5.851820955909036	-5.164124060176857	4.815510120372702	5.371187888900488	3.4804962101009753	2.5856714127839147	-0.9093973328555701	-0.14460808993066895	3.618441106840652	-1.1256889455220271	-1.7495383649531282	-0.11639786825044889	-1.5851236643978188	2.7516546002468756	-2.522193486100868	0.621929185644887	-0.8536336094949938	-0.18383323054092218	-0.3907298268229094	3.5088032405997156	-1.960349141272851	-1.7530056461548866
