PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64	PC65	PC66	PC67	PC68	PC69	PC70	PC71	PC72	PC73	PC74	PC75	PC76	PC77	PC78	PC79	PC80	PC81	PC82	PC83	PC84	PC85	PC86
-0.0015362291789269929	-0.00021247846605154753	-0.0575896987236888	0.01803830720580286	0.030787735285677083	-0.0788331167949496	-0.012134067261901917	0.05948594014517438	0.08275564937606643	-0.0059673877436520785	0.09213939045385383	-0.08684931550492454	0.051093226937950216	0.015529793491367742	-0.008341178635018409	0.06271143226804766	-0.0006080340996647726	-0.01907095620688502	0.03777344318028772	0.016681039242475673	0.05059516450964734	0.023321994019412595	-0.011655076975706	0.017598924196215317	0.05276404363687809	0.04410448423766327	0.03395915150500732	0.18389320758884606	-0.060721687406690115	-0.03687312831977947	-0.0654107720747749	0.03661141316170777	0.0027526606008011017	0.017940956536102014	-0.06356598761919918	0.13734547358314053	0.025010222197018765	-0.09839232942430731	0.008146560611464723	-0.04901041559923626	0.19325569792125546	-0.0195393756161726	-0.07788440212679357	0.012088642777606256	0.08867805396569835	0.09654717092747749	-0.02371985709262112	-0.03514114719384396	0.14758412247980054	-0.028891734430365055	0.17988745265603664	0.08899173653292268	-0.011790224057046097	0.10310853800047742	0.07342410237343282	-0.04564275311695092	0.05726974976703028	0.03103041501578774	-0.08753661281178592	0.031212450633256013	0.08927053950804067	-0.00043337885221514383	0.10296081180318781	0.18590336202033353	0.02734430802340278	0.06180034470682545	-0.002726526383271046	-0.047538900361809286	0.12306895093804789	-0.006682969706207161	-0.08992892773762508	0.04657277861754848	-0.001392734793542562	0.10415141244515332	0.10304219373347093	-0.06941329750453507	-0.08865495512376433	0.0371482572700944	0.15471906951986023	0.24771060676319104	0.0466715459481289	-0.035842514124326014	0.05464190514181412	0.18975920028625787	0.07650829706452744	0.26254550703405416
-0.0009924721953771757	-0.0015061183487681156	-0.059876697723659174	0.019750403981251587	0.03736469325506478	-0.07917466072271796	-0.008459900611631831	0.0694738269149602	0.08439008171344427	0.0048357721756194455	0.08929969452744785	-0.08382463390462436	0.050116283485345844	0.02138218036005271	-0.0037285101188889854	0.05825880882612643	0.0011315259452816162	-0.015362609803222141	0.049629739177448645	0.013810725797035975	0.049376508190590515	0.017264834981918685	-0.015775176354199564	0.021818494007713282	0.057323532918379674	0.0435746274762518	0.029935769559391555	0.17845260295366996	-0.04921787678736629	-0.043698387473296164	-0.06549187418516975	0.020333088624584304	-0.0077428674458743935	0.01020473654754047	-0.05542237726499453	0.12729625166656341	0.031123705790504698	-0.08510528763147766	0.002261976050715521	-0.031097577102896234	0.17190432850321888	-0.01543118915431526	-0.06309320460420449	0.017951593311604272	0.05693768597398123	0.07778972430429415	-0.03738823559597789	-0.02947798723834697	0.11464748481808071	0.0015850636889668764	0.13326859158440948	0.032997166911337125	0.006914458919423205	0.07681859583683576	0.04628137707420218	-0.040944935875360584	0.029357509972185496	0.019275129413996794	-0.05493663766214014	0.0010988017580799688	0.0629674974248509	0.002530835920912286	0.055702694072326815	0.14425736103188988	-0.0068275265724149475	0.027118936461343283	0.04977628777339589	-0.0119417409284373	0.04733785495834604	-0.0018920459276124952	-0.018765670800912626	0.00701181221116531	0.013325349661072381	0.09992570116049958	0.024402512066335678	-0.007106013721203661	-0.055270478366183144	0.05026676586638261	0.013820979040886716	0.07048420453102952	0.02125664417642613	-0.08795929858949336	0.03171010490700387	-0.008208927957705402	0.037501589625876394	-0.11501760129520533
-0.00032070570751420804	-0.0029808453598201344	-0.0616285982811416	0.02034497532851282	0.04305744588397447	-0.07863112363531832	-0.004010227935976128	0.07931529387963945	0.08487242237372707	0.01533112127415701	0.08575395345789101	-0.07956896475819326	0.04872065024513408	0.027694183227722005	0.00030375489976652083	0.052690650928288674	0.0022396875600552753	-0.010742379270042696	0.06161801414103947	0.009516993556302183	0.047796781057733884	0.010372482147560135	-0.02072259265279214	0.025676151670408733	0.060510658393055736	0.044098229059747356	0.024799408271985963	0.16996456998726614	-0.03573714276026371	-0.04944570658168863	-0.06468878399463544	0.002593441968679865	-0.015253948262948283	0.002328384582270792	-0.043858251841187634	0.11343953229267578	0.038007345150604194	-0.06641554655993874	-0.001238277027571514	-0.012476710824621805	0.14530627907153976	-0.007947990450873833	-0.04544293037229331	0.02357592409292471	0.024004992250549716	0.05830221026077719	-0.04628680797472351	-0.02492111969378304	0.08082109114948455	0.023761018982617545	0.08365916811095281	-0.01039357588551332	0.0161265091551971	0.04945556033431123	0.019066571171365048	-0.03072299889037548	-0.006127606358120966	0.012600569977382261	-0.033460399640865335	-0.019481471368931847	0.02849098639493473	0.008302517811731906	0.022731432330809515	0.08875830014571376	-0.015799689961117063	0.00683351067159841	0.061292415642362895	0.010027260756163905	-0.03287760461590911	-0.01228537477376892	0.01796803243109439	0.036493970938158364	0.04077460584936771	0.043569992269874167	-0.012605467050027125	-0.02608742545706395	0.011081515752489566	0.013448572443083718	-0.00756705588815359	-0.04861521838471845	-0.018626562458482366	0.030623892814650028	-0.009993275380042431	-0.08519082788583174	-0.058599623675110575	-0.2546854925331341
0.0006726960608903226	-0.004795564349116419	-0.06305149929333122	0.020754760207158034	0.04948123258264067	-0.07794642302026138	0.00040363220171627743	0.0875372588574751	0.08428576818076623	0.0267287321113681	0.08150203550567324	-0.07339598836762469	0.047030274782113204	0.03321810682675904	0.004415544652576553	0.04586767604723957	0.0022322212317076135	-0.005396764798906495	0.07101896066504328	0.004878923880872804	0.046303097607040454	0.001969848595037808	-0.026611521844798584	0.02930579141516841	0.06072712655597811	0.044326749473777405	0.020017051534320845	0.1563935999857884	-0.02276005009553072	-0.05428187608289343	-0.06371722319010203	-0.014405738006706525	-0.01935797596614397	-0.0033639495077109616	-0.02688667195469267	0.09380844135963624	0.041702690480056426	-0.04522426931107588	-0.003581518765991134	0.004233355142877166	0.11470446356213243	-0.0004147201873589343	-0.025954959280335085	0.02935215345234759	-0.001785657037697369	0.036913175299712775	-0.04964981200985222	-0.019060068404924482	0.03950324812865286	0.04025282856405596	0.030097935232957375	-0.04623738062853869	0.02258350462220426	0.021318189295201215	-0.0035066883656051737	-0.026516614348000837	-0.02275355930696675	0.00033135322723344376	-0.013485289406769057	-0.028294540472787597	0.002069155936988757	0.0032235425935048835	-0.011549113009132419	0.032513293652799	-0.010905441868686156	-0.02075112249848354	0.04856404431992851	0.015866265806841317	-0.03806836441044263	0.023173961407511746	0.024232582633746995	0.033926624072789055	0.0582742078644652	-0.00432847301816455	-0.05309157522989991	-0.045099639035804336	0.04326512735028159	0.015293600729963408	-0.0653438980246894	-0.1792926816370503	-0.058477017927215144	0.1359317452811144	-0.054474361625051	-0.028974033892786008	-0.06557691220017771	-0.17941854169754662
0.0018156403577587246	-0.006199898867977724	-0.06318553761240037	0.020355297348808275	0.05576528080162457	-0.07703962085267212	0.005982278057739933	0.09492384174580143	0.081758041503147	0.03783030745336694	0.07612139730837005	-0.06643419224354333	0.04482851258196457	0.03809694727260774	0.008243945110039435	0.03656234641102457	0.0023674478564869343	0.0013210644917616774	0.08034507915454275	-0.001169583878220717	0.043616216795296654	-0.007907631782306962	-0.03299960419924916	0.02969662138752699	0.060571302279087816	0.04262134649826398	0.015178232703577977	0.13906097809116924	-0.010800895583217911	-0.0574530603070448	-0.06056975770443991	-0.027830880889247483	-0.024654182863211912	-0.0036888383524067833	-0.013693732345358775	0.07277918711592257	0.04410907136084362	-0.02744636131850096	-0.0025873130680559506	0.01660631268227799	0.08329396555053839	0.0013995203722137611	-0.013110430357029362	0.03618875132677848	-0.021899420718643543	0.02236692808298941	-0.048857820726654816	-0.011361986227027901	0.0032571209654505637	0.05040995326105192	-0.01583333371927466	-0.07150826993606309	0.02980191218962248	-0.01546538250056921	-0.02346023583595325	-0.029077783206377182	-0.04008684502595261	-0.0004631784128724568	0.014478530269275624	-0.03834061939153793	-0.020459955278255407	-0.01699179655280182	-0.02367483980830647	-0.0021084022042352647	-0.0032128230553044638	-0.036884515595187045	0.0547895879812685	0.031756327889245775	-0.026527526669860416	0.02549730456922071	0.05305339026844065	-0.028152939732339278	0.027028565618112562	-0.06426460839204753	-0.06971396896247478	0.02290965786095829	0.049495135642825025	0.009438820513518785	-0.09318744088516043	-0.12167391676196833	-0.038571452048267174	0.003828556791735674	-0.014243627439760466	-0.06976593019126166	0.0010796914437156643	0.016956811636355425
0.003375500218668868	-0.007866217336994195	-0.061620055217441315	0.01979926541220516	0.05975883783564022	-0.07559965049928724	0.011997460813632942	0.10266480825534322	0.07695168483300381	0.04796788160458823	0.0701182362305364	-0.05923650044525559	0.04250704183450065	0.041680320245888795	0.012403892458818034	0.02653727665779515	0.0012746395582263806	0.007569541062634707	0.08942464794473817	-0.0073418594320087145	0.040175014610138726	-0.01796812874816697	-0.04038053859393328	0.03142649510934509	0.060258167982371456	0.03937208341180925	0.011601438282084897	0.11922509723542558	0.0027952839596159795	-0.05777098141674892	-0.05258338881338157	-0.036027355217575684	-0.02929798072388227	0.0005130096258466598	-0.0016220653964627088	0.05324781609730022	0.04523721302041778	-0.008606314183715352	0.0018377920043220568	0.029016740267945332	0.05295197287262686	0.0010040062048706291	0.0031826639050644232	0.0414388204504928	-0.03894523024721682	0.005375035997638992	-0.04301127607801884	-0.005039298621749256	-0.02499718321082652	0.051244470876740396	-0.05278521519001453	-0.07622380215829506	0.031585204797382214	-0.048603829446441794	-0.032035728791879506	-0.020952359816283326	-0.049952273687087476	-0.005913130027633922	0.026024658561527265	-0.040135098036571074	-0.03614559256852912	6.310077894730245e-05	-0.03380371714387486	-0.034488645551379274	-0.01436176972018227	-0.030923681054976792	0.00909160100674889	0.02103876966905601	-0.04556544546984622	-0.014244126582665695	0.05432758043996078	-0.02288993329308848	-0.021330840708339554	-0.06261738777248403	-0.08053407146298575	0.05837915473682111	0.030977924257909562	-0.04701565819222494	-0.10186953807135167	-0.050529505570783374	0.0409456749026442	-0.06014151792780108	-0.030898898638221144	-0.1298958138017245	-0.044758104748048415	0.377319602353435
0.005040550628554286	-0.00990710805914521	-0.059666104098272464	0.018935969174996996	0.0627695830203111	-0.07382652528465955	0.018588650976908396	0.10877521643533655	0.07173297463563842	0.05669905627355422	0.06380614690111619	-0.051944539387911666	0.0390558850317984	0.04349004944363531	0.0139261788437974	0.017081846717588688	0.00017493733507907132	0.013399257200944197	0.09619010389705616	-0.01444012339751555	0.03552844311590349	-0.02691196347024682	-0.04640775247481181	0.03225928342351541	0.05746373296335824	0.0363381744871023	0.009446497637999849	0.09544908515297848	0.017370265998231	-0.055621198638120685	-0.04221072284441036	-0.04307547463937474	-0.029309538540378367	0.005873074658868969	0.0145133887902549	0.029949931725751083	0.044247040642991516	0.010252335584412579	0.004384864718951586	0.03729012581619646	0.024300037197452554	0.0017047645089100123	0.024485551226264474	0.04071590763771308	-0.050026842768170994	-0.012887864532655524	-0.029854713809123835	0.007488834396997375	-0.05201461370630465	0.04560143573091072	-0.08448877871664967	-0.07426884461340143	0.029188831275887606	-0.07300531662626172	-0.036905233547646306	-0.013365397305445604	-0.04582148580090694	0.002395671643371811	0.030037514909492614	-0.03251049562617088	-0.04326455906999269	-0.001405267200440874	-0.04315760974136251	-0.05636077004355275	-0.008901991073661663	-0.033543159054399224	-0.009950393486262072	-0.002403978459050722	-0.05291775411361143	-0.018797019994324583	0.02322184071599362	0.004338247972265546	-0.011024636660981479	-0.0921385974601777	-0.04804391682068853	0.016552010018316455	0.03035599964319264	-0.08555845423225701	-0.03931286109596762	-0.13243566716048788	-0.007824884260233292	0.05317558165662683	-0.02082076513897906	-0.022190413697144723	-0.03964809210079946	-0.02670285899986694
0.007024871861012883	-0.01170465852786307	-0.05732433462301267	0.01761190841619604	0.06526068172168473	-0.07222551252253903	0.025287552532816233	0.11231130304864732	0.06495161877462628	0.06452941496472862	0.0564759424678164	-0.04419426001811209	0.03557201674150494	0.04373114631686401	0.015484704742413834	0.007245376872668077	-0.0009753949633610396	0.020990854229938797	0.10160390715505681	-0.021196469535030033	0.0306642318906676	-0.035643172410360774	-0.05110119298501873	0.029306477072381123	0.05139327975264218	0.03280218774503065	0.00626707939387209	0.0722247747619527	0.02773977558202527	-0.05148114680265346	-0.03168859231890418	-0.045924973487934125	-0.025554460021244115	0.012410697453218442	0.027579939046676025	0.007135356991132611	0.04114340019774153	0.02629916452830145	0.011542310303081782	0.04339036361426744	-0.0019567930166808412	0.004050006630794188	0.03494959107867929	0.042831086422273734	-0.054361965294958035	-0.022914508831865178	-0.017497488098899155	0.017854821596045112	-0.07001098265499157	0.030091612709391525	-0.10254045335631512	-0.06146580128328129	0.024024514228971585	-0.08249343351920187	-0.036118678610378	-0.015017159838254574	-0.03764064486383795	0.005105319597338403	0.03866483594584531	-0.024147617222793377	-0.05116204706873782	-0.014732213530691152	-0.031531970394250444	-0.07244500750053273	0.020952391490532553	-0.03272617158156456	-0.022398022045041724	-0.014234494024080837	-0.01570193434488393	0.014745450749347268	0.0026794291689192255	-0.03468925784627978	-0.012873130923971984	-0.11590591202369187	-0.034098032900690294	0.03463687407663478	0.03534363149932143	-0.040277926574254344	0.020484301503655756	-0.025179053454143854	-0.025917603712897447	-0.003832817349652856	-0.0014956245536712383	0.06243823705346848	0.009932637086904455	0.09406931433836892
0.009023911493921509	-0.012803300774661113	-0.05429766706962598	0.017171631745998835	0.06580471514530667	-0.07055197757198324	0.031399962007988454	0.1148642458705388	0.05752556123829774	0.07127163343402482	0.04900413050248313	-0.035289554532107276	0.03213485178145606	0.04269225977913927	0.016616210545113145	-0.0030633148987957203	-0.002714320539071981	0.027853998282821552	0.10525159370468722	-0.026992981194309384	0.025501213426305527	-0.04354920818517358	-0.05578866829232147	0.023944623904417157	0.044201886484710046	0.02858007717593581	0.002389752494095435	0.04790012356785747	0.039561769325603006	-0.04405401918834168	-0.0208349165928807	-0.04478505657038678	-0.021279769931456728	0.021653644828914943	0.037258026586932065	-0.010096271190532332	0.03623339782460651	0.036357566882511086	0.01678610084525979	0.04104848426194249	-0.02674997849319273	0.002437884637355916	0.03875208110528455	0.04416881235797856	-0.050567691017895953	-0.03068609537923512	-0.0028822452973148375	0.019621164464801145	-0.0830470961189597	0.011153697426421055	-0.1125675953532595	-0.03944489106846815	0.01104485976993764	-0.09807830330638367	-0.03355346118914741	-0.020512108966451212	-0.029811727010468077	0.00814189689398571	0.04106772175116529	-0.003599936004121882	-0.048354138019599854	-0.01789705134845024	-0.012150849676657423	-0.07582714510704423	0.015317439177420046	-0.02226786281674672	-0.03726422935732825	-0.004508020864432388	0.025527707989928337	0.0025150414031270816	-0.007469450140850297	-0.02808736330898562	-0.04765725685027931	-0.08711412937815069	-0.0004314513742549665	0.061293839569524965	0.05275147130702271	-0.021132723576070055	0.0295517574181802	0.08840459376903688	0.06090725708692579	-0.007892242248874023	0.01520922483104641	-0.0003095733220489158	0.006657437735751224	-0.19905878320288495
0.011424248378106718	-0.013863601306589765	-0.05026170094460064	0.016442638188443718	0.06455217449172641	-0.06853917612343648	0.03714155308056058	0.11581191733372227	0.04931094747128402	0.07579258260936693	0.04142473181645968	-0.026930279231084143	0.02783529130735005	0.04011907894298414	0.01742243671236538	-0.012190809314038775	-0.00409150442123429	0.03359968892012678	0.10713953224820968	-0.0321397264981182	0.020478569712978078	-0.04960966325429648	-0.05956120675478807	0.019536664698981663	0.03557061556965156	0.02462551012343561	0.0017540630418217144	0.02415889848880122	0.051969754533201115	-0.034640272155558025	-0.0076009760424762375	-0.0399471931718408	-0.016346282150600584	0.02968053969145444	0.04470311496527087	-0.0280581963479609	0.029605831253285822	0.04294463280141397	0.021771489930656626	0.03830958283264807	-0.045809818112326	-0.0006221429753072646	0.04895996329310239	0.0413323767567555	-0.04746111350261633	-0.03839648554313138	0.013942025392618827	0.02499281149301659	-0.09012969041895337	-0.0064113387535108144	-0.1120993624836722	-0.010871991019899748	0.009698468070751875	-0.09815443365506765	-0.018992821236558655	-0.012601181484526781	-0.0074877606465428076	0.015691430048052724	0.03707753330285819	0.009995881403963848	-0.03687483472394473	-0.011905027166435534	-0.011313759954206064	-0.06393767811722731	0.014222443732664191	-0.006913076915703727	-0.05837001812257223	-0.029144352683533124	0.03131891393632766	-0.02256746109104082	-0.04087405455236884	-0.0021024169846950826	-0.07517111618029595	-0.05122709560757757	0.04607809401347572	0.034070467529188755	-0.014119594153343974	-0.07199977915229275	-0.008260299511976607	0.06663474942019293	0.046530393259579826	-0.02781955958619817	0.0029529615833799178	0.04176024006495384	0.08323322055378202	0.029999075894030797
