Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16
1,1,1,2-Tetrachloroethane	-1.5631719380969606	-3.8571095304551184	-17.809918102244243	9.397951689456571	-2.9461362809748146	5.8727553393544385	-0.8410435449379228	-2.2016269419998116	0.6478278068959882	3.544371386242298	11.005906777733022	-4.707555829694984	-2.295843910224475	-6.072938350460831	5.198448390388443	-4.374263870735052
1,1,1,3,3,3-Hexafluoro-2-propanol	-4.360246950150176	-3.5377206195476205	16.24917220252436	2.551113199961053	18.975781945519813	7.570367964098405	11.691293406904448	7.283870150453575	1.8006295698310464	-6.682958744583851	0.845389296409305	-9.531427137446492	3.5000754612201623	-5.094122741752385	5.444701129569979	3.983888984342696
1,1,1-Trichloroethane	-1.3713111986829827	0.31981187446451936	-15.36991229347769	9.227990414750865	2.9044189788447476	8.170991536515404	-2.9746047278175034	-2.3622893524196646	-0.4838774043303121	-7.248228378621938	-1.455402288937504	10.014477502421562	-3.8837933338777817	-7.402029725132711	-6.9938382973504885	0.8328827637044959
1,1,1-Trifluoro-2-propanol	-3.2426290559050974	-3.124086201147444	4.523652306009521	-7.33945830508234	6.296098697598782	3.8316552962449797	-2.419775528331143	2.485160389037898	2.634381820984	-10.040581300742037	4.42924583981242	1.6317673256933845	1.8428355902071014	1.9244509161104602	-6.626075999498185	0.944237868901398
1,1,2-trichloro-1,2,2-trifluoroethane	-2.531369388926236	3.517762444097272	-7.465233417740736	10.463314262692295	0.3649017125848119	9.930502207732955	0.4009443244539871	4.300108267120704	-3.1552535077762287	10.225651226265935	5.28060144582115	4.8771988506628485	1.377020457472356	2.6492658471148554	-1.6300003526659752	10.30106572769284
1,1,2-Trichloroethane	-1.8557025766408906	-2.7597728566716078	-12.891417154616224	0.012317948404249943	-5.179316654634607	9.964105712608095	-4.296735792475697	2.262027178159604	1.1008125972751515	-2.08570487139885	6.121765034733304	-0.655794841271341	0.5322221118312883	8.036913586220551	2.9292250018771595	-5.234998375990959
1,1,2-Trichlorotrifluoroethane	-2.688166144445817	-0.5314570791307928	-8.835325202816525	9.654131962254564	1.9978442178906985	13.42835111215765	4.867734966160939	2.6618925277192216	4.2284952301750245	7.398751971147965	-1.140767125759243	5.092024749042486	0.7418732281627575	-5.856034280952447	0.9158067501679437	0.523294132547557
1,1-Difluoroethane	-1.4794378991017072	-8.036010136153493	-1.7093480463574966	1.1043838778490234	-0.8034296321396122	-7.899779923879027	-2.7358594350413123	-3.3863674915558044	-3.2128519526559383	0.05168459683706473	0.4601048546893189	-8.748295544360625	6.454109018375984	0.45173733847274317	-5.858019840978048	2.5578111851180667
1,1-Dimethylhydrazine	-0.14903324522466282	1.5728640433134062	-2.056581198294475	3.108160652277577	-2.6951387915883553	-2.3344409874252663	-6.091610011414535	-4.162595677598391	1.4033746647280883	-0.3514363485855513	-3.766894433500531	-6.230853435779361	-1.39917229674318	7.613131191333101	-1.1820743605709823	-1.4227964019488577
1-2-3-hexanetriol	-3.242231487097719	-7.531739578769251	2.1924891393586656	-1.5188091160552348	-0.11978957930217551	3.6675499842091175	0.22143571227344358	2.8008369894702296	-1.3360228372792395	1.3468115255979631	4.294256733242292	-0.7969875525873289	4.051729956357825	-0.2186676164084495	5.694851232183582	-1.4826052440491297
1-2-Benzenediol	-1.9120150887051603	12.67736083864022	4.600786105304471	-1.1516075410794273	-18.071958879035684	-6.28285272264788	4.9675057531970594	7.454100718022033	24.93634814821343	1.7241128074553795	6.251552771058101	-1.34911855413896	-5.250820071623058	0.1219729872543759	5.731482642780956	1.8378915928767674
1-2-butanediol	-2.2446582617546547	-5.941292911570047	0.12125364247236128	-0.20101354652481565	1.751860237920037	1.7966429232269292	-0.0743914873717526	-3.5131532416429723	-0.08750718709233282	-2.1891273371199844	0.8118110705366323	0.6154368186463155	-1.8346221170579027	-1.043959274993344	9.142233595343303	-1.2908973121273564
1-2-Dimethoxyethane	-1.6255278371660213	-5.65800365773455	-3.744348476172061	-2.4556828431290048	-0.35223600934024846	0.2948162093272313	-6.0019116323753625	-1.0374636028803803	1.5697473137377433	0.9854981037101954	-6.95592459010514	8.8236481539357	1.8907129039054897	2.138784085307529	-0.36379126163810954	-2.069657226745628
1-2-ethanediol	-1.0942082128008777	-5.958671049988685	-2.86784154762198	1.812554536308398	-1.3033992715908282	-2.334000955883451	-2.151718189913912	-5.717734378206759	-2.8700727584973897	-3.9309436062534746	3.533076552355298	-5.6912839454731445	-0.38208667664922386	-2.061378601090475	6.416269195084686	-1.5608363372377123
