Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14
1,1,1,2-Tetrachloroethane	-0.280648253439232	6.3764679127986374	8.9548037434119	-0.3993696045934642	-4.3429548899394375	1.809317756038618	4.792884377996974	-2.9006019635181652	-2.987789231050444	0.6282961099842742	8.400986920429427	-0.5269404518189883	-3.960605208976321	-2.919201360716978
1,1,1,3,3,3-Hexafluoro-2-propanol	-0.841212080223879	15.22890135413471	10.10751996460312	7.503700726849653	13.916340322691596	-3.289598437745344	-10.860378052780769	0.5107488662550876	-1.3305899866147128	2.1471401160740244	-4.820816644991793	-6.282757902718624	7.533790175354901	5.471392796060105
1,1,1-Trichloroethane	-1.6333776442547328	2.598053229816957	10.527075367936728	-0.6243843368582339	-4.279302314041414	1.5408809154456822	-1.441553341606803	-0.5959927047449409	-1.8741368298640937	3.0704558475500603	5.382136002301349	1.4648667480430544	-2.954358498983745	4.898411286118179
1,1,1-Trifluoro-2-propanol	-2.808277960065301	14.116321333269331	11.326226481508833	0.15859573393872387	10.651852310804497	-2.100125750164084	2.499196552662946	3.1132886491533154	-1.9092197291633137	2.2942978509013687	0.3377728774258265	1.7222364502435084	3.9573643617881067	3.308919862878749
1,1,2-trichloro-1,2,2-trifluoroethane	0.8657923423976509	9.510399822393747	6.377281726268928	1.568446220536845	-2.3684476689444347	-6.669898305581778	9.74905884151303	-10.780759165105701	-1.2610291161081388	5.658645579993603	-2.3349689048643123	-3.8751941859088506	0.8971846173435788	0.893826236221103
1,1,2-Trichloroethane	-1.4457035985097166	5.115051343776633	9.370897880604648	-1.025487236860498	-5.7850657004377535	-2.398606118322243	1.792711471803293	-3.2293962562212433	4.538229852369446	0.6618974637607478	11.083772057354771	2.0316028962130823	-4.996884723034254	-2.4458859390626833
1,1,2-Trichlorotrifluoroethane	0.09695439222603869	8.85281056681041	6.438612568957139	0.8922115600410978	-3.489227046940697	-5.400664524263791	0.7038386876291044	-7.262093563483558	2.836232132278752	3.1766283451131354	1.7339383631085565	-2.447805545462538	-4.401673146445295	3.7731177373089366
1,1-Difluoroethane	-4.544591246615149	4.164467360348687	13.341970185136379	1.3230106204416603	3.2558798501062967	7.4329869934213875	2.235857699161835	-3.3299885273149843	-0.6693977807183854	4.117665806039052	-1.4844235843828033	4.171964300695641	-2.3237007562354752	2.1004939542186705
1,1-Dimethylhydrazine	-3.483099168571277	-2.2931614472271558	-1.3579676403262708	-2.7010111546824223	-6.873051042154558	-3.877164119241893	0.5153612940321759	-1.335427696411237	-1.3068815950546155	-0.6491069305597656	-2.668247801889256	-2.8782136424064655	-0.25919610746492566	0.6344564209145118
1,2-dichlorobenzene	-1.3810681331402792	-7.9458424400431955	-0.25794206900512234	-1.96016046717747	2.843924845291051	1.4599161797133589	-1.8165895362104612	-0.9892496389159063	1.0321079065464933	-2.993732116239934	4.561955858663391	1.9042106647402408	6.70549358049923	2.1343554208901914
1,2-dichloroethene	-3.7383536773972814	-7.2940653293771165	0.5887534456091393	-1.7259128532655184	1.7112440086840746	2.7648466601988027	0.7740849492736801	-1.2050006871794219	-4.135802537905474	-4.1808383343222	-2.153587597131746	2.0830345238716417	-0.44280856060531404	-3.6329926577226406
1,2-ethanediamine	-4.689428607371273	-8.334990621657465	3.146781883174299	-1.4082687563047402	-3.2714311613540734	0.6645771198967234	-1.5805936212352736	-2.137924083504888	-0.710111675615926	-1.4247638991517786	-2.582426820722792	-2.096828820456964	-0.4491317609390528	-0.14027742904437704
1,3-Butadiene	-4.2616833513945975	-8.27769608472675	2.0591989307797016	-0.526114002483834	0.12622271945205826	0.4108965095711812	-2.9428471411177965	-4.212891979619157	-2.107243241798932	-1.971267110017555	-5.768852342208967	-1.1846869294000104	-0.24607395344603078	-2.981722514569647
1,4-dichlorobenzene	-2.2714761824421195	-7.971444919907429	-1.2116025347274761	-3.016590206916945	-2.4717670528463485	3.041069593527533	1.9186185678798648	2.4385137220172592	7.161830890600952	1.7999354648812538	3.8910532360026586	8.395136076650688	4.660422768771617	-0.9974690741038231
1,4-dioxane	-3.8835982061611674	-8.313715549861207	1.487530644073509	-4.601510024890098	-1.2348186118076268	2.1665951786086737	5.6246834922202495	5.992787093413314	1.6110120313931309	2.8889564647872135	3.437763421286112	-2.2996459573598784	0.38028703278221426	-1.5580075638562654
1-2-3-hexanetriol	-0.24322909912313015	15.51025058404457	-9.542161360451468	0.41792241791200785	0.978611053633258	-1.4506836380245307	2.884532850687158	0.6280862116585593	-0.6226907425782604	-2.7900156623104855	4.252830817528393	-0.921879116750611	3.3216212144547086	-2.740628406605829
1-2-Benzenediol	-0.5313281311112653	-8.267012762651309	-5.10588628007186	-2.3438436921847954	6.096942010253925	-4.661385960373666	2.3394199065455137	-4.241011052573666	3.076515131442168	1.3697257139719998	-2.5004354465510974	6.15736790874177	-5.340616345470914	-2.265884784973499
1-2-Dimethoxyethane	-2.7857596797997553	9.212876294282157	-6.185385108142228	-3.9479888712781674	-6.516256370621772	-2.0791694347200718	-0.7105837221800893	-0.6243853602076284	-1.4835412194268844	-1.5831875618123763	2.7134808525735976	2.208515943581091	-2.673085060620834	1.6980026502225996
1-2-ethanediol	-4.972849268926605	6.001170228474992	3.1187274843010657	-2.6134612886531703	0.025328057604846976	3.7443508230758087	-1.5920351467868004	0.5834067529816379	-2.955789676796028	-0.5778966585683805	3.599917810164007	-0.8598849951470278	0.837496235316075	-4.547807005570389
1-2-heptanediol	-0.7897544176746235	18.638843402590386	-11.99945978333643	-1.7447131126565751	-0.22274841966411915	3.717060535321171	-2.432943289935047	2.0049343624785307	8.995077250259346	0.5690789583036494	1.4721095687880803	-1.8193261440852226	1.277706345975905	-2.9664642772894965
1-2-hexanediol	-1.9163332027131563	17.142709566551922	-9.204840185257959	0.8685826992595884	0.2556059417630021	1.4771059562821616	-1.185376005763867	3.181701766279847	4.080171844094202	0.2389090495969016	-2.602775582859139	-5.5967318629732405	2.0978053596749917	-4.725594691426962
1-2-octanediol	0.3467863710489613	19.588713243609202	-13.125840698578047	0.4904641700166987	1.9519934340667802	3.6339473809702234	2.4711945882836153	1.0293846793688823	4.703557021322264	-3.3346802853640374	-1.160884314559748	2.249571236831221	-2.30874422679432	-2.383710213420853
