Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29
1,1,1,2-Tetrachloroethane	-2.1167032294347665	-7.715258976799516	-3.137589730662375	-4.686222053333547	0.061702221042163406	-0.2979420925871508	-6.984073313636547	3.500140982392666	4.90801392303753	-1.1220894127289724	-2.075154598810767	5.342462850521529	-0.9902441873222843	9.394724047248955	2.9901663236744045	2.398452828721751	-0.7378246789191599	6.573443170438384	-0.5428000313982771	-1.0053028873011458	1.021092287708352	-2.5339060565747777	0.8136214712338015	-2.780365655960765	-4.219829096786212	-4.187121491509406	0.33364525619763474	0.4461994039845818	-1.1774454951539488
1,1,1,3,3,3-Hexafluoro-2-propanol	1.6328475443243435	0.06809844036531873	7.425307758867561	9.925134832659303	-15.226308449446476	0.053811765334423445	0.13023504859506427	-7.014619424743378	1.0365510167599084	-2.949618927828603	12.51098161372008	-4.875308598488464	6.757703757677324	6.901567589636211	-3.0960724751438167	0.6060027735370745	7.586534396115725	-4.006234244511993	0.2384808645037817	-3.9701227830661563	0.5415038595976988	0.07087189774694069	4.26553120088127	-0.8776961743919816	2.0750360374185433	-1.5252334522807618	-0.892017700020626	-2.60456985355553	1.6126731614809895
1,1,1-Trichloroethane	-2.5825596718516852	-6.993124423216316	-5.547292266244816	-2.5759349282029653	-2.477159614165022	-1.0293562218650816	-0.040925028408012404	0.7286259749440138	3.780113767377966	2.269621587162207	-3.6651524576263275	-2.682791385556421	-2.2189850517452663	6.2077295450344705	3.950887447977461	-3.919649760737999	-5.099183854686179	5.075037006603506	1.9540942441788467	2.794375896950828	0.11802187392900985	2.2516677840725428	5.249050975890685	1.6114165882375149	1.2775707158157172	3.0473547376349996	0.906225849009606	6.021559274506704	-1.6414178210315862
1,1,1-Trifluoro-2-propanol	-1.296006391083634	-4.056639298823813	0.32901595514291454	4.049401420233801	-0.07837793874045287	-3.92009196471824	-3.7083127505717135	-3.0405918358818536	-3.893823011747305	0.407846056748108	-0.3545914415553563	1.8333063778055323	9.235549484983459	-2.5359161653866833	0.35524767788800693	-5.048481842009527	-2.213816563130814	-3.5544107317107794	2.6881268617093714	-1.5884254982873747	-1.3382692043871507	-3.098139683895818	0.130127535003389	4.541220164766054	-0.5789472418339191	4.5762639909939855	-3.1127568938143106	2.8023228890764913	3.8953996157740245
1,1,2-trichloro-1,2,2-trifluoroethane	0.6340571150969098	-4.327740617462573	-0.2177618756293562	0.6763257495757725	0.6014969950857397	2.865340612156244	-2.324545915022208	1.4119683061580939	8.624937911391386	-4.028357150887855	-2.1714049882667363	2.2934124274609364	0.1458673222607979	-3.5477706681557377	2.4340409868233412	-4.311252774396863	1.9507288249749888	0.8373936821838657	0.08124195939780338	1.4716041943775686	-5.5720897655592365	1.2357373188241219	-2.2035206573099693	-0.4794793553992443	0.4141885642494677	2.923382179444137	7.03317389700208	-6.354467847704021	0.6465487400744611
1,1,2-Trichloroethane	-2.2352252851737293	-7.652745059412538	-5.144680142135091	-4.302279493797992	-2.3284052046871624	4.148815030463182	-1.7175010226533531	9.375932391655413	3.8245023692680338	2.3823514231876497	-5.120227301227157	6.9039791816965455	-1.0411225372859216	6.35966043041451	4.438345074638336	-0.10387689669114888	-2.4677160644630947	-0.5312579985345713	-2.218160862558204	-3.805132474552859	5.991169613422988	-2.0691850612703697	-0.1898183526169711	1.9764733415685662	-6.2104348372922304	-1.8501096018525849	1.7626270639501345	0.06541512969034786	0.013811431841274433
1,1,2-Trichlorotrifluoroethane	0.46118338378747425	-5.514908248539808	0.25895662151950116	-1.6626943060601338	-3.3177308355288884	4.532675122727324	1.6262211920677674	5.600614822357241	8.552085625385049	-1.7122688684590592	-1.8341254451325586	3.352161764989064	0.45993588111534445	9.31684783319049	-1.8615237281021342	-3.599095714146057	1.4768238762487524	3.7451160492279745	-4.249171960091761	-2.2078382898263142	-2.326371736281426	4.228791392758423	-4.599443208954748	1.4558422780411746	1.2321605022694377	4.0263952358994	0.897142346107524	1.4027174780677378	4.018909931554309
1,1-Difluoroethane	-3.109984278363597	-6.456027667407591	0.7073764327734857	-5.602807631520563	2.673908182066293	-3.6594789793998057	-0.2923598457958893	-3.5236098819244175	3.240570979916678	-0.6713401678944494	-0.4125393155284792	-0.76864698964652	-2.5191824900637942	0.3014727342237383	-1.3759838124553143	4.096806857321481	-3.1335066269579737	-6.968205635433695	2.034787096731789	-4.194222652327731	-0.2898691568340254	-3.573683549285209	-0.25882742245354073	1.564293603552532	-1.985619694980367	-0.06820175072428122	-2.395337563581204	1.81331692465053	0.3953013057999274
1,1-Dimethylhydrazine	-4.9200808891772105	-1.8120797971720919	-6.2985313564988346	2.4930500677673417	3.65628888174925	1.6288436814526568	3.121424506891943	-0.5669049985929686	-0.21680973716835186	-1.2186913231240086	-0.5000081754141762	-1.3404930524912761	-3.6064758824659324	-0.09582037440671089	-0.1835962859263248	-4.1464303149926645	0.2811197692993844	-3.499779226871253	1.4744402316048002	-0.9260247014562398	4.315917757471673	-3.7867580909139362	-2.7331497585253466	-0.981519566187943	3.9646785694575453	-2.271493295374564	-3.9102193537830097	-2.5373675508582134	1.015209773126267
1,2-dichlorobenzene	-1.3626186522599788	1.136020771748033	-2.4027456527613715	-0.41842664217026765	-2.0420692800639877	0.5547124498213861	-2.781562469626079	-2.998516870009166	-1.9822378714584439	9.067897160158784	2.4327193172554953	-1.894375303522527	6.610963933597983	0.7227786907217495	0.7521230135976154	4.010573408442518	-0.050520844850716055	8.371561165746643	0.9272932426359884	0.386650368386304	-0.7163776116066897	0.9983419103905139	-2.0916170083574275	1.8513429932025984	4.157780714120437	-2.658881941449529	-0.8275801556194793	-2.7907996507473443	-2.3832185538836383
