Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11
1,1,1,2-Tetrachloroethane	-1.8086385477089766	1.2722979117471807	7.867185383394901	-2.7222003009501807	-1.9273093303199489	-6.160035543159026	1.3238034400685237	-3.4058749681838285	2.2992964729934786	-2.5268162102906064	-4.5200942384388645
1,1,1,3,3,3-Hexafluoro-2-propanol	-1.920338825825283	10.338050017542258	10.343572786766693	4.146765845229335	8.527959496690372	13.452720347734632	3.8705868157220786	-0.17067923977438704	-8.081488400555031	-1.5838061414155693	4.5292521161134776
1,1,1-Trichloroethane	-2.8641614985899544	-2.561497163182382	9.671586623522273	-3.2137777576954667	0.4156558641227557	-5.009952253796964	-3.244693767527567	-3.132189280368144	-0.0645733579585305	0.7889071987576175	-1.9013891606280917
1,1,1-Trifluoro-2-propanol	-3.7763737149964633	8.342232975147361	10.627911728173942	5.141267393251653	-2.8856978413981795	3.353963981866108	3.8938619989936085	2.8766065568900165	-1.697090736953677	-3.865370486995645	-5.017864609569302
1,1,2-trichloro-1,2,2-trifluoroethane	-0.6483143758748577	3.1555574694253234	5.1434367894481925	-7.15395688219721	-5.041657037905086	-0.037593033972986786	13.721298664459573	-1.8509979529310594	0.7979420420361532	1.5738653865507146	3.1666432247253558
1,1,2-Trichloroethane	-2.6127475388624837	0.3170278905358606	8.13744730824314	-6.405334273436101	-1.663739102526462	-2.1553119176116664	-1.7765754027590575	-2.698712566750361	9.857363502929207	-2.9863564734229167	-4.611149618920161
1,1,2-Trichlorotrifluoroethane	-1.2787022980795373	4.181495206841966	5.464657672874861	-7.765972281581412	-0.018026303121331275	2.263404068230479	3.2617019756958485	-3.9531517953989894	2.094431519681954	4.11442238714443	-1.0560062172234967
1,1-Difluoroethane	-5.163286692970588	-0.45513491383793087	12.37189069184049	5.1695780113213115	-0.349244517499761	-4.214889791361395	3.4538646549815684	-3.316052396840931	3.227778137055602	5.199047443181506	0.3857307671371256
1,1-Dimethylhydrazine	-4.350233243533473	-6.464497122983512	-1.807334456937861	-5.785859650676365	-2.0870675496301176	-1.6897497303323583	-0.8903677276769073	0.13335752196386538	-0.4747831157623186	0.37969708158374377	3.0500065077631526
1-2-3-hexanetriol	-1.4744707170935591	10.556627688622932	-8.686580829167548	0.7036530841020439	-0.22616802937035205	0.7458089807561378	2.899366822245438	1.397455378915868	1.985793363800338	-6.481658718129683	-3.2758178235285333
1-2-Benzenediol	-1.0742097471462475	-12.42892203938944	-3.7102366856084106	1.0083067544927156	-5.057912471563307	5.083959540135342	1.490567393046869	1.7842949477559962	4.688034279599166	6.117686305332576	-1.9588989762582762
1-2-butanediol	-3.901493394619235	7.579999202359134	-1.3690425240323423	0.0613131629182974	-0.20463644526344524	-0.22080967659624326	-1.738890907821269	3.292089500740608	-1.0289501163076646	-4.657204001003714	2.1434427896250376
1-2-Dimethoxyethane	-3.8674966931812134	5.207658326103967	-6.31428256907336	-5.434483298251422	-2.8124141755891108	-1.9236250226507694	-4.352239979424443	-4.722443274085109	0.8471247194655755	2.3407826734713644	-2.7347719920500375
1-2-ethanediol	-5.795154802734047	2.1228621739494007	2.8850262556919186	2.4696361401742193	0.11004490359665449	-1.5287681876085282	-1.853327205726487	-3.2943166760769693	-0.22154173179948464	-2.175263517213183	1.1946243217117811
