Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
1,1,1,2-Tetrachloroethane	-3.2754040285436075	-6.780143420848713	-5.082194612821067	-4.584669263472728	-0.22842851475663653	-3.3930029613705006	1.0691631237032206	3.958816903488168	-0.3643173279683508	-7.950639606944936	1.674884931478004	-8.750982734045166	-1.7114239042106054	-0.21952174121608514	6.25904489358984	-2.2401755065844897	-0.7381951687676336	-2.3434059628357904	2.12410555022727	1.322128740516706	1.3946640598378217	0.573190599555181	1.6286033474498605	-0.35442433855013844
1,1,1,3,3,3-Hexafluoro-2-propanol	0.2686998707542253	-0.6293043985547105	6.902197498802868	12.567592836943616	-11.097395550927565	-9.196111842829762	-5.4791800561202955	-2.693573893675721	-3.8791836551610266	0.435735449272804	3.952850602864427	9.385695916293514	4.24217179574147	-2.088938036380942	7.495948868921751	-4.013308684101258	-1.3423268427079096	-1.6268377371004428	-1.0166989527343038	-1.214947614709177	-1.8080701405713155	0.4678947050229753	0.3969884707041658	2.3911411014774786
1,1,1-Trichloroethane	-3.6848082065664713	-6.165089933390232	-7.048082151268536	-1.9616416011265028	-1.4226721443371444	-3.2304468623208757	3.8563551724281524	-1.5425748108742978	-0.7064061943686006	1.3915680006056377	3.354668781433615	-5.1141626894593655	-4.906298113757963	4.377064135823149	-4.039604820202231	-2.278913380190498	-0.8084429189515511	-5.281027993761143	-3.3976804044900684	0.9408275321708113	-2.0626770235417413	3.0558843561914877	-5.143427672244784	-0.9895199704545309
1,1,1-Trifluoro-2-propanol	-2.2431241298059	-3.8966696855334857	-0.7758173391398425	0.532156926663547	0.9123358767513229	-4.903782182908045	-7.324311070978351	1.4795540839010308	6.142370670354127	3.0627708585106816	-2.3730832941951743	4.805387180227153	0.4487167025965396	-0.9954716255801663	-3.5413181166243084	0.8879846840682001	-1.5209019192313176	-0.89748532287215	-1.9102641376618203	0.7157932722395765	2.6837957304488076	2.0021876695069287	0.6721645206017302	6.020749574387707
1,1,2-trichloro-1,2,2-trifluoroethane	-0.7310609061857066	-3.870118943293396	-3.109693667603023	0.6257671721316882	0.8510267790167046	-2.190656871049376	3.5582846681779237	2.289727545785725	-1.454873672546063	-7.416448459261352	-1.2638823265734285	3.2535851086289447	-1.1094613189031297	-1.0787654977618433	-4.457949070829316	2.8821934113200833	-1.0369041727276844	3.5959617495249643	-5.0787103886175515	-1.9068762326783548	0.08001900595775749	-1.3123565106988648	-1.9306250825496722	-6.20595021925592
1,1,2-Trichloroethane	-3.1850173252239937	-6.81411084067504	-7.129425063584074	-3.847498466927114	-4.90131403108192	2.5148566988621965	4.882846386940743	7.2183898421648465	2.5680093204729726	-3.890235218763546	-1.4619595900152846	-7.910828886655749	-0.3762709675742792	-0.6808315571769059	3.0623895839962194	-1.764677950423109	-1.7142619483405666	-5.507840658909832	-1.2272881401954912	-1.4162973466727904	3.9660336199558355	-1.3709046357527828	1.6829720797432959	0.9512599633371919
1,1,2-Trichlorotrifluoroethane	-0.9103600424026419	-5.248252091405309	-1.8094935004638466	-0.2769661382401033	-5.034894781364386	0.5887998845573732	6.679248159562495	3.537782577560757	-1.8486957891897569	-6.8763120731342005	3.7461967478854636	-1.9999604952558045	-1.6018239428928527	-5.438876890374448	-1.1328440196907523	-6.924050717677316	-1.1884773238417619	2.2190806420135236	-3.211751770737721	-2.8229506175806884	0.6754429434237853	2.625007912663962	-4.572569265246667	1.483267671974951
1,1-Difluoroethane	-3.9836801287620514	-6.0473946545053305	0.8210212977873426	-5.424235613355522	3.224706817952329	-3.949398789666107	2.2613432945998633	-3.6240821314311487	-1.0889430013568104	2.3845041666976736	-0.7074722490196623	-1.9346653983417283	2.414107946564986	-3.171704333346703	3.2106467356080066	3.557560310711562	1.8517329201684678	-1.4196583134718535	-3.9305054530434442	0.18413651450515714	-0.4253265443511375	-3.1280499535117188	1.8137137125046907	1.9966301773759154
1,1-Dimethylhydrazine	-5.693409662903311	-1.6255350195775249	-7.2315523161963915	1.6492340611164835	3.0204891583700135	2.8589202933514524	0.9285698712414466	-3.5663291641859445	-1.3943826135359292	3.009271071813906	-3.3417486655106994	1.490585671562094	0.011833965154740786	-0.8885342938986365	-0.4422436753732198	-4.7343333393798055	1.3982081745603034	2.0886732780381756	0.834100588363717	1.8917499346890738	-0.3793426531588913	-4.000627655787677	5.595651528072065	0.6033684820018798
1-2-3-hexanetriol	-1.008984003119446	0.40058488658666036	7.28322677727584	-0.9151509716090306	1.8265451741123344	3.1149825413088057	-2.0108608754724746	6.197842785314769	1.5902284376089466	-5.0649137479399196	-5.629707676682099	1.7596843808739597	-2.912210194106149	4.926408357065763	3.290549602738788	-2.9538901278689855	0.3010408632123015	-0.8251758938648165	-3.966359832192153	-2.1299790740410915	-0.46603835497600204	2.2377724787250766	1.4969286975815237	5.456679791995183
