Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22
1,1,1,2-Tetrachloroethane	-1.5631719752859332	-3.8570630310216605	-17.809971250628294	9.397424766609362	-2.9467932853316876	5.871314162218218	-0.8370011018816872	-2.1981822584354958	0.6558909470140046	3.547428319781652	11.007374016394834	-4.7014250792493675	-2.287628464887377	-6.100584246776913	5.203975113268164	-4.336237413766297	-1.9989177040076915	-2.602131316410992	-0.0275582508873127	0.8696004533476059	2.0566504773060292	-3.3455177625822987
1,1,1,3,3,3-Hexafluoro-2-propanol	-4.360247014897534	-3.5377778067015924	16.249118068779836	2.551224194623568	18.976286090105454	7.570274095700939	11.689558854470699	7.280600092138776	1.7955725180039697	-6.683901467603315	0.8314634537082529	-9.531418773418473	3.4806940869376337	-5.081148621378801	5.413654034346561	3.950616401873296	2.6441088059063205	1.447239550148236	0.22987803037480603	2.4574086662363626	-0.6768635296628098	-1.2022381910453386
1,1,1-Trichloroethane	-1.3713112260305746	0.31978014756238293	-15.369874787745383	9.22823575563885	2.9049571574074187	8.171542719656067	-2.9770560380198314	-2.364606929600949	-0.488045730646022	-7.249367167716645	-1.4630463853441111	10.013515295359129	-3.8962103617403856	-7.39234675329996	-6.999999680210353	0.8067665407512135	4.424110787343407	-2.3631243824155312	2.4952252023801558	1.893869294024501	3.7958926613938373	5.223611480187186
1,1,1-Trifluoro-2-propanol	-3.242628987653803	-3.124102739044518	4.523590653634883	-7.339448165059852	6.296194246468244	3.8317407851741794	-2.4197754060778256	2.4866003334151423	2.635039830020912	-10.041462173551107	4.436223103632462	1.633315985899187	1.8510723309731434	1.9236273220827211	-6.609949865048522	0.9608999201075716	3.401596493941304	9.357067931427506	-2.9142901889980837	-1.1364698986107853	-0.2852685880332916	2.7491108449838206
1,1,2-trichloro-1,2,2-trifluoroethane	-2.5313695715438334	3.517749027330823	-7.465177803215629	10.463561218017245	0.365851280140258	9.929623342624494	0.3986467484918949	4.297156690286243	-3.1600106095100404	10.224236205977864	5.259688987834971	4.87930194017692	1.3455965705527302	2.6533597628457617	-1.6418269963506202	10.283892183857583	-0.10355547854108675	2.124197423458641	5.45733184869581	2.6713741265728435	4.135328710096614	2.1261635935848067
1,1,2-Trichloroethane	-1.8557024172892735	-2.759803530864982	-12.891464367261301	0.012431566179239795	-5.179504278094911	9.965456463858322	-4.297585030819184	2.262492699002366	1.0996319832403787	-2.086428354871438	6.134179177327555	-0.6586034494630724	0.5399922711816463	8.050570706038394	2.932362338741157	-5.247510877024953	-6.463129394620191	-4.712614760384414	-1.0132619296572218	3.0123116219497192	-2.8257021184722224	-3.5760603047167643
1,1,2-Trichlorotrifluoroethane	-2.688166076623125	-0.5314495321366444	-8.835183406665138	9.654527569292005	1.9978379272156972	13.429808461809145	4.866397207117054	2.661511958215364	4.226326735360464	7.397965072767774	-1.1309503066047475	5.086923512218099	0.7601487157119581	-5.843133018304991	0.9287572823260182	0.5114857521222775	-1.6931461012272364	2.1696711782431777	-4.542033657916981	-3.4862467149188667	-2.0714984792202014	-1.0594535779161158
1,1-Difluoroethane	-1.4794378685651182	-8.035977375402105	-1.709312806513475	1.104233606436019	-0.8042623593904873	-7.899779409379319	-2.733399308923233	-3.383441569675416	-3.2069926092382843	0.054843086355097166	0.47581532638049295	-8.749308699231905	6.473160794290658	0.4435718437638936	-5.841627762459027	2.5937611038448165	1.6230815818077056	3.1918171303061498	0.38443559286247264	3.4114136749782196	-4.625856056647506	6.506795834041173
1,1-Dimethylhydrazine	-0.14903323708240923	1.5728524821484073	-2.0565963550737427	3.108132918768185	-2.6949481231493464	-2.334663512508753	-6.091625433345628	-4.161344560428491	1.4046249091186678	-0.35185869074907744	-3.7646007119697296	-6.228620013805724	-1.4018702829879433	7.606365465809085	-1.167073454794279	-1.4085124102695359	2.3233517974179794	-1.3817953364404505	0.2513597519163302	0.45447546283236345	-1.6598846494642898	2.201555042026762
1-2-3-hexanetriol	-3.2422316239301052	-7.5317027122602855	2.192544834275053	-1.5189859932205798	-0.11976602271481449	3.6662372675630643	0.2232317205619543	2.8004477678150117	-1.3345755176061516	1.3481410536644975	4.280923122276446	-0.7933417077117841	4.037657420315082	-0.23093889544149748	5.673133553733143	-1.4749440689902233	-1.6291259547761954	2.3420801903305257	-3.4123714805168905	0.07924158208474447	2.2879174496561063	2.1226138363229916
1-2-Benzenediol	-1.912015047160649	12.677371606474193	4.600801702674259	-1.1515613028901908	-18.07219694216281	-6.282446821726201	4.967998324989435	7.4551170443253465	24.93723632233043	1.7240781756767252	6.259872904120607	-1.350393256321394	-5.230998486401385	0.11921315513973074	5.751451261073363	1.854360531548989	15.94361386824963	-0.31004559923530334	1.2986476718263449	4.1623989471823055	3.291529879650927	1.799365114702967
1-2-butanediol	-2.244658129438503	-5.941316268396382	0.12122516313819265	-0.20078396694380082	1.7516851325559677	1.797786082669383	-0.07513406325047911	-3.511642132444286	-0.08810747757242458	-2.190750226832087	0.8307550876076949	0.611109167353364	-1.798612287468253	-1.0321669351121945	9.17233506808966	-1.2881199655037072	-0.22045337879869542	-0.05454416458212042	0.14028068185456544	-4.730195153217796	-1.167240871518518	3.9518595792080706
1-2-Dimethoxyethane	-1.625527746426981	-5.657964993940899	-3.7444348557431923	-2.4563038998625064	-0.3534618354892906	0.2942484172746541	-5.997034471270417	-1.0337012848194613	1.5783863657807178	0.9897059166107456	-6.944914739178729	8.826137998462483	1.9078829467830216	2.112400261887228	-0.36898217541680217	-2.0255890293250247	4.6911581877641915	-0.6425410725267162	1.4855889536704387	-5.795022888513289	-0.8862918620647696	-0.9854437336892421
1-2-ethanediol	-1.094208250026761	-5.958660681831684	-2.867792728043495	1.8126498771687845	-1.3032861695280156	-2.334115907171559	-2.1523599001098206	-5.717865011344897	-2.8700504050493905	-3.9305389113864893	3.532659494981234	-5.691489971254913	-0.37852512011524	-2.0603540859650327	6.421219743602158	-1.5616408424997044	-0.5745314376477658	-5.194141939313814	1.2860934478721597	-3.154570468184869	2.3391773256673494	-3.3179638027012213
1-2-heptanediol	-3.9619482784744045	-10.890398156867468	7.220719811444238	-0.9149040761650793	-1.3070151381529445	-3.3903430738640745	1.198805904176612	-0.8944803093357602	-2.5182411309151305	6.720196191876015	0.2659063644536978	10.632919601803886	1.4989803801941821	3.00919573164214	3.9416415065029744	2.71315566872724	-2.405631347388487	3.1645461764767493	-1.4710195167387659	6.667618048571466	-2.1791520978380174	2.495305316894949
1-2-hexanediol	-3.4780669116447593	-10.518706055700964	6.21434255674807	0.30057916781545996	4.117598859488672	-3.598403785048345	4.294722873827929	-1.799870823715718	-4.797137056108256	0.1698999268703377	-2.2857240774071235	9.347626363013337	-4.075302296148616	-0.19813427964844785	6.455582496827896	0.9246448575230787	-0.8620469048302639	-1.0561383369812838	4.159104952051958	2.331582086211856	1.4391241447553564	0.6356944632039531
1-2-octanediol	-4.220684725536945	-12.270005524627335	6.901072837735341	1.0102549465322894	0.9478815982665623	-6.566420728069833	3.865726496204472	2.2249792151388803	-0.3429809833940335	10.328132300608555	-1.0096752757479652	4.373690048622136	7.406195719623059	-0.8335194011368428	0.840981832867471	2.677775402847813	-1.93305567882465	1.0920102017803293	-1.4466178053655667	9.543981319862583	0.7036517996139642	-2.983599074284313
1-2-pentanediol	-2.882048331453696	-7.742185308711547	3.23678375052604	0.31242097674523917	2.5620371549086194	3.3240137210507594	2.764968491897416	0.6990422291242376	2.2350427756958693	-1.9355038765021395	-3.0675314008199774	3.4100981221653335	-6.827694530348354	1.77018296698721	0.15453681870114044	-4.85902819271995	-2.536534474166321	1.9892157171720368	-4.614394657490211	2.1186022532463236	1.5669173397697453	2.287466277165243
1-2-propanediol	-1.5437707538892926	-5.726655796503943	-2.4656224780540783	-0.07089100451860193	-3.40185708462917	-0.678468119780672	-3.62767900337561	-1.2383194506543296	-2.547272646789909	-5.315566324067817	1.0387642850295986	0.37448052203520366	-2.040183812218021	1.347123438299402	-4.365159121398218	-5.3148479680375456	-0.9094907447055078	0.3212896515832617	0.4582069953149866	3.6139929293439073	9.000883534271846	-3.45533226398509
1-3-butanediol	-1.5463982031690258	-1.66806222421125	0.4816520583982117	-0.9270770129955767	-3.0377117596494174	1.7409119609766426	-3.008251357937401	2.8354612387737377	-0.30189038682895475	0.46120069788868945	2.115285977909529	-8.21111546652875	8.15357689516444	2.607362287232679	3.024038593266246	4.458266377604085	1.8054147360992003	-0.9322017135174795	2.405738208587588	1.1253651072827944	-2.414301570233454	-1.1258201995866348
