Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31
1,1,1,2-Tetrachloroethane	-1.9618854883719348	0.6514071500947576	-0.01081218873731986	21.97636913815611	-0.23031176668459985	3.7209834166387528	8.700281411524822	-6.381451462662344	-3.9035834987922517	0.8450669808090173	4.0799963769373555	-1.9532805544723788	0.5874219539240013	9.212787702111427	-3.6936592261041175	2.935490968792048	3.009375940080229	-6.538338671272247	-0.6127135364741282	-6.637383699854558	4.662136484242486	0.16192235584656334	2.239908411734277	0.5690543324153094	2.681119002723111	-3.2301340411781165	4.787797933018987	-6.677723237308955	0.6107609799807524	-0.8636314207182553	-1.2984809413978542
1,1,1,3,3,3-Hexafluoro-2-propanol	-5.125688260861236	11.865755213578646	-5.553628493121324	-14.452705725539134	19.154888096859672	-1.732875598429933	5.778532888552606	-1.8178052487836474	-0.7405318550661014	-6.549864332517892	-5.7184731270913	-0.7184747287688461	-8.662061738828921	6.452195099070006	6.7881431062285795	7.345225539310612	-2.9610679117277527	-2.4443782205576805	-6.06546344212271	-2.506633863198711	6.056772196631153	0.2519744771259626	-0.7167851325447385	1.7995882411080362	-0.8636036031872997	0.9093359488439049	1.5501246913614435	-0.18422933533420702	1.3037165572023608	-2.145261890474306	6.242143604628338
1,1,1-Trichloroethane	0.25979210774475053	0.6730254925351419	-8.568908611558484	18.028928295308017	-0.8251431553987335	-0.40222112722641434	5.069806166997996	-8.54726833844615	0.4065627215024481	-5.107406430504707	1.5024309188337228	-6.50264678536285	-0.08031296014757457	-0.8747833177431236	7.402535541197421	-2.4190962869953427	12.846913263735267	4.852434766453533	5.073717182596746	-8.155265707248205	4.6601064805343135	3.7493942007660856	0.6765643878336853	-4.795903255565783	1.7596454070163754	-0.06620154014183743	-4.562689373968829	4.717882673066311	-1.3719836576268658	4.302974246586041	1.2657776603231374
1,1,1-Trifluoro-2-propanol	-2.639573232496561	11.723121769812549	-7.566497680597677	-7.82777162524116	11.30037472642058	1.337905809286232	-0.18255152088576107	-6.610913332134198	0.20014784264411453	1.1260469840725296	-4.953450662221053	2.8902603194729686	5.891548085159572	1.66545099942652	-0.45535110045686555	0.5583158284640476	-0.19455052361584935	-1.2713951578888172	3.4571961374179705	0.2405863167055933	-2.766016180810998	3.83531544062714	-2.5197683655378107	0.42582655442412426	0.46335857275095127	-0.14037181365083773	-4.843595988147228	8.314053616087103	-0.02304969318124155	-8.339848589619375	-5.113958632632719
1,1,2-trichloro-1,2,2-trifluoroethane	-2.6972194949668076	-1.4973025888215148	10.842740123301796	18.936021326091655	13.874770523454462	0.52033622935973	15.353941941439887	6.153782695335749	-9.98047116221096	-3.6746535017573714	-5.83680571848466	18.962508709946572	7.75639053236847	1.0685959421633948	3.8200514340952556	-3.699156447788273	-2.6678678278343457	0.09052357337009469	-0.5238114435781953	2.4823614603502913	-1.9960628361688226	0.5360926634205647	2.167316872883516	-2.829126320307742	-3.0278600330598255	5.449980019849461	-3.2117698350982655	-2.1226840458687186	3.3735289531801	0.2477037951785652	0.8092106676954008
1,1,2-Trichloroethane	-1.2038441817247736	1.3249475836873614	-4.5547445821384684	11.661127413627133	-0.7715288779449316	10.97173672824932	-3.8241305352839965	10.264554571097573	4.211600208265138	7.208568865420367	-3.07004851508134	-10.71726684372304	-0.8495627988733224	-0.403724463147896	-9.460840948260573	5.804141787234971	-6.361811237675112	-6.023712249454041	0.34727826257438166	-5.018365640591851	-1.632083828830483	0.469933407388261	10.91897429174768	-0.5808537625634744	-3.9720043570726586	0.8020689683837237	-0.08400306618712078	4.928542300608692	8.586894651030592	-2.568744436834105	-1.574616637782765
1,1,2-Trichlorotrifluoroethane	-2.6773989292976013	4.591826425042597	3.7693336360088936	11.502337077110763	6.879811805562024	-6.439967057111689	1.8817185658859357	23.924578347650165	-0.7605994317461335	3.8809896515784934	-3.4090061697285163	-14.283380948406384	-1.4337155597766584	-3.308306448759075	-2.645179738216287	-0.7566485622766821	1.2106151795808004	-3.360503256045536	2.1240826707222964	4.7827380329504114	2.408332292422822	1.0072499668919914	-11.90127795304972	1.064625827285647	5.249934556703013	3.2029343745835166	-3.9595429750787567	-0.2998566055614685	-2.711821501449259	0.9123320097827962	-0.5550642823598749
1,1-Difluoroethane	1.21623046463933	4.4625325077267455	-13.138304936889183	3.31279962644865	-2.4605193514484625	3.137595256616166	2.188943801939102	-2.488814164810424	2.395707848607225	0.2331847432908225	0.9738099116171317	4.235910488642654	-3.2036760446626587	-5.018375238872728	-3.5208458619209635	1.5280860007220303	-5.584996184515135	-3.1940434931587465	-0.12779529175497834	5.752785021728143	1.8316239141448802	-0.28417417187016014	-1.446840628952975	-0.7603888459871888	3.3417638077862626	8.79453225744018	2.2568216351264025	5.935001405322567	-2.634734924472466	0.46703849441767553	1.5539674753503494
1,1-Dimethylhydrazine	1.0453348310188726	-5.516820604584493	1.0763933591390908	1.1669755131068515	-0.37830377356466005	2.32240705745241	-0.14485941954909634	1.7594066259345862	3.8233220297459773	-5.026231843989854	1.6386927383557361	2.903221672323214	0.3277343564272328	0.5618858097479152	-0.49622792850611963	-3.33111551360554	-5.680969849682206	-3.283762704655069	0.667270266995959	-2.677382463197312	-8.294293645070777	-4.328296973582062	-2.402574971043385	0.3472436227372759	0.8011386309971644	0.7289856481759204	-1.1882829375723882	1.4960654507050515	-1.4104993440952418	-0.8301383821400932	4.7655227269947105
1-2-3-hexanetriol	-5.107057302359839	6.124076611070572	11.185860707330756	-5.57799707358871	-2.5537396802463075	1.5554447900160806	-1.8758326576296658	-1.4932875898039268	-5.985561269261481	2.9000397396647535	-3.563990503369041	-0.6370416230170923	7.826002972086161	5.456557154245302	-0.6469463893438447	2.800936023969525	-3.461803580122743	-0.2243591052871138	3.522087806821529	-3.9341668893734028	1.4880609523113373	-1.877439171978214	0.21264893860935433	0.02987478241049062	1.805008212742087	-1.590757305033603	1.6933512049088568	0.6006555971948696	-5.18669915917702	1.9448152100894605	-1.5128481653867403
