Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34
1-bromo-1,2,2,2-tetrafluoroethane	-3.3990084035204258	-5.389864954030614	-8.25919170457237	6.027447100535793	0.4808183438348691	-0.4097279507575542	-3.919773683355866	3.958238945989571	-8.234254388595932	14.600012178274882	-2.745918474117565	-3.9049205383786547	-5.099304042455926	-2.6663556186548614	0.2741654996223067	6.2289242696912375	3.7332162202022197	2.186978431096641	2.7798686683138407	-3.5032594793450085	7.03531921446711	7.409952804309628	0.781424224387871	4.521493157811674	1.521095947739331	-1.6062510296326187	-3.971241722629918	-4.314218436309256	-7.4914536466663595	-1.1502710173872994	1.5902330308355406	-0.9125000881636053	-0.8452115610138787	0.6234562503647721
1-bromo-1-chloro-2,2,2-trifluoroethane	-1.8512424058473893	-4.700643847955167	0.6768353114566822	6.397965404015258	-1.9415489517873865	-1.592613575163732	4.183253560071742	1.7154065295449081	-0.18109843793472635	8.71966424197248	-1.1601570497777718	-4.089672739179945	-4.805541647242953	-9.76725733784965	11.669607723214977	0.8589403697201401	-2.9031414155278785	7.381917207892142	4.043646685794081	0.7012324177923249	6.010167791259411	-2.5504621967007925	4.120220227284994	3.1717251850243673	-9.726544158182136	-5.54514957841281	0.2646459733906953	6.4522830565026235	3.0543976215934046	2.1922935704809077	-1.3339064220575962	1.451117075030886	0.8438118336728795	1.077811210346234
1-bromo-2-chloroethane	-1.8681041052231135	-8.806565419747596	7.358452388937429	-0.3695546660521112	-2.6705578275731185	-0.4041861154205195	6.368408975707781	0.47736083841716986	0.9853928509216902	0.4283314716014632	-1.5427744256265339	1.1102424413039866	0.5909958955198942	-3.26309067692958	-0.48959228483773387	-3.416650145406182	4.297548187886934	2.7021948444596213	-0.14935542828775974	-1.4386471626185833	4.085470208041608	1.0104870811400606	-4.5829264025384155	-5.860437303928243	2.3227286207464317	-3.311905006630868	4.187575901458849	3.9873576824479975	-2.546514985871676	3.0844226411572744	-3.0401794289452995	4.242775884971188	-2.1427084603845037	0.8437471983740547
1-Bromobutane	-1.9653602758945976	-5.638679357130534	-5.014209754933842	-0.7048767076532063	7.966841948880259	-2.727494800527838	6.676300371698167	-1.1771952574910103	8.158864092170575	-5.4632083299799925	-1.4846765238656794	-4.287776052779654	-1.9009763126914283	-3.790681144567874	6.651132137769151	-1.2152009565655602	0.15512780193435516	0.40294798474450966	-1.1391655028945198	-2.130860269226688	-0.1942782496535584	-6.444384217673137	-2.4200320688171844	4.3915578537084015	-1.222077075979677	-0.18754299477639375	0.31366003669092807	-3.8902822029595328	-0.39333026576444907	-0.15625121044061904	5.335427197975716	1.4107712367455014	0.9715769676655913	0.10982504864298617
1-bromopentane	-2.9015276245314685	-3.7330281986595377	-2.1224230376628004	0.021654319917486637	-4.900186829072835	5.016106599471682	9.81955054086809	0.1077663325309895	9.714940497358478	0.436621606380164	0.3000089778196151	11.769205825028859	-1.580278206144176	2.7582468819051935	0.7605152177113804	-1.8823255857991192	4.452929488534854	-8.151673940112586	0.46473074273733966	2.450670999208718	0.2347760288908051	-4.688044763833546	5.003518001039643	1.189226156307372	0.6654526405933869	-2.1645888312450046	1.4590572973123832	-4.728197905199298	-4.35067035347607	-0.2374690844864029	0.697853629124856	4.197181868333903	3.5099235198776473	0.7927118938627531
1-bromopropane	-1.7210162947361185	-5.081829263744326	-2.115688881731759	-2.2761111545622175	6.890802499807848	3.486086874014972	3.8310785359967734	-6.360459537738783	2.3117000139309973	0.6725027005603312	0.6050150080917445	0.5565879759157525	1.0737081708350773	5.124051190773667	0.6400560526865048	-4.83438273016519	-4.9083260111208045	-1.605387496536478	4.468409989219694	-1.3355576415393209	-0.9482963663077213	-5.1770348071561045	0.3242183996073275	1.4672952062789602	1.2800655748945542	0.13303765560119984	0.4642470474069784	-0.11339023722725576	-4.040185142975144	-1.173608294823552	-2.6216117171511266	-0.2078575949498159	6.169148450299205	1.311912515982553
1-butene	-0.7512165595236274	-6.947661182614247	-0.7950219893541342	-1.2846468826145745	0.13458113709778607	0.383324042029393	2.0188554763635436	0.8199242046687186	-0.9953920337537968	5.8644199583717285	-7.756048065716998	-0.5560409466582515	-4.414028334259292	-0.9499780977593993	-3.017441347149972	3.120793099218096	3.6207753888567336	-4.261328967819164	-6.129907286344012	-3.3165763333157408	-3.280792559128135	-0.5854256128261821	4.690734403056562	-0.9218458256544443	0.13741458429987852	0.9578541363502793	-0.5203196033048002	6.724407294908383	-2.8606239432346876	2.5072436713558117	-0.030369047486236443	0.976438930264884	6.182812767495965	-0.5421491068790589
1-chloro-2,2,2-trifluoroethane	-2.703077260221912	-3.207858149438822	-7.880646734356744	3.9331247280321224	-12.10791907236402	-3.0045277074877097	9.822606773084376	-4.3120507868230264	3.38594794273999	-12.096034503916096	0.8622272099756849	-2.997949334737316	0.3189803127919182	-0.48835828742323145	0.478187843000209	5.958384752878794	-3.8554669169129787	0.8562402305284031	1.9565592129393294	-3.704020393065856	0.1559706867718026	4.967681311153162	-6.158539127144935	5.535388500263321	3.5593903287232123	0.600681191319092	5.031286530571805	-7.827881431535293	-0.10516212426724993	3.896900978131591	-0.2816486459529922	-2.769388995538334	0.37231483593959525	4.0307520078489745
1-chloro-2,2,2-trifluoroethyl_difluoromethyl_ether	-3.2343556946157843	-0.042449525428495206	-11.351144300743888	10.94464141521765	-15.499631028370644	-1.1862107814680158	-5.147086649419368	-1.9390382008519496	-5.753084120325099	1.8049578137608009	1.9982033307589282	-7.1633203540821135	-1.0119945980280334	-3.7391829404259314	-0.4527239660919251	5.822631455783697	0.39275652840683856	-8.876775178341434	-1.791028659038439	4.673350230241152	-4.3742516198829104	-7.53931607760927	-1.2976365991470087	-0.3782290821514615	3.9185750966121833	0.8114182749588118	0.6924161448821005	1.1909734902845748	3.8356361010105084	0.616170451932914	-4.76183235537	-1.860039146403538	2.571947792582355	-1.889941912669448
1-chloropentane	-1.4903887563880005	-6.06616549110241	2.586684593591331	-1.4309743930687269	-2.349058922797815	-8.473761106813281	-0.8361040034607312	-6.867782277840969	-2.200906089683966	-7.024595767356311	5.572070974411732	0.7608301223117986	3.1072508042411577	-3.856924339770107	-7.837704622241162	10.133927940209723	-6.409895742212778	2.2692661620949255	10.57337084228895	7.048981825782736	2.74326839998998	-4.824653479469456	6.916074431066593	-2.510863865508407	-4.828336440036186	2.7987766676225347	-4.29920375934735	-2.055008492704072	2.0328862915099912	-5.503162439185933	2.7794639959560974	3.2467165261937927	-2.164935540638872	-0.009875292618417733
1-chloropropane	-1.4752106154501556	-4.980357260360565	-0.14074650612958695	-6.052895045228673	1.4036946744618453	-4.8727390152915495	1.2581253914290496	1.2619881941593802	-3.198533226799848	-2.049299094989969	-1.0179260441493987	6.693754897583935	2.8969356802923993	-4.019066505505464	-1.126868641341263	1.6595404743978164	-3.2925198550851023	-4.854293104057155	-2.5463404180514706	0.861515061796536	1.9856793451691725	-4.492749991040317	2.6663527157789555	10.785469198489677	1.420253957340879	1.1395791422955583	-5.816620039687397	5.349646313315771	-0.25154105027580037	-3.7492662368062866	-4.882825707739606	-2.0196178025000022	-3.7570160920219204	2.746601306112533
1-hexene	-2.290750662147777	-3.7460152018240476	-3.336798109307574	-1.2967508559121443	12.042915253048557	-5.457596697054351	1.8040578801638723	0.06828429474319048	0.0731816490941962	-1.9981546610976249	-1.0724475455040343	-2.0311194290851704	8.494887588969968	1.8894398186459456	-0.37827866285546313	4.106020691389204	7.8887032806347595	3.6706250999987975	0.4195936647799459	-2.5199887826250293	5.693162780990297	1.0160759747044075	2.3997810079343487	-4.343572310849189	3.6577981090883007	-1.0748063023455423	-2.2026344444207417	-0.40929539325795644	1.1952098307843255	5.478740647100971	3.140588287409464	-2.854229366429487	3.9907438550155336	-3.4795206451593175
1-hexyne	-2.762371295470592	-2.970583480094686	-1.0985981746730422	-0.6598838100892044	5.932537722781542	-4.508240322519067	3.6187083512907896	0.11219890154850129	4.687806504085996	-3.121210767712404	-4.3686009090819615	-6.462768095519917	6.764939426793037	2.635739126468509	-1.549966120705815	4.700166443312136	1.4422357637294032	0.4767509633257917	-5.11172518055361	-0.7890550394557065	2.98537829711921	2.3358456306951294	-2.371508089469176	4.071671767260031	4.3691249828979055	-4.242407097204342	-0.14735653367526427	6.993823989391447	4.642632446115476	-5.083892279392476	-0.9757635519869408	-1.9611085477705845	-2.9160153858508213	-0.9988683702476525
1-methylthymine	-0.0018991138438065624	18.413909607066735	5.7775341504073285	-23.150935838689843	-9.387878291712545	-6.925889350764899	-6.196441375063153	-11.204240362012886	2.9597600686098255	9.645293730097002	-6.600760801855476	-0.8918683297916679	8.581051534778695	7.650808485349113	9.789503614024197	4.819517027046349	1.0251821314848752	-2.2818456244529717	-5.956417174115425	2.9267001068676755	6.358078781706609	-0.3840440667263559	-0.2323853330681676	-0.1422133406183454	-3.03868919307387	1.9765215160991418	-1.071770127918119	-3.0534768958404253	-0.4682868614820845	-0.005060302837561627	1.8069094179183558	-3.6921677337011167	0.20770537970327427	0.9159827787437966
1-nitrobutane	-2.451726787291983	-0.5011520562493957	-1.7799782434276368	0.48532987545215056	6.71005746502522	10.919046757088596	-3.26942468465292	6.264239891983511	-3.8871316760572143	2.1738056304553814	-5.0964257500308765	3.8373830157113873	6.455892632258656	-1.0542037688206325	11.68130685513417	0.6355836115510307	-12.059397000832698	0.24532119861992538	5.233163501115334	-0.9145849713557093	-3.280552686784411	-3.135739991531389	0.9670991731297837	-3.523649530785655	6.385189506391337	-2.5603855023851363	-0.47428480251744287	2.3835224224193308	2.0308128407965067	4.1062862585058015	2.749398339474798	-0.7390133784185473	-2.7323033223801305	-2.6090403708496543
1-nitropropane	-2.415887251259744	-1.3457758951838519	-0.039702523415890235	-2.97095330605151	2.4767674612115282	4.888585774704419	-1.774366634972458	7.862689869827494	-1.701868926427413	-0.026375480101238934	-1.100317433837003	0.3884615071714593	-3.2066093586206907	7.484300964675048	7.019628451365981	16.81983211300373	-6.633015773006898	-2.9278973451682537	-0.6048726883730957	-0.9678856422028917	-6.545945286564724	0.5670188222753919	6.499741600444429	-2.575870863374757	3.6334300184366426	-3.009877793053172	6.425346475985238	-1.7818137415145667	-3.7317346760494248	-0.6495656189205008	-1.6917528931901218	1.9465116812515244	-2.4840274892221155	4.524326849624359
1-pentene	-1.0501900478025872	-5.4005768683619015	-4.005543121813308	-3.124783950826133	1.9360055725692644	1.7463553477385088	-3.8036751327410903	-0.922837709128319	-4.385788963824306	-1.4391409355571183	-6.91903709710246	-0.5991567772473542	6.858254628604817	2.791910595122946	-5.194725163313507	-6.2340772372481705	-2.852739496338843	-0.2666295403873987	1.8520555521166508	1.494948703698908	-0.6176479210726561	6.219376574336415	4.715500359386854	-0.13674510794751873	0.20097014909251573	-3.5736942504370828	-2.0751655415493806	-1.2430979726065676	0.49409431449238	-0.8211230542297396	-1.4813933124234042	1.430905574065421	8.828480571255604	-1.3401871006307344
1-pentyne	1.1076097169143442	-4.284157095165125	-2.1819253067508373	-5.152737676800344	-0.24172318929824096	0.38859833433877716	-1.7671572571666463	1.8890759444631617	-0.9542774864617387	-3.821991426332102	-5.424938524320766	2.1709165567757225	1.8181246961456765	1.9518442426336264	-8.723342212961672	-0.23069952072779146	-1.1694855748977413	1.2469740065578085	-1.8430714575512617	3.5004748246219615	1.7881747908975412	0.028596235270321433	2.156203325643302	0.3294110670131232	-5.30298879837439	-5.879790093441127	6.2713102959147555	-1.0544547302848	1.907232669082242	-2.362261974342428	-2.843534158616933	-2.1577295376557366	4.999880261432623	2.6649695425788846
1-propanethiol	0.31538860877613967	-3.3337327261037077	-1.1953863318711195	-2.1226390944047413	-4.447872444040531	0.7865871886676208	2.059156475442031	-4.005728661337344	-3.846982300690702	-1.8535000132609958	-6.190327325283687	-2.226736681715608	2.357131480651145	-2.2228297628430624	-0.2942921322316668	-1.5700305343374332	-3.356966434135439	4.325487008317894	-5.350440856507711	-4.972753173498754	-4.8527031911777145	2.0244423814747563	-5.0032683355716365	2.02408390466194	-2.485535683026056	0.045232950590515436	0.8813117819359435	-1.4563215902277835	-3.0862154434302718	5.264565587002011	-0.6584140188202966	-2.8884956777881157	-1.6361370357375087	-0.6299594814034146
2-3-4-Trihydroxybenz	-2.4724664425521627	12.055684175201794	4.639642264801143	1.0118594128448277	-5.797965370072151	0.9096555041894993	13.802029416046507	20.645127563798777	8.504038627871713	-0.10955259276238052	7.369769270299939	1.008536900274549	-1.2676486569810115	5.737291643026882	-4.653038498581726	3.2620860378791745	-3.0472584022504443	3.804588231875122	2.0277861934186827	0.4612026434048429	3.2315876870930316	4.126258386588969	0.1848317310817332	3.4071934213796844	-0.5104368262970842	6.328931932857942	-5.834837394824414	2.988590739247167	-1.2566097404834198	2.0424930713661147	1.8439406841470924	-4.298991896127797	2.7903061122057595	2.520908477303096
