Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1,1,1,2-Tetrachloroethane	-2.1167032277093627	-7.71497715844782	-3.1388715236386027	-4.688413020166904	0.0548298830390784	-0.282805176802367	-6.997382506572997	3.4972159881478753	4.90819121982376	-1.1081915464723806	-2.068373009077388	5.4056687011454105	-0.964708448540979	9.551910115924066	2.57300842908016	1.9102207970607565	-0.7124361987583556	6.478942996597651
1,1,1,3,3,3-Hexafluoro-2-propanol	1.6328475399736784	0.06757335662697235	7.426325461620421	9.927015806782718	-15.207087926013601	0.046060994734626354	0.1296117295478053	-7.02222141897847	1.0490359778757465	-2.8652793702840276	12.488553560321462	-4.926788412575218	6.753226942397756	6.847246191151459	-3.2455581647387945	0.5212389067925197	7.485884648477611	-4.221493658488341
1,1,1-Trichloroethane	-2.5825596656027945	-6.99261656409699	-5.546684798109421	-2.578750982842688	-2.488461411580913	-1.0409707154625112	-0.022668548569588505	0.7554766060893905	3.7662538146651996	2.2427901069039606	-3.679570153894	-2.6319525332154132	-2.2819701243328465	6.290205759822206	3.975167795916353	-4.069845192389654	-4.915735469163803	5.043438997497391
1,1,1-Trifluoro-2-propanol	-1.2960063925665728	-4.056497285259214	0.32830348958499644	4.049510313739789	-0.09722075481020577	-3.9322975732834293	-3.7006006300419894	-3.0390496978372847	-3.9038690547940664	0.3299234861717703	-0.3390480504945393	1.8181510496578774	9.205214370734739	-2.6936600304529685	0.7410812887382134	-4.683480658407763	-2.0673929987875352	-3.538509862600788
1,1,2-trichloro-1,2,2-trifluoroethane	0.6340571050085902	-4.327991592364974	-0.218226224197585	0.6722460229511827	0.5987983235770856	2.874081419485094	-2.338337877679204	1.411358115790528	8.639985508125688	-3.9558569995001687	-2.1634425359307796	2.3031702361156112	0.1953297003387018	-3.5525842265398593	2.544528241662484	-4.400191525232126	1.931650357426597	0.5222386023090089
1,1,2-Trichloroethane	-2.235225279146772	-7.652553135239895	-5.145499601277628	-4.304854875942787	-2.3279407025435597	4.159414805870881	-1.7101081505017175	9.386845190244165	3.8217818264960055	2.317852857761931	-5.152418577209206	6.951691852825945	-1.0529442583662434	6.444501235990696	4.363487398334333	-0.03913281158423415	-2.436372188047106	-0.7908060088329594
1,1,2-Trichlorotrifluoroethane	0.4611833879984384	-5.515038467253268	0.25932721232824274	-1.6609892076297599	-3.3149354354355363	4.533719907994335	1.6407633504596555	5.612386672082921	8.560108024295776	-1.7364196225905606	-1.8154532871142581	3.3292205737109875	0.41111465225203214	9.267726518460746	-1.8088660148229392	-3.85314989139362	1.3768205054964726	3.285103094170819
1,1-Difluoroethane	-3.109984275138203	-6.455969012608873	0.708294142243448	-5.600750602923606	2.6749531484858204	-3.6676810459397515	-0.26916364988302005	-3.5083529906731052	3.245932388842948	-0.676067456322087	-0.39308913922357014	-0.7956446145979567	-2.575754521352416	0.2664696657414885	-1.2733814490281807	4.604275011251324	-3.0640475309170894	-6.509250252109484
1,1-Dimethylhydrazine	-4.9200808952904085	-1.8122676511360465	-6.2988959597435175	2.4924724708718755	3.655468095864951	1.6349218570042092	3.1011879186459628	-0.5848126849973434	-0.21222675630157797	-1.1822290325326614	-0.4787417132072768	-1.3568057240492044	-3.5633588304461097	-0.16239253035695653	-0.027544661837135775	-4.08295985405878	0.24845912356018618	-3.7718565674201328
1,2-dichlorobenzene	-1.362618654897813	1.1355361151955046	-2.401716724465787	-0.4190442009253984	-2.015753666036442	0.5606811608058182	-2.7842118661336985	-3.008975108447909	-1.97460766816485	9.1627088460767	2.3645892846777694	-1.9036714667608234	6.682968076452479	0.8909673068788747	0.26669788094314995	3.3755414415789073	-0.3839482214957444	8.321413757876025
