Molecule	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24
1,1,1,2-Tetrachloroethane	-3.3040886261246043	-6.78578222032866	-5.0469469306383825	-4.602396890027774	-0.22713668672206327	-3.3947203419828322	1.8003674994947314	3.1635519390318234	1.3640603518887449	-8.086108793517107	0.5813150873063808	9.104447367819976	-1.7826622712247613	-0.10346733019680322	6.11442580575777	-2.855765946375724	1.353638081555939	-1.1412704075497888	2.2574224350446985	-1.1221847045793738	1.5537022559136282	-0.4299859680866471	2.0701190399037848	1.2713733149596034
1,1,1,3,3,3-Hexafluoro-2-propanol	0.24430002398526268	-0.6415510862238792	6.86028207253106	12.46131610801957	-10.999044168107984	-9.325497871664345	-5.685167834601178	-2.9563739632957127	3.7485627790366056	1.0524168895226622	-6.55740998641258	-7.415688089494432	4.128608162490877	-2.5203716776062097	7.67783891665454	-3.9215092633737565	1.693510380163571	-0.44238395913786116	-1.497020007822815	1.1283826032548057	-2.0439641104749566	-0.8580879992659505	-0.45400764733670496	2.0209801930247306
1,1,1-Trichloroethane	-3.717904131670665	-6.156029864669372	-6.992891744402625	-1.9594225753081291	-1.4451330009175423	-3.2420414735647194	3.782187555497618	-2.348691898575702	-0.9287504444262832	1.1042274600681001	-1.8295222998822855	5.876116306285282	-4.569943095297167	4.735565205675275	-4.145874649957021	-4.005042223684098	2.378044486296128	-1.0210583476691866	-3.299594936463074	-1.0909805487922242	-2.028105186363399	-2.4315725040868665	-5.199357515478426	-0.7235752234024466
1,1,1-Trifluoro-2-propanol	-2.273411560679176	-3.8968133267566043	-0.7820094320555581	0.5518738199099225	0.958912944682119	-4.902195909584405	-7.615948788327975	4.378305873773359	-4.169997804569736	2.848449696612863	0.9667055431845278	-5.118572196418281	0.36765457949229047	-1.0021287558349672	-3.5370477340837	0.8445468543613869	1.6413602623915595	-0.36594067982004036	-2.3066227527814003	-1.174353217178814	2.5860051815527574	-2.2811552269820465	-0.5509544757169385	6.054808130720813
1,1,2-trichloro-1,2,2-trifluoroethane	-0.7679481839414791	-3.8697161587432243	-3.0739275200779708	0.6149900719289038	0.7790649975790344	-2.119776949541497	3.6886388130422576	1.7717571435378998	3.089294103684318	-6.940190374767747	0.1392990230634495	-3.4109619962310296	-1.2324473301151941	-0.967756826047183	-4.509594657909157	3.338860543350949	0.06342196279632008	5.387746492473213	-3.176011041178087	2.368208961391418	0.31261409608047763	2.1025447929629704	-0.7042759600797823	-4.617971778007802
1,1,2-Trichloroethane	-3.216835044444941	-6.830852196810078	-7.063153878415562	-3.884326292817512	-4.985510098197443	2.5603991064686955	5.56974165978709	7.048588559120545	-0.6319275726119513	-4.105561932640854	3.213672501835475	7.638837771248015	-0.48045361381036805	-0.6570155272970908	2.8526515532793675	-2.975216481589232	3.058461570158279	-3.3374514573702854	-2.67781833007541	0.8206008687164486	3.7626709197200285	1.095726209757089	1.6115174535626566	1.9532866779319265
1,1,2-Trichlorotrifluoroethane	-0.9308983730339208	-5.2319551135979285	-1.8126848753748765	-0.33534920180288114	-5.000872077005965	0.5685522619614413	7.39441430507961	1.6359465603605932	1.888799885084079	-6.84806438409416	-2.773768658770472	2.225179369409373	-1.9972446926307332	-5.2497007722252595	-0.8798843649052362	-6.367785196519121	0.5079595363567458	5.007654715138898	-1.507977335091033	3.3176613686762506	0.9145028115244853	-1.947289388569158	-4.912759705918879	1.476758232017556
1,1-Difluoroethane	-4.01447925029153	-6.039959805445551	0.8257782685354023	-5.376049946709996	3.2065073089027827	-3.9004629929007177	1.8572532320328945	-3.916188575943309	-0.41744658984444566	2.2717510755537003	1.3524421627849028	1.668809638908066	2.085154026896483	-3.3604323967451633	2.952667950118629	3.228075468849843	-1.478477245114309	-1.8519741172062216	-5.337943213924357	-1.2321773236000226	-0.8768367090452189	2.3617418820999956	1.2640684996326093	1.1137996347820376
1,1-Dimethylhydrazine	-5.707117762805749	-1.6354603320269345	-7.193785190785826	1.6642870086366481	2.9420241103518348	2.9057910600869246	0.5620658461533617	-3.7411923810771053	0.11721666685146855	3.0477271632720315	3.1937506339402173	-2.9670916998739423	0.10463847335444602	-0.7824546570051516	-0.14859232336930217	-3.885382421890555	-2.002948280097738	1.2261509529853007	1.1234677193955929	-1.9216388240161808	-0.5511987051565703	3.151783179027999	5.804279398627986	1.3385879041504967
1-2-3-hexanetriol	-1.027188319384585	0.3533496160203407	7.284387989332296	-0.888794419501676	1.7764412131572866	3.1540722324038986	-1.574429492331827	7.088712563703491	1.9688726183976795	-4.580798737055769	4.415896119395485	-2.724753519445754	-2.4779721823330134	5.184456039926861	3.385839431234808	-2.8409299590485833	-0.3130143707689724	0.4692207733172253	-4.3064088548990584	1.584512344894155	-0.35023449210412283	-2.571257331702657	0.4867111321414184	5.154202124851678
1-2-Benzenediol	0.22743030255205648	5.428287743726673	-2.3498048270515257	1.7697909937052578	3.336579378413197	7.4847513925688665	-0.0017567799038209382	0.7564484876712385	-9.06908998714509	-4.967712917864398	0.012368868734144485	-2.6657458223041086	11.3117419421757	-2.307706430152921	1.9761948443615982	1.435803437575639	-1.9190622537327324	-0.11946982080167314	5.543702547745127	-4.04532911724854	1.33030883940838	-0.12492814675733212	-3.7249349264703673	0.31615433214010313
